,,,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,- V EUR,,,,,,,- V EUR
47.,160 ,OBČINA HOČE-SLIVNICA,"10.842.252,00 ","2.944.892,00 ","514.490,00 ","431.958,00 ","20.068,00 ","41.965,00 ","0,00 ","9.906,00 ","0,00 ","10.593,00 ","82.104,00 ","40.982,00 ","31.956,00 ","272,00 ","455,00 ","8.439,00 ","2.193.573,00 ","220.524,00 ","4.345,00 ","423.229,00 ","25.522,00 ","8.456,00 ","809.561,00 ","10.025,00 ","535.727,00 ","156.184,00 ","119.725,00 ","119.725,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","35.000,00 ","0,00 ","35.000,00 ","0,00 ","0,00 ","0,00 ","3.077.346,00 ","104.047,00 ","0,00 ","0,00 ","104.047,00 ","1.932.139,00 ","0,00 ","0,00 ","0,00 ","0,00 ","28.463,00 ","1.903.676,00 ","313.948,00 ","313.948,00 ","727.212,00 ","0,00 ","83.552,00 ","0,00 ","643.660,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.407.160,00 ","4.407.160,00 ","0,00 ","26.400,00 ","41.720,00 ","0,00 ","3.365.340,00 ","112.678,00 ","440.538,00 ","0,00 ","420.484,00 ","412.854,00 ","144.610,00 ","144.610,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","268.244,00 ","50.000,00 ","0,00 ","0,00 ","218.244,00 ","-1.928.737,00 ","-1.839.548,00 ","1.436.081,00 "
48.,161 ,OBČINA HODOŠ,"716.116,84 ","340.371,82 ","67.144,64 ","58.710,78 ","3.892,50 ","4.541,36 ","0,00 ","0,00 ","0,00 ","0,00 ","11.262,68 ","5.195,94 ","4.162,62 ","35,13 ","58,56 ","1.810,43 ","256.307,40 ","35.405,63 ","5.443,46 ","52.875,34 ","7.942,39 ","219,54 ","6.282,13 ","0,00 ","0,00 ","148.138,91 ","5.657,10 ","5.657,10 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","135.482,46 ","0,00 ","0,00 ","0,00 ","0,00 ","86.871,72 ","35.183,80 ","400,00 ","907,51 ","0,00 ","0,00 ","50.380,41 ","41.958,87 ","41.958,87 ","6.651,87 ","1.526,59 ","3.735,36 ","90,35 ","1.153,72 ","0,00 ","145,85 ","0,00 ","0,00 ","0,00 ","240.262,56 ","240.262,56 ","0,00 ","0,00 ","552,00 ","5.388,70 ","193.152,90 ","28.238,73 ","1.600,00 ","0,00 ","11.330,23 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","35.952,21 ","41.475,08 ","-123.455,29 "
49.,162 ,OBČINA HORJUL,"2.265.659,44 ","584.800,69 ","147.095,93 ","131.167,63 ","4.844,00 ","11.084,30 ","0,00 ","0,00 ","0,00 ","0,00 ","23.379,64 ","11.693,93 ","9.287,21 ","79,37 ","132,13 ","2.187,00 ","374.325,12 ","53.477,18 ","12.271,56 ","75.503,04 ","1.527,37 ","1.775,47 ","173.803,19 ","278,20 ","0,00 ","55.689,11 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","40.000,00 ","0,00 ","40.000,00 ","0,00 ","0,00 ","0,00 ","712.829,12 ","7.732,71 ","4.604,50 ","0,00 ","3.128,21 ","548.595,65 ","0,00 ","10.175,00 ","500,00 ","0,00 ","0,00 ","537.920,65 ","43.216,06 ","43.216,06 ","113.284,70 ","18.268,75 ","5.315,84 ","0,00 ","89.700,11 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","918.148,85 ","918.148,85 ","0,00 ","0,00 ","42.588,29 ","0,00 ","663.231,15 ","36.816,45 ","91.987,10 ","2.500,00 ","81.025,86 ","49.880,78 ","18.823,93 ","18.823,93 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","31.056,85 ","14.817,25 ","0,00 ","0,00 ","16.239,60 ","519.534,62 ","483.063,19 ","1.055.794,41 "
50.,34 ,OBČINA HRASTNIK,"9.861.483,80 ","3.480.240,51 ","526.001,36 ","456.494,41 ","17.530,66 ","30.323,77 ","835,85 ","4.420,62 ","0,00 ","16.396,05 ","86.085,72 ","41.336,35 ","33.110,15 ","280,15 ","467,15 ","10.891,92 ","1.576.011,81 ","288.600,68 ","71.907,27 ","170.721,45 ","5.118,01 ","982,10 ","887.351,51 ","18.033,46 ","0,00 ","133.297,33 ","42.567,33 ","26.310,87 ","0,00 ","16.256,46 ","0,00 ","0,00 ","0,00 ","1.249.574,29 ","0,00 ","117.933,73 ","1.131.640,56 ","0,00 ","0,00 ","3.518.795,71 ","289.433,21 ","0,00 ","0,00 ","289.433,21 ","1.663.029,22 ","0,00 ","6.600,00 ","19.506,96 ","1.012,98 ","27.552,78 ","1.608.356,50 ","300.460,66 ","300.460,66 ","1.265.872,62 ","35.467,38 ","74.112,43 ","1.651,56 ","1.153.459,61 ","1.181,64 ","0,00 ","0,00 ","0,00 ","0,00 ","2.687.816,05 ","2.687.816,05 ","0,00 ","0,00 ","29.769,47 ","0,00 ","1.787.604,02 ","309.202,78 ","90.544,98 ","0,00 ","470.694,80 ","174.631,53 ","67.352,00 ","67.352,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","107.279,53 ","0,00 ","0,00 ","0,00 ","107.279,53 ","808.111,31 ","837.230,70 ","826.072,86 "
51.,35 ,OBČINA HRPELJE-KOZINA,"5.546.498,70 ","1.335.896,41 ","315.527,26 ","280.693,88 ","9.175,34 ","22.556,98 ","0,00 ","3.101,06 ","0,00 ","0,00 ","49.777,90 ","25.170,44 ","19.184,30 ","170,62 ","284,34 ","4.968,20 ","967.961,15 ","72.969,04 ","3.859,01 ","216.346,60 ","0,00 ","12.992,45 ","90.573,10 ","14.821,54 ","0,00 ","556.399,41 ","1.030,10 ","1.030,10 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.600,00 ","1.600,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.885.694,22 ","9.826,19 ","0,00 ","0,00 ","9.826,19 ","830.626,98 ","3.701,08 ","17.943,84 ","157,00 ","0,00 ","0,00 ","808.825,06 ","123.831,82 ","123.831,82 ","921.409,23 ","28.144,31 ","16.957,76 ","2.980,28 ","831.689,79 ","26.533,90 ","15.103,19 ","0,00 ","0,00 ","0,00 ","2.154.477,68 ","2.154.477,68 ","0,00 ","0,00 ","175.622,22 ","0,00 ","1.592.012,10 ","37.071,27 ","72.508,08 ","0,00 ","277.264,01 ","170.430,39 ","54.751,46 ","40.011,75 ","14.739,71 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","115.678,93 ","0,00 ","0,00 ","0,00 ","115.678,93 ","-478.202,80 ","-478.033,86 ","1.154.423,60 "
52.,36 ,OBČINA IDRIJA,"13.132.139,66 ","4.131.337,23 ","808.103,97 ","707.784,96 ","26.296,00 ","48.431,32 ","4.040,25 ","14.359,56 ","0,00 ","7.191,88 ","128.713,80 ","63.465,31 ","50.843,96 ","430,17 ","717,02 ","13.257,34 ","2.952.081,13 ","663.086,53 ","136.943,90 ","206.340,19 ","20.156,89 ","22.567,00 ","1.501.356,63 ","99.877,27 ","44.657,72 ","257.095,00 ","32.915,07 ","32.915,07 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","209.523,26 ","66.274,03 ","129.000,00 ","0,00 ","14.249,23 ","0,00 ","4.345.885,29 ","37.417,59 ","0,00 ","0,00 ","37.417,59 ","2.664.948,00 ","0,00 ","14.500,00 ","2.500,00 ","0,00 ","0,00 ","2.647.948,00 ","583.349,08 ","583.349,08 ","1.060.170,62 ","4.040,68 ","35.266,08 ","46.352,90 ","969.071,99 ","5.438,97 ","0,00 ","0,00 ","0,00 ","0,00 ","4.168.817,64 ","4.168.817,64 ","415.685,00 ","4.212,90 ","39.283,30 ","47.952,66 ","1.603.164,89 ","1.393.140,40 ","74.444,21 ","26.957,47 ","563.976,81 ","486.099,50 ","146.416,53 ","146.416,53 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","339.682,97 ","0,00 ","0,00 ","0,00 ","339.682,97 ","-169.997,68 ","-145.874,63 ","2.031.083,20 "
53.,37 ,OBČINA IG,"4.846.873,14 ","1.874.643,24 ","382.674,93 ","344.562,40 ","11.072,00 ","23.097,02 ","2.947,59 ","707,16 ","0,00 ","288,76 ","61.653,29 ","30.817,24 ","24.688,69 ","208,76 ","348,12 ","5.590,48 ","1.385.396,77 ","141.411,23 ","29.327,43 ","301.620,84 ","97.262,51 ","3.375,41 ","684.875,87 ","19.139,89 ","1.795,91 ","106.587,68 ","15.899,76 ","15.899,76 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","29.018,49 ","0,00 ","27.610,71 ","1.407,78 ","0,00 ","0,00 ","2.076.922,09 ","0,00 ","0,00 ","0,00 ","0,00 ","1.331.193,51 ","0,00 ","1.144,53 ","0,00 ","0,00 ","0,00 ","1.330.048,98 ","195.156,20 ","195.156,20 ","546.048,38 ","37.163,35 ","10.420,23 ","0,00 ","492.776,58 ","5.688,22 ","0,00 ","4.524,00 ","0,00 ","4.524,00 ","739.129,06 ","739.129,06 ","0,00 ","0,00 ","32.158,34 ","0,00 ","585.786,13 ","15.492,30 ","43.794,69 ","0,00 ","61.897,60 ","156.178,75 ","108.174,43 ","9.230,43 ","0,00 ","0,00 ","0,00 ","0,00 ","98.944,00 ","0,00 ","48.004,32 ","0,00 ","0,00 ","0,00 ","48.004,32 ","675.268,41 ","628.997,45 ","1.130.118,11 "
54.,38 ,OBČINA ILIRSKA BISTRICA,"15.641.100,27 ","3.339.726,72 ","727.002,42 ","631.906,68 ","26.123,47 ","54.173,44 ","7.971,31 ","5.094,97 ","0,00 ","1.732,55 ","124.283,18 ","63.684,28 ","45.735,28 ","387,47 ","645,06 ","13.831,09 ","2.361.002,89 ","469.271,82 ","0,00 ","437.881,11 ","15.173,82 ","22.770,14 ","1.163.443,49 ","8.295,92 ","17.233,61 ","226.932,98 ","96.416,23 ","92.407,21 ","0,00 ","4.009,02 ","0,00 ","0,00 ","0,00 ","31.022,00 ","0,00 ","23.653,00 ","0,00 ","7.369,00 ","0,00 ","4.425.374,71 ","263.974,73 ","155.574,48 ","0,00 ","108.400,25 ","2.466.055,14 ","0,00 ","36.680,00 ","0,00 ","0,00 ","78.251,90 ","2.351.123,24 ","497.701,13 ","497.701,13 ","1.197.643,71 ","0,00 ","35.805,76 ","7.040,88 ","999.949,22 ","154.847,85 ","0,00 ","0,00 ","0,00 ","0,00 ","7.476.868,50 ","7.476.868,50 ","400.000,00 ","82.732,00 ","127.734,48 ","29.732,22 ","5.756.216,85 ","295.549,45 ","59.261,43 ","0,00 ","725.642,07 ","399.130,34 ","200.236,53 ","176.840,07 ","23.396,46 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","198.893,81 ","0,00 ","0,00 ","0,00 ","198.893,81 ","-1.523.344,28 ","-1.464.651,66 ","2.812.357,87 "
55.,39 ,OBČINA IVANČNA GORICA,"12.621.925,40 ","3.059.988,03 ","570.402,16 ","497.208,19 ","13.609,36 ","34.333,24 ","6.414,45 ","1.441,39 ","0,00 ","17.395,53 ","90.126,82 ","44.973,82 ","36.029,84 ","304,78 ","507,99 ","8.310,39 ","2.379.379,03 ","227.980,43 ","214.372,97 ","244.957,86 ","9.222,91 ","6.975,60 ","1.140.193,52 ","43.039,35 ","37.625,59 ","455.010,80 ","80,02 ","0,00 ","0,00 ","80,02 ","0,00 ","0,00 ","0,00 ","20.000,00 ","0,00 ","20.000,00 ","0,00 ","0,00 ","0,00 ","4.326.573,18 ","21.289,07 ","0,00 ","0,00 ","21.289,07 ","2.715.904,61 ","0,00 ","69.000,00 ","18.972,45 ","0,00 ","0,00 ","2.627.932,16 ","652.756,86 ","652.756,86 ","936.622,64 ","24.515,14 ","83.249,44 ","0,00 ","825.516,77 ","3.341,29 ","0,00 ","0,00 ","0,00 ","0,00 ","4.828.916,30 ","4.828.916,30 ","69.650,00 ","0,00 ","191.640,61 ","52.978,14 ","2.652.164,85 ","685.808,03 ","898.812,13 ","17.065,80 ","260.796,74 ","406.447,89 ","238.492,73 ","238.492,73 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","167.955,16 ","4.491,60 ","0,00 ","0,00 ","163.463,56 ","-257.913,44 ","-330.080,62 ","3.818.060,93 "
56.,40 ,OBČINA IZOLA,"17.783.939,00 ","5.919.178,00 ","1.694.324,00 ","1.492.633,00 ","49.108,00 ","97.651,00 ","4.710,00 ","1.981,00 ","0,00 ","48.241,00 ","275.007,00 ","136.889,00 ","107.969,00 ","914,00 ","1.524,00 ","27.711,00 ","3.657.201,00 ","571.683,00 ","8.717,00 ","1.945.427,00 ","16.745,00 ","4.823,00 ","236.388,00 ","100.464,00 ","64.300,00 ","708.654,00 ","250.646,00 ","218.897,00 ","0,00 ","31.749,00 ","0,00 ","0,00 ","0,00 ","42.000,00 ","0,00 ","42.000,00 ","0,00 ","0,00 ","0,00 ","6.506.131,00 ","24.040,00 ","0,00 ","0,00 ","24.040,00 ","2.978.309,00 ","0,00 ","51.000,00 ","227.124,00 ","0,00 ","42.690,00 ","2.657.495,00 ","512.635,00 ","512.635,00 ","2.991.147,00 ","0,00 ","115.555,00 ","11.821,00 ","2.793.629,00 ","70.142,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.744.587,00 ","4.744.587,00 ","0,00 ","0,00 ","109.387,00 ","39.999,00 ","1.776.956,00 ","2.230.952,00 ","264.654,00 ","20.049,00 ","302.590,00 ","614.043,00 ","78.556,00 ","78.556,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","535.487,00 ","6.384,00 ","0,00 ","0,00 ","529.103,00 ","-1.733.574,55 ","-1.493.544,55 ","2.197.587,45 "
57.,41 ,OBČINA JESENICE,"20.406.421,51 ","5.173.214,42 ","1.339.344,19 ","1.148.889,35 ","42.846,33 ","106.011,48 ","15.570,51 ","11.811,55 ","0,00 ","14.214,97 ","210.830,79 ","102.409,94 ","83.667,67 ","708,49 ","1.180,80 ","22.863,89 ","3.525.815,15 ","445.813,82 ","83.860,97 ","317.616,12 ","24.609,51 ","15.838,01 ","1.846.177,79 ","66.724,40 ","5.148,80 ","720.025,73 ","37.224,29 ","21.790,33 ","0,00 ","15.433,96 ","0,00 ","0,00 ","0,00 ","60.000,00 ","0,00 ","60.000,00 ","0,00 ","0,00 ","0,00 ","7.512.854,74 ","407.684,39 ","206.765,55 ","0,00 ","200.918,84 ","3.590.259,82 ","0,00 ","34.400,00 ","329.835,81 ","0,00 ","13.272,75 ","3.212.751,26 ","592.231,48 ","592.231,48 ","2.922.679,05 ","0,00 ","76.525,12 ","7.601,37 ","2.794.397,21 ","44.155,35 ","0,00 ","0,00 ","0,00 ","0,00 ","6.008.992,80 ","6.008.992,80 ","0,00 ","0,00 ","50.251,62 ","66.402,93 ","1.008.083,32 ","4.417.601,96 ","93.538,87 ","21.870,30 ","351.243,80 ","1.711.359,55 ","196.277,25 ","8.851,32 ","0,00 ","0,00 ","0,00 ","187.425,93 ","0,00 ","0,00 ","1.515.082,30 ","0,00 ","0,00 ","0,00 ","1.515.082,30 ","-379.070,02 ","-441.067,17 ","4.349.308,15 "
58.,163 ,OBČINA JEZERSKO,"870.147,00 ","321.759,90 ","9.234,04 ","8.388,93 ","346,00 ","499,11 ","0,00 ","0,00 ","0,00 ","0,00 ","1.507,20 ","742,41 ","594,78 ","5,04 ","8,37 ","156,60 ","254.009,87 ","34.592,48 ","9.623,95 ","22.433,75 ","1.435,78 ","1.645,61 ","48.277,67 ","6.517,60 ","0,00 ","129.483,03 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","57.008,79 ","3.339,60 ","294,60 ","53.374,59 ","0,00 ","0,00 ","211.772,68 ","0,00 ","0,00 ","0,00 ","0,00 ","135.400,36 ","0,00 ","4.400,00 ","0,00 ","0,00 ","0,00 ","131.000,36 ","33.969,38 ","33.969,38 ","42.402,94 ","7.854,23 ","4.508,33 ","0,00 ","30.040,38 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","319.063,57 ","319.063,57 ","0,00 ","0,00 ","80.539,59 ","960,00 ","1.087,68 ","158.965,09 ","2.730,00 ","27.371,15 ","47.410,06 ","17.550,85 ","4.500,00 ","4.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","13.050,85 ","183,63 ","0,00 ","0,00 ","12.867,22 ","150.975,43 ","141.424,30 ","277.121,63 "
59.,42 ,OBČINA JURŠINCI,"1.992.891,77 ","543.227,56 ","137.382,99 ","124.291,52 ","4.152,00 ","8.750,24 ","0,00 ","189,23 ","0,00 ","0,00 ","26.198,24 ","11.029,10 ","8.832,85 ","74,81 ","124,56 ","6.136,92 ","337.167,76 ","42.727,23 ","1.882,59 ","36.773,04 ","0,00 ","3.651,38 ","157.699,28 ","840,97 ","0,00 ","93.593,27 ","16.478,57 ","16.478,57 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","26.000,00 ","0,00 ","26.000,00 ","0,00 ","0,00 ","0,00 ","647.858,19 ","26.238,80 ","0,00 ","0,00 ","26.238,80 ","433.474,20 ","0,00 ","2.387,55 ","0,00 ","0,00 ","0,00 ","431.086,65 ","46.196,16 ","46.196,16 ","141.949,03 ","26.793,68 ","14.399,20 ","624,20 ","99.590,09 ","541,86 ","0,00 ","0,00 ","0,00 ","0,00 ","755.059,49 ","755.059,49 ","82.641,60 ","0,00 ","39.247,00 ","0,00 ","350.403,59 ","80.255,18 ","43.136,24 ","0,00 ","159.375,88 ","46.746,53 ","13.794,00 ","13.794,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","32.952,53 ","5.495,85 ","0,00 ","0,00 ","27.456,68 ","-28.091,20 ","-11.800,14 ","463.380,34 "
60.,43 ,OBČINA KAMNIK,"20.979.488,01 ","6.463.873,00 ","1.392.209,99 ","1.194.076,45 ","36.214,67 ","80.033,93 ","21.143,13 ","15.534,71 ","0,00 ","45.207,10 ","222.301,54 ","109.389,06 ","88.756,68 ","751,29 ","1.251,68 ","22.152,83 ","3.357.927,54 ","426.014,90 ","326.579,40 ","332.289,84 ","19.018,86 ","4.703,80 ","1.835.113,23 ","69.062,53 ","0,00 ","345.144,98 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.491.433,93 ","0,00 ","250.000,00 ","41.433,93 ","1.200.000,00 ","0,00 ","9.930.572,56 ","241.704,03 ","100.000,00 ","0,00 ","141.704,03 ","6.160.487,28 ","0,00 ","71.280,00 ","51.355,68 ","4.825,54 ","0,00 ","6.033.026,06 ","1.114.271,96 ","1.114.271,96 ","2.414.109,29 ","317,64 ","52.794,24 ","29.067,52 ","2.220.116,74 ","111.813,15 ","0,00 ","0,00 ","0,00 ","0,00 ","3.652.428,63 ","3.652.428,63 ","0,00 ","342.340,00 ","101.084,52 ","0,00 ","1.465.541,82 ","763.460,60 ","265.599,39 ","31.281,24 ","683.121,06 ","932.613,82 ","444.578,56 ","192.122,29 ","0,00 ","0,00 ","0,00 ","2.456,27 ","250.000,00 ","0,00 ","488.035,26 ","0,00 ","0,00 ","0,00 ","488.035,26 ","671.273,33 ","641.669,85 ","3.996.324,66 "
61.,44 ,OBČINA KANAL,"7.629.980,77 ","1.945.910,45 ","417.039,77 ","371.771,80 ","15.310,50 ","27.616,45 ","0,00 ","30,98 ","0,00 ","2.310,04 ","68.151,88 ","33.616,86 ","26.212,78 ","226,25 ","377,17 ","7.718,82 ","1.389.021,30 ","134.946,56 ","3.225,71 ","245.344,76 ","31.003,39 ","4.219,32 ","715.196,21 ","8.733,22 ","0,00 ","246.352,13 ","1.697,50 ","0,00 ","0,00 ","1.697,50 ","0,00 ","0,00 ","0,00 ","70.000,00 ","0,00 ","70.000,00 ","0,00 ","0,00 ","0,00 ","2.691.971,24 ","29.290,32 ","0,00 ","0,00 ","29.290,32 ","607.758,11 ","0,00 ","22.000,00 ","17.046,69 ","1.266,34 ","18.657,51 ","548.787,57 ","588.230,97 ","588.230,97 ","1.466.691,84 ","32.198,20 ","10.148,16 ","93.672,68 ","1.330.672,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.648.841,60 ","2.648.841,60 ","40.358,85 ","12.497,00 ","44.411,14 ","0,00 ","1.916.390,06 ","326.867,62 ","22.682,18 ","0,00 ","285.634,75 ","343.257,48 ","111.259,07 ","111.259,07 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","231.998,41 ","42.698,41 ","0,00 ","0,00 ","189.300,00 ","-370.403,03 ","-383.782,03 ","1.570.636,28 "
62.,45 ,OBČINA KIDRIČEVO,"5.905.289,79 ","1.478.673,34 ","367.974,96 ","312.339,19 ","14.243,60 ","27.269,02 ","593,01 ","6.116,68 ","0,00 ","7.413,46 ","58.979,17 ","29.833,77 ","22.675,28 ","194,50 ","326,94 ","5.948,68 ","978.814,86 ","46.175,48 ","10.052,31 ","200.060,22 ","7.289,20 ","8.970,71 ","422.583,10 ","3.860,00 ","0,00 ","279.823,84 ","62.904,35 ","62.904,35 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.000,00 ","0,00 ","10.000,00 ","0,00 ","0,00 ","0,00 ","1.848.338,00 ","36.522,06 ","0,00 ","0,00 ","36.522,06 ","1.255.375,38 ","0,00 ","9.250,00 ","0,00 ","0,00 ","0,00 ","1.246.125,38 ","227.458,82 ","227.458,82 ","328.981,74 ","0,00 ","21.670,40 ","0,00 ","307.311,34 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.514.682,52 ","2.514.682,52 ","0,00 ","0,00 ","24.793,36 ","103.596,97 ","1.930.038,76 ","428.550,40 ","0,00 ","0,00 ","27.703,03 ","63.595,93 ","35.655,46 ","35.655,46 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","27.940,47 ","0,00 ","0,00 ","0,00 ","27.940,47 ","855.472,50 ","906.427,06 ","1.861.819,22 "
63.,46 ,OBČINA KOBARID,"4.471.054,76 ","1.364.611,76 ","351.655,00 ","308.435,00 ","11.533,00 ","21.355,00 ","4.023,00 ","1.133,00 ","0,00 ","5.176,00 ","61.206,00 ","29.936,00 ","23.987,00 ","203,00 ","339,00 ","6.741,00 ","857.696,76 ","218.862,00 ","0,00 ","255.330,00 ","0,00 ","8.582,00 ","251.880,76 ","30.591,00 ","0,00 ","92.451,00 ","8.062,00 ","8.062,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","85.992,00 ","73.203,00 ","12.789,00 ","0,00 ","0,00 ","0,00 ","1.711.484,00 ","37.810,00 ","0,00 ","0,00 ","37.810,00 ","871.759,00 ","0,00 ","8.800,00 ","0,00 ","0,00 ","0,00 ","862.959,00 ","139.823,00 ","139.823,00 ","662.092,00 ","37.104,00 ","19.966,00 ","1.752,00 ","603.270,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.194.580,00 ","1.194.580,00 ","18.600,00 ","3.617,00 ","27.163,00 ","8.857,00 ","539.067,00 ","455.657,00 ","8.120,00 ","0,00 ","133.499,00 ","200.379,00 ","5.000,00 ","5.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","195.379,00 ","101.879,00 ","0,00 ","0,00 ","93.500,00 ","166.957,92 ","169.450,92 ","838.218,92 "
64.,47 ,OBČINA KOBILJE,"823.654,31 ","256.119,10 ","59.656,46 ","49.522,33 ","3.575,33 ","6.558,80 ","0,00 ","0,00 ","0,00 ","0,00 ","9.196,46 ","5.028,60 ","3.499,78 ","31,35 ","63,51 ","573,22 ","182.292,33 ","18.829,36 ","300,83 ","62.039,46 ","0,00 ","6.530,65 ","46.405,47 ","6.367,58 ","0,00 ","41.818,98 ","2.523,04 ","2.523,04 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.450,81 ","2.450,81 ","0,00 ","0,00 ","0,00 ","0,00 ","189.699,64 ","446,13 ","446,13 ","0,00 ","0,00 ","55.192,53 ","0,00 ","1.500,00 ","0,00 ","0,00 ","4.100,00 ","49.592,53 ","27.229,34 ","27.229,34 ","106.831,64 ","14.781,76 ","4.365,12 ","438,00 ","84.534,89 ","2.711,87 ","0,00 ","0,00 ","0,00 ","0,00 ","367.812,98 ","367.812,98 ","0,00 ","0,00 ","702,00 ","0,00 ","354.628,09 ","4.235,02 ","0,00 ","0,00 ","8.247,87 ","10.022,59 ","132,00 ","0,00 ","132,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.890,59 ","0,00 ","0,00 ","6.180,40 ","3.710,19 ","-31.857,83 ","-29.439,45 ","27.968,72 "
65.,48 ,OBČINA KOČEVJE,"15.650.234,32 ","4.612.715,33 ","900.411,73 ","774.942,40 ","32.754,66 ","49.957,70 ","10.037,35 ","4.654,94 ","0,00 ","28.064,68 ","144.753,42 ","70.976,62 ","56.454,85 ","479,03 ","798,37 ","16.044,55 ","3.455.977,36 ","819.377,85 ","305.726,35 ","500.537,52 ","25.666,58 ","8.428,78 ","1.526.876,56 ","60.246,86 ","4.000,00 ","205.116,86 ","101.572,82 ","101.572,82 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.000,00 ","0,00 ","10.000,00 ","0,00 ","0,00 ","0,00 ","5.743.997,19 ","682.020,12 ","663.388,12 ","0,00 ","18.632,00 ","2.975.115,37 ","0,00 ","40.000,00 ","0,00 ","0,00 ","0,00 ","2.935.115,37 ","403.715,35 ","403.715,35 ","1.683.146,35 ","0,00 ","133.222,08 ","7.494,36 ","1.405.373,44 ","137.056,47 ","0,00 ","0,00 ","0,00 ","0,00 ","5.007.825,84 ","5.007.825,84 ","189.285,33 ","0,00 ","346.793,76 ","35,49 ","2.735.591,89 ","704.719,18 ","265.651,44 ","27.383,38 ","738.365,37 ","285.695,96 ","75.379,77 ","10.380,00 ","0,00 ","0,00 ","0,00 ","0,00 ","64.999,77 ","0,00 ","210.316,19 ","0,00 ","0,00 ","0,00 ","210.316,19 ","49.705,12 ","134.042,43 ","2.900.008,26 "
