,,,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,- V EUR
52.,36 ,OBČINA IDRIJA,"18,305,108.32 ","3,967,319.82 ","706,403.64 ","640,270.16 ","10,061.26 ","38,047.42 ","10,178.65 ","7,751.18 ",0.00 ,94.97 ,"106,802.56 ","56,766.66 ","45,921.36 ",385.12 ,647.67 ,"3,081.75 ","2,875,420.32 ","505,833.81 ","103,645.93 ","166,796.41 ","22,798.08 ","7,574.42 ","1,724,460.89 ","131,217.86 ",400.00 ,"212,692.92 ","78,123.41 ","78,123.41 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"200,569.89 ","69,630.89 ","129,000.00 ",0.00 ,"1,939.00 ",0.00 ,"4,696,356.68 ","36,490.03 ",0.00 ,0.00 ,"36,490.03 ","2,724,730.95 ",0.00 ,"12,875.00 ",0.00 ,0.00 ,0.00 ,"2,711,855.95 ","614,061.13 ","614,061.13 ","1,321,074.57 ",17.21 ,"48,373.89 ","39,123.09 ","1,226,621.69 ","6,938.69 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"9,327,784.71 ","9,327,784.71 ","65,801.86 ",0.00 ,"24,964.19 ","11,956.00 ","7,609,115.44 ","1,099,579.38 ","99,046.12 ","2,513.08 ","414,808.64 ","313,647.11 ","104,051.19 ","104,051.19 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"209,595.92 ",0.00 ,0.00 ,0.00 ,"209,595.92 ","-953,148.42 ","-876,631.40 ","1,811,457.51 "
53.,37 ,OBČINA IG,"5,879,223.77 ","2,015,558.34 ","368,137.00 ","340,792.74 ","5,490.00 ","18,645.73 ","3,208.53 ",0.00 ,0.00 ,0.00 ,"55,851.01 ","29,350.26 ","24,389.52 ",223.15 ,344.00 ,"1,544.08 ","1,443,555.45 ","110,268.89 ","27,192.35 ","357,233.24 ","78,280.31 ",779.40 ,"714,560.71 ","4,105.72 ","14,161.04 ","136,973.79 ","61,900.10 ","61,900.10 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"86,114.78 ",0.00 ,"84,310.45 ","1,804.33 ",0.00 ,0.00 ,"2,475,584.97 ","148,521.24 ","148,521.24 ",0.00 ,0.00 ,"1,432,866.46 ",0.00 ,"1,460.12 ",0.00 ,0.00 ,0.00 ,"1,431,406.34 ","210,169.59 ","210,169.59 ","684,027.68 ","65,916.79 ","25,381.04 ",0.00 ,"585,429.00 ","7,300.85 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,280,551.05 ","1,280,551.05 ",0.00 ,0.00 ,"38,736.30 ",0.00 ,"1,015,725.73 ","64,357.05 ","97,885.30 ",0.00 ,"63,846.67 ","107,529.41 ","72,025.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"72,025.00 ",0.00 ,"35,504.41 ",0.39 ,0.00 ,0.00 ,"35,504.02 ","53,668.21 ","89,358.24 ","1,008,642.02 "
54.,38 ,OBČINA ILIRSKA BISTRICA,"12,734,286.27 ","3,268,235.56 ","694,701.27 ","635,840.42 ","14,480.42 ","38,719.58 ","4,243.30 ","1,128.79 ",0.00 ,288.76 ,"127,792.74 ","78,436.96 ","44,893.42 ",370.79 ,632.48 ,"3,459.09 ","2,166,029.91 ","442,242.99 ",506.91 ,"332,506.55 ","12,002.93 ","11,883.63 ","1,106,135.02 ","29,309.27 ","27,251.10 ","204,191.51 ","46,909.23 ","44,180.80 ",0.00 ,"2,728.43 ",0.00 ,0.00 ,0.00 ,"232,802.41 ",0.00 ,"223,802.41 ",0.00 ,"9,000.00 ",0.00 ,"4,221,857.41 ","467,126.36 ","430,395.71 ",0.00 ,"36,730.65 ","2,365,115.66 ",0.00 ,"36,680.00 ",0.00 ,197.82 ,"49,489.48 ","2,278,748.36 ","336,260.89 ","336,260.89 ","1,053,354.50 ",194.51 ,"86,776.67 ",137.48 ,"923,467.68 ","42,778.16 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"5,147,732.55 ","5,147,732.55 ",0.00 ,0.00 ,"260,387.22 ","1,333.80 ","4,459,383.80 ","62,155.74 ","17,373.85 ",0.00 ,"347,098.14 ","96,460.75 ","89,365.68 ","32,036.49 ","57,329.19 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"7,095.07 ",0.00 ,0.00 ,0.00 ,"7,095.07 ","202,952.52 ","247,662.21 ","3,025,523.39 "
55.,39 ,OBČINA IVANČNA GORICA,"15,214,589.46 ","3,253,840.57 ","609,439.06 ","555,453.69 ","8,834.67 ","34,824.92 ","6,911.27 ","2,403.86 ",0.00 ,"1,010.65 ","93,857.57 ","50,397.66 ","40,258.91 ",339.88 ,566.42 ,"2,294.70 ","2,530,543.94 ","246,616.16 ","383,074.48 ","219,919.64 ","11,935.02 ","25,049.98 ","1,324,385.64 ","20,788.29 ","17,251.50 ","281,523.23 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"20,000.00 ",0.00 ,"20,000.00 ",0.00 ,0.00 ,0.00 ,"4,773,892.43 ","93,294.78 ",0.00 ,0.00 ,"93,294.78 ","3,111,109.79 ",0.00 ,"64,200.00 ","31,924.92 ",0.00 ,0.00 ,"3,014,984.87 ","594,846.80 ","594,846.80 ","974,641.06 ","33,250.09 ","85,965.63 ",0.00 ,"850,440.42 ","4,984.92 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"6,955,976.46 ","6,955,976.46 ","20,000.00 ",0.00 ,"5,181.52 ","5,467.39 ","5,874,654.25 ","560,767.26 ","132,364.80 ","3,395.74 ","354,145.50 ","230,880.00 ","177,200.00 ","144,400.00 ",0.00 ,0.00 ,0.00 ,"32,800.00 ",0.00 ,0.00 ,"53,680.00 ",0.00 ,0.00 ,0.00 ,"53,680.00 ","-841,258.82 ","-851,581.62 ","3,509,085.86 "
56.,40 ,OBČINA IZOLA,"18,776,476.61 ","6,406,351.43 ","1,526,685.65 ","1,405,479.55 ","23,821.36 ","83,302.28 ","12,638.67 ",0.00 ,0.00 ,"1,443.79 ","236,151.85 ","126,474.48 ","100,390.82 ","1,092.47 ","1,414.06 ","6,780.02 ","4,280,338.51 ","422,642.97 ","115,771.15 ","2,194,860.99 ","18,343.11 ",840.00 ,"433,212.20 ","143,655.18 ","40,146.49 ","910,866.42 ","313,175.42 ","273,652.58 ",0.00 ,"39,522.84 ",0.00 ,0.00 ,0.00 ,"50,000.00 ",0.00 ,"50,000.00 ",0.00 ,0.00 ,0.00 ,"6,260,278.98 ","69,825.80 ",0.00 ,0.00 ,"69,825.80 ","3,150,604.58 ",0.00 ,"32,500.00 ","243,846.00 ",0.00 ,"13,860.00 ","2,860,398.58 ","470,617.68 ","470,617.68 ","2,569,230.92 ",0.00 ,"63,005.92 ",126.64 ,"2,489,274.40 ","16,823.96 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"5,862,214.65 ","5,862,214.65 ",0.00 ,0.00 ,"552,876.56 ","184,445.00 ","3,049,174.99 ","1,267,014.86 ","645,219.35 ","16,030.39 ","147,453.50 ","247,631.55 ","65,793.24 ","65,793.24 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"181,838.31 ",0.00 ,0.00 ,0.00 ,"181,838.31 ","-1,120,328.64 ","-819,236.32 ","2,709,182.11 "
57.,41 ,OBČINA JESENICE,"19,433,392.53 ","5,397,883.29 ","1,287,079.57 ","1,141,718.70 ","24,368.05 ","79,521.48 ","26,246.24 ","9,126.50 ",0.00 ,"6,098.60 ","194,523.86 ","102,369.52 ","83,944.66 ",801.96 ,"1,183.56 ","6,224.16 ","3,764,148.63 ","495,286.74 ","164,968.62 ","348,218.57 ","25,933.11 ","32,286.90 ","1,953,499.06 ","174,571.59 ","10,962.97 ","558,421.07 ","92,131.23 ","82,666.26 ",0.00 ,"9,464.97 ",0.00 ,0.00 ,0.00 ,"60,000.00 ",0.00 ,"60,000.00 ",0.00 ,0.00 ,0.00 ,"7,578,113.21 ","232,815.37 ","8,849.79 ",0.00 ,"223,965.58 ","3,466,339.50 ",0.00 ,"35,000.00 ","336,774.28 ",0.00 ,"4,000.00 ","3,090,565.22 ","776,989.22 ","776,989.22 ","3,101,969.12 ",0.00 ,"172,920.25 ",887.55 ,"2,893,053.48 ","35,107.84 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"5,276,324.54 ","5,276,324.54 ",0.00 ,0.00 ,"3,500.39 ","129,329.42 ","3,776,149.40 ","1,042,447.70 ","53,000.00 ","2,429.57 ","269,468.06 ","1,181,071.49 ","130,771.05 ","22,000.00 ",0.00 ,0.00 ,0.00 ,"108,771.05 ",0.00 ,0.00 ,"1,050,300.44 ",0.00 ,0.00 ,0.00 ,"1,050,300.44 ","-1,624,775.03 ","-1,557,462.62 ","3,101,506.00 "
58.,163 ,OBČINA JEZERSKO,"1,505,521.57 ","582,125.98 ","52,951.11 ","47,243.07 ",692.00 ,"3,281.91 ",0.00 ,"1,585.52 ",0.00 ,148.61 ,"8,037.18 ","4,321.32 ","3,462.01 ",25.64 ,48.76 ,179.45 ,"501,454.12 ","73,555.43 ","18,184.65 ","31,575.74 ","8,986.23 ","2,149.15 ","240,286.22 ","1,206.19 ",0.00 ,"125,510.51 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"19,683.57 ",0.00 ,"19,683.57 ",0.00 ,0.00 ,0.00 ,"289,138.80 ","23,978.77 ",0.00 ,0.00 ,"23,978.77 ","154,474.28 ",0.00 ,"3,900.00 ",0.00 ,0.00 ,0.00 ,"150,574.28 ","63,130.88 ","63,130.88 ","47,554.87 ","9,975.57 ","1,829.80 ","8,591.38 ","27,158.12 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"615,639.47 ","615,639.47 ",0.00 ,"2,407.93 ","23,903.11 ","25,152.18 ","309,729.20 ","156,205.31 ","42,235.93 ","2,503.44 ","53,502.37 ","18,617.32 ","11,000.00 ","11,000.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"7,617.32 ",50.20 ,0.00 ,0.00 ,"7,567.12 ","-273,792.33 ","-278,085.42 ","70,612.10 "
59.,42 ,OBČINA JURŠINCI,"2,438,385.01 ","529,259.33 ","113,559.76 ","100,955.26 ","2,245.20 ","4,838.89 ","5,520.41 ",0.00 ,0.00 ,0.00 ,"19,193.49 ","8,348.24 ","7,474.92 ",63.31 ,105.36 ,"3,201.66 ","373,832.47 ","31,883.02 ","11,954.28 ","40,273.22 ",0.00 ,"1,510.34 ","196,439.65 ",744.73 ,0.00 ,"91,027.23 ","12,673.61 ","12,673.61 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"10,000.00 ",0.00 ,"10,000.00 ",0.00 ,0.00 ,0.00 ,"627,992.49 ","13,122.42 ",0.00 ,0.00 ,"13,122.42 ","392,563.60 ",0.00 ,"2,495.77 ",0.00 ,0.00 ,0.00 ,"390,067.83 ","48,766.24 ","48,766.24 ","173,540.23 ","39,657.23 ","31,415.80 ",320.52 ,"92,856.05 ","9,290.63 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,188,351.82 ","1,188,351.82 ",0.00 ,0.00 ,"2,319.96 ",0.00 ,"319,670.25 ","839,362.45 ",0.00 ,0.00 ,"26,999.16 ","92,781.37 ","87,761.00 ","87,761.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"5,020.37 ",20.37 ,0.00 ,0.00 ,"5,000.00 ","8,029.82 ","19,226.22 ","536,635.61 "
60.,43 ,OBČINA KAMNIK,"21,705,933.90 ","6,179,616.76 ","1,294,197.24 ","1,149,305.85 ","23,970.72 ","78,343.50 ","20,910.02 ","20,078.99 ",0.00 ,"1,588.16 ","200,668.39 ","107,514.55 ","85,675.85 ",899.25 ,"1,201.06 ","5,377.68 ","3,286,628.66 ","364,141.59 ","328,771.15 ","332,068.44 ","13,113.59 ","1,932.72 ","1,869,511.78 ","155,585.46 ",0.00 ,"221,503.93 ","52,322.47 ","52,322.47 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,345,800.00 ",0.00 ,"250,000.00 ","40,800.00 ","1,055,000.00 ",0.00 ,"10,250,834.05 ","248,342.36 ",0.00 ,0.00 ,"248,342.36 ","6,271,635.94 ",0.00 ,"62,280.00 ","49,029.02 ","28,728.42 ",0.00 ,"6,131,598.50 ","1,031,445.57 ","1,031,445.57 ","2,699,410.18 ",0.00 ,"148,719.40 ","16,371.36 ","2,345,111.42 ","189,208.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,545,152.13 ","4,545,152.13 ",0.00 ,0.00 ,"58,143.87 ","1,098.00 ","3,234,931.20 ","525,842.45 ","386,280.19 ",182.39 ,"338,674.03 ","730,330.96 ","379,925.89 ","150,391.89 ",0.00 ,0.00 ,0.00 ,"7,866.00 ","221,668.00 ",0.00 ,"350,405.07 ",0.00 ,0.00 ,0.00 ,"350,405.07 ","-616,103.83 ","-586,343.56 ","3,431,810.76 "
61.,44 ,OBČINA KANAL,"7,649,241.42 ","2,491,607.27 ","422,559.17 ","378,604.95 ","11,297.10 ","29,534.71 ","2,833.65 ",0.00 ,0.00 ,288.76 ,"63,532.23 ","33,315.95 ","27,323.65 ",266.19 ,385.44 ,"2,241.00 ","2,005,030.06 ","150,418.37 ","17,436.69 ","253,627.80 ","25,724.21 ","3,250.63 ","1,093,285.83 ","8,135.46 ",0.00 ,"453,151.07 ",485.81 ,0.00 ,0.00 ,485.81 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"2,723,537.88 ","30,144.99 ",0.00 ,0.00 ,"30,144.99 ","725,849.02 ",0.00 ,"21,600.00 ","35,126.71 ","1,577.97 ","20,169.51 ","647,374.83 ","570,137.56 ","570,137.56 ","1,397,406.31 ","38,205.97 ","31,359.56 ","76,316.57 ","1,251,524.21 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"2,248,206.15 ","2,248,206.15 ","45,725.00 ",0.00 ,"165,678.92 ",0.00 ,"1,556,027.95 ","301,835.05 ","27,455.77 ",0.00 ,"151,483.46 ","185,890.12 ","77,410.12 ","77,410.12 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"108,480.00 ",0.00 ,0.00 ,0.00 ,"108,480.00 ","60,480.25 ","60,421.80 ","1,281,847.21 "
62.,45 ,OBČINA KIDRIČEVO,"8,240,973.31 ","1,636,879.43 ","269,762.78 ","237,466.01 ","6,378.61 ","16,975.68 ","7,569.27 ","1,373.21 ",0.00 ,0.00 ,"40,738.87 ","21,587.83 ","17,593.57 ",149.50 ,249.33 ,"1,158.64 ","1,295,679.48 ","80,846.09 ","4,291.86 ","311,763.77 ","22,116.30 ","5,949.72 ","444,354.89 ","3,618.41 ",0.00 ,"422,738.44 ","30,698.30 ","30,698.30 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"2,123,145.10 ","347,984.07 ","303,402.96 ",0.00 ,"44,581.11 ","1,234,971.29 ",0.00 ,"8,750.00 ",0.00 ,0.00 ,0.00 ,"1,226,221.29 ","218,421.33 ","218,421.33 ","321,768.41 ",0.00 ,"34,528.36 ",0.00 ,"287,240.05 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,434,062.40 ","4,434,062.40 ",0.00 ,0.00 ,"47,915.30 ",0.00 ,"3,962,293.25 ","297,380.47 ","35,409.00 ",0.00 ,"91,064.38 ","46,886.38 ","10,000.00 ","10,000.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"36,886.38 ",0.00 ,0.00 ,0.00 ,"36,886.38 ","6,908.85 ","37,519.16 ","2,805,616.56 "
63.,46 ,OBČINA KOBARID,"5,242,144.17 ","1,144,414.97 ","327,673.98 ","305,116.72 ","5,866.80 ","16,690.46 ",0.00 ,0.00 ,0.00 ,0.00 ,"50,842.30 ","26,954.83 ","21,505.22 ",255.91 ,303.56 ,"1,822.78 ","711,876.10 ","208,575.50 ",0.00 ,"179,486.82 ",0.00 ,"5,780.02 ","254,110.63 ","2,036.67 ",0.00 ,"61,886.46 ","2,565.64 ","2,565.64 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"51,456.95 ","44,781.47 ","6,675.48 ",0.00 ,0.00 ,0.00 ,"1,733,583.88 ","25,761.23 ","6,491.54 ",0.00 ,"19,269.69 ","946,108.98 ",0.00 ,"7,000.00 ",0.00 ,0.00 ,0.00 ,"939,108.98 ","136,772.84 ","136,772.84 ","624,940.83 ","39,751.55 ","16,289.08 ","1,752.00 ","567,148.20 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"2,254,109.76 ","2,254,109.76 ",0.00 ,"3,571.32 ","17,456.62 ","4,447.64 ","1,544,371.90 ","659,162.79 ","1,969.20 ",0.00 ,"23,130.29 ","110,035.56 ","79,186.30 ","79,186.30 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"30,849.26 ",0.00 ,0.00 ,0.00 ,"30,849.26 ","-131,702.50 ","-129,224.96 ","779,017.79 "
64.,47 ,OBČINA KOBILJE,"972,571.36 ","239,969.26 ","64,224.41 ","56,257.13 ","2,819.87 ","5,147.41 ",0.00 ,0.00 ,0.00 ,0.00 ,"10,477.18 ","5,690.08 ","4,494.91 ",35.99 ,61.37 ,194.83 ,"163,910.94 ","13,444.56 ",0.00 ,"54,869.84 ",0.00 ,"3,723.12 ","60,630.23 ","1,128.68 ",0.00 ,"30,114.51 ",233.67 ,233.67 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,123.06 ","1,123.06 ",0.00 ,0.00 ,0.00 ,0.00 ,"192,658.10 ",540.00 ,0.00 ,0.00 ,540.00 ,"69,943.11 ",0.00 ,500.00 ,0.00 ,0.00 ,"6,100.00 ","63,343.11 ","23,810.39 ","23,810.39 ","98,364.60 ","1,773.52 ","5,673.72 ","1,522.00 ","86,987.89 ","2,407.47 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"529,807.15 ","529,807.15 ",0.00 ,0.00 ,"1,373.54 ",0.00 ,"525,783.61 ",0.00 ,0.00 ,0.00 ,"2,650.00 ","10,136.85 ","1,050.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,050.00 ",0.00 ,"9,086.85 ",0.00 ,0.00 ,496.11 ,"8,590.74 ","21,283.87 ","21,515.58 ","17,107.70 "
65.,48 ,OBČINA KOČEVJE,"19,750,985.44 ","3,995,936.30 ","968,993.37 ","865,092.13 ","26,519.30 ","61,384.21 ","12,891.91 ",276.01 ,0.00 ,"2,829.81 ","148,329.75 ","79,392.99 ","63,270.75 ",620.49 ,886.03 ,"4,159.49 ","2,799,856.40 ","558,320.08 ","126,467.91 ","339,406.70 ","15,615.28 ","2,760.71 ","1,481,121.34 ","41,221.92 ","4,733.55 ","230,208.91 ","68,756.78 ","61,949.26 ",0.00 ,"6,807.52 ",0.00 ,0.00 ,0.00 ,"10,000.00 ",0.00 ,"10,000.00 ",0.00 ,0.00 ,0.00 ,"7,089,872.36 ","1,114,339.45 ","1,052,732.71 ",0.00 ,"61,606.74 ","3,103,191.62 ",0.00 ,"29,904.63 ",0.00 ,0.00 ,0.00 ,"3,073,286.99 ","579,799.58 ","579,799.58 ","2,292,541.71 ",0.00 ,"294,574.60 ",0.00 ,"1,799,971.54 ","197,995.57 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"8,560,523.87 ","8,560,523.87 ","357,128.81 ",0.00 ,"218,480.74 ",0.00 ,"6,756,765.79 ","503,699.29 ","178,193.86 ","10,507.39 ","535,747.99 ","104,652.91 ","51,201.66 ","28,400.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"22,801.66 ",0.00 ,"53,451.25 ",0.00 ,0.00 ,0.00 ,"53,451.25 ","-1,545,254.68 ","-1,482,123.24 ","2,663,403.06 "
66.,49 ,OBČINA KOMEN,"3,654,808.76 ","1,142,397.63 ","281,387.64 ","255,641.74 ","8,031.25 ","16,098.48 ",0.00 ,316.76 ,0.00 ,"1,299.41 ","42,640.12 ","22,578.35 ","18,060.79 ",199.75 ,254.86 ,"1,546.37 ","769,588.84 ","79,120.62 ","2,483.51 ","144,969.43 ","4,195.29 ","4,423.42 ","131,645.63 ","3,644.28 ",0.00 ,"399,106.66 ","44,432.51 ","44,432.51 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,348.52 ","3,348.52 ","1,000.00 ",0.00 ,0.00 ,0.00 ,"1,398,995.66 ","29,590.23 ",0.00 ,0.00 ,"29,590.23 ","736,139.65 ",0.00 ,"43,000.00 ",0.00 ,0.00 ,"1,600.64 ","691,539.01 ","181,943.76 ","181,943.76 ","451,322.02 ","31,150.95 ","16,105.96 ","2,000.00 ","396,818.21 ","5,246.90 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,032,748.97 ","1,032,748.97 ",0.00 ,0.00 ,"9,870.93 ",0.00 ,"806,273.14 ","75,315.42 ","48,952.34 ",0.00 ,"92,337.14 ","80,666.50 ","69,740.12 ","63,995.12 ","5,745.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"10,926.38 ",100.55 ,0.00 ,0.00 ,"10,825.83 ",802.20 ,"44,476.29 ","606,259.68 "
67.,164 ,OBČINA KOMENDA,"5,376,499.09 ","1,335,238.97 ","293,384.67 ","250,017.80 ","4,491.00 ","16,087.29 ","4,372.38 ","7,758.69 ",0.00 ,"10,657.51 ","44,217.13 ","23,185.18 ","19,545.32 ",160.94 ,285.67 ,"1,040.02 ","951,386.76 ","224,104.14 ","2,088.49 ","165,760.42 ","15,203.22 ","3,068.71 ","265,170.06 ","9,209.92 ","19,700.00 ","247,081.80 ","46,250.41 ","46,250.41 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"2,523,866.22 ","42,025.36 ",0.00 ,0.00 ,"42,025.36 ","1,179,692.81 ",0.00 ,"17,735.25 ","17,000.00 ","2,114.36 ",0.00 ,"1,142,843.20 ","243,641.19 ","243,641.19 ","1,058,506.86 ","33,639.94 ","7,982.28 ",0.00 ,"549,522.12 ","467,362.52 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,418,268.35 ","1,418,268.35 ",0.00 ,0.00 ,"41,893.25 ",0.00 ,"1,088,709.02 ","90,719.93 ","125,121.24 ",0.00 ,"71,824.91 ","99,125.55 ","62,155.00 ","62,155.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"36,970.55 ",0.00 ,0.00 ,0.00 ,"36,970.55 ","254,613.72 ","299,960.36 ","1,219,735.72 "
68.,50 ,MESTNA OBČINA KOPER,"71,633,023.89 ","9,764,972.54 ","3,697,507.73 ","3,358,384.11 ","55,393.74 ","240,137.86 ","8,354.51 ","33,958.40 ",0.00 ,"1,279.11 ","551,694.97 ","290,905.19 ","239,440.20 ","2,473.90 ","3,375.66 ","15,500.02 ","4,648,218.91 ","1,666,560.68 ","259,570.46 ","463,771.13 ","182,484.63 ","50,322.60 ","722,420.57 ","129,723.40 ","1,000.00 ","1,172,365.44 ","757,663.03 ","757,663.03 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"109,887.90 ","64,887.90 ","45,000.00 ",0.00 ,0.00 ,0.00 ,"26,481,228.88 ","1,335,655.22 ","227,135.37 ",0.00 ,"1,108,519.85 ","10,634,656.86 ",0.00 ,"100,126.52 ",0.00 ,"3,025.77 ","40,947.25 ","10,490,557.32 ","2,822,845.55 ","2,822,845.55 ","11,688,071.25 ",0.00 ,"433,081.04 ",0.00 ,"6,453,532.82 ","4,767,820.05 ","33,637.34 ",0.00 ,0.00 ,0.00 ,0.00 ,"32,616,305.44 ","32,616,305.44 ","8,517,517.07 ","27,399.00 ","1,200,769.23 ","194,898.76 ","17,330,319.25 ","1,935,686.09 ","831,379.72 ","170,130.45 ","2,408,205.87 ","2,770,517.03 ","735,132.98 ","202,685.18 ","263,702.09 ",0.00 ,"201,813.37 ","42,515.66 ","24,416.68 ",0.00 ,"2,035,384.05 ",0.00 ,0.00 ,0.00 ,"2,035,384.05 ","-10,588,828.34 ","-10,331,346.47 ","14,780,033.88 "
69.,197 ,OBČINA KOSTANJEVICA NA KRKI,"3,642,635.99 ","674,080.32 ","113,362.91 ","106,915.28 ","1,622.40 ","3,812.80 ",552.41 ,460.02 ,0.00 ,0.00 ,"17,162.64 ","9,087.06 ","7,431.16 ",60.68 ,104.56 ,479.18 ,"530,810.49 ","58,692.18 ","9,689.18 ","40,120.11 ","3,013.50 ",206.34 ,"295,586.98 ","3,863.20 ",0.00 ,"119,639.00 ","2,744.28 ","2,002.96 ",0.00 ,741.32 ,0.00 ,0.00 ,0.00 ,"10,000.00 ",0.00 ,"10,000.00 ",0.00 ,0.00 ,0.00 ,"932,474.87 ","35,463.40 ","31,096.91 ",0.00 ,"4,366.49 ","585,184.73 ",0.00 ,"6,000.00 ","4,220.65 ",684.49 ,"2,292.36 ","571,987.23 ","60,727.00 ","60,727.00 ","251,099.74 ","10,474.28 ","18,728.68 ",826.94 ,"220,776.05 ",293.79 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,986,232.12 ","1,986,232.12 ",0.00 ,0.00 ,"143,995.38 ",0.00 ,"1,557,728.26 ","216,608.56 ","5,198.00 ","3,067.65 ","59,634.27 ","49,848.68 ","36,964.32 ","35,068.00 ",0.00 ,0.00 ,"1,896.32 ",0.00 ,0.00 ,0.00 ,"12,884.36 ",0.00 ,0.00 ,0.00 ,"12,884.36 ","-268,591.02 ","-271,698.44 ","576,763.39 "
70.,165 ,OBČINA KOSTEL,"2,385,478.23 ","651,447.30 ","295,501.45 ","253,827.74 ","11,889.29 ","29,784.42 ",0.00 ,0.00 ,0.00 ,0.00 ,"44,072.26 ","24,002.03 ","18,302.31 ",165.98 ,259.06 ,"1,342.88 ","273,707.57 ","31,197.06 ",0.00 ,"42,633.98 ","18,502.33 ","1,540.21 ","102,914.19 ","30,910.46 ",0.00 ,"46,009.34 ","18,166.02 ","18,166.02 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"20,000.00 ",0.00 ,"20,000.00 ",0.00 ,0.00 ,0.00 ,"354,970.38 ","22,037.89 ","22,037.89 ",0.00 ,0.00 ,"190,086.66 ",0.00 ,"2,500.00 ",0.00 ,0.00 ,0.00 ,"187,586.66 ","24,300.00 ","24,300.00 ","118,545.83 ",927.64 ,"1,614.76 ",50.00 ,"115,953.43 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,379,060.55 ","1,379,060.55 ",0.00 ,0.00 ,0.00 ,"2,941.24 ","1,340,950.73 ","31,378.00 ","1,161.00 ",0.00 ,"2,629.58 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"-69,874.59 ","-51,708.67 ","-113,389.51 "
