,,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,- V EUR
101.,OBČINA MIREN-KOSTANJEVICA,"3.639.412,00 ","3.328.686,00 ","2.578.671,00 ","2.158.953,00 ","2.158.953,00 ","252.606,00 ","125.388,00 ","0,00 ","35.860,00 ","91.358,00 ","167.112,00 ","0,00 ","1.465,00 ","0,00 ","0,00 ","165.647,00 ","0,00 ","0,00 ","750.015,00 ","691.755,00 ","4.960,00 ","0,00 ","10.049,00 ","676.746,00 ","2.288,00 ","0,00 ","2.288,00 ","1.828,00 ","1.828,00 ","0,00 ","0,00 ","54.144,00 ","54.144,00 ","149.872,00 ","134.583,00 ","134.583,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","15.289,00 ","0,00 ","15.289,00 ","0,00 ","23.215,00 ","23.215,00 ","21.420,00 ","1.795,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","137.639,00 ","121.423,00 ","121.068,00 ","355,00 ","0,00 ","0,00 ","0,00 ","16.216,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","16.216,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
102.,OBČINA MIRNA PEČ,"2.147.391,17 ","1.882.206,88 ","1.617.091,63 ","1.465.278,00 ","1.465.278,00 ","88.662,88 ","42.891,34 ","0,00 ","5.658,58 ","40.112,96 ","63.150,75 ","0,00 ","129,07 ","0,00 ","0,00 ","63.021,68 ","0,00 ","0,00 ","265.115,25 ","43.541,71 ","471,50 ","0,00 ","30.859,52 ","12.210,69 ","1.105,75 ","0,00 ","1.105,75 ","3.784,96 ","3.784,96 ","2.111,68 ","2.111,68 ","214.571,15 ","214.571,15 ","8.478,31 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.478,31 ","0,00 ","8.478,31 ","0,00 ","4.500,00 ","4.500,00 ","500,00 ","4.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","252.205,98 ","245.069,47 ","129.233,59 ","115.835,88 ","0,00 ","0,00 ","0,00 ","7.136,51 ","0,00 ","0,00 ","7.136,51 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
103.,OBČINA MISLINJA,"4.994.303,00 ","3.730.754,00 ","2.602.523,00 ","2.351.946,00 ","2.351.946,00 ","117.520,00 ","92.694,00 ","0,00 ","902,00 ","23.924,00 ","133.057,00 ","0,00 ","719,00 ","0,00 ","0,00 ","132.338,00 ","0,00 ","0,00 ","1.128.231,00 ","230.011,00 ","17.310,00 ","0,00 ","20.250,00 ","192.451,00 ","4.441,00 ","0,00 ","4.441,00 ","1.581,00 ","1.581,00 ","301,00 ","301,00 ","891.897,00 ","891.897,00 ","3.049,00 ","3.049,00 ","3.049,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.260.500,00 ","881.513,00 ","873.627,00 ","7.886,00 ","0,00 ","0,00 ","0,00 ","378.987,00 ","0,00 ","0,00 ","0,00 ","378.987,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
104.,OBČINA MOKRONOG-TREBELNO,"2.498.562,85 ","2.072.120,82 ","1.920.793,80 ","1.736.105,00 ","1.736.105,00 ","72.095,36 ","43.972,16 ","2,65 ","4.558,65 ","23.561,90 ","112.593,44 ","0,00 ","1.475,73 ","0,00 ","0,00 ","111.117,71 ","0,00 ","0,00 ","151.327,02 ","15.928,77 ","0,00 ","0,00 ","1.869,71 ","14.059,06 ","2.430,96 ","0,00 ","2.430,96 ","1.388,58 ","1.388,58 ","15.229,08 ","15.229,08 ","116.349,63 ","116.349,63 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.630,00 ","4.630,00 ","4.630,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","421.812,03 ","421.812,03 ","218.855,61 ","202.956,42 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
105.,OBČINA MORAVČE,"4.569.975,00 ","3.543.018,00 ","2.806.833,00 ","2.420.043,00 ","2.420.043,00 ","237.723,00 ","117.327,00 ","0,00 ","6.147,00 ","114.249,00 ","149.067,00 ","0,00 ","443,00 ","0,00 ","0,00 ","148.624,00 ","0,00 ","0,00 ","736.185,00 ","153.028,00 ","31.492,00 ","0,00 ","43.779,00 ","77.757,00 ","7.964,00 ","0,00 ","7.964,00 ","3.203,00 ","3.203,00 ","25.144,00 ","25.144,00 ","546.846,00 ","546.846,00 ","810.705,00 ","215.383,00 ","215.383,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","595.322,00 ","0,00 ","101.297,00 ","494.025,00 ","4.660,00 ","4.660,00 ","4.660,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","211.592,00 ","211.592,00 ","211.592,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
106.,OBČINA MORAVSKE TOPLICE,"6.221.858,67 ","5.328.718,23 ","4.208.075,41 ","3.372.995,00 ","3.372.995,00 ","341.106,84 ","215.586,34 ","0,00 ","16.479,35 ","109.041,15 ","493.973,57 ","0,00 ","1.831,16 ","0,00 ","0,00 ","492.142,41 ","0,00 ","0,00 ","1.120.642,82 ","45.914,17 ","5.501,44 ","0,00 ","8.402,61 ","32.010,12 ","12.861,44 ","0,00 ","12.861,44 ","510,67 ","510,67 ","12.380,62 ","12.380,62 ","1.048.975,92 ","1.048.975,92 ","46.065,36 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","46.065,36 ","17.347,91 ","28.717,45 ","0,00 ","3.060,00 ","3.060,00 ","3.060,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","844.015,08 ","844.015,08 ","841.114,77 ","2.900,31 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
107.,OBČINA MOZIRJE,"3.587.662,00 ","2.234.819,00 ","2.119.651,00 ","1.918.392,00 ","1.918.392,00 ","129.751,00 ","86.753,00 ","4,00 ","2.777,00 ","40.217,00 ","71.508,00 ","0,00 ","958,00 ","0,00 ","0,00 ","70.550,00 ","0,00 ","0,00 ","115.168,00 ","42.512,00 ","258,00 ","0,00 ","3.228,00 ","39.026,00 ","4.533,00 ","0,00 ","4.533,00 ","8.906,00 ","8.906,00 ","0,00 ","0,00 ","59.217,00 ","59.217,00 ","620.112,00 ","23.827,00 ","23.827,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","596.285,00 ","6.896,00 ","589.389,00 ","0,00 ","500,00 ","500,00 ","500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","732.231,00 ","732.231,00 ","614.117,00 ","118.114,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
108.,MESTNA OBČINA MURSKA SOBOTA,"16.971.440,05 ","13.579.049,54 ","10.250.147,86 ","8.116.173,00 ","8.116.173,00 ","1.735.751,80 ","1.321.237,73 ","4,73 ","16.559,08 ","397.950,26 ","398.223,06 ","0,00 ","43.227,69 ","0,00 ","0,00 ","354.995,37 ","0,00 ","0,00 ","3.328.901,68 ","595.507,64 ","51.665,70 ","15.388,50 ","106.523,35 ","421.930,09 ","10.029,46 ","0,00 ","10.029,46 ","113.703,03 ","113.703,03 ","123.642,58 ","123.642,58 ","2.486.018,97 ","2.486.018,97 ","2.220.426,55 ","368.442,10 ","367.192,10 ","1.250,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.851.984,45 ","0,00 ","1.851.984,45 ","0,00 ","2.368,11 ","2.368,11 ","2.100,00 ","268,11 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.169.595,85 ","1.169.595,85 ","996.051,19 ","173.544,66 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
109.,OBČINA MUTA,"2.888.380,00 ","2.463.453,00 ","1.926.765,00 ","1.723.646,00 ","1.723.646,00 ","98.066,00 ","59.000,00 ","0,00 ","13.180,00 ","25.886,00 ","105.053,00 ","0,00 ","216,00 ","0,00 ","0,00 ","104.837,00 ","0,00 ","0,00 ","536.688,00 ","411.753,00 ","3.942,00 ","0,00 ","3.509,00 ","404.302,00 ","3.956,00 ","0,00 ","3.956,00 ","849,00 ","849,00 ","4.392,00 ","4.392,00 ","115.738,00 ","115.738,00 ","265.556,00 ","251.730,00 ","238.730,00 ","0,00 ","13.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","13.826,00 ","0,00 ","13.826,00 ","0,00 ","3.124,00 ","3.124,00 ","3.000,00 ","124,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","156.247,00 ","156.247,00 ","124.478,00 ","25.784,00 ","0,00 ","5.985,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
110.,OBČINA NAKLO,"3.798.976,84 ","3.501.978,62 ","3.055.246,50 ","2.220.607,00 ","2.220.607,00 ","659.805,29 ","557.251,90 ","0,00 ","4.006,64 ","98.546,75 ","174.834,21 ","0,00 ","2.456,60 ","0,00 ","0,00 ","172.377,61 ","0,00 ","0,00 ","446.732,12 ","72.691,59 ","18.102,38 ","0,00 ","9.705,03 ","44.884,18 ","7.683,47 ","0,00 ","7.683,47 ","3.976,05 ","3.976,05 ","6.057,35 ","6.057,35 ","356.323,66 ","356.323,66 ","231.297,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","231.297,80 ","0,00 ","231.297,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","65.700,42 ","65.700,42 ","65.700,42 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
111.,OBČINA NAZARJE,"2.555.734,87 ","1.918.513,65 ","1.583.582,59 ","1.296.310,00 ","1.296.310,00 ","209.196,85 ","162.998,47 ","0,00 ","5.344,89 ","40.853,49 ","78.075,74 ","0,00 ","475,91 ","0,00 ","0,00 ","77.599,83 ","0,00 ","0,00 ","334.931,06 ","42.788,23 ","0,00 ","0,00 ","3.268,34 ","39.519,89 ","2.626,17 ","0,00 ","2.626,17 ","600,19 ","600,19 ","0,00 ","0,00 ","288.916,47 ","288.916,47 ","303.259,29 ","128.145,80 ","128.145,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","175.113,49 ","0,00 ","175.113,49 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","333.961,93 ","333.961,93 ","333.961,93 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
112.,MESTNA OBČINA NOVA GORICA,"30.247.483,11 ","28.788.910,88 ","18.385.293,55 ","13.300.121,00 ","13.300.121,00 ","3.695.956,62 ","2.842.181,83 ","0,00 ","127.990,39 ","725.784,40 ","1.389.215,93 ","0,00 ","61.530,47 ","0,00 ","0,00 ","1.327.685,46 ","0,00 ","0,00 ","10.403.617,33 ","9.059.055,49 ","137.882,18 ","0,00 ","136.353,44 ","8.784.819,87 ","30.444,65 ","0,00 ","30.444,65 ","84.186,59 ","84.186,59 ","135.279,37 ","135.279,37 ","1.094.651,23 ","1.094.651,23 ","208.767,98 ","55.816,79 ","32.301,29 ","4.737,50 ","18.778,00 ","0,00 ","0,00 ","0,00 ","0,00 ","152.951,19 ","4.582,38 ","148.368,81 ","0,00 ","8.111,92 ","8.111,92 ","7.911,92 ","200,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.210.383,52 ","921.036,12 ","529.685,89 ","391.350,23 ","0,00 ","0,00 ","0,00 ","289.347,40 ","0,00 ","0,00 ","289.347,40 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","31.308,81 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","31.308,81 ","31.308,81 "
113.,MESTNA OBČINA NOVO MESTO,"27.765.267,00 ","23.361.841,00 ","20.897.171,00 ","14.991.315,00 ","14.991.315,00 ","4.657.231,00 ","3.599.315,00 ","0,00 ","51.039,00 ","1.006.877,00 ","1.248.625,00 ","0,00 ","96.213,00 ","0,00 ","0,00 ","1.152.412,00 ","0,00 ","0,00 ","2.464.670,00 ","509.967,00 ","106.761,00 ","0,00 ","27.406,00 ","375.800,00 ","50.545,00 ","0,00 ","50.545,00 ","169.967,00 ","169.967,00 ","130.420,00 ","130.420,00 ","1.603.771,00 ","1.603.771,00 ","276.862,00 ","40.940,00 ","40.940,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","235.922,00 ","0,00 ","235.922,00 ","0,00 ","12.820,00 ","12.820,00 ","12.820,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.101.902,00 ","4.084.006,00 ","2.291.030,00 ","918.829,00 ","0,00 ","874.147,00 ","0,00 ","17.896,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","17.896,00 ","11.842,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","11.842,00 ","11.842,00 "
114.,OBČINA ODRANCI,"1.084.884,33 ","871.657,80 ","764.168,71 ","722.441,00 ","722.441,00 ","29.641,95 ","22.418,51 ","0,00 ","823,91 ","6.399,53 ","12.085,76 ","0,00 ","863,72 ","0,00 ","0,00 ","11.222,04 ","0,00 ","0,00 ","107.489,09 ","3.105,22 ","0,00 ","0,00 ","2.606,00 ","499,22 ","1.127,86 ","0,00 ","1.127,86 ","0,00 ","0,00 ","0,00 ","0,00 ","103.256,01 ","103.256,01 ","78.334,47 ","19.153,46 ","19.153,46 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","59.181,01 ","0,00 ","59.181,01 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","134.892,06 ","66.147,20 ","66.147,20 ","0,00 ","0,00 ","0,00 ","0,00 ","68.744,86 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","68.744,86 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
115.,OBČINA OPLOTNICA,"2.551.834,00 ","2.296.530,00 ","2.188.373,00 ","1.920.592,00 ","1.920.592,00 ","131.840,00 ","99.137,00 ","0,00 ","2.595,00 ","30.108,00 ","135.941,00 ","0,00 ","16.685,00 ","0,00 ","0,00 ","119.256,00 ","0,00 ","0,00 ","108.157,00 ","51.578,00 ","237,00 ","0,00 ","1.651,00 ","49.690,00 ","4.920,00 ","0,00 ","4.920,00 ","269,00 ","269,00 ","0,00 ","0,00 ","51.390,00 ","51.390,00 ","61.166,00 ","10.700,00 ","10.700,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","50.466,00 ","0,00 ","50.466,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","194.138,00 ","194.138,00 ","185.109,00 ","0,00 ","0,00 ","9.029,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
116.,OBČINA ORMOŽ,"11.187.965,12 ","10.329.008,28 ","7.648.907,54 ","6.335.694,00 ","6.335.694,00 ","999.826,84 ","877.492,62 ","6,65 ","31.941,58 ","90.385,99 ","313.386,70 ","0,00 ","13.168,81 ","0,00 ","0,00 ","300.217,89 ","0,00 ","0,00 ","2.680.100,74 ","1.179.082,71 ","498.311,00 ","0,00 ","94.568,42 ","586.203,29 ","20.461,21 ","0,00 ","20.461,21 ","8.261,69 ","8.261,69 ","47.460,55 ","47.460,55 ","1.424.834,58 ","1.424.834,58 ","163.461,44 ","135.112,45 ","132.250,00 ","0,00 ","0,00 ","2.862,45 ","0,00 ","0,00 ","0,00 ","28.348,99 ","0,00 ","28.348,99 ","0,00 ","1.000,00 ","1.000,00 ","1.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","565.119,40 ","549.723,47 ","413.000,18 ","128.605,18 ","8.118,11 ","0,00 ","0,00 ","15.395,93 ","0,00 ","0,00 ","15.395,93 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","129.376,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","129.376,00 ","129.376,00 "
117.,OBČINA OSILNICA,"577.510,00 ","377.690,00 ","348.620,00 ","282.851,00 ","282.851,00 ","19.888,00 ","7.978,00 ","0,00 ","1.245,00 ","10.665,00 ","45.881,00 ","0,00 ","38.890,00 ","0,00 ","0,00 ","6.991,00 ","0,00 ","0,00 ","29.070,00 ","9.314,00 ","0,00 ","0,00 ","611,00 ","8.703,00 ","506,00 ","0,00 ","506,00 ","0,00 ","0,00 ","18.296,00 ","18.296,00 ","954,00 ","954,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","199.820,00 ","102.350,00 ","102.350,00 ","0,00 ","0,00 ","0,00 ","0,00 ","97.470,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","97.470,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
118.,OBČINA PESNICA,"6.149.164,01 ","4.995.347,03 ","4.322.470,25 ","3.801.420,00 ","3.801.420,00 ","257.281,78 ","150.001,46 ","0,00 ","10.014,95 ","97.265,37 ","263.768,47 ","0,00 ","1.416,28 ","0,00 ","0,00 ","262.352,19 ","0,00 ","0,00 ","672.876,78 ","121.127,87 ","1.834,70 ","0,00 ","44.643,37 ","74.649,80 ","4.211,51 ","0,00 ","4.211,51 ","7.426,31 ","7.426,31 ","0,00 ","0,00 ","540.111,09 ","540.111,09 ","623.634,51 ","176,91 ","176,91 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","623.457,60 ","7.405,00 ","616.052,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","530.182,47 ","530.182,47 ","530.182,47 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
119.,OBČINA PIRAN,"22.873.389,12 ","18.332.616,03 ","12.834.400,38 ","6.555.383,00 ","6.555.383,00 ","3.971.285,98 ","1.776.286,06 ","117,00 ","353.825,08 ","1.841.057,84 ","2.307.731,40 ","0,00 ","9.381,84 ","0,00 ","0,00 ","2.298.349,56 ","0,00 ","0,00 ","5.498.215,65 ","2.614.015,59 ","11.979,11 ","0,00 ","545.322,41 ","2.056.714,07 ","35.945,93 ","0,00 ","35.945,93 ","164.096,76 ","164.096,76 ","11.772,83 ","11.772,83 ","2.672.384,54 ","2.672.384,54 ","3.084.784,55 ","1.400.619,73 ","1.387.853,27 ","12.625,00 ","0,00 ","141,46 ","0,00 ","0,00 ","0,00 ","1.684.164,82 ","0,00 ","1.684.164,82 ","0,00 ","14.911,51 ","14.911,51 ","14.911,51 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.441.077,03 ","1.314.420,65 ","1.312.904,33 ","1.516,32 ","0,00 ","0,00 ","0,00 ","126.656,38 ","0,00 ","0,00 ","126.656,38 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
120.,OBČINA PIVKA,"5.008.008,58 ","4.293.205,64 ","3.788.013,43 ","3.018.906,00 ","3.018.906,00 ","511.329,41 ","367.716,07 ","0,00 ","52.091,56 ","91.521,78 ","257.778,02 ","0,00 ","1.075,99 ","0,00 ","0,00 ","256.702,03 ","0,00 ","0,00 ","505.192,21 ","381.509,36 ","0,00 ","1.594,60 ","1.581,37 ","378.333,39 ","8.950,23 ","0,00 ","8.950,23 ","772,94 ","772,94 ","41.853,40 ","41.853,40 ","72.106,28 ","72.106,28 ","296.104,64 ","166.705,53 ","162.685,53 ","4.020,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","129.399,11 ","1.531,46 ","127.867,65 ","0,00 ","41.666,67 ","41.666,67 ","0,00 ","41.666,67 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","377.031,63 ","365.818,22 ","365.818,22 ","0,00 ","0,00 ","0,00 ","0,00 ","11.213,41 ","11.213,41 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
121.,OBČINA PODČETRTEK,"3.421.829,00 ","2.742.457,00 ","2.548.928,00 ","1.955.090,00 ","1.955.090,00 ","211.193,00 ","156.307,00 ","0,00 ","7.130,00 ","47.756,00 ","382.645,00 ","0,00 ","1.318,00 ","0,00 ","0,00 ","381.327,00 ","0,00 ","0,00 ","193.529,00 ","58.960,00 ","0,00 ","0,00 ","3.033,00 ","55.927,00 ","6.506,00 ","0,00 ","6.506,00 ","1.699,00 ","1.699,00 ","0,00 ","0,00 ","126.364,00 ","126.364,00 ","55.914,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","55.914,00 ","55.914,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","623.458,00 ","623.458,00 ","620.367,00 ","0,00 ","0,00 ","3.091,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
122.,OBČINA PODLEHNIK,"1.705.052,00 ","1.321.958,00 ","1.254.642,00 ","1.137.310,00 ","1.137.310,00 ","54.943,00 ","31.826,00 ","0,00 ","3.741,00 ","19.376,00 ","62.389,00 ","0,00 ","56,00 ","0,00 ","0,00 ","62.333,00 ","0,00 ","0,00 ","67.316,00 ","25.608,00 ","341,00 ","0,00 ","388,00 ","24.879,00 ","3.079,00 ","0,00 ","3.079,00 ","709,00 ","709,00 ","0,00 ","0,00 ","37.920,00 ","37.920,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","383.094,00 ","378.044,00 ","351.892,00 ","23.171,00 ","2.981,00 ","0,00 ","0,00 ","5.050,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.050,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
123.,OBČINA PODVELKA,"2.910.390,00 ","2.603.157,00 ","1.900.978,00 ","1.599.730,00 ","1.599.730,00 ","248.279,00 ","226.491,00 ","0,00 ","4.654,00 ","17.134,00 ","52.969,00 ","0,00 ","1.605,00 ","0,00 ","0,00 ","51.364,00 ","0,00 ","0,00 ","702.179,00 ","660.348,00 ","4.146,00 ","0,00 ","40.153,00 ","616.049,00 ","1.410,00 ","0,00 ","1.410,00 ","1.036,00 ","1.036,00 ","0,00 ","0,00 ","39.385,00 ","39.385,00 ","3.960,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.960,00 ","0,00 ","3.960,00 ","0,00 ","1.000,00 ","1.000,00 ","1.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","302.273,00 ","302.273,00 ","295.325,00 ","0,00 ","0,00 ","0,00 ","6.948,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
