,,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,- V EUR
45.,OBČINA GROSUPLJE,"12.708.341,00 ","11.866.241,00 ","10.002.698,00 ","7.556.653,00 ","7.556.653,00 ","1.326.196,00 ","801.144,00 ","0,00 ","53.433,00 ","471.619,00 ","1.119.849,00 ","0,00 ","16.842,00 ","0,00 ","0,00 ","1.103.007,00 ","0,00 ","0,00 ","1.863.543,00 ","826.133,00 ","37,00 ","0,00 ","99.219,00 ","726.877,00 ","34.568,00 ","0,00 ","34.568,00 ","3.261,00 ","3.261,00 ","39.248,00 ","39.248,00 ","960.333,00 ","960.333,00 ","424.533,00 ","130.433,00 ","130.433,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","294.100,00 ","151.734,00 ","142.366,00 ","0,00 ","11.659,00 ","11.659,00 ","11.659,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","405.908,00 ","405.908,00 ","377.895,00 ","2.109,00 ","0,00 ","0,00 ","25.904,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
46.,OBČINA HAJDINA,"2.465.331,00 ","2.309.876,00 ","2.022.362,00 ","1.640.734,00 ","1.640.734,00 ","266.220,00 ","188.597,00 ","0,00 ","11.343,00 ","66.280,00 ","115.408,00 ","0,00 ","2.018,00 ","0,00 ","0,00 ","113.390,00 ","0,00 ","0,00 ","287.514,00 ","206.759,00 ","1.853,00 ","0,00 ","4.485,00 ","200.421,00 ","3.611,00 ","0,00 ","3.611,00 ","1.185,00 ","1.185,00 ","125,00 ","125,00 ","75.834,00 ","75.834,00 ","37.765,00 ","37.765,00 ","37.765,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.300,00 ","2.300,00 ","1.800,00 ","500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","115.390,00 ","115.390,00 ","89.065,00 ","26.325,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
47.,OBČINA HOČE-SLIVNICA,"6.838.590,00 ","6.609.595,00 ","5.291.330,00 ","4.398.527,00 ","4.398.527,00 ","611.291,00 ","355.932,00 ","0,00 ","18.110,00 ","237.249,00 ","281.512,00 ","0,00 ","3.432,00 ","0,00 ","0,00 ","278.080,00 ","0,00 ","0,00 ","1.318.265,00 ","167.504,00 ","16.373,00 ","0,00 ","52.057,00 ","99.074,00 ","6.098,00 ","0,00 ","6.098,00 ","4.554,00 ","4.554,00 ","119.034,00 ","119.034,00 ","1.021.075,00 ","1.021.075,00 ","16.124,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","16.124,00 ","0,00 ","16.124,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","212.871,00 ","212.871,00 ","212.871,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
48.,OBČINA HODOŠ,"793.831,00 ","365.126,00 ","246.920,00 ","225.489,00 ","225.489,00 ","14.744,00 ","11.907,00 ","0,00 ","1.556,00 ","1.281,00 ","6.687,00 ","0,00 ","136,00 ","0,00 ","0,00 ","6.551,00 ","0,00 ","0,00 ","118.206,00 ","534,00 ","0,00 ","0,00 ","283,00 ","251,00 ","525,00 ","0,00 ","525,00 ","0,00 ","0,00 ","0,00 ","0,00 ","117.147,00 ","117.147,00 ","10.564,00 ","417,00 ","417,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.147,00 ","10.147,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","418.141,00 ","215.626,00 ","196.103,00 ","0,00 ","0,00 ","18.024,00 ","1.499,00 ","202.515,00 ","0,00 ","0,00 ","202.515,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
49.,OBČINA HORJUL,"2.034.908,00 ","1.598.647,00 ","1.437.807,00 ","1.292.814,00 ","1.292.814,00 ","93.435,00 ","59.676,00 ","0,00 ","14.644,00 ","19.115,00 ","51.558,00 ","0,00 ","295,00 ","0,00 ","0,00 ","51.263,00 ","0,00 ","0,00 ","160.840,00 ","46.099,00 ","0,00 ","0,00 ","4.260,00 ","41.839,00 ","1.938,00 ","0,00 ","1.938,00 ","2.463,00 ","2.463,00 ","266,00 ","266,00 ","110.074,00 ","110.074,00 ","4.120,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.120,00 ","0,00 ","4.120,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","432.141,00 ","432.141,00 ","342.598,00 ","1.543,00 ","0,00 ","88.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
50.,OBČINA HRASTNIK,"7.081.106,42 ","6.483.105,40 ","5.743.243,24 ","4.394.063,00 ","4.394.063,00 ","844.086,46 ","785.678,71 ","0,00 ","15.509,60 ","42.898,15 ","503.766,32 ","0,00 ","4.230,59 ","0,00 ","0,00 ","499.535,73 ","1.327,46 ","1.327,46 ","739.862,16 ","492.601,15 ","449,92 ","0,00 ","34.329,57 ","457.821,66 ","11.865,22 ","0,00 ","11.865,22 ","556,19 ","556,19 ","1.428,84 ","1.428,84 ","233.410,76 ","233.410,76 ","62.469,93 ","48.405,00 ","47.905,00 ","500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","14.064,93 ","0,00 ","14.064,93 ","0,00 ","63.700,00 ","63.700,00 ","63.700,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","471.831,09 ","190.060,09 ","190.060,09 ","0,00 ","0,00 ","0,00 ","0,00 ","281.771,00 ","0,00 ","0,00 ","281.771,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
51.,OBČINA HRPELJE-KOZINA,"4.210.792,00 ","3.577.310,00 ","2.847.021,00 ","2.267.310,00 ","2.267.310,00 ","464.122,00 ","185.831,00 ","20,00 ","55.497,00 ","222.774,00 ","115.589,00 ","0,00 ","3.773,00 ","0,00 ","0,00 ","111.816,00 ","0,00 ","0,00 ","730.289,00 ","659.881,00 ","6.472,00 ","0,00 ","23.698,00 ","629.711,00 ","3.991,00 ","0,00 ","3.991,00 ","1.212,00 ","1.212,00 ","0,00 ","0,00 ","65.205,00 ","65.205,00 ","340.034,00 ","5.441,00 ","5.441,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","334.593,00 ","0,00 ","334.593,00 ","0,00 ","6.466,00 ","6.466,00 ","0,00 ","6.466,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","286.982,00 ","286.982,00 ","286.982,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
52.,OBČINA IDRIJA,"9.435.283,00 ","8.381.076,00 ","7.309.793,00 ","6.221.501,00 ","6.221.501,00 ","805.939,00 ","667.532,00 ","0,00 ","30.473,00 ","107.934,00 ","282.353,00 ","0,00 ","3.364,00 ","0,00 ","0,00 ","278.989,00 ","0,00 ","0,00 ","1.071.283,00 ","883.904,00 ","2.917,00 ","0,00 ","52.014,00 ","828.973,00 ","7.994,00 ","0,00 ","7.994,00 ","10.443,00 ","10.443,00 ","79.378,00 ","79.378,00 ","89.564,00 ","89.564,00 ","109.234,00 ","91.155,00 ","91.155,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","18.079,00 ","0,00 ","18.079,00 ","0,00 ","3.121,00 ","3.121,00 ","3.121,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","893.517,00 ","858.452,00 ","858.452,00 ","0,00 ","0,00 ","0,00 ","0,00 ","35.065,00 ","0,00 ","0,00 ","35.065,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","48.335,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","48.335,00 ","48.335,00 "
53.,OBČINA IG,"7.855.814,00 ","4.379.820,00 ","3.297.742,00 ","2.718.326,00 ","2.718.326,00 ","383.045,00 ","185.051,00 ","2,00 ","21.708,00 ","176.284,00 ","196.371,00 ","0,00 ","60.794,00 ","0,00 ","0,00 ","135.577,00 ","0,00 ","0,00 ","1.082.078,00 ","108.406,00 ","0,00 ","0,00 ","58.163,00 ","50.243,00 ","3.115,00 ","0,00 ","3.115,00 ","3.171,00 ","3.171,00 ","149.804,00 ","149.804,00 ","817.582,00 ","817.582,00 ","3.177.853,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.177.853,00 ","0,00 ","406.375,00 ","2.771.478,00 ","7.569,00 ","7.569,00 ","7.569,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","290.572,00 ","290.572,00 ","287.289,00 ","3.283,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
54.,OBČINA ILIRSKA BISTRICA,"9.834.374,00 ","8.698.137,00 ","7.791.668,00 ","6.950.592,00 ","6.950.592,00 ","553.906,00 ","415.123,00 ","3,00 ","46.749,00 ","92.031,00 ","287.170,00 ","0,00 ","10.352,00 ","0,00 ","0,00 ","276.818,00 ","0,00 ","0,00 ","906.469,00 ","701.912,00 ","264.343,00 ","0,00 ","103.961,00 ","333.608,00 ","11.771,00 ","0,00 ","11.771,00 ","9.250,00 ","9.250,00 ","35.440,00 ","35.440,00 ","148.096,00 ","148.096,00 ","166.748,00 ","134.245,00 ","134.245,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","32.503,00 ","1.255,00 ","31.248,00 ","0,00 ","5.935,00 ","5.935,00 ","5.935,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","963.554,00 ","963.554,00 ","958.894,00 ","4.660,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
55.,OBČINA IVANČNA GORICA,"10.236.969,00 ","9.443.173,00 ","8.044.764,00 ","6.978.359,00 ","6.978.359,00 ","567.885,00 ","139.323,00 ","0,00 ","41.792,00 ","386.770,00 ","498.520,00 ","0,00 ","5.683,00 ","0,00 ","0,00 ","492.837,00 ","0,00 ","0,00 ","1.398.409,00 ","416.090,00 ","4,00 ","0,00 ","196.204,00 ","219.882,00 ","23.513,00 ","0,00 ","23.513,00 ","13.997,00 ","13.997,00 ","19.742,00 ","19.742,00 ","925.067,00 ","925.067,00 ","77.310,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","77.310,00 ","1.066,00 ","76.244,00 ","0,00 ","500,00 ","500,00 ","0,00 ","500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","715.986,00 ","715.986,00 ","705.432,00 ","10.554,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
56.,OBČINA IZOLA,"15.920.888,40 ","13.030.422,63 ","9.465.749,18 ","5.954.078,00 ","5.954.078,00 ","2.352.853,13 ","1.073.109,32 ","139,56 ","92.566,23 ","1.187.038,02 ","1.158.818,05 ","0,00 ","10.257,95 ","0,00 ","0,00 ","1.148.560,10 ","0,00 ","0,00 ","3.564.673,45 ","1.933.539,94 ","1.143,75 ","0,00 ","60.054,20 ","1.872.341,99 ","17.924,91 ","0,00 ","17.924,91 ","105.669,51 ","105.669,51 ","165.238,49 ","165.238,49 ","1.342.300,60 ","1.342.300,60 ","2.347.378,25 ","42.237,38 ","40.729,54 ","1.507,84 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.305.140,87 ","0,00 ","2.305.140,87 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","543.087,52 ","543.087,52 ","496.034,29 ","47.053,23 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
57.,OBČINA JESENICE,"16.075.659,87 ","14.598.042,18 ","11.550.219,71 ","8.892.560,00 ","8.892.560,00 ","2.239.958,81 ","1.801.864,10 ","0,00 ","37.371,54 ","400.723,17 ","417.700,90 ","0,00 ","53.020,61 ","0,00 ","0,00 ","364.680,29 ","0,00 ","0,00 ","3.047.822,47 ","1.928.599,59 ","39.643,20 ","0,00 ","136.885,82 ","1.752.070,57 ","20.537,01 ","0,00 ","20.537,01 ","5.307,00 ","5.307,00 ","19.635,33 ","19.635,33 ","1.073.743,54 ","1.073.743,54 ","742.583,51 ","441.315,07 ","441.127,56 ","0,00 ","187,51 ","0,00 ","0,00 ","0,00 ","0,00 ","301.268,44 ","0,00 ","301.268,44 ","0,00 ","129.266,19 ","129.266,19 ","129.266,19 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","605.767,99 ","605.767,99 ","438.456,16 ","167.311,83 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
58.,OBČINA JEZERSKO,"734.444,09 ","573.895,11 ","529.823,15 ","478.533,00 ","478.533,00 ","30.546,33 ","25.087,91 ","0,00 ","3.356,41 ","2.102,01 ","20.743,82 ","0,00 ","138,80 ","0,00 ","0,00 ","20.605,02 ","0,00 ","0,00 ","44.071,96 ","31.971,52 ","4.536,52 ","0,00 ","8.097,35 ","19.337,65 ","410,30 ","0,00 ","410,30 ","1.552,49 ","1.552,49 ","826,01 ","826,01 ","9.311,64 ","9.311,64 ","1.200,00 ","1.200,00 ","0,00 ","0,00 ","0,00 ","1.200,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","159.348,98 ","159.348,98 ","159.348,98 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
59.,OBČINA JURŠINCI,"1.647.146,09 ","1.395.796,96 ","1.305.164,31 ","1.197.307,00 ","1.197.307,00 ","53.346,06 ","34.871,32 ","0,00 ","1.350,60 ","17.124,14 ","54.511,25 ","0,00 ","0,00 ","0,00 ","0,00 ","54.511,25 ","0,00 ","0,00 ","90.632,65 ","24.188,39 ","372,71 ","0,00 ","3.208,38 ","20.607,30 ","3.455,76 ","0,00 ","3.455,76 ","493,86 ","493,86 ","1.353,40 ","1.353,40 ","61.141,24 ","61.141,24 ","52.576,81 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","52.576,81 ","0,00 ","52.576,81 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","188.757,32 ","188.757,32 ","165.100,62 ","23.656,70 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.015,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.015,00 ","10.015,00 "
60.,OBČINA KAMNIK,"18.989.451,29 ","16.356.815,92 ","14.597.671,59 ","12.048.260,00 ","12.048.260,00 ","2.094.212,63 ","1.218.151,33 ","6,64 ","162.229,62 ","713.825,04 ","455.198,96 ","0,00 ","12.293,68 ","0,00 ","0,00 ","442.905,28 ","0,00 ","0,00 ","1.759.144,33 ","958.546,01 ","0,00 ","0,00 ","230.917,11 ","727.628,90 ","30.589,98 ","0,00 ","30.589,98 ","50.353,54 ","50.353,54 ","105.947,86 ","105.947,86 ","613.706,94 ","613.706,94 ","2.053.603,56 ","44.665,76 ","44.394,09 ","0,00 ","271,67 ","0,00 ","0,00 ","0,00 ","0,00 ","2.008.937,80 ","0,00 ","2.008.937,80 ","0,00 ","34.911,09 ","12.931,35 ","3.826,00 ","9.105,35 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","21.979,74 ","21.979,74 ","506.433,72 ","506.433,72 ","439.424,48 ","67.009,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","37.687,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","37.687,00 ","37.687,00 "
61.,OBČINA KANAL,"7.066.848,00 ","5.869.837,00 ","4.005.594,00 ","3.255.902,00 ","3.255.902,00 ","557.463,00 ","457.105,00 ","0,00 ","40.708,00 ","59.650,00 ","192.229,00 ","0,00 ","942,00 ","0,00 ","0,00 ","191.287,00 ","0,00 ","0,00 ","1.864.243,00 ","1.291.452,00 ","7.219,00 ","0,00 ","21.977,00 ","1.262.256,00 ","3.510,00 ","0,00 ","3.510,00 ","1.827,00 ","1.827,00 ","86.767,00 ","86.767,00 ","480.687,00 ","480.687,00 ","14.829,00 ","12.124,00 ","12.124,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.705,00 ","353,00 ","2.352,00 ","0,00 ","841.328,00 ","841.328,00 ","841.328,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","340.854,00 ","340.854,00 ","333.250,00 ","0,00 ","0,00 ","7.604,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
62.,OBČINA KIDRIČEVO,"5.744.010,00 ","4.760.714,00 ","4.086.860,00 ","3.227.727,00 ","3.227.727,00 ","651.628,00 ","574.477,00 ","0,00 ","5.715,00 ","71.436,00 ","207.505,00 ","0,00 ","4.859,00 ","0,00 ","0,00 ","202.646,00 ","0,00 ","0,00 ","673.854,00 ","186.679,00 ","6.599,00 ","0,00 ","30.446,00 ","149.634,00 ","9.979,00 ","0,00 ","9.979,00 ","7.189,00 ","7.189,00 ","0,00 ","0,00 ","470.007,00 ","470.007,00 ","301.127,00 ","90.572,00 ","90.572,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","210.555,00 ","0,00 ","210.555,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","682.169,00 ","682.169,00 ","608.091,00 ","74.078,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
63.,OBČINA KOBARID,"4.249.107,00 ","3.304.407,00 ","2.647.266,00 ","2.312.526,00 ","2.312.526,00 ","165.726,00 ","93.765,00 ","0,00 ","33.515,00 ","38.446,00 ","169.014,00 ","0,00 ","1.176,00 ","0,00 ","0,00 ","167.838,00 ","0,00 ","0,00 ","657.141,00 ","587.482,00 ","348,00 ","0,00 ","9.779,00 ","577.355,00 ","2.680,00 ","0,00 ","2.680,00 ","314,00 ","314,00 ","0,00 ","0,00 ","66.665,00 ","66.665,00 ","234.751,00 ","114.397,00 ","114.397,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","120.354,00 ","483,00 ","119.871,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","709.949,00 ","709.949,00 ","681.342,00 ","7.742,00 ","0,00 ","20.865,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
64.,OBČINA KOBILJE,"710.113,00 ","433.610,00 ","351.812,00 ","333.229,00 ","333.229,00 ","13.910,00 ","8.787,00 ","0,00 ","927,00 ","4.196,00 ","4.673,00 ","0,00 ","522,00 ","0,00 ","0,00 ","4.151,00 ","0,00 ","0,00 ","81.798,00 ","19.249,00 ","0,00 ","0,00 ","1.431,00 ","17.818,00 ","293,00 ","0,00 ","293,00 ","0,00 ","0,00 ","10,00 ","10,00 ","62.246,00 ","62.246,00 ","9.400,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.400,00 ","0,00 ","9.400,00 ","0,00 ","2.135,00 ","2.135,00 ","0,00 ","2.135,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","264.968,00 ","263.674,00 ","234.057,00 ","0,00 ","0,00 ","29.617,00 ","0,00 ","1.294,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.294,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
65.,OBČINA KOČEVJE,"14.834.614,50 ","10.770.975,16 ","9.192.799,05 ","7.924.686,00 ","7.924.686,00 ","751.314,81 ","359.041,34 ","36,33 ","7.752,16 ","384.484,98 ","516.798,24 ","0,00 ","7.927,61 ","0,00 ","0,00 ","508.870,63 ","0,00 ","0,00 ","1.578.176,11 ","852.681,70 ","309,70 ","0,00 ","24.955,80 ","827.416,20 ","19.732,01 ","0,00 ","19.732,01 ","434,51 ","434,51 ","62.531,02 ","62.531,02 ","642.796,87 ","642.796,87 ","1.453.171,23 ","984.040,95 ","984.040,95 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","469.130,28 ","0,00 ","469.130,28 ","0,00 ","13.667,76 ","11.200,00 ","11.200,00 ","0,00 ","2.467,76 ","0,00 ","0,00 ","2.467,76 ","0,00 ","0,00 ","0,00 ","2.596.800,35 ","2.596.800,35 ","2.578.887,69 ","0,00 ","0,00 ","17.912,66 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
66.,OBČINA KOMEN,"3.078.084,00 ","2.633.789,00 ","2.105.861,00 ","1.796.229,00 ","1.796.229,00 ","184.563,00 ","84.419,00 ","0,00 ","25.067,00 ","75.077,00 ","125.069,00 ","0,00 ","659,00 ","0,00 ","0,00 ","124.410,00 ","0,00 ","0,00 ","527.928,00 ","509.176,00 ","2.474,00 ","0,00 ","2.757,00 ","503.945,00 ","5.977,00 ","0,00 ","5.977,00 ","441,00 ","441,00 ","12.014,00 ","12.014,00 ","320,00 ","320,00 ","7.548,00 ","3.633,00 ","3.633,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.915,00 ","0,00 ","3.915,00 ","0,00 ","9.373,00 ","6.873,00 ","4.978,00 ","1.895,00 ","2.500,00 ","2.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","427.374,00 ","384.570,00 ","384.570,00 ","0,00 ","0,00 ","0,00 ","0,00 ","42.804,00 ","42.804,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
67.,OBČINA KOMENDA,"4.545.771,00 ","3.625.392,00 ","2.814.258,00 ","1.997.578,00 ","1.997.578,00 ","631.839,00 ","213.074,00 ","1,00 ","2.005,00 ","416.759,00 ","184.841,00 ","0,00 ","3.358,00 ","0,00 ","0,00 ","181.483,00 ","0,00 ","0,00 ","811.134,00 ","46.337,00 ","0,00 ","0,00 ","1.890,00 ","44.447,00 ","13.514,00 ","0,00 ","13.514,00 ","647,00 ","647,00 ","171.408,00 ","171.408,00 ","579.228,00 ","579.228,00 ","890.218,00 ","2.500,00 ","0,00 ","2.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","887.718,00 ","59.493,00 ","828.225,00 ","0,00 ","5.000,00 ","5.000,00 ","5.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","25.161,00 ","25.161,00 ","25.161,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
