,,,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,- V EUR
41.,29 ,OBČINA GORNJA RADGONA,"7.947.719,44 ","6.665.877,19 ","5.923.932,76 ","5.029.411,00 ","5.029.411,00 ","661.467,19 ","569.459,02 ","254,91 ","36.015,20 ","55.738,06 ","233.054,57 ","2.319,38 ","0,00 ","230.735,19 ","0,00 ","0,00 ","741.944,43 ","357.978,67 ","0,00 ","870,09 ","357.108,58 ","505,01 ","505,01 ","12.305,27 ","12.305,27 ","84.885,24 ","84.885,24 ","286.270,24 ","286.270,24 ","383.690,49 ","176.020,00 ","176.020,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","207.670,49 ","0,00 ","207.670,49 ","0,00 ","25.000,00 ","25.000,00 ","25.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","873.151,76 ","391.825,08 ","356.014,24 ","24.913,33 ","10.897,51 ","0,00 ","0,00 ","481.326,68 ","3.906,00 ","0,00 ","0,00 ","477.420,68 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
42.,30 ,OBČINA GORNJI GRAD,"2.589.697,28 ","2.167.087,29 ","2.059.907,22 ","1.939.751,00 ","1.939.751,00 ","66.043,43 ","51.817,85 ","0,00 ","4.975,42 ","9.250,16 ","54.112,79 ","2.124,22 ","0,00 ","51.988,57 ","0,00 ","0,00 ","107.180,07 ","67.701,31 ","27,45 ","2.866,80 ","64.807,06 ","555,23 ","555,23 ","80,00 ","80,00 ","0,00 ","0,00 ","38.843,53 ","38.843,53 ","45.472,19 ","23.236,89 ","23.236,89 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","22.235,30 ","0,00 ","22.235,30 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","377.137,80 ","376.456,19 ","376.456,19 ","0,00 ","0,00 ","0,00 ","0,00 ","681,61 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","681,61 ","0,00 ","0,00 ","0,00 "
43.,31 ,OBČINA GORNJI PETROVCI,"2.526.669,65 ","1.916.490,09 ","1.826.888,47 ","1.738.785,00 ","1.738.785,00 ","74.475,27 ","55.592,92 ","0,00 ","10.197,14 ","8.685,21 ","13.628,20 ","1.383,75 ","0,00 ","12.244,45 ","0,00 ","0,00 ","89.601,62 ","81.628,07 ","0,00 ","681,81 ","80.946,26 ","231,18 ","231,18 ","425,78 ","425,78 ","0,00 ","0,00 ","7.316,59 ","7.316,59 ","3.928,70 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.928,70 ","3.928,70 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","606.250,86 ","472.188,67 ","461.768,38 ","10.420,29 ","0,00 ","0,00 ","0,00 ","134.062,19 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","134.062,19 ","0,00 ","0,00 ","0,00 ","0,00 "
44.,158 ,OBČINA GRAD,"2.458.172,97 ","2.127.926,66 ","1.740.434,71 ","1.633.521,00 ","1.633.521,00 ","92.152,82 ","79.957,84 ","0,00 ","3.212,25 ","8.982,73 ","14.760,89 ","791,72 ","0,00 ","13.969,17 ","0,00 ","0,00 ","387.491,95 ","16.630,01 ","1.738,49 ","809,37 ","14.082,15 ","1.264,09 ","1.264,09 ","0,00 ","0,00 ","237.356,72 ","237.356,72 ","132.241,13 ","132.241,13 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.405,00 ","1.405,00 ","1.405,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","328.841,31 ","328.841,31 ","322.130,39 ","6.710,92 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
45.,32 ,OBČINA GROSUPLJE,"14.413.063,00 ","13.957.098,00 ","11.594.234,00 ","9.816.439,00 ","9.816.439,00 ","1.337.299,00 ","881.861,00 ","7.047,00 ","63.855,00 ","384.536,00 ","440.496,00 ","5.173,00 ","0,00 ","435.323,00 ","0,00 ","0,00 ","2.362.864,00 ","1.544.351,00 ","120.293,00 ","27.905,00 ","1.396.153,00 ","7.431,00 ","7.431,00 ","8.523,00 ","8.523,00 ","40.120,00 ","40.120,00 ","762.439,00 ","762.439,00 ","134.636,00 ","5.828,00 ","5.828,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","128.808,00 ","45.106,00 ","83.702,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","321.329,00 ","294.921,00 ","261.301,00 ","2.109,00 ","0,00 ","0,00 ","31.511,00 ","26.408,00 ","0,00 ","0,00 ","26.408,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
46.,159 ,OBČINA HAJDINA,"4.234.141,18 ","3.153.377,47 ","2.723.131,26 ","1.997.016,00 ","1.997.016,00 ","612.815,63 ","547.460,51 ","399,23 ","8.939,86 ","56.016,03 ","113.299,63 ","1.940,43 ","0,00 ","111.359,20 ","0,00 ","0,00 ","430.246,21 ","296.740,70 ","0,00 ","491,46 ","296.249,24 ","923,30 ","923,30 ","1.265,18 ","1.265,18 ","3.845,96 ","3.845,96 ","127.471,07 ","127.471,07 ","25.788,25 ","19.613,25 ","19.613,25 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.175,00 ","0,00 ","6.175,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.054.975,46 ","550.296,10 ","550.296,10 ","0,00 ","0,00 ","0,00 ","0,00 ","504.679,36 ","0,00 ","0,00 ","169.204,00 ","335.475,36 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
47.,160 ,OBČINA HOČE-SLIVNICA,"8.088.456,00 ","7.357.929,00 ","6.549.326,00 ","5.647.139,00 ","5.647.139,00 ","566.297,00 ","394.458,00 ","1.513,00 ","35.357,00 ","134.969,00 ","335.890,00 ","4.773,00 ","0,00 ","331.117,00 ","0,00 ","0,00 ","808.603,00 ","134.563,00 ","38.865,00 ","2.210,00 ","93.488,00 ","4.306,00 ","4.306,00 ","4.955,00 ","4.955,00 ","124.827,00 ","124.827,00 ","539.952,00 ","539.952,00 ","147.231,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","147.231,00 ","0,00 ","147.231,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","583.296,00 ","583.296,00 ","583.296,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
48.,161 ,OBČINA HODOŠ,"811.496,46 ","383.734,14 ","324.908,06 ","310.895,00 ","310.895,00 ","8.812,76 ","8.634,72 ","0,00 ","0,00 ","178,04 ","5.200,30 ","103,20 ","0,00 ","5.097,10 ","0,00 ","0,00 ","58.826,08 ","1.549,46 ","0,00 ","18,72 ","1.530,74 ","10,63 ","10,63 ","200,00 ","200,00 ","0,00 ","0,00 ","57.065,99 ","57.065,99 ","417,24 ","417,24 ","417,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","427.345,08 ","416.103,08 ","340.765,62 ","0,00 ","0,00 ","75.337,46 ","0,00 ","11.242,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","11.242,00 ","0,00 ","0,00 ","0,00 "
49.,162 ,OBČINA HORJUL,"2.405.767,30 ","2.299.684,83 ","1.935.818,18 ","1.628.561,00 ","1.628.561,00 ","274.488,82 ","99.006,52 ","350,33 ","57.122,58 ","118.009,39 ","32.768,36 ","347,62 ","0,00 ","32.420,74 ","0,00 ","0,00 ","363.866,65 ","108.227,42 ","0,00 ","32.948,09 ","75.279,33 ","1.334,65 ","1.334,65 ","44.846,50 ","44.846,50 ","0,00 ","0,00 ","209.458,08 ","209.458,08 ","10.920,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.920,00 ","0,00 ","10.920,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","95.162,47 ","95.162,47 ","94.755,59 ","406,88 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
50.,34 ,OBČINA HRASTNIK,"10.992.486,43 ","8.393.893,97 ","7.432.576,94 ","5.351.947,00 ","5.351.947,00 ","931.468,97 ","851.416,88 ","2.829,43 ","7.128,94 ","70.093,72 ","332.112,31 ","3.490,75 ","0,00 ","328.621,56 ","817.048,66 ","817.048,66 ","961.317,03 ","631.598,31 ","0,00 ","16.397,44 ","615.200,87 ","2.246,84 ","2.246,84 ","6.100,00 ","6.100,00 ","0,00 ","0,00 ","321.371,88 ","321.371,88 ","212.625,58 ","134.415,33 ","58.200,00 ","0,00 ","0,00 ","76.215,33 ","0,00 ","0,00 ","0,00 ","78.210,25 ","0,00 ","78.210,25 ","0,00 ","51.226,68 ","51.226,68 ","51.226,68 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.334.740,20 ","421.217,68 ","421.217,68 ","0,00 ","0,00 ","0,00 ","0,00 ","1.913.522,52 ","0,00 ","0,00 ","1.533.665,24 ","379.857,28 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
51.,35 ,OBČINA HRPELJE-KOZINA,"5.724.365,77 ","4.640.216,13 ","3.400.414,72 ","2.935.146,00 ","2.935.146,00 ","349.938,55 ","216.614,07 ","2.691,46 ","63.531,77 ","67.101,25 ","115.330,17 ","2.419,49 ","0,00 ","112.910,68 ","0,00 ","0,00 ","1.239.801,41 ","639.629,56 ","2.288,97 ","4.660,46 ","632.680,13 ","2.038,02 ","2.038,02 ","2.436,03 ","2.436,03 ","0,00 ","0,00 ","595.697,80 ","595.697,80 ","265.439,82 ","4.240,32 ","4.240,32 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","261.199,50 ","0,00 ","261.199,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","818.709,82 ","96.058,22 ","44.651,72 ","0,00 ","0,00 ","51.406,50 ","0,00 ","722.651,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","722.651,60 ","0,00 ","0,00 ","0,00 ","0,00 "
52.,36 ,OBČINA IDRIJA,"12.570.169,63 ","10.605.686,32 ","9.159.002,27 ","7.951.249,00 ","7.951.249,00 ","990.742,46 ","830.078,43 ","422,51 ","92.147,55 ","68.093,97 ","217.010,81 ","7.010,02 ","0,00 ","210.000,79 ","0,00 ","0,00 ","1.446.684,05 ","1.296.844,82 ","91,50 ","36.087,09 ","1.260.666,23 ","4.739,41 ","4.739,41 ","17.408,44 ","17.408,44 ","57.051,57 ","57.051,57 ","70.639,81 ","70.639,81 ","63.305,37 ","23.846,55 ","23.346,55 ","500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","39.458,82 ","9.051,14 ","30.407,68 ","0,00 ","32.152,37 ","32.152,37 ","32.152,37 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.866.939,07 ","1.436.181,66 ","1.436.181,66 ","0,00 ","0,00 ","0,00 ","0,00 ","430.757,41 ","0,00 ","55.719,69 ","374.362,47 ","0,00 ","0,00 ","0,00 ","0,00 ","675,25 ","2.086,50 ","2.086,50 ","2.086,50 "
53.,37 ,OBČINA IG,"5.370.785,25 ","5.035.729,67 ","4.066.365,18 ","3.540.210,00 ","3.540.210,00 ","369.501,51 ","228.591,70 ","848,32 ","44.344,22 ","95.717,27 ","156.653,67 ","2.309,57 ","0,00 ","154.344,10 ","0,00 ","0,00 ","969.364,49 ","141.662,01 ","0,00 ","52.878,73 ","88.783,28 ","3.559,38 ","3.559,38 ","4.433,19 ","4.433,19 ","38.576,70 ","38.576,70 ","781.133,21 ","781.133,21 ","194.517,25 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","194.517,25 ","2.088,00 ","192.429,25 ","0,00 ","834,60 ","834,60 ","0,00 ","834,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","139.703,73 ","139.703,73 ","139.703,73 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
54.,38 ,OBČINA ILIRSKA BISTRICA,"12.855.235,88 ","10.712.279,46 ","9.712.525,31 ","8.681.393,00 ","8.681.393,00 ","617.224,45 ","437.683,80 ","232,56 ","94.587,87 ","84.720,22 ","413.907,86 ","91.548,20 ","0,00 ","322.359,66 ","0,00 ","0,00 ","999.754,15 ","544.898,00 ","127.603,36 ","5.196,62 ","412.098,02 ","8.519,35 ","8.519,35 ","8.207,64 ","8.207,64 ","9.607,80 ","9.607,80 ","428.521,36 ","428.521,36 ","88.035,51 ","26.646,07 ","24.226,07 ","1.810,00 ","610,00 ","0,00 ","0,00 ","0,00 ","0,00 ","61.389,44 ","2.900,04 ","58.489,40 ","0,00 ","2.995,00 ","2.995,00 ","2.210,00 ","785,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.051.925,91 ","1.160.729,48 ","1.119.508,75 ","40.120,73 ","0,00 ","1.100,00 ","0,00 ","891.196,43 ","0,00 ","0,00 ","891.196,43 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
55.,39 ,OBČINA IVANČNA GORICA,"12.316.777,10 ","11.435.666,14 ","9.702.939,18 ","9.034.523,00 ","9.034.523,00 ","383.023,74 ","134.396,69 ","2.819,96 ","61.107,99 ","184.699,10 ","285.392,44 ","7.159,47 ","0,00 ","278.232,97 ","0,00 ","0,00 ","1.732.726,96 ","780.082,43 ","45.984,01 ","76.180,17 ","657.918,25 ","7.771,79 ","7.771,79 ","5.966,88 ","5.966,88 ","22.518,91 ","22.518,91 ","916.386,95 ","916.386,95 ","158.614,34 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","158.614,34 ","4.542,68 ","154.071,66 ","0,00 ","786,00 ","786,00 ","622,00 ","164,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","721.710,62 ","721.710,62 ","711.156,91 ","10.553,71 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
56.,40 ,OBČINA IZOLA,"16.361.217,00 ","13.358.511,00 ","10.724.898,00 ","7.544.676,00 ","7.544.676,00 ","2.547.953,00 ","1.827.201,00 ","21.168,00 ","279.246,00 ","420.338,00 ","632.269,00 ","7.351,00 ","0,00 ","624.918,00 ","0,00 ","0,00 ","2.633.613,00 ","1.518.066,00 ","0,00 ","6.939,00 ","1.511.127,00 ","24.648,00 ","24.648,00 ","73.846,00 ","73.846,00 ","177.926,00 ","177.926,00 ","839.127,00 ","839.127,00 ","716.420,00 ","424.854,00 ","424.854,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","291.566,00 ","0,00 ","291.566,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.286.286,00 ","454.218,00 ","425.745,00 ","22.145,00 ","6.328,00 ","0,00 ","0,00 ","1.832.068,00 ","0,00 ","0,00 ","1.832.068,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
57.,41 ,OBČINA JESENICE,"18.341.941,66 ","16.969.505,11 ","13.144.258,91 ","10.786.116,00 ","10.786.116,00 ","1.981.503,36 ","1.622.213,51 ","0,00 ","51.388,68 ","307.901,17 ","376.639,55 ","62.377,27 ","0,00 ","314.262,28 ","0,00 ","0,00 ","3.825.246,20 ","3.475.461,77 ","43.960,00 ","108.004,75 ","3.323.497,02 ","7.315,39 ","7.315,39 ","83.220,29 ","83.220,29 ","8.583,19 ","8.583,19 ","250.665,56 ","250.665,56 ","752.486,85 ","686.496,45 ","683.625,59 ","2.000,00 ","870,86 ","0,00 ","0,00 ","0,00 ","0,00 ","65.990,40 ","0,00 ","65.990,40 ","0,00 ","4.900,00 ","4.900,00 ","4.900,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","615.049,70 ","581.611,17 ","350.705,96 ","230.905,21 ","0,00 ","0,00 ","0,00 ","33.438,53 ","0,00 ","0,00 ","31.557,00 ","0,00 ","0,00 ","0,00 ","248,62 ","1.632,91 ","0,00 ","0,00 ","0,00 "
58.,163 ,OBČINA JEZERSKO,"911.393,83 ","760.006,25 ","721.964,92 ","654.258,00 ","654.258,00 ","37.311,49 ","35.980,94 ","967,00 ","159,31 ","204,24 ","30.395,43 ","45,00 ","0,00 ","30.350,43 ","0,00 ","0,00 ","38.041,33 ","30.682,27 ","2.030,00 ","9.301,35 ","19.350,92 ","17,72 ","17,72 ","1.820,00 ","1.820,00 ","0,00 ","0,00 ","5.521,34 ","5.521,34 ","4.292,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.292,00 ","4.292,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","147.095,58 ","137.003,26 ","137.003,26 ","0,00 ","0,00 ","0,00 ","0,00 ","10.092,32 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.092,32 ","0,00 ","0,00 ","0,00 ","0,00 "
59.,42 ,OBČINA JURŠINCI,"2.223.189,28 ","1.744.497,10 ","1.623.913,79 ","1.498.448,00 ","1.498.448,00 ","61.399,27 ","45.420,18 ","244,76 ","3.614,91 ","12.119,42 ","64.066,52 ","434,66 ","0,00 ","63.631,86 ","0,00 ","0,00 ","120.583,31 ","27.110,61 ","0,00 ","2.749,26 ","24.361,35 ","1.166,02 ","1.166,02 ","997,12 ","997,12 ","0,00 ","0,00 ","91.309,56 ","91.309,56 ","18.678,47 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","13.890,47 ","0,00 ","13.890,47 ","4.788,00 ","0,00 ","4.788,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","460.013,71 ","151.736,94 ","135.025,82 ","0,00 ","0,00 ","16.711,12 ","0,00 ","308.276,77 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","308.276,77 ","0,00 ","0,00 ","0,00 ","0,00 "
60.,43 ,OBČINA KAMNIK,"22.872.531,25 ","21.513.314,48 ","17.451.775,69 ","15.227.194,00 ","15.227.194,00 ","1.780.844,90 ","1.296.241,22 ","3.394,83 ","88.545,67 ","392.663,18 ","443.736,79 ","12.378,77 ","0,00 ","431.358,02 ","0,00 ","0,00 ","4.061.538,79 ","1.328.329,93 ","1.668,00 ","45.327,24 ","1.281.334,69 ","13.244,68 ","13.244,68 ","52.495,29 ","52.495,29 ","121.885,17 ","121.885,17 ","2.545.583,72 ","2.545.583,72 ","308.539,74 ","32.420,38 ","32.262,04 ","0,00 ","158,34 ","0,00 ","0,00 ","0,00 ","0,00 ","276.119,36 ","0,00 ","276.119,36 ","0,00 ","1.445,00 ","1.445,00 ","1.445,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.043.294,38 ","706.818,32 ","697.238,44 ","9.579,88 ","0,00 ","0,00 ","0,00 ","336.476,06 ","0,00 ","36.476,06 ","300.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.937,65 ","5.937,65 ","5.937,65 "
61.,44 ,OBČINA KANAL,"7.425.352,39 ","6.479.867,86 ","4.822.512,91 ","4.145.262,00 ","4.145.262,00 ","563.491,85 ","504.771,97 ","78,29 ","14.836,19 ","43.805,40 ","113.759,06 ","3.494,60 ","0,00 ","110.264,46 ","0,00 ","0,00 ","1.657.354,95 ","1.319.430,42 ","7.219,00 ","8.650,63 ","1.303.560,79 ","959,12 ","959,12 ","2.700,71 ","2.700,71 ","30.906,08 ","30.906,08 ","303.358,62 ","303.358,62 ","22.304,19 ","2.500,00 ","0,00 ","2.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","19.804,19 ","0,00 ","19.804,19 ","0,00 ","1.190,00 ","1.190,00 ","380,00 ","810,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","921.990,34 ","439.804,52 ","418.168,72 ","0,00 ","0,00 ","21.635,80 ","0,00 ","482.185,82 ","0,00 ","0,00 ","482.185,82 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
62.,45 ,OBČINA KIDRIČEVO,"8.032.564,39 ","5.390.824,70 ","4.924.961,10 ","3.971.805,00 ","3.971.805,00 ","678.788,79 ","603.587,22 ","1.027,47 ","23.501,58 ","50.672,52 ","274.367,31 ","3.755,87 ","0,00 ","270.611,44 ","0,00 ","0,00 ","465.863,60 ","92.749,32 ","0,00 ","7.172,88 ","85.576,44 ","1.646,01 ","1.646,01 ","3.732,65 ","3.732,65 ","0,00 ","0,00 ","367.735,62 ","367.735,62 ","246.894,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","246.894,00 ","2.380,00 ","244.514,00 ","0,00 ","25.750,00 ","25.750,00 ","25.750,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.369.095,69 ","362.317,31 ","362.317,31 ","0,00 ","0,00 ","0,00 ","0,00 ","2.006.778,38 ","0,00 ","178.979,09 ","0,00 ","1.827.799,29 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
63.,46 ,OBČINA KOBARID,"4.930.521,76 ","4.126.096,76 ","3.253.804,00 ","2.897.118,00 ","2.897.118,00 ","193.379,00 ","105.849,00 ","210,00 ","58.189,00 ","29.131,00 ","163.307,00 ","263,00 ","0,00 ","163.044,00 ","0,00 ","0,00 ","872.292,76 ","646.550,76 ","0,00 ","2.208,00 ","644.342,76 ","554,00 ","554,00 ","9.481,00 ","9.481,00 ","18.189,00 ","18.189,00 ","197.518,00 ","197.518,00 ","25.722,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","25.722,00 ","0,00 ","25.722,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","778.703,00 ","433.172,00 ","425.672,00 ","0,00 ","0,00 ","7.500,00 ","0,00 ","345.531,00 ","0,00 ","0,00 ","345.531,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
64.,47 ,OBČINA KOBILJE,"706.907,87 ","485.937,95 ","438.243,42 ","424.323,00 ","424.323,00 ","9.076,84 ","6.358,85 ","0,00 ","2.274,56 ","443,43 ","4.843,58 ","190,92 ","0,00 ","4.652,66 ","0,00 ","0,00 ","47.694,53 ","23.874,95 ","0,00 ","70,19 ","23.804,76 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","23.819,58 ","23.819,58 ","72.767,09 ","10.446,47 ","10.446,47 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","62.320,62 ","0,00 ","30.000,00 ","32.320,62 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","148.202,83 ","148.202,83 ","63.729,50 ","0,00 ","0,00 ","84.473,33 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
65.,48 ,OBČINA KOČEVJE,"14.696.222,13 ","12.442.652,68 ","10.755.873,47 ","9.854.613,00 ","9.854.613,00 ","553.202,86 ","396.112,05 ","1.453,01 ","49.702,71 ","105.935,09 ","348.057,61 ","27.784,45 ","0,00 ","320.273,16 ","0,00 ","0,00 ","1.686.779,21 ","1.355.980,94 ","140.352,80 ","20.288,36 ","1.195.339,78 ","5.568,85 ","5.568,85 ","824,24 ","824,24 ","45.308,41 ","45.308,41 ","279.096,77 ","279.096,77 ","733.552,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","733.552,00 ","0,00 ","733.552,00 ","0,00 ","2.150,00 ","2.150,00 ","2.150,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.459.446,95 ","1.187.775,91 ","1.173.807,72 ","13.968,19 ","0,00 ","0,00 ","0,00 ","271.671,04 ","0,00 ","0,00 ","271.671,04 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","58.420,50 ","58.420,50 ","58.420,50 "
66.,49 ,OBČINA KOMEN,"4.290.033,87 ","3.260.293,03 ","2.627.378,21 ","2.237.781,00 ","2.237.781,00 ","307.409,43 ","108.038,70 ","347,02 ","134.637,10 ","64.386,61 ","82.187,78 ","644,07 ","0,00 ","81.543,71 ","0,00 ","0,00 ","632.914,82 ","514.804,29 ","1.807,05 ","653,05 ","512.344,19 ","3.553,50 ","3.553,50 ","127,30 ","127,30 ","29.785,49 ","29.785,49 ","84.644,24 ","84.644,24 ","6.494,67 ","411,24 ","411,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.083,43 ","0,00 ","6.083,43 ","0,00 ","7.723,15 ","3.585,55 ","1.878,00 ","1.707,55 ","4.137,60 ","0,00 ","0,00 ","4.137,60 ","0,00 ","0,00 ","0,00 ","1.015.523,02 ","314.879,45 ","314.879,45 ","0,00 ","0,00 ","0,00 ","0,00 ","700.643,57 ","0,00 ","0,00 ","365.769,57 ","0,00 ","0,00 ","0,00 ","0,00 ","334.874,00 ","0,00 ","0,00 ","0,00 "
