,,,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,- V EUR
16.,11 ,MESTNA OBČINA CELJE,"50.588.361,00 ","39.404.848,00 ","34.533.301,00 ","24.012.263,00 ","24.012.263,00 ","9.682.288,00 ","6.967.356,00 ","8.390,00 ","1.822.887,00 ","883.655,00 ","838.750,00 ","53.363,00 ","0,00 ","785.387,00 ","0,00 ","0,00 ","4.871.547,00 ","2.510.878,00 ","362.445,00 ","13.194,00 ","2.135.239,00 ","12.684,00 ","12.684,00 ","257.617,00 ","257.617,00 ","191.995,00 ","191.995,00 ","1.898.373,00 ","1.898.373,00 ","4.508.244,00 ","38.759,00 ","38.759,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.469.485,00 ","0,00 ","4.469.485,00 ","0,00 ","10.629,00 ","10.629,00 ","4.530,00 ","6.099,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.636.957,00 ","6.611.169,00 ","6.258.491,00 ","352.678,00 ","0,00 ","0,00 ","0,00 ","25.788,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","25.788,00 ","0,00 ","27.683,00 ","27.683,00 ","27.683,00 "
17.,12 ,OBČINA CERKLJE NA GORENJSKEM,"6.689.302,00 ","6.170.478,00 ","4.824.734,00 ","4.155.525,00 ","4.155.525,00 ","477.815,00 ","344.971,00 ","1.804,00 ","21.920,00 ","109.120,00 ","191.394,00 ","1.945,00 ","0,00 ","189.449,00 ","0,00 ","0,00 ","1.345.744,00 ","313.877,00 ","10.150,00 ","117.690,00 ","186.037,00 ","1.787,00 ","1.787,00 ","51.399,00 ","51.399,00 ","26.607,00 ","26.607,00 ","952.074,00 ","952.074,00 ","219.564,00 ","1.239,00 ","1.239,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","218.325,00 ","0,00 ","218.325,00 ","0,00 ","600,00 ","600,00 ","600,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","298.660,00 ","298.660,00 ","273.468,00 ","25.192,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
18.,13 ,OBČINA CERKNICA,"10.257.447,94 ","8.372.783,90 ","7.916.183,23 ","6.901.603,00 ","6.901.603,00 ","784.940,76 ","630.696,35 ","905,46 ","62.709,98 ","90.628,97 ","229.639,47 ","7.885,10 ","0,00 ","221.754,37 ","0,00 ","0,00 ","456.600,67 ","253.642,26 ","0,00 ","230,10 ","253.412,16 ","3.705,56 ","3.705,56 ","11.653,56 ","11.653,56 ","25.687,81 ","25.687,81 ","161.911,48 ","161.911,48 ","52.363,59 ","9.291,62 ","9.291,62 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","43.071,97 ","0,00 ","43.071,97 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.832.300,45 ","719.373,13 ","719.373,13 ","0,00 ","0,00 ","0,00 ","0,00 ","1.112.927,32 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.112.927,32 ","0,00 ","0,00 ","0,00 "
19.,14 ,OBČINA CERKNO,"6.513.096,66 ","4.903.113,65 ","4.242.971,58 ","3.779.669,00 ","3.779.669,00 ","243.329,28 ","159.661,75 ","62,04 ","61.762,80 ","21.842,69 ","219.973,30 ","551,00 ","0,00 ","219.422,30 ","0,00 ","0,00 ","660.142,07 ","505.224,21 ","776,78 ","2.370,88 ","502.076,55 ","1.762,28 ","1.762,28 ","1.196,00 ","1.196,00 ","61.456,10 ","61.456,10 ","90.503,48 ","90.503,48 ","120.995,87 ","101.930,88 ","71.043,74 ","0,00 ","0,00 ","30.887,14 ","0,00 ","0,00 ","0,00 ","19.064,99 ","0,00 ","19.064,99 ","0,00 ","4.701,00 ","4.701,00 ","3.695,00 ","1.006,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.475.334,14 ","1.315.557,67 ","1.315.557,67 ","0,00 ","0,00 ","0,00 ","0,00 ","159.776,47 ","0,00 ","31.398,26 ","128.378,21 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.952,00 ","8.952,00 ","8.952,00 "
20.,153 ,OBČINA CERKVENJAK,"2.205.323,68 ","1.656.521,03 ","1.469.113,30 ","1.386.299,00 ","1.386.299,00 ","43.851,33 ","33.844,10 ","106,73 ","2.992,89 ","6.907,61 ","38.962,97 ","360,59 ","0,00 ","38.602,38 ","0,00 ","0,00 ","187.407,73 ","9.260,92 ","0,00 ","3.099,46 ","6.161,46 ","1.527,96 ","1.527,96 ","1.158,52 ","1.158,52 ","50.258,65 ","50.258,65 ","125.201,68 ","125.201,68 ","140.737,46 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","140.737,46 ","0,00 ","140.737,46 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","408.065,19 ","290.077,61 ","290.077,61 ","0,00 ","0,00 ","0,00 ","0,00 ","117.987,58 ","0,00 ","0,00 ","117.987,58 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
21.,196 ,OBČINA CIRKULANE,"2.693.855,36 ","1.968.140,85 ","1.839.314,45 ","1.698.012,00 ","1.698.012,00 ","83.127,41 ","61.603,76 ","1.233,61 ","6.901,40 ","13.388,64 ","58.175,04 ","259,13 ","0,00 ","57.915,91 ","0,00 ","0,00 ","128.826,40 ","56.319,04 ","0,00 ","242,29 ","56.076,75 ","2.380,80 ","2.380,80 ","3.243,72 ","3.243,72 ","0,00 ","0,00 ","66.882,84 ","66.882,84 ","44.235,56 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","44.235,56 ","10.522,15 ","33.713,41 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","681.478,95 ","479.714,82 ","479.714,82 ","0,00 ","0,00 ","0,00 ","0,00 ","201.764,13 ","0,00 ","0,00 ","0,00 ","22.239,46 ","0,00 ","0,00 ","179.524,67 ","0,00 ","0,00 ","0,00 ","0,00 "
22.,15 ,OBČINA ČRENŠOVCI,"3.646.320,37 ","2.733.033,25 ","2.470.702,17 ","2.337.586,00 ","2.337.586,00 ","106.426,49 ","72.427,26 ","0,00 ","16.197,59 ","17.801,64 ","26.689,68 ","851,05 ","0,00 ","25.838,63 ","0,00 ","0,00 ","262.331,08 ","75.416,37 ","0,00 ","561,08 ","74.855,29 ","1.642,60 ","1.642,60 ","292,50 ","292,50 ","0,00 ","0,00 ","184.979,61 ","184.979,61 ","112.798,27 ","106.285,24 ","106.285,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.513,03 ","0,00 ","6.513,03 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","343.622,64 ","343.622,64 ","333.021,29 ","10.601,35 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","456.866,21 ","456.866,21 ","456.866,21 "
23.,16 ,OBČINA ČRNA NA KOROŠKEM,"5.074.376,00 ","3.442.970,00 ","2.781.453,00 ","2.376.491,00 ","2.376.491,00 ","196.647,00 ","161.484,00 ","40,00 ","9.019,00 ","26.104,00 ","208.315,00 ","1.126,00 ","0,00 ","207.189,00 ","0,00 ","0,00 ","661.517,00 ","197.359,00 ","0,00 ","29,00 ","197.330,00 ","1.091,00 ","1.091,00 ","439,00 ","439,00 ","319.211,00 ","319.211,00 ","143.417,00 ","143.417,00 ","80.357,00 ","75.069,00 ","75.069,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.288,00 ","0,00 ","5.288,00 ","0,00 ","71.900,00 ","71.900,00 ","71.900,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.479.149,00 ","1.190.017,00 ","1.190.017,00 ","0,00 ","0,00 ","0,00 ","0,00 ","289.132,00 ","0,00 ","0,00 ","0,00 ","289.132,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
24.,17 ,OBČINA ČRNOMELJ,"12.135.798,11 ","10.252.912,58 ","9.731.256,45 ","8.648.220,00 ","8.648.220,00 ","529.700,10 ","382.605,20 ","1.234,11 ","51.996,80 ","93.863,99 ","553.336,35 ","261.091,35 ","0,00 ","292.245,00 ","0,00 ","0,00 ","521.656,13 ","270.044,88 ","861,72 ","5.059,78 ","264.123,38 ","7.519,97 ","7.519,97 ","13.510,20 ","13.510,20 ","2.526,79 ","2.526,79 ","228.054,29 ","228.054,29 ","64.379,26 ","8.977,78 ","8.977,78 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","55.401,48 ","18.739,24 ","36.662,24 ","0,00 ","10.530,00 ","10.530,00 ","10.530,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.807.976,27 ","1.200.321,57 ","1.055.577,04 ","133.766,53 ","0,00 ","10.978,00 ","0,00 ","607.654,70 ","0,00 ","0,00 ","0,00 ","607.654,70 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
25.,18 ,OBČINA DESTRNIK,"2.860.228,41 ","2.004.925,36 ","1.814.190,33 ","1.675.753,00 ","1.675.753,00 ","74.782,93 ","50.439,17 ","0,94 ","9.300,91 ","15.041,91 ","63.654,40 ","332,04 ","0,00 ","63.322,36 ","0,00 ","0,00 ","190.735,03 ","26.576,25 ","0,00 ","329,22 ","26.247,03 ","0,00 ","0,00 ","556,80 ","556,80 ","0,00 ","0,00 ","163.601,98 ","163.601,98 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","854.114,39 ","854.114,39 ","839.114,39 ","15.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.188,66 ","1.188,66 ","1.188,66 "
26.,19 ,OBČINA DIVAČA,"5.112.278,43 ","3.913.971,61 ","2.830.679,82 ","2.520.297,00 ","2.520.297,00 ","246.936,54 ","130.509,79 ","343,01 ","68.488,31 ","47.595,43 ","63.446,28 ","2.237,77 ","0,00 ","61.208,51 ","0,00 ","0,00 ","1.083.291,79 ","829.003,79 ","9.232,25 ","1.434,85 ","818.336,69 ","1.674,91 ","1.674,91 ","2.855,41 ","2.855,41 ","6.316,68 ","6.316,68 ","243.441,00 ","243.441,00 ","135.676,06 ","45.657,32 ","45.657,32 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","90.018,74 ","0,00 ","90.018,74 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.062.630,76 ","1.062.630,76 ","1.059.830,76 ","0,00 ","0,00 ","2.800,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
27.,154 ,OBČINA DOBJE,"929.183,37 ","822.442,35 ","700.047,26 ","666.820,00 ","666.820,00 ","22.634,14 ","18.107,61 ","194,84 ","2.678,73 ","1.652,96 ","10.593,12 ","435,00 ","0,00 ","10.158,12 ","0,00 ","0,00 ","122.395,09 ","25.939,00 ","0,00 ","6.818,32 ","19.120,68 ","212,78 ","212,78 ","0,00 ","0,00 ","22.749,99 ","22.749,99 ","73.493,32 ","73.493,32 ","2.189,11 ","320,00 ","0,00 ","320,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.869,11 ","1.869,11 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","104.551,91 ","72.915,91 ","72.915,91 ","0,00 ","0,00 ","0,00 ","0,00 ","31.636,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","31.636,00 ","0,00 ","0,00 ","0,00 ","0,00 "
28.,20 ,OBČINA DOBREPOLJE,"3.452.575,85 ","3.139.839,91 ","2.688.792,54 ","2.439.046,00 ","2.439.046,00 ","133.576,27 ","107.956,42 ","226,88 ","12.540,06 ","12.852,91 ","116.170,27 ","158,72 ","0,00 ","116.011,55 ","0,00 ","0,00 ","451.047,37 ","233.706,11 ","42.362,64 ","39.168,26 ","152.175,21 ","1.494,94 ","1.494,94 ","889,38 ","889,38 ","6.486,46 ","6.486,46 ","208.470,48 ","208.470,48 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","312.735,94 ","251.467,75 ","251.467,75 ","0,00 ","0,00 ","0,00 ","0,00 ","61.268,19 ","0,00 ","0,00 ","61.268,19 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
29.,155 ,OBČINA DOBRNA,"3.912.724,01 ","2.239.563,74 ","1.521.630,50 ","1.368.290,00 ","1.368.290,00 ","63.521,77 ","49.227,88 ","0,00 ","2.589,99 ","11.703,90 ","89.818,73 ","1.596,82 ","0,00 ","88.221,91 ","0,00 ","0,00 ","717.933,24 ","82.189,42 ","9.200,00 ","8.050,42 ","64.939,00 ","177,57 ","177,57 ","3.009,32 ","3.009,32 ","47.550,78 ","47.550,78 ","585.006,15 ","585.006,15 ","815.899,10 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","815.899,10 ","0,00 ","815.899,10 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","857.261,17 ","412.785,37 ","410.752,66 ","2.032,71 ","0,00 ","0,00 ","0,00 ","444.475,80 ","0,00 ","0,00 ","381.332,00 ","60.371,80 ","0,00 ","0,00 ","2.772,00 ","0,00 ","0,00 ","0,00 ","0,00 "
30.,21 ,OBČINA DOBROVA-POLHOV GRADEC,"7.452.032,59 ","5.610.367,05 ","5.143.828,04 ","4.629.824,00 ","4.629.824,00 ","389.496,01 ","167.328,39 ","1.213,79 ","110.280,27 ","110.673,56 ","124.508,03 ","1.601,40 ","0,00 ","122.906,63 ","0,00 ","0,00 ","466.539,01 ","98.495,66 ","0,00 ","33.657,94 ","64.837,72 ","3.025,68 ","3.025,68 ","57.882,12 ","57.882,12 ","120.020,09 ","120.020,09 ","187.115,46 ","187.115,46 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.841.665,54 ","1.841.665,54 ","933.078,86 ","908.586,68 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
31.,156 ,OBČINA DOBROVNIK,"2.261.264,33 ","1.246.770,66 ","1.010.557,27 ","894.850,00 ","894.850,00 ","64.976,48 ","49.535,99 ","0,00 ","6.325,54 ","9.114,95 ","50.730,79 ","537,40 ","0,00 ","50.193,39 ","0,00 ","0,00 ","236.213,39 ","19.010,50 ","0,00 ","100,50 ","18.910,00 ","929,04 ","929,04 ","5.412,60 ","5.412,60 ","103,16 ","103,16 ","210.758,09 ","210.758,09 ","24.925,83 ","24.925,83 ","24.925,83 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.025,00 ","9.025,00 ","0,00 ","9.025,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","980.542,84 ","980.542,84 ","892.851,13 ","0,00 ","0,00 ","87.691,71 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
32.,22 ,OBČINA DOL PRI LJUBLJANI,"4.367.079,68 ","4.174.070,26 ","3.450.191,05 ","2.781.192,00 ","2.781.192,00 ","529.850,19 ","422.778,47 ","2.649,54 ","34.056,48 ","70.365,70 ","139.148,86 ","2.340,44 ","0,00 ","136.808,42 ","0,00 ","0,00 ","723.879,21 ","55.729,16 ","0,00 ","39,95 ","55.689,21 ","1.461,06 ","1.461,06 ","2.513,78 ","2.513,78 ","14.678,08 ","14.678,08 ","649.497,13 ","649.497,13 ","582,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","582,50 ","0,00 ","582,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","192.426,92 ","154.483,29 ","149.647,15 ","4.836,14 ","0,00 ","0,00 ","0,00 ","37.943,63 ","0,00 ","0,00 ","0,00 ","37.943,63 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
33.,157 ,OBČINA DOLENJSKE TOPLICE,"4.631.905,30 ","2.823.692,15 ","2.525.545,01 ","2.241.209,00 ","2.241.209,00 ","149.398,04 ","121.173,05 ","467,39 ","11.210,44 ","16.547,16 ","134.937,97 ","172,13 ","0,00 ","134.765,84 ","0,00 ","0,00 ","298.147,14 ","162.647,85 ","0,00 ","3.819,38 ","158.828,47 ","2.307,06 ","2.307,06 ","11.937,44 ","11.937,44 ","1.972,29 ","1.972,29 ","119.282,50 ","119.282,50 ","83.105,79 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","24.845,49 ","0,00 ","24.845,49 ","58.260,30 ","0,00 ","58.260,30 ","0,00 ","2.886,62 ","2.886,62 ","2.886,62 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.722.220,74 ","1.722.220,74 ","1.670.330,45 ","51.890,29 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
34.,23 ,OBČINA DOMŽALE,"26.132.722,63 ","25.704.152,39 ","21.092.218,00 ","16.714.585,00 ","16.714.585,00 ","3.494.648,19 ","2.593.840,25 ","5.135,77 ","221.250,32 ","674.421,85 ","882.984,81 ","171.775,69 ","0,00 ","711.209,12 ","0,00 ","0,00 ","4.611.934,39 ","3.673.529,76 ","0,00 ","175.047,90 ","3.498.481,86 ","15.758,62 ","15.758,62 ","28.331,75 ","28.331,75 ","4.095,99 ","4.095,99 ","890.218,27 ","890.218,27 ","126.609,25 ","39.685,63 ","37.985,63 ","1.700,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","86.923,62 ","0,00 ","86.923,62 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","301.960,99 ","301.960,99 ","301.960,99 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
35.,24 ,OBČINA DORNAVA,"2.206.851,16 ","1.868.924,52 ","1.743.357,35 ","1.623.756,00 ","1.623.756,00 ","76.415,44 ","63.068,82 ","108,79 ","3.986,59 ","9.251,24 ","43.185,91 ","583,25 ","0,00 ","42.602,66 ","0,00 ","0,00 ","125.567,17 ","25.322,40 ","0,00 ","225,33 ","25.097,07 ","488,92 ","488,92 ","520,80 ","520,80 ","0,00 ","0,00 ","99.235,05 ","99.235,05 ","179.426,96 ","177.268,63 ","177.268,63 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.158,33 ","0,00 ","2.158,33 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","158.499,68 ","158.499,68 ","104.191,45 ","0,00 ","0,00 ","0,00 ","54.308,23 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
36.,25 ,OBČINA DRAVOGRAD,"10.981.772,12 ","7.621.563,19 ","6.070.615,95 ","4.847.625,00 ","4.847.625,00 ","919.001,27 ","835.025,20 ","363,21 ","16.421,62 ","67.191,24 ","303.989,68 ","3.061,31 ","0,00 ","300.928,37 ","0,00 ","0,00 ","1.550.947,24 ","1.262.271,47 ","0,00 ","1.192,91 ","1.261.078,56 ","2.463,05 ","2.463,05 ","6.580,12 ","6.580,12 ","19,35 ","19,35 ","279.613,25 ","279.613,25 ","75.651,94 ","8.973,66 ","5.665,66 ","3.308,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","66.678,28 ","0,00 ","66.678,28 ","0,00 ","5.080,00 ","5.080,00 ","1.080,00 ","4.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.279.476,99 ","802.521,82 ","682.891,55 ","111.764,75 ","0,00 ","7.865,52 ","0,00 ","2.476.955,17 ","0,00 ","0,00 ","279.473,23 ","2.197.481,94 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
37.,26 ,OBČINA DUPLEK,"5.488.667,79 ","4.414.436,80 ","4.077.244,83 ","3.698.762,00 ","3.698.762,00 ","233.209,15 ","161.501,71 ","1.086,47 ","12.959,84 ","57.661,13 ","145.273,68 ","5.131,75 ","0,00 ","140.141,93 ","0,00 ","0,00 ","337.191,97 ","161.265,01 ","102,32 ","1.383,65 ","159.779,04 ","2.484,36 ","2.484,36 ","1.877,23 ","1.877,23 ","0,00 ","0,00 ","171.565,37 ","171.565,37 ","39.753,30 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","39.753,30 ","0,00 ","39.753,30 ","0,00 ","2.700,00 ","2.700,00 ","2.700,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.031.777,69 ","1.031.777,69 ","1.031.777,69 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
38.,27 ,OBČINA GORENJA VAS-POLJANE,"10.171.284,68 ","7.151.309,92 ","6.226.993,08 ","5.720.187,00 ","5.720.187,00 ","336.675,97 ","258.262,60 ","417,93 ","18.002,57 ","59.992,87 ","170.130,11 ","2.058,89 ","0,00 ","168.071,22 ","0,00 ","0,00 ","924.316,84 ","184.895,77 ","11.760,00 ","9.123,32 ","164.012,45 ","2.038,55 ","2.038,55 ","751,65 ","751,65 ","16.076,23 ","16.076,23 ","720.554,64 ","720.554,64 ","543.185,38 ","389.609,43 ","389.609,43 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","153.575,95 ","7.535,08 ","146.040,87 ","0,00 ","77.465,08 ","77.465,08 ","76.925,08 ","540,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.399.324,30 ","479.118,29 ","477.933,29 ","1.185,00 ","0,00 ","0,00 ","0,00 ","1.920.206,01 ","0,00 ","0,00 ","0,00 ","1.738.224,60 ","0,00 ","0,00 ","181.981,41 ","0,00 ","0,00 ","0,00 ","0,00 "
39.,28 ,OBČINA GORIŠNICA,"5.178.748,34 ","3.984.064,07 ","2.614.631,56 ","2.198.856,00 ","2.198.856,00 ","319.237,85 ","296.638,59 ","389,99 ","4.778,22 ","17.431,05 ","96.537,71 ","999,22 ","0,00 ","95.538,49 ","0,00 ","0,00 ","1.369.432,51 ","438.198,09 ","257,90 ","105,94 ","437.834,25 ","406,27 ","406,27 ","1.010,78 ","1.010,78 ","0,00 ","0,00 ","929.817,37 ","929.817,37 ","74.888,28 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","74.888,28 ","0,00 ","74.888,28 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.119.795,99 ","1.103.957,74 ","1.103.957,74 ","0,00 ","0,00 ","0,00 ","0,00 ","15.838,25 ","0,00 ","0,00 ","0,00 ","15.838,25 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
40.,207 ,OBČINA GORJE,"2.598.272,65 ","2.367.112,06 ","2.179.867,20 ","1.908.232,00 ","1.908.232,00 ","171.288,55 ","125.254,95 ","672,60 ","21.130,62 ","24.230,38 ","100.346,65 ","2.337,64 ","0,00 ","98.009,01 ","0,00 ","0,00 ","187.244,86 ","68.237,57 ","0,00 ","5.400,22 ","62.837,35 ","1.057,54 ","1.057,54 ","2.605,00 ","2.605,00 ","0,00 ","0,00 ","115.344,75 ","115.344,75 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","231.160,59 ","220.071,57 ","220.071,57 ","0,00 ","0,00 ","0,00 ","0,00 ","11.089,02 ","0,00 ","11.089,02 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
