,,,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,- V EUR,,,,,,,- V EUR,,- V EUR
,,,I.,7,70,700,7000,703,7030,7031,7032,7033,704,7044,7045,7047,706,7060,71,710,7100,7102,7103,711,7111,712,7120,713,7130,714,7141,72,720,7200,7201,7202,7203,721,7210,7211,722,7220,7221,7222,73,730,7300,7301,731,7310,7311,7312,7313,732,7320,74,740,7400,7401,7402,7403,7404,741,7410,7411,7412,7413,7414,7415,7416,7417,78,782,7821,787,7870
,,,SKUPAJ PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.,149 ,OBČINA BISTRICA OB SOTLI,"2.112.350,09 ","1.369.085,14 ","1.263.569,60 ","1.171.829,00 ","1.171.829,00 ","58.767,97 ","48.326,81 ","26,96 ","5.806,53 ","4.607,67 ","32.944,63 ","219,26 ","0,00 ","32.725,37 ","28,00 ","28,00 ","105.515,54 ","47.842,01 ","0,00 ","1.220,26 ","46.621,75 ","300,43 ","300,43 ","3.581,89 ","3.581,89 ","11.126,84 ","11.126,84 ","42.664,37 ","42.664,37 ","453,60 ","453,60 ","453,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","742.811,35 ","392.551,27 ","388.447,27 ","3.000,00 ","0,00 ","1.104,00 ","0,00 ","350.260,08 ","0,00 ","0,00 ","337.946,93 ","0,00 ","0,00 ","0,00 ","0,00 ","12.313,15 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
6.,3 ,OBČINA BLED,"9.566.241,39 ","8.476.891,76 ","6.369.522,30 ","4.427.281,00 ","4.427.281,00 ","1.277.777,30 ","1.012.960,14 ","1.923,90 ","154.770,17 ","108.123,09 ","663.959,27 ","2.633,11 ","0,00 ","661.326,16 ","504,73 ","504,73 ","2.107.369,46 ","699.996,90 ","20,80 ","31.996,27 ","667.979,83 ","4.945,79 ","4.945,79 ","101.447,02 ","101.447,02 ","262.120,46 ","262.120,46 ","1.038.859,29 ","1.038.859,29 ","90.497,17 ","27.289,17 ","20.722,50 ","2.400,00 ","4.166,67 ","0,00 ","0,00 ","0,00 ","0,00 ","63.208,00 ","0,00 ","63.208,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","998.852,46 ","998.852,46 ","835.823,89 ","163.028,57 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
7.,150 ,OBČINA BLOKE,"2.275.348,13 ","1.505.981,99 ","1.379.915,38 ","1.227.467,00 ","1.227.467,00 ","97.355,55 ","80.787,22 ","0,00 ","5.098,38 ","11.469,95 ","55.092,83 ","146,47 ","0,00 ","54.946,36 ","0,00 ","0,00 ","126.066,61 ","27.875,16 ","247,76 ","11.355,97 ","16.271,43 ","177,28 ","177,28 ","10.192,00 ","10.192,00 ","56.819,57 ","56.819,57 ","31.002,60 ","31.002,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","769.366,14 ","296.319,63 ","296.319,63 ","0,00 ","0,00 ","0,00 ","0,00 ","473.046,51 ","0,00 ","0,00 ","473.046,51 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
8.,4 ,OBČINA BOHINJ,"7.353.921,28 ","6.310.525,04 ","4.729.843,87 ","3.612.018,00 ","3.612.018,00 ","548.583,93 ","416.761,29 ","1.831,18 ","62.457,13 ","67.534,33 ","568.569,00 ","1.739,84 ","0,00 ","566.829,16 ","672,94 ","672,94 ","1.580.681,17 ","390.140,88 ","10.080,00 ","2.608,25 ","377.452,63 ","3.270,55 ","3.270,55 ","48.666,38 ","48.666,38 ","1.001.058,10 ","1.001.058,10 ","137.545,26 ","137.545,26 ","16.889,38 ","8.889,38 ","8.472,71 ","416,67 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.000,00 ","0,00 ","8.000,00 ","0,00 ","22.860,85 ","22.860,85 ","0,00 ","22.860,85 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.003.646,01 ","884.809,01 ","865.350,10 ","0,00 ","19.166,35 ","292,56 ","0,00 ","118.837,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","118.837,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
9.,5 ,OBČINA BOROVNICA,"2.814.976,88 ","2.635.347,80 ","2.328.581,15 ","2.118.295,00 ","2.118.295,00 ","134.218,58 ","95.745,20 ","818,79 ","6.306,58 ","31.348,01 ","76.067,57 ","1.737,24 ","0,00 ","74.330,33 ","0,00 ","0,00 ","306.766,65 ","195.822,91 ","74.000,00 ","1.245,65 ","120.577,26 ","1.782,55 ","1.782,55 ","5.453,38 ","5.453,38 ","3.968,73 ","3.968,73 ","99.739,08 ","99.739,08 ","64.355,17 ","8.100,00 ","8.100,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","56.255,17 ","3.294,50 ","52.960,67 ","0,00 ","7.580,00 ","7.580,00 ","3.540,00 ","4.040,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","107.693,91 ","107.693,91 ","107.693,91 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
10.,6 ,OBČINA BOVEC,"5.896.921,50 ","4.372.147,28 ","3.214.527,58 ","2.657.337,00 ","2.657.337,00 ","281.320,27 ","167.313,54 ","34,30 ","26.652,71 ","87.319,72 ","275.870,31 ","376,64 ","0,00 ","275.493,67 ","0,00 ","0,00 ","1.157.619,70 ","914.394,65 ","41,60 ","1.787,56 ","912.565,49 ","1.421,55 ","1.421,55 ","6.045,29 ","6.045,29 ","196.209,15 ","196.209,15 ","39.549,06 ","39.549,06 ","121.973,88 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","121.973,88 ","33.879,55 ","88.094,33 ","0,00 ","8.908,12 ","8.908,12 ","6.770,00 ","2.138,12 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.391.392,22 ","1.095.973,69 ","946.464,16 ","113.909,12 ","0,00 ","35.600,41 ","0,00 ","295.418,53 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","295.418,53 ","0,00 ","2.500,00 ","0,00 ","0,00 ","2.500,00 ","2.500,00 "
11.,151 ,OBČINA BRASLOVČE,"4.145.401,40 ","3.770.696,69 ","3.361.170,73 ","2.973.499,00 ","2.973.499,00 ","207.105,76 ","123.023,34 ","469,43 ","12.457,58 ","71.155,41 ","180.565,97 ","2.065,38 ","0,00 ","178.500,59 ","0,00 ","0,00 ","409.525,96 ","134.852,54 ","1.481,76 ","3.075,10 ","130.295,68 ","4.117,19 ","4.117,19 ","7.369,66 ","7.369,66 ","4.975,57 ","4.975,57 ","258.211,00 ","258.211,00 ","18.636,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","18.636,00 ","0,00 ","18.636,00 ","0,00 ","19.789,00 ","15.349,00 ","15.349,00 ","0,00 ","4.440,00 ","0,00 ","0,00 ","4.440,00 ","0,00 ","0,00 ","0,00 ","336.279,71 ","145.630,71 ","113.799,21 ","0,00 ","0,00 ","31.831,50 ","0,00 ","190.649,00 ","0,00 ","0,00 ","190.649,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
12.,7 ,OBČINA BRDA,"6.969.765,64 ","4.655.356,83 ","3.945.633,73 ","3.427.026,00 ","3.427.026,00 ","324.722,77 ","241.013,69 ","724,08 ","26.359,77 ","56.625,23 ","193.501,42 ","1.659,99 ","0,00 ","191.841,43 ","383,54 ","383,54 ","709.723,10 ","597.283,74 ","6.016,00 ","438,39 ","590.829,35 ","2.327,81 ","2.327,81 ","2.327,79 ","2.327,79 ","29.832,99 ","29.832,99 ","77.950,77 ","77.950,77 ","29.546,76 ","416,67 ","0,00 ","416,67 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","29.130,09 ","0,00 ","29.130,09 ","0,00 ","14.222,62 ","14.222,62 ","3.800,00 ","10.422,62 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.270.639,43 ","781.618,08 ","762.432,49 ","0,00 ","0,00 ","16.485,59 ","2.700,00 ","1.489.021,35 ","0,00 ","0,00 ","468.960,74 ","1.020.060,61 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
13.,8 ,OBČINA BREZOVICA,"8.078.462,64 ","7.749.395,21 ","6.673.628,10 ","5.788.622,00 ","5.788.622,00 ","566.848,47 ","310.944,10 ","2.187,04 ","117.405,59 ","136.311,74 ","318.157,63 ","5.727,97 ","0,00 ","312.429,66 ","0,00 ","0,00 ","1.075.767,11 ","413.214,81 ","0,00 ","735,12 ","412.479,69 ","3.635,99 ","3.635,99 ","101.820,68 ","101.820,68 ","25.545,92 ","25.545,92 ","531.549,71 ","531.549,71 ","5.045,65 ","5.045,65 ","0,00 ","0,00 ","0,00 ","5.045,65 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","20.932,45 ","20.932,45 ","8.210,00 ","12.722,45 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","303.089,33 ","303.089,33 ","301.101,84 ","1.987,49 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
14.,9 ,OBČINA BREŽICE,"26.457.642,66 ","20.867.163,85 ","16.805.466,02 ","14.637.754,00 ","14.637.754,00 ","1.325.095,06 ","885.816,63 ","1.377,66 ","96.514,88 ","341.385,89 ","842.616,96 ","16.733,09 ","0,00 ","825.883,87 ","0,00 ","0,00 ","4.061.697,83 ","966.694,53 ","736,84 ","21.306,36 ","944.651,33 ","178.193,95 ","178.193,95 ","38.664,08 ","38.664,08 ","155.855,36 ","155.855,36 ","2.722.289,91 ","2.722.289,91 ","143.744,44 ","45.172,75 ","41.422,75 ","3.750,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","98.571,69 ","31.093,67 ","67.478,02 ","0,00 ","6.360,00 ","6.360,00 ","4.060,00 ","2.300,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.440.374,37 ","2.146.847,49 ","1.955.376,53 ","99.082,28 ","0,00 ","92.388,68 ","0,00 ","3.293.526,88 ","0,00 ","0,00 ","3.293.526,88 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
15.,152 ,OBČINA CANKOVA,"1.544.257,41 ","1.384.851,07 ","1.301.185,69 ","1.191.879,00 ","1.191.879,00 ","75.366,87 ","49.618,10 ","0,00 ","19.849,62 ","5.899,15 ","3.702,64 ","473,85 ","0,00 ","3.228,79 ","30.237,18 ","30.237,18 ","83.665,38 ","14.794,54 ","2.707,44 ","83,48 ","12.003,62 ","368,51 ","368,51 ","0,00 ","0,00 ","35.230,81 ","35.230,81 ","33.271,52 ","33.271,52 ","4.988,73 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.988,73 ","4.988,73 ","0,00 ","0,00 ","2.550,00 ","2.550,00 ","2.550,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","151.867,61 ","151.867,61 ","141.802,50 ","4.629,50 ","0,00 ","5.435,61 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
16.,11 ,MESTNA OBČINA CELJE,"48.500.719,48 ","44.655.247,46 ","33.039.519,69 ","24.395.766,00 ","24.395.766,00 ","7.820.076,91 ","6.825.799,67 ","5.688,05 ","325.545,49 ","663.043,70 ","809.392,77 ","189.423,75 ","0,00 ","619.969,02 ","14.284,01 ","14.284,01 ","11.615.727,77 ","6.780.269,54 ","1.474.936,17 ","7.683,45 ","5.297.649,92 ","13.027,13 ","13.027,13 ","255.167,83 ","255.167,83 ","211.432,18 ","211.432,18 ","4.355.831,09 ","4.355.831,09 ","454.879,10 ","64.116,64 ","63.716,64 ","0,00 ","400,00 ","0,00 ","0,00 ","0,00 ","0,00 ","390.762,46 ","0,00 ","390.762,46 ","0,00 ","9.530,00 ","9.530,00 ","4.550,00 ","4.980,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.327.367,80 ","3.254.467,80 ","3.004.565,09 ","249.902,71 ","0,00 ","0,00 ","0,00 ","72.900,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","72.900,00 ","0,00 ","53.695,12 ","0,00 ","0,00 ","53.695,12 ","53.695,12 "
17.,12 ,OBČINA CERKLJE NA GORENJSKEM,"6.054.524,00 ","5.492.080,00 ","4.903.147,00 ","4.110.623,00 ","4.110.623,00 ","530.047,00 ","368.398,00 ","2.158,00 ","37.238,00 ","122.253,00 ","262.352,00 ","1.757,00 ","0,00 ","260.595,00 ","125,00 ","125,00 ","588.933,00 ","392.095,00 ","10.150,00 ","75.938,00 ","306.007,00 ","2.951,00 ","2.951,00 ","65.054,00 ","65.054,00 ","24.984,00 ","24.984,00 ","103.849,00 ","103.849,00 ","248.988,00 ","1.164,00 ","1.164,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","247.824,00 ","0,00 ","247.824,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","313.456,00 ","313.456,00 ","253.936,00 ","59.520,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
18.,13 ,OBČINA CERKNICA,"10.074.160,16 ","8.726.775,15 ","7.731.058,16 ","6.777.176,00 ","6.777.176,00 ","740.936,72 ","620.421,13 ","648,30 ","62.952,12 ","56.915,17 ","210.191,29 ","4.842,41 ","0,00 ","205.348,88 ","2.754,15 ","2.754,15 ","995.716,99 ","704.589,57 ","1.490,39 ","2.421,60 ","700.677,58 ","4.315,26 ","4.315,26 ","27.086,83 ","27.086,83 ","17.568,80 ","17.568,80 ","242.156,53 ","242.156,53 ","71.726,27 ","8.957,62 ","8.957,62 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","62.768,65 ","0,00 ","62.048,05 ","720,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.275.658,74 ","878.311,92 ","878.311,92 ","0,00 ","0,00 ","0,00 ","0,00 ","397.346,82 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","397.346,82 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
19.,14 ,OBČINA CERKNO,"5.858.936,35 ","4.578.665,03 ","3.938.488,78 ","3.561.072,00 ","3.561.072,00 ","230.424,36 ","157.672,21 ","50,78 ","49.946,49 ","22.754,88 ","146.992,42 ","12.282,27 ","0,00 ","134.710,15 ","0,00 ","0,00 ","640.176,25 ","483.710,33 ","427,45 ","5.397,02 ","477.885,86 ","2.033,23 ","2.033,23 ","2.500,46 ","2.500,46 ","69.733,51 ","69.733,51 ","82.198,72 ","82.198,72 ","76.819,00 ","71.919,84 ","71.919,84 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.899,16 ","0,00 ","4.899,16 ","0,00 ","5.460,80 ","5.460,80 ","4.835,00 ","625,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.197.991,52 ","1.186.518,56 ","1.186.518,56 ","0,00 ","0,00 ","0,00 ","0,00 ","11.472,96 ","0,00 ","8.772,96 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.700,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
20.,153 ,OBČINA CERKVENJAK,"2.255.651,06 ","1.659.621,69 ","1.403.026,59 ","1.316.408,00 ","1.316.408,00 ","52.219,22 ","34.824,32 ","100,71 ","10.888,32 ","6.405,87 ","34.399,37 ","362,17 ","0,00 ","34.037,20 ","0,00 ","0,00 ","256.595,10 ","7.270,28 ","0,00 ","448,27 ","6.822,01 ","1.146,33 ","1.146,33 ","621,44 ","621,44 ","40.502,00 ","40.502,00 ","207.055,05 ","207.055,05 ","82.240,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","82.240,00 ","0,00 ","82.240,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","513.789,37 ","169.665,41 ","149.760,67 ","19.904,74 ","0,00 ","0,00 ","0,00 ","344.123,96 ","0,00 ","0,00 ","344.123,96 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
21.,196 ,OBČINA CIRKULANE,"2.480.290,30 ","1.858.293,19 ","1.750.578,33 ","1.615.581,00 ","1.615.581,00 ","90.051,79 ","74.859,36 ","0,05 ","6.447,80 ","8.744,58 ","44.945,54 ","0,00 ","0,00 ","44.945,54 ","0,00 ","0,00 ","107.714,86 ","48.105,93 ","0,00 ","1.799,82 ","46.306,11 ","1.431,15 ","1.431,15 ","1.002,06 ","1.002,06 ","0,00 ","0,00 ","57.175,72 ","57.175,72 ","11.607,59 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","11.607,59 ","0,00 ","11.607,59 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","610.389,52 ","610.389,52 ","573.074,62 ","37.314,90 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
22.,15 ,OBČINA ČRENŠOVCI,"3.848.782,98 ","2.956.983,54 ","2.697.453,69 ","2.349.634,00 ","2.349.634,00 ","326.682,95 ","74.690,59 ","0,00 ","224.775,05 ","27.217,31 ","21.136,74 ","705,39 ","0,00 ","20.431,35 ","0,00 ","0,00 ","259.529,85 ","97.204,32 ","0,00 ","1.103,91 ","96.100,41 ","1.325,11 ","1.325,11 ","534,29 ","534,29 ","0,00 ","0,00 ","160.466,13 ","160.466,13 ","17.033,85 ","16.697,31 ","16.697,31 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","336,54 ","0,00 ","336,54 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","169.441,55 ","169.441,55 ","165.375,32 ","4.066,23 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","705.324,04 ","0,00 ","0,00 ","705.324,04 ","705.324,04 "
23.,16 ,OBČINA ČRNA NA KOROŠKEM,"5.416.194,00 ","3.584.681,00 ","2.645.668,00 ","2.280.756,00 ","2.280.756,00 ","238.217,00 ","193.734,00 ","56,00 ","35.627,00 ","8.800,00 ","126.695,00 ","2.446,00 ","0,00 ","124.249,00 ","0,00 ","0,00 ","939.013,00 ","445.342,00 ","130.972,00 ","246,00 ","314.124,00 ","1.491,00 ","1.491,00 ","472,00 ","472,00 ","395.613,00 ","395.613,00 ","96.095,00 ","96.095,00 ","15.238,00 ","347,00 ","347,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","14.891,00 ","0,00 ","14.891,00 ","0,00 ","2.450,00 ","2.450,00 ","2.450,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.813.825,00 ","1.663.772,00 ","1.663.772,00 ","0,00 ","0,00 ","0,00 ","0,00 ","150.053,00 ","0,00 ","0,00 ","0,00 ","150.053,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
24.,17 ,OBČINA ČRNOMELJ,"13.658.701,35 ","10.290.085,21 ","9.331.243,82 ","8.604.057,00 ","8.604.057,00 ","478.326,05 ","350.979,67 ","244,90 ","29.866,11 ","97.235,37 ","248.734,85 ","6.930,69 ","0,00 ","241.804,16 ","125,92 ","125,92 ","958.841,39 ","566.326,05 ","162,57 ","3.285,52 ","562.877,96 ","7.052,63 ","7.052,63 ","17.889,56 ","17.889,56 ","59.333,16 ","59.333,16 ","308.239,99 ","308.239,99 ","37.732,57 ","7.558,06 ","7.558,06 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","30.174,51 ","20.239,30 ","8.160,80 ","1.774,41 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.330.883,57 ","1.965.053,84 ","1.774.684,11 ","190.369,73 ","0,00 ","0,00 ","0,00 ","1.365.829,73 ","0,00 ","0,00 ","0,00 ","1.365.829,73 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
25.,18 ,OBČINA DESTRNIK,"2.357.675,44 ","1.929.469,78 ","1.778.808,97 ","1.659.359,00 ","1.659.359,00 ","72.584,35 ","48.830,95 ","110,36 ","7.974,25 ","15.668,79 ","46.773,45 ","545,86 ","0,00 ","46.227,59 ","92,17 ","92,17 ","150.660,81 ","32.699,93 ","0,00 ","539,77 ","32.160,16 ","0,00 ","0,00 ","905,66 ","905,66 ","0,00 ","0,00 ","117.055,22 ","117.055,22 ","25.300,00 ","25.000,00 ","25.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","300,00 ","300,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","396.133,52 ","396.133,52 ","396.133,52 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.772,14 ","0,00 ","0,00 ","6.772,14 ","6.772,14 "
26.,19 ,OBČINA DIVAČA,"5.328.537,40 ","3.573.692,14 ","2.773.065,08 ","2.456.218,00 ","2.456.218,00 ","208.794,09 ","106.506,45 ","314,11 ","37.455,74 ","64.517,79 ","108.012,99 ","1.326,49 ","0,00 ","106.686,50 ","40,00 ","40,00 ","800.627,06 ","687.235,42 ","20.257,36 ","1.063,75 ","665.914,31 ","2.049,93 ","2.049,93 ","4.432,82 ","4.432,82 ","7.525,12 ","7.525,12 ","99.383,77 ","99.383,77 ","115.729,83 ","29.750,50 ","29.750,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","85.979,33 ","0,00 ","85.979,33 ","0,00 ","19.341,00 ","19.341,00 ","19.191,00 ","150,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.619.774,43 ","1.619.774,43 ","1.619.774,43 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
27.,154 ,OBČINA DOBJE,"923.047,30 ","792.293,25 ","728.814,91 ","693.402,00 ","693.402,00 ","23.145,91 ","18.935,60 ","192,52 ","208,97 ","3.808,82 ","12.267,00 ","125,51 ","0,00 ","12.141,49 ","0,00 ","0,00 ","63.478,34 ","19.774,22 ","0,00 ","2.522,19 ","17.252,03 ","185,15 ","185,15 ","3.380,00 ","3.380,00 ","26.077,41 ","26.077,41 ","14.061,56 ","14.061,56 ","272,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","272,00 ","0,00 ","272,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","130.482,05 ","130.482,05 ","130.482,05 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
28.,20 ,OBČINA DOBREPOLJE,"3.324.905,21 ","3.030.278,97 ","2.709.017,94 ","2.388.729,00 ","2.388.729,00 ","188.827,96 ","139.155,53 ","168,54 ","14.484,19 ","35.019,70 ","131.398,38 ","224,40 ","0,00 ","131.173,98 ","62,60 ","62,60 ","321.261,03 ","207.887,25 ","15.090,09 ","35.632,67 ","157.164,49 ","2.766,32 ","2.766,32 ","2.617,35 ","2.617,35 ","4.646,70 ","4.646,70 ","103.343,41 ","103.343,41 ","17.720,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","17.720,00 ","2.445,00 ","15.275,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","276.906,24 ","276.906,24 ","276.906,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
