,,,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,- V EUR
161.,182 ,OBČINA SVETI ANDRAŽ V SLOVENSKIH GORICAH,"1.680.930,28 ","374.957,28 ","129.378,13 ","113.009,80 ","4.844,00 ","9.440,72 ","951,31 ","843,54 ","0,00 ","288,76 ","20.402,04 ","10.324,39 ","8.018,93 ","67,79 ","114,18 ","1.876,75 ","213.979,79 ","19.741,33 ","8.110,15 ","30.666,88 ","0,00 ","7.916,03 ","77.430,19 ","504,00 ","0,00 ","69.611,21 ","5.573,32 ","0,00 ","5.573,32 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.624,00 ","0,00 ","5.624,00 ","0,00 ","0,00 ","0,00 ","354.815,72 ","368,50 ","0,00 ","0,00 ","368,50 ","207.501,03 ","0,00 ","2.003,04 ","0,00 ","0,00 ","0,00 ","205.497,99 ","34.767,93 ","34.767,93 ","112.178,26 ","11.389,97 ","8.473,28 ","0,00 ","92.142,65 ","172,36 ","0,00 ","0,00 ","0,00 ","0,00 ","946.089,68 ","946.089,68 ","0,00 ","0,00 ","2.899,45 ","1.757,67 ","907.603,10 ","1.745,88 ","6.635,67 ","0,00 ","25.447,91 ","5.067,60 ","0,00 ","0,00 ","1.998,00 ","1.998,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.069,60 ","3.069,60 ","0,00 ","0,00 ","0,00 ","-8.990,27 ","-4.136,08 ","184.626,25 "
162.,116 ,OBČINA SVETI JURIJ,"3.157.903,62 ","642.980,01 ","175.724,17 ","149.135,87 ","7.208,33 ","14.198,59 ","5.181,38 ","0,00 ","0,00 ","0,00 ","27.021,58 ","14.054,91 ","10.882,66 ","92,08 ","158,75 ","1.833,18 ","438.066,26 ","84.600,31 ","6.776,77 ","55.480,50 ","0,00 ","11.608,32 ","214.510,38 ","2.135,96 ","0,00 ","62.954,02 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.168,00 ","0,00 ","2.168,00 ","0,00 ","0,00 ","0,00 ","1.011.338,97 ","0,00 ","0,00 ","0,00 ","0,00 ","591.459,27 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","591.459,27 ","141.833,89 ","141.833,89 ","278.045,81 ","11.687,64 ","10.065,09 ","150,48 ","252.175,65 ","3.966,95 ","0,00 ","0,00 ","0,00 ","0,00 ","1.446.631,00 ","1.446.631,00 ","0,00 ","0,00 ","1.083,00 ","5.240,80 ","1.174.205,77 ","20.100,97 ","37.730,10 ","0,00 ","208.270,36 ","56.953,64 ","0,00 ","0,00 ","12.600,00 ","12.600,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","44.353,64 ","14.942,63 ","0,00 ","0,00 ","29.411,01 ","-190.889,51 ","-196.346,70 ","647.793,68 "
163.,210 ,OBČINA SVETI JURIJ V SLOVENSKIH GORICAH,"2.479.398,73 ","730.865,12 ","98.412,47 ","80.178,05 ","3.460,00 ","6.193,36 ","8.581,06 ","0,00 ","0,00 ","0,00 ","15.843,04 ","7.906,76 ","6.277,93 ","53,21 ","89,00 ","1.516,14 ","591.048,66 ","94.819,24 ","3.827,58 ","61.601,04 ","6.722,23 ","3.634,91 ","350.518,34 ","800,00 ","0,00 ","69.125,32 ","21.560,95 ","0,00 ","21.560,95 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.000,00 ","4.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","552.887,20 ","23.114,88 ","0,00 ","0,00 ","23.114,88 ","326.304,48 ","0,00 ","3.200,00 ","0,00 ","0,00 ","0,00 ","323.104,48 ","50.299,46 ","50.299,46 ","153.168,38 ","6.795,46 ","9.180,32 ","0,00 ","137.192,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.134.636,33 ","1.134.636,33 ","20.000,00 ","0,00 ","25.677,45 ","0,00 ","980.973,08 ","20.051,89 ","0,00 ","0,00 ","87.933,91 ","61.010,08 ","0,00 ","0,00 ","39.124,28 ","30.132,00 ","4.992,28 ","0,00 ","0,00 ","4.000,00 ","0,00 ","0,00 ","21.885,80 ","0,00 ","0,00 ","0,00 ","21.885,80 ","-35.697,55 ","-16.239,46 ","435.347,39 "
164.,205 ,OBČINA SVETI TOMAŽ,"3.839.338,52 ","472.436,08 ","107.248,12 ","91.502,62 ","4.728,67 ","8.675,53 ","0,00 ","2.341,30 ","0,00 ","0,00 ","17.086,12 ","9.040,71 ","6.653,63 ","57,19 ","96,10 ","1.238,49 ","309.261,69 ","26.793,07 ","5.850,16 ","26.542,33 ","0,00 ","7.289,52 ","136.961,08 ","2.534,94 ","0,00 ","103.290,59 ","6.894,15 ","0,00 ","6.556,32 ","0,00 ","337,83 ","0,00 ","0,00 ","0,00 ","31.946,00 ","0,00 ","31.946,00 ","0,00 ","0,00 ","0,00 ","786.361,75 ","32.936,00 ","0,00 ","0,00 ","32.936,00 ","327.885,08 ","0,00 ","3.800,00 ","0,00 ","0,00 ","0,00 ","324.085,08 ","83.095,72 ","83.095,72 ","342.444,95 ","33.649,47 ","34.263,84 ","460,00 ","193.688,44 ","69.908,62 ","10.474,58 ","0,00 ","0,00 ","0,00 ","1.122.887,22 ","1.122.887,22 ","0,00 ","0,00 ","25.168,65 ","1.175,46 ","842.582,70 ","104.508,02 ","22.772,00 ","0,00 ","126.680,39 ","1.457.653,47 ","0,00 ","0,00 ","53.631,01 ","46.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.631,01 ","0,00 ","1.404.022,46 ","1.394.206,21 ","0,00 ","0,00 ","9.816,25 ","-221.467,30 ","-215.143,75 ","620.798,32 "
165.,33 ,OBČINA ŠALOVCI,"2.032.217,23 ","751.375,77 ","94.134,94 ","84.400,21 ","2.768,00 ","5.771,89 ","211,40 ","983,44 ","0,00 ","0,00 ","15.210,54 ","7.556,48 ","6.053,84 ","51,19 ","85,33 ","1.463,70 ","587.086,49 ","50.104,61 ","0,00 ","23.861,26 ","4.030,18 ","959,76 ","446.343,46 ","1.222,36 ","0,00 ","60.564,86 ","29.614,80 ","0,00 ","29.614,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","25.329,00 ","11.254,00 ","14.075,00 ","0,00 ","0,00 ","0,00 ","364.145,98 ","2.287,11 ","0,00 ","0,00 ","2.287,11 ","158.260,62 ","8.558,20 ","1.400,00 ","2.150,00 ","0,00 ","0,00 ","146.152,42 ","83.457,00 ","83.457,00 ","120.141,25 ","4.993,76 ","24.959,60 ","615,45 ","89.572,44 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","872.680,35 ","872.680,35 ","0,00 ","0,00 ","3.535,65 ","0,00 ","824.312,19 ","8.837,51 ","10.000,00 ","16.595,00 ","9.400,00 ","44.015,13 ","0,00 ","0,00 ","7.348,00 ","7.348,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","36.667,13 ","33.034,27 ","0,00 ","0,00 ","3.632,86 ","-319.043,85 ","-289.542,88 ","304.480,27 "
166.,183 ,OBČINA ŠEMPETER-VRTOJBA,"7.092.257,43 ","2.528.255,24 ","539.489,71 ","461.057,30 ","17.300,00 ","38.865,26 ","0,00 ","11.489,61 ","0,00 ","10.777,54 ","83.668,77 ","39.496,48 ","35.634,14 ","282,88 ","471,44 ","7.783,83 ","1.874.448,64 ","253.046,21 ","10.837,20 ","333.030,61 ","26.385,22 ","9.094,68 ","334.091,36 ","40.812,89 ","0,00 ","867.150,47 ","19.658,12 ","0,00 ","19.658,12 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.990,00 ","10.990,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.914.698,83 ","202.728,98 ","158.390,00 ","0,00 ","44.338,98 ","229.143,36 ","0,00 ","24.620,70 ","4.617,00 ","0,00 ","22.469,40 ","177.436,26 ","245.319,75 ","245.319,75 ","1.237.506,74 ","0,00 ","14.797,59 ","37.459,50 ","1.185.249,65 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.260.588,08 ","2.260.588,08 ","0,00 ","8.000,00 ","52.210,61 ","0,00 ","932.068,44 ","1.086.656,19 ","37.820,14 ","0,00 ","143.832,70 ","388.715,28 ","0,00 ","0,00 ","50.000,00 ","50.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","338.715,28 ","0,00 ","0,00 ","0,00 ","338.715,28 ","-154.331,75 ","-150.592,63 ","1.642.926,93 "
167.,117 ,OBČINA ŠENČUR,"6.282.670,38 ","1.940.743,80 ","195.074,36 ","166.456,47 ","5.536,00 ","11.602,41 ","0,00 ","215,07 ","0,00 ","11.264,41 ","30.586,14 ","15.150,83 ","12.137,61 ","102,63 ","170,97 ","3.024,10 ","1.676.793,94 ","114.523,18 ","38.531,16 ","177.888,23 ","7.029,16 ","1.554,33 ","1.105.186,35 ","0,00 ","0,00 ","232.081,53 ","22.469,90 ","0,00 ","22.469,90 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","15.819,46 ","11.311,46 ","4.508,00 ","0,00 ","0,00 ","0,00 ","2.298.051,48 ","121.370,56 ","52.038,56 ","0,00 ","69.332,00 ","1.526.143,15 ","0,00 ","20.600,00 ","0,00 ","0,00 ","0,00 ","1.505.543,15 ","290.916,70 ","290.916,70 ","359.621,07 ","60.600,30 ","17.321,60 ","0,00 ","281.699,17 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.788.421,37 ","1.788.421,37 ","0,00 ","0,00 ","7.527,02 ","0,00 ","825.421,00 ","781.254,57 ","55.941,01 ","0,00 ","118.277,77 ","255.453,73 ","0,00 ","0,00 ","210.206,68 ","2.063,11 ","208.143,57 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","45.247,05 ","4.703,69 ","0,00 ","0,00 ","40.543,36 ","2.661.838,05 ","2.682.995,23 ","1.659.272,04 "
168.,118 ,OBČINA ŠENTILJ,"8.791.289,00 ","2.362.906,00 ","483.610,00 ","306.786,00 ","13.148,00 ","28.843,00 ","8.704,00 ","5.422,00 ","104.882,00 ","15.825,00 ","59.393,00 ","28.437,00 ","22.781,00 ","193,00 ","321,00 ","7.661,00 ","1.648.961,00 ","89.104,00 ","8.788,00 ","253.488,00 ","24.713,00 ","8.256,00 ","725.219,00 ","284.853,00 ","0,00 ","254.540,00 ","108.621,00 ","0,00 ","108.621,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","62.321,00 ","0,00 ","62.321,00 ","0,00 ","0,00 ","0,00 ","2.735.666,00 ","13.807,00 ","0,00 ","0,00 ","13.807,00 ","1.659.301,00 ","0,00 ","7.000,00 ","19.950,00 ","0,00 ","0,00 ","1.632.351,00 ","186.419,00 ","186.419,00 ","876.139,00 ","0,00 ","78.439,00 ","0,00 ","722.309,00 ","68.895,00 ","6.496,00 ","0,00 ","0,00 ","0,00 ","3.562.766,00 ","3.562.766,00 ","86.296,00 ","0,00 ","8.723,00 ","0,00 ","3.082.533,00 ","196.484,00 ","31.987,00 ","1.822,00 ","154.921,00 ","129.951,00 ","0,00 ","0,00 ","37.606,00 ","0,00 ","0,00 ","0,00 ","0,00 ","37.606,00 ","0,00 ","0,00 ","92.345,00 ","34.665,00 ","0,00 ","0,00 ","57.680,00 ","-158.889,00 ","-52.597,00 ","1.646.850,00 "
169.,119 ,OBČINA ŠENTJERNEJ,"5.535.954,97 ","2.266.290,54 ","408.904,93 ","342.760,24 ","12.712,30 ","38.302,16 ","0,00 ","14.441,23 ","0,00 ","689,00 ","64.438,91 ","32.004,06 ","25.317,90 ","215,79 ","359,57 ","6.541,59 ","1.667.655,59 ","207.732,73 ","20.207,40 ","443.744,61 ","14.087,03 ","6.719,16 ","606.083,10 ","137.425,19 ","0,00 ","231.656,37 ","120.326,71 ","0,00 ","120.326,71 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.964,40 ","0,00 ","4.964,40 ","0,00 ","0,00 ","0,00 ","1.869.315,23 ","166.006,18 ","14.917,10 ","0,00 ","151.089,08 ","1.294.748,93 ","0,00 ","10.849,80 ","14.079,00 ","0,00 ","0,00 ","1.269.820,13 ","89.450,90 ","89.450,90 ","319.109,22 ","0,00 ","47.922,40 ","1.000,00 ","259.987,42 ","10.199,40 ","0,00 ","0,00 ","0,00 ","0,00 ","1.354.569,20 ","1.354.569,20 ","0,00 ","0,00 ","26.634,13 ","0,00 ","656.719,79 ","221.235,71 ","140.789,10 ","3.608,55 ","305.581,92 ","45.780,00 ","0,00 ","0,00 ","45.780,00 ","45.780,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","313.207,21 ","421.482,34 ","1.207.687,55 "
170.,120 ,OBČINA ŠENTJUR,"17.201.203,74 ","5.152.450,42 ","808.743,02 ","652.704,69 ","26.296,00 ","46.561,35 ","54.364,28 ","25.784,77 ","0,00 ","3.031,93 ","150.931,80 ","66.125,40 ","52.977,49 ","448,48 ","747,09 ","30.633,34 ","3.830.383,14 ","303.806,59 ","343.942,09 ","271.239,13 ","57.817,58 ","12.269,29 ","2.333.600,84 ","22.381,42 ","150.517,64 ","334.808,56 ","97.780,69 ","0,00 ","84.928,56 ","0,00 ","12.852,13 ","0,00 ","0,00 ","0,00 ","264.611,77 ","0,00 ","264.611,77 ","0,00 ","0,00 ","0,00 ","5.649.762,26 ","18.462,97 ","18.462,97 ","0,00 ","0,00 ","3.408.092,23 ","0,00 ","31.050,00 ","0,00 ","0,00 ","18.000,00 ","3.359.042,23 ","1.077.690,45 ","1.077.690,45 ","1.145.516,61 ","66.382,65 ","127.498,40 ","0,00 ","947.836,61 ","3.798,95 ","0,00 ","0,00 ","0,00 ","0,00 ","5.666.304,33 ","5.666.304,33 ","0,00 ","12.948,44 ","43.035,17 ","15.238,80 ","3.390.509,07 ","1.331.218,84 ","453.348,63 ","0,00 ","420.005,38 ","732.686,73 ","0,00 ","0,00 ","10.625,00 ","0,00 ","10.625,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","722.061,73 ","14.571,95 ","0,00 ","0,00 ","707.489,78 ","739.777,67 ","824.853,62 ","4.742.462,55 "
171.,211 ,OBČINA ŠENTRUPERT,"4.328.863,17 ","1.246.298,22 ","156.844,26 ","136.642,49 ","4.152,00 ","12.957,03 ","617,53 ","2.475,21 ","0,00 ","0,00 ","24.734,03 ","12.366,57 ","9.907,24 ","83,83 ","139,80 ","2.236,59 ","1.042.892,61 ","104.040,58 ","9.237,26 ","51.786,57 ","0,00 ","4.799,68 ","523.930,40 ","11.713,80 ","49.042,00 ","288.342,32 ","21.827,32 ","0,00 ","21.827,32 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","794.232,27 ","48.786,65 ","16.690,20 ","0,00 ","32.096,45 ","413.100,49 ","0,00 ","4.270,00 ","0,00 ","0,00 ","3.470,00 ","405.360,49 ","111.875,21 ","111.875,21 ","220.469,92 ","1.204,48 ","3.991,40 ","10.852,80 ","204.122,40 ","298,84 ","0,00 ","0,00 ","0,00 ","0,00 ","2.237.358,68 ","2.237.358,68 ","14.288,00 ","0,00 ","26.505,74 ","0,00 ","1.895.166,00 ","2.920,90 ","53.998,42 ","6.783,70 ","237.695,92 ","50.974,00 ","0,00 ","0,00 ","38.026,56 ","8.700,00 ","1.326,56 ","0,00 ","0,00 ","8.000,00 ","20.000,00 ","0,00 ","12.947,44 ","0,00 ","0,00 ","0,00 ","12.947,44 ","-670.192,97 ","-649.243,03 ","817.866,31 "
172.,121 ,OBČINA ŠKOCJAN,"2.878.874,55 ","913.010,39 ","304.944,02 ","252.065,51 ","9.748,17 ","32.676,14 ","8.182,36 ","1.694,32 ","0,00 ","577,52 ","49.257,00 ","23.272,32 ","18.623,33 ","157,56 ","262,74 ","6.941,05 ","504.890,97 ","56.141,75 ","14.329,95 ","37.977,75 ","4.961,22 ","21.874,32 ","245.807,94 ","15.002,76 ","0,00 ","108.795,28 ","6.242,15 ","0,00 ","6.242,15 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","47.676,25 ","0,00 ","47.676,25 ","0,00 ","0,00 ","0,00 ","1.145.842,26 ","159.671,87 ","111.485,00 ","0,00 ","48.186,87 ","736.610,78 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","736.610,78 ","86.120,01 ","86.120,01 ","163.439,60 ","794,87 ","33.370,88 ","720,00 ","124.678,28 ","3.875,57 ","0,00 ","0,00 ","0,00 ","0,00 ","775.855,49 ","775.855,49 ","0,00 ","0,00 ","6.210,68 ","0,00 ","172.973,31 ","24.091,58 ","55.946,00 ","169.764,66 ","346.869,26 ","44.166,41 ","0,00 ","0,00 ","30.411,00 ","30.411,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","13.755,41 ","0,00 ","0,00 ","0,00 ","13.755,41 ","299.542,00 ","300.960,33 ","580.219,19 "
173.,122 ,OBČINA ŠKOFJA LOKA,"23.074.227,38 ","5.922.940,23 ","1.255.205,93 ","1.087.139,05 ","42.671,64 ","85.431,18 ","7.705,88 ","15.756,29 ","0,00 ","16.501,89 ","202.531,74 ","99.161,89 ","79.287,83 ","670,77 ","1.118,88 ","22.292,37 ","3.955.100,49 ","843.796,03 ","211.921,05 ","183.001,37 ","14.351,29 ","19.106,05 ","1.944.068,97 ","63.982,06 ","9.111,14 ","665.762,53 ","257.389,07 ","0,00 ","222.755,07 ","0,00 ","34.634,00 ","0,00 ","0,00 ","0,00 ","252.713,00 ","0,00 ","252.713,00 ","0,00 ","0,00 ","0,00 ","6.689.513,17 ","87.055,79 ","0,00 ","0,00 ","87.055,79 ","4.601.310,05 ","0,00 ","44.490,70 ","34.985,03 ","0,00 ","0,00 ","4.521.834,32 ","583.468,67 ","583.468,67 ","1.417.678,66 ","0,00 ","55.388,80 ","18.612,64 ","1.332.722,18 ","10.955,04 ","0,00 ","0,00 ","0,00 ","0,00 ","8.822.844,14 ","8.822.844,14 ","158.831,46 ","0,00 ","84.574,16 ","0,00 ","5.939.737,60 ","1.371.740,35 ","812.409,03 ","0,00 ","455.551,54 ","1.638.929,84 ","0,00 ","0,00 ","209.853,93 ","180.834,40 ","0,00 ","0,00 ","0,00 ","29.019,53 ","0,00 ","0,00 ","1.429.075,91 ","0,00 ","0,00 ","0,00 ","1.429.075,91 ","-2.032.741,40 ","-1.778.298,26 ","5.133.962,95 "
174.,123 ,OBČINA ŠKOFLJICA,"6.713.375,25 ","2.016.286,38 ","481.078,10 ","400.614,44 ","16.550,35 ","48.773,87 ","8.370,99 ","5.180,29 ","0,00 ","1.588,16 ","75.633,08 ","36.728,92 ","29.420,07 ","248,97 ","414,93 ","8.820,19 ","1.446.377,70 ","166.275,65 ","24.664,68 ","197.349,28 ","14.039,23 ","1.235,32 ","748.502,92 ","56.624,20 ","0,00 ","237.686,42 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","13.197,50 ","0,00 ","13.197,50 ","0,00 ","0,00 ","0,00 ","2.386.492,26 ","136.932,95 ","132.077,32 ","0,00 ","4.855,63 ","1.593.733,22 ","0,00 ","16.050,00 ","3.261,00 ","0,00 ","0,00 ","1.574.422,22 ","128.776,13 ","128.776,13 ","527.049,96 ","0,00 ","74.343,59 ","0,00 ","452.706,37 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.207.861,82 ","2.207.861,82 ","0,00 ","0,00 ","23.815,59 ","42.069,69 ","1.116.507,29 ","54.900,30 ","411.514,46 ","1.171,35 ","557.883,14 ","102.734,79 ","0,00 ","0,00 ","48.218,81 ","40.464,64 ","0,00 ","0,00 ","0,00 ","7.754,17 ","0,00 ","0,00 ","54.515,98 ","0,00 ","0,00 ","0,00 ","54.515,98 ","706.210,90 ","633.522,20 ","2.733.880,34 "
175.,124 ,OBČINA ŠMARJE PRI JELŠAH,"9.686.959,46 ","2.494.181,39 ","663.568,98 ","583.637,10 ","28.363,67 ","50.990,70 ","0,00 ","0,00 ","0,00 ","577,51 ","108.250,81 ","54.256,48 ","42.642,52 ","345,77 ","602,76 ","10.403,28 ","1.607.785,23 ","144.964,31 ","56.750,36 ","111.611,45 ","17.170,35 ","5.486,94 ","1.021.976,11 ","19.463,37 ","632,40 ","229.729,94 ","74.576,37 ","0,00 ","50.819,41 ","0,00 ","23.756,96 ","0,00 ","0,00 ","0,00 ","40.000,00 ","0,00 ","40.000,00 ","0,00 ","0,00 ","0,00 ","3.146.836,66 ","169.401,04 ","20.124,04 ","0,00 ","149.277,00 ","2.008.756,36 ","0,00 ","23.000,00 ","0,00 ","581,88 ","0,00 ","1.985.174,48 ","281.823,40 ","281.823,40 ","686.855,86 ","0,00 ","104.020,58 ","7.500,00 ","543.211,11 ","2.957,31 ","29.166,86 ","0,00 ","0,00 ","0,00 ","3.744.732,49 ","3.744.732,49 ","0,00 ","24.592,64 ","226.442,46 ","0,00 ","2.771.585,68 ","116.526,69 ","190.400,23 ","6.517,23 ","408.667,56 ","301.208,92 ","0,00 ","0,00 ","150.000,00 ","150.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","151.208,92 ","9.772,92 ","0,00 ","0,00 ","141.436,00 ","-493.712,24 ","-431.936,93 ","2.013.766,82 "
176.,206 ,OBČINA ŠMARJEŠKE TOPLICE,"3.292.740,00 ","897.670,00 ","209.560,00 ","178.522,00 ","6.401,00 ","21.566,00 ","0,00 ","2.152,00 ","0,00 ","919,00 ","33.058,00 ","16.521,00 ","13.234,00 ","112,00 ","187,00 ","3.004,00 ","651.697,00 ","111.172,00 ","25.368,00 ","67.193,00 ","0,00 ","8.973,00 ","294.836,00 ","6.536,00 ","21.713,00 ","115.906,00 ","3.355,00 ","0,00 ","3.355,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.045.322,00 ","150.330,00 ","129.182,00 ","0,00 ","21.148,00 ","666.208,00 ","0,00 ","7.400,00 ","0,00 ","0,00 ","259,00 ","658.549,00 ","74.427,00 ","74.427,00 ","154.357,00 ","10.517,00 ","12.461,00 ","0,00 ","128.372,00 ","3.007,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.268.443,00 ","1.268.443,00 ","0,00 ","0,00 ","15.362,00 ","0,00 ","908.949,00 ","0,00 ","99.807,00 ","0,00 ","244.325,00 ","81.305,00 ","0,00 ","0,00 ","79.205,00 ","72.384,00 ","6.821,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.100,00 ","0,00 ","0,00 ","0,00 ","2.100,00 ","-248.847,40 ","-257.039,40 ","553.221,60 "
177.,125 ,OBČINA ŠMARTNO OB PAKI,"2.480.629,95 ","1.097.041,90 ","153.750,16 ","143.543,24 ","4.383,00 ","5.823,92 ","0,00 ","0,00 ","0,00 ","0,00 ","25.433,26 ","12.703,58 ","10.177,20 ","86,14 ","143,54 ","2.322,80 ","677.749,84 ","53.366,06 ","6.075,15 ","59.539,52 ","0,00 ","5.128,48 ","426.516,57 ","604,66 ","0,00 ","126.519,40 ","16.803,08 ","0,00 ","5.523,55 ","11.279,53 ","0,00 ","0,00 ","0,00 ","0,00 ","223.305,56 ","4.200,04 ","213.994,90 ","0,00 ","5.110,62 ","0,00 ","953.898,05 ","8.104,29 ","0,00 ","0,00 ","8.104,29 ","513.681,79 ","0,00 ","3.100,00 ","0,00 ","0,00 ","0,00 ","510.581,79 ","89.796,53 ","89.796,53 ","342.315,44 ","12.714,82 ","35.123,20 ","231,72 ","294.245,70 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","269.228,13 ","269.228,13 ","0,00 ","0,00 ","7.835,33 ","0,00 ","210.336,04 ","7.850,32 ","12.521,40 ","0,00 ","30.685,04 ","160.461,87 ","0,00 ","0,00 ","13.795,19 ","3.741,00 ","10.054,19 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","146.666,68 ","0,00 ","0,00 ","0,00 ","146.666,68 ","74.384,75 ","88.818,85 ","257.549,42 "
178.,194 ,OBČINA ŠMARTNO PRI LITIJI,"4.588.455,93 ","1.493.074,79 ","211.220,80 ","182.567,05 ","7.208,00 ","19.953,60 ","0,00 ","1.203,39 ","0,00 ","288,76 ","32.097,49 ","15.527,15 ","13.137,56 ","111,19 ","185,40 ","3.136,19 ","1.222.527,65 ","123.185,94 ","84.417,88 ","104.379,70 ","8.811,83 ","264,87 ","602.958,73 ","11.809,60 ","144.641,68 ","142.057,42 ","7.228,85 ","0,00 ","7.228,85 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","20.000,00 ","0,00 ","20.000,00 ","0,00 ","0,00 ","0,00 ","1.639.699,84 ","4.999,47 ","0,00 ","0,00 ","4.999,47 ","1.063.615,27 ","0,00 ","22.181,48 ","0,00 ","0,00 ","2.945,56 ","1.038.488,23 ","106.569,36 ","106.569,36 ","464.515,74 ","9.399,36 ","29.004,64 ","0,00 ","358.682,97 ","67.428,77 ","0,00 ","0,00 ","0,00 ","0,00 ","1.290.939,20 ","1.290.939,20 ","0,00 ","0,00 ","174.253,88 ","0,00 ","957.505,80 ","27.400,49 ","40.501,20 ","2.778,60 ","88.499,23 ","164.742,10 ","0,00 ","0,00 ","42.106,04 ","3.000,00 ","0,00 ","0,00 ","7.578,34 ","14.227,70 ","17.300,00 ","0,00 ","122.636,06 ","0,00 ","0,00 ","0,00 ","122.636,06 ","-80.846,33 ","-77.115,89 ","1.114.437,80 "
179.,126 ,OBČINA ŠOŠTANJ,"12.010.772,51 ","3.384.185,86 ","351.278,20 ","305.096,53 ","12.739,34 ","22.404,95 ","8.613,46 ","0,00 ","0,00 ","2.423,92 ","56.458,10 ","27.402,63 ","21.953,11 ","185,70 ","309,54 ","6.607,12 ","2.916.480,31 ","104.558,44 ","600,00 ","201.950,58 ","3.266,90 ","4.913,11 ","1.857.545,60 ","51.130,00 ","0,00 ","692.515,68 ","31.774,28 ","0,00 ","21.924,46 ","0,00 ","9.849,82 ","0,00 ","0,00 ","0,00 ","28.194,97 ","1.137,25 ","23.000,00 ","0,00 ","4.057,72 ","0,00 ","3.180.259,58 ","31.283,70 ","0,00 ","0,00 ","31.283,70 ","2.181.831,27 ","0,00 ","11.869,20 ","42.292,78 ","0,00 ","0,00 ","2.127.669,29 ","286.040,59 ","286.040,59 ","681.104,02 ","0,00 ","115.202,72 ","2.211,56 ","548.546,67 ","1.249,02 ","13.894,05 ","0,00 ","0,00 ","0,00 ","4.871.485,79 ","4.871.485,79 ","680.000,00 ","0,00 ","147.013,52 ","140,79 ","1.196.091,34 ","2.160.615,80 ","414.988,36 ","0,00 ","272.635,98 ","574.841,28 ","0,00 ","0,00 ","547.841,21 ","108.500,00 ","439.341,21 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","27.000,07 ","11.543,37 ","0,00 ","0,00 ","15.456,70 ","296.520,94 ","324.909,82 ","4.580.015,54 "
