,,,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,- V EUR
37.,26 ,OBČINA DUPLEK,"6.351.579,30 ","1.530.075,36 ","413.319,02 ","343.557,26 ","18.720,00 ","36.652,44 ","0,00 ","13.667,43 ","0,00 ","721,89 ","66.485,74 ","31.782,94 ","25.336,86 ","214,35 ","359,15 ","8.792,44 ","991.514,64 ","119.845,75 ","162.157,13 ","214.139,62 ","22.376,55 ","13.091,86 ","343.181,06 ","1.463,19 ","16.487,49 ","98.771,99 ","46.156,90 ","0,00 ","46.156,90 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.599,06 ","0,00 ","12.599,06 ","0,00 ","0,00 ","0,00 ","1.829.851,16 ","63.343,11 ","0,00 ","0,00 ","63.343,11 ","612.106,85 ","0,00 ","10.540,00 ","28.075,00 ","0,00 ","0,00 ","573.491,85 ","155.438,80 ","155.438,80 ","998.962,40 ","0,00 ","56.142,88 ","2.905,00 ","939.914,52 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.872.014,78 ","2.872.014,78 ","0,00 ","0,00 ","14.202,12 ","0,00 ","2.557.466,29 ","24.813,09 ","100.373,55 ","0,00 ","175.159,73 ","119.638,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","119.638,00 ","19.696,28 ","0,00 ","0,00 ","99.941,72 ","-862.911,51 ","-818.138,26 ","1.054.510,28 "
38.,27 ,OBČINA GORENJA VAS-POLJANE,"10.369.803,29 ","2.560.495,02 ","409.540,29 ","354.006,95 ","12.927,20 ","26.268,50 ","1.259,26 ","8.719,09 ","0,00 ","6.359,29 ","65.450,85 ","32.262,55 ","25.846,47 ","218,61 ","364,52 ","6.758,70 ","1.998.661,28 ","123.700,22 ","52.160,75 ","434.356,01 ","5.465,12 ","6.113,52 ","772.799,26 ","33.913,51 ","0,00 ","570.152,89 ","11.842,60 ","0,00 ","11.842,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","75.000,00 ","0,00 ","75.000,00 ","0,00 ","0,00 ","0,00 ","2.258.536,72 ","57.321,71 ","0,00 ","0,00 ","57.321,71 ","1.682.568,62 ","0,00 ","25.871,36 ","9.998,24 ","0,00 ","0,00 ","1.646.699,02 ","183.201,55 ","183.201,55 ","335.444,84 ","10.118,27 ","9.834,40 ","0,00 ","313.314,17 ","2.178,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.212.135,03 ","5.212.135,03 ","65.070,55 ","0,00 ","43.904,63 ","39.565,29 ","3.058.596,48 ","1.133.881,28 ","380.179,88 ","1.350,00 ","489.586,92 ","338.636,52 ","0,00 ","0,00 ","137.899,97 ","46.022,08 ","0,00 ","0,00 ","0,00 ","91.877,89 ","0,00 ","0,00 ","200.736,55 ","0,00 ","0,00 ","0,00 ","200.736,55 ","-198.518,61 ","-195.799,33 ","2.332.278,18 "
39.,28 ,OBČINA GORIŠNICA,"4.491.899,21 ","746.722,51 ","140.358,51 ","108.300,29 ","4.844,00 ","10.169,36 ","3.509,91 ","0,00 ","0,00 ","13.534,95 ","22.772,97 ","10.023,92 ","7.928,53 ","66,98 ","112,38 ","4.641,16 ","578.717,91 ","270.278,41 ","5.455,53 ","147.519,69 ","2.233,64 ","2.588,97 ","15.047,89 ","0,00 ","0,00 ","135.593,78 ","4.873,12 ","0,00 ","4.873,12 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","969.991,20 ","22.899,41 ","0,00 ","0,00 ","22.899,41 ","526.562,42 ","0,00 ","4.300,00 ","0,00 ","0,00 ","0,00 ","522.262,42 ","137.445,19 ","137.445,19 ","283.084,18 ","25.314,46 ","13.706,88 ","0,00 ","244.062,84 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.763.889,35 ","2.763.889,35 ","57.603,83 ","0,00 ","7.352,32 ","135.406,36 ","1.882.378,26 ","368.714,45 ","31.449,74 ","0,00 ","280.984,39 ","11.296,15 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","11.296,15 ","11.296,15 ","0,00 ","0,00 ","0,00 ","686.849,13 ","691.616,31 ","2.267.350,36 "
40.,207 ,OBČINA GORJE,"2.645.834,22 ","831.226,47 ","120.708,37 ","103.093,35 ","3.460,00 ","8.707,30 ","4.870,21 ","0,00 ","0,00 ","577,51 ","18.946,80 ","9.555,13 ","7.658,96 ","64,85 ","108,03 ","1.559,83 ","680.939,85 ","49.818,22 ","22.121,98 ","37.142,02 ","0,00 ","8.192,11 ","418.145,63 ","10.070,00 ","3.508,92 ","131.940,97 ","1.232,39 ","0,00 ","1.232,39 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.399,06 ","0,00 ","8.000,00 ","0,00 ","1.399,06 ","0,00 ","1.033.731,67 ","45.676,41 ","17.797,24 ","0,00 ","27.879,17 ","659.530,49 ","0,00 ","11.674,58 ","1.863,30 ","0,00 ","0,00 ","645.992,61 ","89.278,05 ","89.278,05 ","239.246,72 ","88.164,01 ","5.843,68 ","0,00 ","139.037,66 ","6.201,37 ","0,00 ","0,00 ","0,00 ","0,00 ","603.897,94 ","603.897,94 ","0,00 ","0,00 ","28.291,93 ","7.056,00 ","301.236,77 ","136.063,81 ","0,00 ","0,00 ","131.249,43 ","176.978,14 ","0,00 ","0,00 ","56.378,77 ","56.378,77 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","120.599,37 ","32.006,87 ","0,00 ","0,00 ","88.592,50 ","-47.561,57 ","-51.729,40 ","502.153,92 "
41.,29 ,OBČINA GORNJA RADGONA,"8.265.830,69 ","2.503.308,35 ","637.517,94 ","536.797,37 ","21.452,00 ","44.539,31 ","6.501,91 ","0,00 ","0,00 ","28.227,35 ","93.429,84 ","44.775,46 ","35.841,16 ","302,60 ","505,02 ","12.005,60 ","1.714.244,10 ","216.122,89 ","110.472,34 ","407.008,27 ","6.376,56 ","23.001,17 ","751.510,59 ","624,00 ","16.878,72 ","182.249,56 ","18.116,47 ","0,00 ","18.116,47 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","40.000,00 ","0,00 ","40.000,00 ","0,00 ","0,00 ","0,00 ","2.682.802,96 ","106.294,35 ","73.336,30 ","0,00 ","32.958,05 ","1.463.875,06 ","0,00 ","0,00 ","0,00 ","0,00 ","11.426,59 ","1.452.448,47 ","287.499,00 ","287.499,00 ","825.134,55 ","0,00 ","63.998,37 ","8.766,11 ","707.370,11 ","44.999,96 ","0,00 ","0,00 ","0,00 ","0,00 ","2.659.587,93 ","2.659.587,93 ","0,00 ","11.990,00 ","20.364,82 ","0,00 ","1.559.869,88 ","703.584,00 ","0,00 ","0,00 ","363.779,23 ","420.131,45 ","0,00 ","0,00 ","314.378,46 ","305.678,46 ","8.700,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","105.752,99 ","89.213,39 ","0,00 ","0,00 ","16.539,60 ","-318.111,25 ","-300.864,87 ","1.479.765,88 "
42.,30 ,OBČINA GORNJI GRAD,"2.549.165,95 ","1.117.922,46 ","145.654,32 ","125.805,59 ","4.601,80 ","7.368,36 ","0,00 ","0,00 ","7.878,57 ","0,00 ","21.846,17 ","11.004,30 ","8.815,89 ","74,59 ","124,33 ","1.827,06 ","852.048,85 ","37.136,25 ","12.343,22 ","78.411,15 ","3.506,60 ","4.034,68 ","494.427,83 ","10.455,41 ","0,00 ","211.733,71 ","29.644,37 ","0,00 ","29.644,37 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","68.728,75 ","28.920,64 ","26.000,00 ","0,00 ","13.808,11 ","0,00 ","702.416,63 ","42.685,84 ","0,00 ","0,00 ","42.685,84 ","400.932,28 ","0,00 ","4.600,00 ","0,00 ","0,00 ","0,00 ","396.332,28 ","96.095,65 ","96.095,65 ","162.702,86 ","0,00 ","16.280,48 ","826,52 ","145.595,86 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","604.612,87 ","604.612,87 ","0,00 ","0,00 ","15.227,16 ","0,00 ","3.003,52 ","343.520,63 ","24.453,00 ","0,00 ","218.408,56 ","124.213,99 ","0,00 ","0,00 ","76.690,30 ","76.690,30 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","47.523,69 ","0,00 ","0,00 ","0,00 ","47.523,69 ","40.531,33 ","67.308,90 ","346.748,20 "
43.,31 ,OBČINA GORNJI PETROVCI,"2.339.359,79 ","682.562,04 ","146.776,69 ","118.551,87 ","4.844,00 ","11.790,11 ","10.291,31 ","0,00 ","0,00 ","1.299,40 ","27.086,96 ","10.842,38 ","9.415,04 ","77,13 ","128,69 ","6.623,72 ","378.228,97 ","47.323,67 ","0,00 ","83.808,94 ","30.106,56 ","1.904,11 ","173.740,07 ","78,71 ","0,00 ","41.266,91 ","130.469,42 ","0,00 ","100.273,97 ","0,00 ","30.195,45 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","709.135,48 ","3.254,09 ","0,00 ","0,00 ","3.254,09 ","475.735,49 ","147.084,24 ","2.410,00 ","7.954,62 ","0,00 ","0,00 ","318.286,63 ","62.302,89 ","62.302,89 ","167.843,01 ","0,00 ","35.491,55 ","916,95 ","131.434,51 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","728.792,24 ","728.792,24 ","10.560,36 ","7.776,84 ","2.885,64 ","980,22 ","554.269,02 ","138.591,31 ","3.984,85 ","0,00 ","9.744,00 ","218.870,03 ","0,00 ","0,00 ","132.709,57 ","132.709,57 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","86.160,46 ","78.160,46 ","0,00 ","0,00 ","8.000,00 ","187.309,86 ","317.097,47 ","524.792,57 "
44.,158 ,OBČINA GRAD,"2.831.735,56 ","1.058.842,46 ","279.545,90 ","235.026,56 ","16.954,00 ","27.565,34 ","0,00 ","0,00 ","0,00 ","0,00 ","41.912,12 ","21.578,07 ","16.531,69 ","139,71 ","243,26 ","3.419,39 ","660.685,37 ","137.163,65 ","3.179,58 ","92.551,82 ","27.743,77 ","4.487,56 ","219.544,34 ","812,49 ","0,00 ","175.202,16 ","76.699,07 ","0,00 ","76.699,07 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","515.740,22 ","9.925,44 ","0,00 ","0,00 ","9.925,44 ","312.134,61 ","0,00 ","4.000,00 ","0,00 ","0,00 ","0,00 ","308.134,61 ","60.084,69 ","60.084,69 ","133.595,48 ","8.400,41 ","21.487,52 ","303,72 ","102.388,27 ","197,48 ","818,08 ","0,00 ","0,00 ","0,00 ","1.224.934,21 ","1.224.934,21 ","0,00 ","0,00 ","345.540,87 ","1.188,42 ","602.021,17 ","253.762,36 ","0,00 ","269,28 ","22.152,11 ","32.218,67 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","32.218,67 ","11.229,53 ","0,00 ","0,00 ","20.989,14 ","-373.562,59 ","-297.672,89 ","553.343,98 "
45.,32 ,OBČINA GROSUPLJE,"14.081.154,00 ","3.606.494,00 ","754.107,00 ","648.323,00 ","20.068,00 ","48.083,00 ","8.481,00 ","10.690,00 ","0,00 ","18.462,00 ","120.503,00 ","59.722,00 ","47.845,00 ","409,00 ","671,00 ","11.856,00 ","2.628.172,00 ","304.761,00 ","219.354,00 ","326.628,00 ","5.562,00 ","677,00 ","1.333.300,00 ","72.436,00 ","3.413,00 ","362.041,00 ","95.366,00 ","0,00 ","79.280,00 ","0,00 ","16.086,00 ","0,00 ","0,00 ","0,00 ","8.346,00 ","0,00 ","8.346,00 ","0,00 ","0,00 ","0,00 ","5.779.021,00 ","44.877,00 ","0,00 ","0,00 ","44.877,00 ","3.401.330,00 ","0,00 ","36.750,00 ","14.470,00 ","0,00 ","42.678,00 ","3.307.432,00 ","1.023.306,00 ","1.023.306,00 ","1.309.508,00 ","8.765,00 ","157.545,00 ","1.687,00 ","1.103.014,00 ","33.175,00 ","5.322,00 ","0,00 ","0,00 ","0,00 ","3.978.478,00 ","3.978.478,00 ","0,00 ","0,00 ","99.488,00 ","16.470,00 ","1.768.725,00 ","929.111,00 ","634.812,00 ","0,00 ","529.872,00 ","717.161,00 ","0,00 ","0,00 ","305.386,00 ","247.845,00 ","0,00 ","0,00 ","0,00 ","56.541,00 ","1.000,00 ","0,00 ","411.775,00 ","0,00 ","0,00 ","0,00 ","411.775,00 ","331.909,00 ","399.370,00 ","4.571.583,00 "
46.,159 ,OBČINA HAJDINA,"5.038.468,21 ","1.050.214,62 ","233.694,15 ","201.367,16 ","9.915,37 ","15.162,11 ","4.628,94 ","888,04 ","0,00 ","1.732,53 ","36.932,60 ","18.538,26 ","14.634,40 ","123,79 ","210,30 ","3.425,85 ","736.772,32 ","63.704,10 ","5.151,61 ","151.348,16 ","5.016,51 ","2.786,44 ","295.448,22 ","10.214,35 ","1.187,20 ","201.915,73 ","38.615,55 ","0,00 ","37.813,18 ","0,00 ","802,37 ","0,00 ","0,00 ","0,00 ","4.200,00 ","0,00 ","4.200,00 ","0,00 ","0,00 ","0,00 ","963.799,18 ","24.470,54 ","0,00 ","0,00 ","24.470,54 ","511.629,51 ","0,00 ","6.346,00 ","2.003,04 ","0,00 ","0,00 ","503.280,47 ","179.163,32 ","179.163,32 ","248.535,81 ","55.746,22 ","35.048,64 ","351,00 ","156.667,25 ","722,70 ","0,00 ","0,00 ","0,00 ","0,00 ","2.721.519,18 ","2.721.519,18 ","85.341,34 ","0,00 ","9.028,95 ","4.422,64 ","2.471.429,00 ","41.814,81 ","13.258,00 ","0,00 ","96.224,44 ","302.935,23 ","0,00 ","0,00 ","72.241,00 ","72.241,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","230.694,23 ","222.199,93 ","0,00 ","0,00 ","8.494,30 ","-804.327,03 ","-766.202,94 ","1.139.363,67 "
47.,160 ,OBČINA HOČE-SLIVNICA,"9.188.550,00 ","2.482.373,00 ","500.941,00 ","428.303,00 ","22.202,00 ","43.122,00 ","0,00 ","5.291,00 ","0,00 ","2.023,00 ","80.644,00 ","41.673,00 ","29.582,00 ","260,00 ","442,00 ","8.687,00 ","1.857.632,00 ","188.005,00 ","3.803,00 ","520.909,00 ","19.028,00 ","4.615,00 ","914.051,00 ","8.957,00 ","0,00 ","198.264,00 ","8.156,00 ","0,00 ","8.156,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","35.000,00 ","0,00 ","35.000,00 ","0,00 ","0,00 ","0,00 ","2.908.073,00 ","103.268,00 ","0,00 ","0,00 ","103.268,00 ","1.816.684,00 ","0,00 ","0,00 ","0,00 ","0,00 ","24.568,00 ","1.792.116,00 ","307.771,00 ","307.771,00 ","680.350,00 ","0,00 ","74.858,00 ","0,00 ","605.492,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.552.687,00 ","3.552.687,00 ","0,00 ","0,00 ","36.755,00 ","0,00 ","2.927.924,00 ","127.167,00 ","37.101,00 ","0,00 ","423.740,00 ","245.417,00 ","0,00 ","0,00 ","100.922,00 ","95.415,00 ","5.507,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","144.495,00 ","28.183,00 ","0,00 ","0,00 ","116.312,00 ","-1.100.094,00 ","-1.094.148,00 ","1.967.483,00 "
48.,161 ,OBČINA HODOŠ,"800.321,83 ","281.664,21 ","85.705,02 ","77.374,63 ","3.460,00 ","4.870,39 ","0,00 ","0,00 ","0,00 ","0,00 ","14.355,59 ","6.847,67 ","5.485,84 ","46,30 ","77,16 ","1.898,62 ","174.242,24 ","34.093,55 ","4.417,91 ","34.558,95 ","4.554,33 ","423,58 ","7.791,74 ","0,00 ","0,00 ","88.402,18 ","7.361,36 ","0,00 ","7.361,36 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","149.916,17 ","0,00 ","0,00 ","0,00 ","0,00 ","125.724,52 ","85.171,41 ","550,00 ","1.573,59 ","0,00 ","0,00 ","38.429,52 ","18.870,92 ","18.870,92 ","5.320,73 ","1.351,24 ","2.542,72 ","76,45 ","1.204,47 ","0,00 ","145,85 ","0,00 ","0,00 ","0,00 ","366.726,76 ","366.726,76 ","0,00 ","0,00 ","0,00 ","1.132,03 ","336.284,47 ","16.546,86 ","1.771,40 ","0,00 ","10.992,00 ","2.014,69 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.014,69 ","2.014,69 ","0,00 ","0,00 ","0,00 ","11.174,63 ","18.517,27 ","-47.846,24 "
49.,162 ,OBČINA HORJUL,"2.028.116,73 ","667.766,52 ","137.285,46 ","123.087,99 ","4.152,00 ","9.557,10 ","488,37 ","0,00 ","0,00 ","0,00 ","22.009,87 ","10.936,57 ","8.761,52 ","74,08 ","123,63 ","2.114,07 ","473.721,19 ","75.813,51 ","1.304,40 ","75.137,28 ","1.839,97 ","1.626,24 ","248.998,57 ","278,20 ","0,00 ","68.723,02 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","34.750,00 ","0,00 ","34.750,00 ","0,00 ","0,00 ","0,00 ","707.250,64 ","6.499,08 ","0,00 ","0,00 ","6.499,08 ","534.393,49 ","0,00 ","9.075,00 ","0,00 ","0,00 ","0,00 ","525.318,49 ","44.743,08 ","44.743,08 ","121.614,99 ","16.735,83 ","5.587,36 ","0,00 ","99.291,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","537.508,90 ","537.508,90 ","0,00 ","0,00 ","24.184,00 ","1.222,80 ","373.802,80 ","96.015,81 ","15.750,00 ","0,00 ","26.533,49 ","115.590,67 ","0,00 ","0,00 ","83.763,37 ","54.998,77 ","28.764,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","31.827,30 ","11.730,85 ","0,00 ","0,00 ","20.096,45 ","377.650,57 ","344.702,48 ","924.667,67 "
50.,34 ,OBČINA HRASTNIK,"10.954.346,25 ","3.233.152,09 ","530.952,35 ","472.416,73 ","18.338,00 ","30.773,14 ","402,48 ","6.001,82 ","0,00 ","3.020,18 ","88.662,31 ","42.624,48 ","34.145,06 ","288,87 ","481,69 ","11.122,21 ","2.444.617,29 ","328.832,88 ","76.844,21 ","170.687,11 ","5.843,90 ","563,41 ","1.133.168,39 ","20.421,93 ","0,00 ","708.255,46 ","45.585,14 ","0,00 ","27.105,02 ","0,00 ","18.480,12 ","0,00 ","0,00 ","0,00 ","123.335,00 ","0,00 ","123.335,00 ","0,00 ","0,00 ","0,00 ","3.188.254,41 ","106.907,00 ","0,00 ","0,00 ","106.907,00 ","1.585.764,38 ","0,00 ","8.400,00 ","17.505,30 ","916,84 ","27.921,85 ","1.531.020,39 ","293.381,25 ","293.381,25 ","1.202.201,78 ","26.000,00 ","57.370,72 ","2.021,86 ","1.115.660,58 ","1.148,62 ","0,00 ","0,00 ","0,00 ","0,00 ","4.228.307,23 ","4.228.307,23 ","172.800,68 ","0,00 ","183.464,91 ","2.657,71 ","3.123.499,70 ","289.479,79 ","48.558,05 ","588,00 ","407.258,39 ","304.632,52 ","0,00 ","0,00 ","125.137,00 ","125.137,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","179.495,52 ","3.395,57 ","0,00 ","0,00 ","176.099,95 ","38.140,18 ","67.327,88 ","1.972.487,47 "
51.,35 ,OBČINA HRPELJE-KOZINA,"6.031.159,16 ","1.357.678,39 ","294.864,92 ","259.461,23 ","8.996,00 ","21.054,44 ","0,00 ","5.353,25 ","0,00 ","0,00 ","46.690,65 ","23.439,11 ","18.432,57 ","158,91 ","264,85 ","4.395,21 ","1.007.650,37 ","96.550,03 ","2.091,31 ","207.712,01 ","0,00 ","10.291,33 ","114.341,97 ","13.671,02 ","0,00 ","562.992,70 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.472,45 ","3.790,40 ","4.682,05 ","0,00 ","0,00 ","0,00 ","2.081.520,16 ","20.879,41 ","3.014,13 ","0,00 ","17.865,28 ","722.223,07 ","3.002,52 ","13.322,32 ","0,00 ","0,00 ","0,00 ","705.898,23 ","183.826,06 ","183.826,06 ","1.154.591,62 ","28.639,42 ","13.651,84 ","1.272,36 ","1.045.973,87 ","57.971,42 ","7.082,71 ","0,00 ","0,00 ","0,00 ","2.333.791,79 ","2.333.791,79 ","0,00 ","0,00 ","37.208,89 ","0,00 ","2.011.212,74 ","99.410,98 ","7.214,24 ","0,00 ","178.744,94 ","258.168,82 ","0,00 ","0,00 ","219.696,47 ","217.500,00 ","2.196,47 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","38.472,35 ","1.517,04 ","0,00 ","0,00 ","36.955,31 ","-306.793,39 ","-311.453,85 ","1.201.017,58 "
52.,36 ,OBČINA IDRIJA,"12.435.949,34 ","4.053.094,58 ","711.530,34 ","623.822,02 ","20.760,00 ","43.309,68 ","10.203,50 ","13.435,14 ","0,00 ","0,00 ","114.058,39 ","56.472,70 ","45.242,06 ","382,81 ","638,21 ","11.322,61 ","3.028.737,68 ","559.897,97 ","124.810,16 ","216.645,28 ","12.287,74 ","16.400,95 ","1.643.825,26 ","138.573,16 ","41.480,99 ","274.816,17 ","27.462,83 ","0,00 ","27.462,83 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","171.305,34 ","60.676,82 ","86.280,00 ","0,00 ","24.348,52 ","0,00 ","4.095.099,83 ","46.302,35 ","0,00 ","0,00 ","46.302,35 ","2.421.733,53 ","0,00 ","13.000,00 ","2.500,00 ","0,00 ","0,00 ","2.406.233,53 ","611.285,41 ","611.285,41 ","1.015.778,54 ","4.408,70 ","29.442,88 ","49.089,19 ","927.891,87 ","4.945,90 ","0,00 ","0,00 ","0,00 ","0,00 ","3.766.138,76 ","3.766.138,76 ","67.320,00 ","4.182,26 ","166.468,46 ","29.954,96 ","1.466.984,10 ","1.501.744,25 ","140.123,01 ","600,00 ","388.761,72 ","521.616,17 ","0,00 ","0,00 ","169.670,21 ","139.310,82 ","30.359,39 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","351.945,96 ","0,00 ","0,00 ","0,00 ","351.945,96 ","134.220,29 ","125.596,03 ","2.457.491,91 "
53.,37 ,OBČINA IG,"6.563.385,29 ","2.300.880,55 ","350.019,38 ","308.471,42 ","11.744,00 ","21.694,32 ","5.061,46 ","444,35 ","0,00 ","2.603,83 ","55.072,18 ","27.221,47 ","22.054,46 ","186,58 ","310,95 ","5.298,72 ","1.861.256,82 ","221.796,28 ","39.201,37 ","376.749,23 ","90.098,14 ","3.063,14 ","886.790,31 ","48.846,24 ","30.312,32 ","164.399,79 ","5.467,23 ","0,00 ","5.467,23 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","29.064,94 ","0,00 ","26.853,92 ","2.211,02 ","0,00 ","0,00 ","2.129.564,79 ","74.995,05 ","40.495,05 ","0,00 ","34.500,00 ","1.322.576,37 ","0,00 ","1.997,87 ","0,00 ","0,00 ","0,00 ","1.320.578,50 ","213.232,20 ","213.232,20 ","518.761,17 ","43.506,07 ","11.641,92 ","0,00 ","457.139,28 ","6.473,90 ","0,00 ","0,00 ","0,00 ","0,00 ","1.940.276,99 ","1.940.276,99 ","0,00 ","0,00 ","58.322,57 ","0,00 ","832.477,49 ","34.981,95 ","872.069,96 ","0,00 ","142.425,02 ","192.662,96 ","0,00 ","0,00 ","95.135,52 ","26.090,52 ","0,00 ","0,00 ","0,00 ","0,00 ","69.045,00 ","0,00 ","97.527,44 ","0,00 ","0,00 ","0,00 ","97.527,44 ","-1.192.600,04 ","-1.240.011,54 ","605.284,33 "
54.,38 ,OBČINA ILIRSKA BISTRICA,"14.674.242,08 ","3.393.180,48 ","763.905,52 ","637.991,38 ","27.835,39 ","54.423,04 ","847,86 ","12.305,02 ","0,00 ","30.502,83 ","126.558,25 ","64.639,48 ","46.819,15 ","396,08 ","660,33 ","14.043,21 ","2.434.484,41 ","467.332,05 ","350,00 ","394.877,62 ","12.497,49 ","18.769,54 ","1.143.508,30 ","12.059,86 ","27.116,17 ","357.973,38 ","37.210,30 ","0,00 ","32.798,99 ","0,00 ","4.411,31 ","0,00 ","0,00 ","0,00 ","31.022,00 ","0,00 ","23.653,00 ","0,00 ","7.369,00 ","0,00 ","4.260.494,59 ","132.560,34 ","51.858,17 ","0,00 ","80.702,17 ","2.317.878,17 ","0,00 ","35.150,00 ","6.984,68 ","0,00 ","73.357,74 ","2.202.385,75 ","571.748,67 ","571.748,67 ","1.238.307,41 ","0,00 ","35.218,34 ","8.749,21 ","1.021.944,27 ","172.395,59 ","0,00 ","0,00 ","0,00 ","0,00 ","6.655.335,64 ","6.655.335,64 ","0,00 ","14.793,40 ","165.627,57 ","50.811,52 ","5.333.827,95 ","178.677,05 ","269.786,78 ","0,00 ","641.811,37 ","365.231,37 ","0,00 ","0,00 ","296.157,77 ","219.095,37 ","77.062,40 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","69.073,60 ","0,00 ","0,00 ","0,00 ","69.073,60 ","-1.819.006,20 ","-1.786.992,52 ","3.058.604,39 "
55.,39 ,OBČINA IVANČNA GORICA,"11.904.599,01 ","3.138.019,96 ","478.929,47 ","437.082,93 ","13.840,00 ","27.573,41 ","0,00 ","0,00 ","0,00 ","433,13 ","78.460,77 ","38.856,75 ","31.129,43 ","263,38 ","438,96 ","7.772,25 ","2.578.533,34 ","279.746,04 ","196.297,93 ","227.352,57 ","14.968,77 ","32.460,66 ","1.202.749,86 ","39.491,32 ","24.311,66 ","561.154,53 ","96,38 ","0,00 ","0,00 ","0,00 ","96,38 ","0,00 ","0,00 ","0,00 ","2.000,00 ","0,00 ","2.000,00 ","0,00 ","0,00 ","0,00 ","4.257.628,35 ","0,00 ","0,00 ","0,00 ","0,00 ","2.749.858,27 ","0,00 ","53.400,00 ","17.086,80 ","0,00 ","0,00 ","2.679.371,47 ","655.375,82 ","655.375,82 ","852.394,26 ","20.889,56 ","85.628,64 ","0,00 ","740.317,55 ","5.558,51 ","0,00 ","0,00 ","0,00 ","0,00 ","4.274.949,13 ","4.274.949,13 ","40.106,40 ","0,00 ","23.897,48 ","32.694,55 ","2.805.183,53 ","701.740,82 ","471.777,34 ","5.253,43 ","194.295,58 ","234.001,57 ","0,00 ","0,00 ","126.585,29 ","126.585,29 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","107.416,28 ","1.695,30 ","0,00 ","0,00 ","105.720,98 ","412.178,09 ","336.094,30 ","4.040.017,83 "
