,,,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,- V EUR,,,- V EUR
,,,I.,7,70,700,7000,703,7030,7031,7032,7033,704,7044,7045,7046,7047,706,7060,71,710,7100,7102,7103,711,7111,712,7120,713,7130,714,7140,7141,72,720,7200,7201,7202,7203,721,7210,7211,722,7220,7221,7222,73,730,7300,7301,731,7310,7311,7312,7313,732,7320,74,740,7400,7401,7402,7403,7404,741,7410,7411,7412,7413,7414,7415,7416,7417,78,782,7821,787,7870
,,,SKUPAJ PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.,76 ,OBČINA MISLINJA,"4.271.731,00 ","3.204.208,00 ","2.925.990,00 ","2.616.185,00 ","2.616.185,00 ","132.044,00 ","99.510,00 ","29,00 ","6.765,00 ","25.740,00 ","177.761,00 ","1.037,00 ","0,00 ","0,00 ","176.724,00 ","0,00 ","0,00 ","278.218,00 ","161.433,00 ","0,00 ","14.448,00 ","146.985,00 ","3.970,00 ","3.970,00 ","3.497,00 ","3.497,00 ","501,00 ","501,00 ","108.817,00 ","0,00 ","108.817,00 ","989,00 ","989,00 ","989,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.066.534,00 ","690.338,00 ","670.228,00 ","20.110,00 ","0,00 ","0,00 ","0,00 ","376.196,00 ","0,00 ","0,00 ","0,00 ","376.196,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
104.,199 ,OBČINA MOKRONOG-TREBELNO,"3.359.681,88 ","2.414.855,74 ","2.129.411,67 ","1.899.581,00 ","1.899.581,00 ","133.704,15 ","91.679,44 ","96,79 ","20.114,40 ","21.813,52 ","96.126,52 ","87,54 ","0,00 ","0,00 ","96.038,98 ","0,00 ","0,00 ","285.444,07 ","46.097,82 ","0,00 ","2.560,54 ","43.537,28 ","742,91 ","742,91 ","0,00 ","0,00 ","31.300,35 ","31.300,35 ","207.302,99 ","0,00 ","207.302,99 ","18.746,92 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","18.746,92 ","18.746,92 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","926.079,22 ","926.079,22 ","772.429,23 ","153.649,99 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
105.,77 ,OBČINA MORAVČE,"4.078.835,00 ","3.423.939,00 ","3.092.076,00 ","2.724.470,00 ","2.724.470,00 ","235.258,00 ","158.706,00 ","323,00 ","15.084,00 ","61.145,00 ","132.348,00 ","2.080,00 ","0,00 ","0,00 ","130.268,00 ","0,00 ","0,00 ","331.863,00 ","99.446,00 ","0,00 ","26.776,00 ","72.670,00 ","1.197,00 ","1.197,00 ","4.280,00 ","4.280,00 ","9.393,00 ","9.393,00 ","217.547,00 ","0,00 ","217.547,00 ","160.223,00 ","95.967,00 ","95.867,00 ","0,00 ","0,00 ","100,00 ","0,00 ","0,00 ","0,00 ","64.256,00 ","0,00 ","64.256,00 ","0,00 ","297,00 ","0,00 ","0,00 ","0,00 ","297,00 ","297,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","494.376,00 ","494.376,00 ","494.376,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
106.,78 ,OBČINA MORAVSKE TOPLICE,"7.438.423,65 ","5.041.150,28 ","4.496.424,52 ","3.621.520,00 ","3.621.520,00 ","428.275,48 ","285.462,24 ","75,67 ","30.112,65 ","112.624,92 ","446.629,04 ","2.441,79 ","0,00 ","0,00 ","444.187,25 ","0,00 ","0,00 ","544.725,76 ","56.610,42 ","8.734,27 ","6.537,84 ","41.338,31 ","2.895,67 ","2.895,67 ","498,92 ","498,92 ","10.616,48 ","10.616,48 ","474.104,27 ","0,00 ","474.104,27 ","9.588,00 ","9.588,00 ","9.588,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.387.685,37 ","2.387.685,37 ","2.277.582,14 ","110.103,23 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
107.,79 ,OBČINA MOZIRJE,"4.205.317,49 ","2.891.713,88 ","2.442.577,87 ","2.214.111,00 ","2.214.111,00 ","130.664,37 ","93.823,30 ","854,28 ","3.218,09 ","32.768,70 ","97.802,50 ","1.348,53 ","0,00 ","0,00 ","96.453,97 ","0,00 ","0,00 ","449.136,01 ","58.576,65 ","342,30 ","881,40 ","57.352,95 ","1.440,01 ","1.440,01 ","5.278,66 ","5.278,66 ","2.638,19 ","2.638,19 ","381.202,50 ","0,00 ","381.202,50 ","14.888,71 ","2.733,31 ","2.733,31 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.155,40 ","0,00 ","12.155,40 ","0,00 ","41.000,00 ","41.000,00 ","41.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.257.714,90 ","1.257.714,90 ","1.215.387,29 ","42.327,61 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
108.,80 ,MESTNA OBČINA MURSKA SOBOTA,"15.187.581,90 ","13.141.708,22 ","11.309.330,49 ","9.298.137,00 ","9.298.137,00 ","1.592.516,87 ","1.394.195,47 ","1.263,24 ","22.349,47 ","174.708,69 ","418.676,62 ","15.889,51 ","0,00 ","0,00 ","402.787,11 ","0,00 ","0,00 ","1.832.377,73 ","672.338,02 ","232.249,09 ","17.650,29 ","422.438,64 ","6.744,15 ","6.744,15 ","133.093,05 ","133.093,05 ","152.636,69 ","152.636,69 ","867.565,82 ","0,00 ","867.565,82 ","449.529,22 ","13.994,00 ","12.744,00 ","1.250,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","435.535,22 ","0,00 ","435.535,22 ","0,00 ","45.810,85 ","45.810,85 ","15.900,85 ","29.910,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.550.533,61 ","1.550.533,61 ","1.506.962,91 ","43.570,70 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
109.,81 ,OBČINA MUTA,"3.342.533,20 ","2.711.887,34 ","2.119.172,61 ","1.906.914,00 ","1.906.914,00 ","99.772,40 ","74.131,97 ","44,07 ","5.620,82 ","19.975,54 ","112.486,21 ","2.278,56 ","0,00 ","0,00 ","110.207,65 ","0,00 ","0,00 ","592.714,73 ","514.532,78 ","0,00 ","1.747,67 ","512.785,11 ","872,67 ","872,67 ","2.217,33 ","2.217,33 ","3.064,51 ","3.064,51 ","72.027,44 ","0,00 ","72.027,44 ","14.379,46 ","14.379,46 ","8.907,86 ","0,00 ","5.471,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.859,00 ","1.859,00 ","1.759,00 ","100,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","614.407,40 ","445.775,08 ","398.211,32 ","20.963,76 ","0,00 ","26.600,00 ","0,00 ","168.632,32 ","0,00 ","0,00 ","0,00 ","168.632,32 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
110.,82 ,OBČINA NAKLO,"5.111.634,16 ","3.778.416,45 ","3.542.707,87 ","2.593.233,00 ","2.593.233,00 ","710.748,54 ","602.348,54 ","0,00 ","70.460,76 ","37.939,24 ","238.726,33 ","34.455,67 ","0,00 ","0,00 ","204.270,66 ","0,00 ","0,00 ","235.708,58 ","120.223,27 ","8.050,00 ","8.358,30 ","103.814,97 ","3.514,47 ","3.514,47 ","5.995,04 ","5.995,04 ","3.519,18 ","3.519,18 ","102.456,62 ","0,00 ","102.456,62 ","382.937,99 ","76.257,21 ","76.257,21 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","306.680,78 ","0,00 ","306.680,78 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","950.279,72 ","202.151,72 ","96.472,47 ","105.679,25 ","0,00 ","0,00 ","0,00 ","748.128,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","748.128,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
111.,83 ,OBČINA NAZARJE,"3.390.909,00 ","1.815.171,00 ","1.730.191,00 ","1.418.745,00 ","1.418.745,00 ","195.002,00 ","176.688,00 ","12,00 ","1.615,00 ","16.687,00 ","116.444,00 ","497,00 ","0,00 ","0,00 ","115.947,00 ","0,00 ","0,00 ","84.980,00 ","53.301,00 ","0,00 ","959,00 ","52.342,00 ","741,00 ","741,00 ","954,00 ","954,00 ","0,00 ","0,00 ","29.984,00 ","0,00 ","29.984,00 ","12.528,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.528,00 ","0,00 ","12.528,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.563.210,00 ","1.528.324,00 ","1.528.324,00 ","0,00 ","0,00 ","0,00 ","0,00 ","34.886,00 ","0,00 ","34.886,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
112.,84 ,MESTNA OBČINA NOVA GORICA,"33.450.576,17 ","30.330.365,24 ","21.188.066,54 ","15.574.337,00 ","15.574.337,00 ","4.206.905,49 ","3.634.321,98 ","3.701,64 ","177.500,93 ","391.380,94 ","1.406.824,05 ","10.814,94 ","0,00 ","0,00 ","1.396.009,11 ","0,00 ","0,00 ","9.142.298,70 ","7.459.775,31 ","60.182,90 ","20.112,52 ","7.379.479,89 ","10.302,58 ","10.302,58 ","79.844,99 ","79.844,99 ","21.426,40 ","21.426,40 ","1.570.949,42 ","0,00 ","1.570.949,42 ","113.225,56 ","19.875,02 ","19.875,02 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","93.350,54 ","24.063,08 ","69.287,46 ","0,00 ","14.486,85 ","14.486,85 ","14.121,85 ","365,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.959.453,39 ","615.225,29 ","197.304,31 ","417.920,98 ","0,00 ","0,00 ","0,00 ","2.344.228,10 ","0,00 ","0,00 ","0,00 ","2.324.228,10 ","0,00 ","0,00 ","20.000,00 ","0,00 ","33.045,13 ","0,00 ","0,00 ","33.045,13 ","33.045,13 "
113.,85 ,MESTNA OBČINA NOVO MESTO,"33.419.530,93 ","28.862.544,34 ","23.318.088,90 ","17.791.559,00 ","17.791.559,00 ","4.806.130,70 ","4.214.897,30 ","793,00 ","191.120,73 ","399.319,67 ","720.399,20 ","18.012,77 ","0,00 ","0,00 ","702.386,43 ","0,00 ","0,00 ","5.544.455,44 ","456.109,86 ","2.395,08 ","25.355,53 ","428.359,25 ","17.774,96 ","17.774,96 ","195.966,33 ","195.966,33 ","141.706,84 ","141.706,84 ","4.732.897,45 ","0,00 ","4.732.897,45 ","883.150,51 ","20.078,75 ","20.078,75 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","863.071,76 ","0,00 ","863.071,76 ","0,00 ","14.725,00 ","14.725,00 ","14.725,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.659.111,08 ","3.434.651,59 ","2.181.480,49 ","9.593,79 ","0,00 ","1.243.577,31 ","0,00 ","224.459,49 ","0,00 ","0,00 ","0,00 ","168.102,11 ","0,00 ","0,00 ","0,00 ","56.357,38 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
114.,86 ,OBČINA ODRANCI,"1.665.681,07 ","931.433,48 ","846.627,67 ","793.232,00 ","793.232,00 ","38.378,96 ","35.827,42 ","0,00 ","481,05 ","2.070,49 ","15.016,71 ","665,45 ","0,00 ","0,00 ","14.351,26 ","0,00 ","0,00 ","84.805,81 ","3.751,44 ","0,00 ","2.530,68 ","1.220,76 ","182,95 ","182,95 ","91,93 ","91,93 ","0,00 ","0,00 ","80.779,49 ","0,00 ","80.779,49 ","117.992,13 ","21.230,06 ","21.230,06 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","96.762,07 ","0,00 ","96.762,07 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","616.255,46 ","121.050,21 ","121.050,21 ","0,00 ","0,00 ","0,00 ","0,00 ","495.205,25 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","495.205,25 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
115.,171 ,OBČINA OPLOTNICA,"3.425.903,39 ","2.436.538,17 ","2.297.544,67 ","2.114.997,00 ","2.114.997,00 ","99.390,98 ","89.836,66 ","466,52 ","1.248,10 ","7.839,70 ","83.156,69 ","1.353,42 ","0,00 ","0,00 ","81.803,27 ","0,00 ","0,00 ","138.993,50 ","59.560,60 ","288,00 ","3.182,81 ","56.089,79 ","998,90 ","998,90 ","547,90 ","547,90 ","0,00 ","0,00 ","77.886,10 ","0,00 ","77.886,10 ","4.187,15 ","4.187,15 ","4.187,15 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","985.178,07 ","985.178,07 ","961.127,18 ","0,00 ","0,00 ","24.050,89 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
116.,87 ,OBČINA ORMOŽ,"13.399.575,90 ","10.148.072,59 ","8.315.245,04 ","6.967.392,00 ","6.967.392,00 ","1.060.915,92 ","961.884,54 ","245,61 ","17.686,88 ","81.098,89 ","286.937,12 ","3.324,02 ","0,00 ","0,00 ","283.613,10 ","0,00 ","0,00 ","1.832.827,55 ","880.876,54 ","0,00 ","54.951,56 ","825.924,98 ","5.263,05 ","5.263,05 ","2.971,73 ","2.971,73 ","277.914,86 ","277.914,86 ","665.801,37 ","0,00 ","665.801,37 ","144.219,07 ","37.220,00 ","37.220,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","106.999,07 ","8.681,16 ","98.317,91 ","0,00 ","75.200,00 ","75.200,00 ","75.200,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.032.084,24 ","1.395.361,60 ","1.118.351,14 ","259.154,50 ","17.855,96 ","0,00 ","0,00 ","1.636.722,64 ","0,00 ","0,00 ","1.636.722,64 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
117.,88 ,OBČINA OSILNICA,"760.886,72 ","341.532,91 ","311.776,95 ","293.197,00 ","293.197,00 ","10.668,50 ","7.619,42 ","0,00 ","2.208,12 ","840,96 ","7.911,45 ","0,00 ","0,00 ","0,00 ","7.911,45 ","0,00 ","0,00 ","29.755,96 ","4.093,52 ","0,00 ","1.368,84 ","2.724,68 ","167,63 ","167,63 ","0,00 ","0,00 ","15.607,14 ","15.607,14 ","9.887,67 ","0,00 ","9.887,67 ","1.173,35 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.173,35 ","0,00 ","1.173,35 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","418.180,46 ","217.485,19 ","183.817,06 ","0,00 ","33.668,13 ","0,00 ","0,00 ","200.695,27 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","200.695,27 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
118.,89 ,OBČINA PESNICA,"6.933.814,26 ","5.650.514,91 ","4.357.197,67 ","4.214.736,00 ","4.214.736,00 ","-81.664,90 ","-148.669,18 ","701,91 ","20.260,52 ","46.041,85 ","224.126,57 ","3.877,74 ","0,00 ","0,00 ","220.248,83 ","0,00 ","0,00 ","1.293.317,24 ","146.667,46 ","0,00 ","63.365,69 ","83.301,77 ","3.142,59 ","3.142,59 ","3.669,67 ","3.669,67 ","0,00 ","0,00 ","1.139.837,52 ","0,00 ","1.139.837,52 ","55.231,05 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","55.231,05 ","0,00 ","55.231,05 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.128.068,30 ","1.078.710,39 ","1.078.710,39 ","0,00 ","0,00 ","0,00 ","0,00 ","49.357,91 ","0,00 ","0,00 ","49.357,91 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","100.000,00 ","0,00 ","0,00 ","100.000,00 ","100.000,00 "
119.,90 ,OBČINA PIRAN,"28.602.388,64 ","18.459.899,91 ","13.835.800,23 ","7.827.611,00 ","7.827.611,00 ","3.635.815,53 ","2.421.160,57 ","33.015,11 ","214.223,28 ","967.416,57 ","2.372.373,70 ","6.229,37 ","0,00 ","0,00 ","2.366.144,33 ","0,00 ","0,00 ","4.624.099,68 ","2.376.060,22 ","0,00 ","319.340,02 ","2.056.720,20 ","16.984,44 ","16.984,44 ","198.052,17 ","198.052,17 ","50.558,34 ","50.558,34 ","1.982.444,51 ","0,00 ","1.982.444,51 ","4.345.323,80 ","2.265.542,52 ","2.265.438,52 ","100,00 ","4,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.079.781,28 ","0,00 ","2.079.781,28 ","0,00 ","38.403,92 ","11.130,00 ","10.400,00 ","730,00 ","27.273,92 ","0,00 ","27.273,92 ","0,00 ","0,00 ","0,00 ","0,00 ","5.758.761,01 ","2.213.138,27 ","1.930.647,99 ","282.490,28 ","0,00 ","0,00 ","0,00 ","3.545.622,74 ","0,00 ","0,00 ","2.847,60 ","3.061.442,14 ","0,00 ","0,00 ","0,00 ","481.333,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
120.,91 ,OBČINA PIVKA,"7.156.133,61 ","5.216.868,95 ","4.239.316,86 ","3.362.387,00 ","3.362.387,00 ","521.931,10 ","422.916,87 ","375,34 ","46.531,27 ","52.107,62 ","354.998,76 ","76.125,64 ","0,00 ","0,00 ","278.873,12 ","0,00 ","0,00 ","977.552,09 ","868.934,43 ","26.725,70 ","803,18 ","841.405,55 ","2.755,76 ","2.755,76 ","1.373,48 ","1.373,48 ","53.703,38 ","53.703,38 ","50.785,04 ","0,00 ","50.785,04 ","238.692,28 ","180.943,51 ","180.943,51 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","57.748,77 ","7.173,60 ","50.575,17 ","0,00 ","6.000,00 ","6.000,00 ","6.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.694.572,38 ","1.694.572,38 ","1.684.017,31 ","10.555,07 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
121.,92 ,OBČINA PODČETRTEK,"6.509.397,00 ","3.539.722,00 ","2.707.157,00 ","2.105.467,00 ","2.105.467,00 ","215.197,00 ","169.221,00 ","191,00 ","14.995,00 ","30.790,00 ","386.493,00 ","918,00 ","0,00 ","0,00 ","385.575,00 ","0,00 ","0,00 ","832.565,00 ","43.693,00 ","0,00 ","4.378,00 ","39.315,00 ","2.139,00 ","2.139,00 ","4.572,00 ","4.572,00 ","0,00 ","0,00 ","782.161,00 ","0,00 ","782.161,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.969.675,00 ","1.018.798,00 ","915.992,00 ","0,00 ","0,00 ","102.806,00 ","0,00 ","1.950.877,00 ","0,00 ","0,00 ","1.227.914,00 ","722.963,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
122.,172 ,OBČINA PODLEHNIK,"2.226.509,35 ","1.372.019,16 ","1.327.035,65 ","1.216.659,00 ","1.216.659,00 ","53.651,45 ","39.460,06 ","3,50 ","3.720,02 ","10.467,87 ","56.725,20 ","308,54 ","0,00 ","0,00 ","56.416,66 ","0,00 ","0,00 ","44.983,51 ","22.057,66 ","0,00 ","622,45 ","21.435,21 ","615,56 ","615,56 ","148,65 ","148,65 ","0,00 ","0,00 ","22.161,64 ","0,00 ","22.161,64 ","18.400,00 ","6.300,00 ","6.300,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.100,00 ","12.100,00 ","0,00 ","0,00 ","18.854,54 ","18.854,54 ","724,00 ","18.130,54 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","408.623,54 ","408.623,54 ","403.166,10 ","1.605,08 ","3.852,36 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","408.612,11 ","0,00 ","0,00 ","408.612,11 ","408.612,11 "
123.,93 ,OBČINA PODVELKA,"4.141.705,89 ","2.945.048,81 ","2.097.909,69 ","1.717.392,00 ","1.717.392,00 ","296.923,64 ","262.128,72 ","0,00 ","20.770,45 ","14.024,47 ","83.594,05 ","320,34 ","0,00 ","0,00 ","83.273,71 ","0,00 ","0,00 ","847.139,12 ","802.571,89 ","0,00 ","50.510,49 ","752.061,40 ","364,77 ","364,77 ","253,80 ","253,80 ","0,00 ","0,00 ","43.948,66 ","0,00 ","43.948,66 ","1.204,85 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.204,85 ","0,00 ","1.204,85 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.195.452,23 ","618.788,71 ","618.788,71 ","0,00 ","0,00 ","0,00 ","0,00 ","576.663,52 ","0,00 ","0,00 ","472.500,00 ","104.163,52 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
124.,200 ,OBČINA POLJČANE,"3.572.960,02 ","3.002.880,34 ","2.739.780,28 ","2.236.103,00 ","2.236.103,00 ","217.314,94 ","183.886,06 ","500,65 ","5.147,41 ","27.780,82 ","286.362,34 ","84.846,94 ","0,00 ","0,00 ","201.515,40 ","0,00 ","0,00 ","263.100,06 ","163.280,75 ","0,00 ","5.822,87 ","157.457,88 ","2.314,60 ","2.314,60 ","1.315,91 ","1.315,91 ","2.155,00 ","2.155,00 ","94.033,80 ","0,00 ","94.033,80 ","3.528,31 ","1.628,31 ","1.298,31 ","0,00 ","0,00 ","330,00 ","0,00 ","0,00 ","0,00 ","1.900,00 ","0,00 ","1.900,00 ","0,00 ","10.000,00 ","0,00 ","0,00 ","0,00 ","10.000,00 ","0,00 ","0,00 ","0,00 ","10.000,00 ","0,00 ","0,00 ","556.551,37 ","556.551,37 ","556.551,37 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
125.,173 ,OBČINA POLZELA,"4.312.319,48 ","3.691.284,69 ","3.226.158,11 ","2.815.373,00 ","2.815.373,00 ","291.050,32 ","209.795,32 ","1.814,58 ","17.408,34 ","62.032,08 ","119.734,79 ","568,29 ","0,00 ","0,00 ","119.166,50 ","0,00 ","0,00 ","465.126,58 ","216.667,50 ","4.703,10 ","17.626,61 ","194.337,79 ","625,90 ","625,90 ","56,40 ","56,40 ","13.238,39 ","13.238,39 ","234.538,39 ","0,00 ","234.538,39 ","235.878,79 ","9.945,84 ","0,00 ","666,67 ","0,00 ","9.279,17 ","0,00 ","0,00 ","0,00 ","225.932,95 ","0,00 ","225.932,95 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","385.156,00 ","200.169,00 ","200.169,00 ","0,00 ","0,00 ","0,00 ","0,00 ","184.987,00 ","0,00 ","0,00 ","184.987,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
