,,,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,- V EUR,,,- V EUR
,,,I.,7,70,700,7000,703,7030,7031,7032,7033,704,7044,7045,7046,7047,706,7060,71,710,7100,7102,7103,711,7111,712,7120,713,7130,714,7140,7141,72,720,7200,7201,7202,7203,721,7210,7211,722,7220,7221,7222,73,730,7300,7301,731,7310,7311,7312,7313,732,7320,74,740,7400,7401,7402,7403,7404,741,7410,7411,7412,7413,7414,7415,7416,7417,78,782,7821,787,7870
,,,SKUPAJ PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.,160 ,OBČINA HOČE-SLIVNICA,"7.386.332,00 ","6.698.063,00 ","6.022.781,00 ","5.157.980,00 ","5.157.980,00 ","539.257,00 ","359.689,00 ","1.217,00 ","15.907,00 ","162.444,00 ","325.544,00 ","3.538,00 ","0,00 ","0,00 ","322.006,00 ","0,00 ","0,00 ","675.282,00 ","133.006,00 ","17.910,00 ","15.901,00 ","99.195,00 ","3.215,00 ","3.215,00 ","10.359,00 ","10.359,00 ","120.995,00 ","120.995,00 ","407.707,00 ","0,00 ","407.707,00 ","29.516,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","29.516,00 ","0,00 ","29.516,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","658.753,00 ","658.753,00 ","658.753,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
48.,161 ,OBČINA HODOŠ,"749.897,94 ","291.581,63 ","259.024,36 ","241.977,00 ","241.977,00 ","12.040,87 ","10.009,69 ","0,00 ","1.220,10 ","811,08 ","5.006,49 ","0,00 ","0,00 ","0,00 ","5.006,49 ","0,00 ","0,00 ","32.557,27 ","2.092,32 ","0,00 ","561,58 ","1.530,74 ","3,00 ","3,00 ","290,75 ","290,75 ","0,00 ","0,00 ","30.171,20 ","0,00 ","30.171,20 ","417,24 ","417,24 ","417,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","457.899,07 ","454.562,97 ","432.063,33 ","0,00 ","0,00 ","22.499,64 ","0,00 ","3.336,10 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.336,10 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
49.,162 ,OBČINA HORJUL,"2.160.610,28 ","1.936.400,09 ","1.667.363,73 ","1.485.683,00 ","1.485.683,00 ","122.473,30 ","100.144,13 ","444,43 ","1.343,66 ","20.541,08 ","59.207,43 ","275,50 ","0,00 ","0,00 ","58.931,93 ","0,00 ","0,00 ","269.036,36 ","72.292,51 ","0,00 ","21.556,44 ","50.736,07 ","1.142,37 ","1.142,37 ","3.374,45 ","3.374,45 ","27,65 ","27,65 ","192.199,38 ","0,00 ","192.199,38 ","760,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","760,00 ","0,00 ","760,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","223.450,19 ","223.450,19 ","221.775,98 ","1.674,21 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
50.,34 ,OBČINA HRASTNIK,"12.214.123,38 ","7.167.034,64 ","6.439.129,67 ","4.946.458,00 ","4.946.458,00 ","943.370,99 ","865.934,17 ","34,00 ","24.250,72 ","53.152,10 ","488.358,68 ","23.649,24 ","0,00 ","0,00 ","464.709,44 ","60.942,00 ","60.942,00 ","727.904,97 ","552.007,06 ","0,00 ","18.438,51 ","533.568,55 ","3.055,00 ","3.055,00 ","4.363,15 ","4.363,15 ","0,00 ","0,00 ","168.479,76 ","0,00 ","168.479,76 ","632.373,95 ","535.800,00 ","135.800,00 ","0,00 ","0,00 ","400.000,00 ","0,00 ","0,00 ","0,00 ","96.573,95 ","6.435,00 ","90.138,95 ","0,00 ","81.400,00 ","81.400,00 ","81.400,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.333.314,79 ","770.131,24 ","770.131,24 ","0,00 ","0,00 ","0,00 ","0,00 ","3.563.183,55 ","0,00 ","0,00 ","872.089,53 ","2.691.094,02 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
51.,35 ,OBČINA HRPELJE-KOZINA,"6.129.930,70 ","4.212.394,65 ","2.975.777,45 ","2.445.580,00 ","2.445.580,00 ","401.738,02 ","224.636,48 ","3.910,30 ","66.678,24 ","106.513,00 ","128.459,43 ","1.384,77 ","0,00 ","0,00 ","127.074,66 ","0,00 ","0,00 ","1.236.617,20 ","594.291,77 ","3.075,79 ","2.361,72 ","588.854,26 ","2.093,83 ","2.093,83 ","6.546,32 ","6.546,32 ","0,00 ","0,00 ","633.685,28 ","0,00 ","633.685,28 ","284.493,05 ","4.269,05 ","4.269,05 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","280.224,00 ","0,00 ","280.224,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.505.941,00 ","1.492.727,00 ","1.376.127,00 ","0,00 ","0,00 ","116.600,00 ","0,00 ","13.214,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","13.214,00 ","0,00 ","127.102,00 ","127.102,00 ","127.102,00 ","0,00 ","0,00 "
52.,36 ,OBČINA IDRIJA,"13.121.024,65 ","9.185.688,27 ","8.292.593,95 ","7.025.979,00 ","7.025.979,00 ","860.706,66 ","670.922,67 ","275,92 ","93.575,35 ","95.932,72 ","405.908,29 ","20.340,61 ","0,00 ","0,00 ","385.567,68 ","0,00 ","0,00 ","893.094,32 ","766.491,79 ","0,00 ","4.380,84 ","762.110,95 ","5.747,10 ","5.747,10 ","18.892,53 ","18.892,53 ","67.209,84 ","67.209,84 ","34.753,06 ","0,00 ","34.753,06 ","660.145,79 ","63.401,95 ","63.401,95 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","596.743,84 ","63.450,00 ","533.293,84 ","0,00 ","19.330,09 ","19.330,09 ","19.330,09 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.254.817,25 ","1.752.886,45 ","1.743.386,45 ","0,00 ","0,00 ","9.500,00 ","0,00 ","1.501.930,80 ","0,00 ","0,00 ","164.853,80 ","0,00 ","0,00 ","0,00 ","0,00 ","1.337.077,00 ","1.043,25 ","0,00 ","0,00 ","1.043,25 ","1.043,25 "
53.,37 ,OBČINA IG,"5.466.192,59 ","5.000.232,79 ","3.728.789,32 ","3.199.350,00 ","3.199.350,00 ","347.694,62 ","220.291,05 ","1.128,39 ","19.404,22 ","106.870,96 ","181.744,70 ","2.525,03 ","0,00 ","0,00 ","179.219,67 ","0,00 ","0,00 ","1.271.443,47 ","238.274,92 ","0,00 ","156.259,75 ","82.015,17 ","3.038,50 ","3.038,50 ","2.380,28 ","2.380,28 ","97.641,80 ","97.641,80 ","930.107,97 ","0,00 ","930.107,97 ","55.813,62 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","55.813,62 ","9.831,00 ","45.982,62 ","0,00 ","2.259,00 ","2.259,00 ","1.433,10 ","825,90 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","379.365,71 ","379.365,71 ","379.365,71 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","28.521,47 ","0,00 ","0,00 ","28.521,47 ","28.521,47 "
54.,38 ,OBČINA ILIRSKA BISTRICA,"13.687.357,29 ","10.065.328,72 ","8.725.812,16 ","7.709.462,00 ","7.709.462,00 ","637.695,10 ","473.018,65 ","484,38 ","86.521,56 ","77.670,51 ","378.655,06 ","3.013,71 ","0,00 ","0,00 ","375.641,35 ","0,00 ","0,00 ","1.339.516,56 ","441.071,54 ","23.775,62 ","96.576,00 ","320.719,92 ","6.266,30 ","6.266,30 ","7.629,27 ","7.629,27 ","9.854,37 ","9.854,37 ","874.695,08 ","0,00 ","874.695,08 ","106.644,57 ","36.652,12 ","32.414,12 ","950,00 ","3.288,00 ","0,00 ","0,00 ","0,00 ","0,00 ","69.992,45 ","10.988,46 ","59.003,99 ","0,00 ","500,00 ","500,00 ","500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.514.884,00 ","2.817.542,00 ","2.767.972,00 ","49.570,00 ","0,00 ","0,00 ","0,00 ","697.342,00 ","0,00 ","0,00 ","697.342,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
55.,39 ,OBČINA IVANČNA GORICA,"11.033.044,30 ","9.669.735,31 ","8.796.593,97 ","7.976.547,00 ","7.976.547,00 ","471.211,50 ","131.482,70 ","2.349,79 ","126.874,14 ","210.504,87 ","348.835,47 ","8.621,13 ","0,00 ","0,00 ","340.214,34 ","0,00 ","0,00 ","873.141,34 ","368.648,42 ","3,60 ","117.580,54 ","251.064,28 ","7.689,16 ","7.689,16 ","6.600,85 ","6.600,85 ","20.617,06 ","20.617,06 ","469.585,85 ","0,00 ","469.585,85 ","107.839,53 ","20.110,60 ","19.818,93 ","291,67 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","87.728,93 ","34.053,10 ","53.675,83 ","0,00 ","497,00 ","497,00 ","150,00 ","347,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.254.972,46 ","1.254.972,46 ","1.244.418,75 ","10.553,71 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
56.,40 ,OBČINA IZOLA,"18.177.904,00 ","13.117.853,00 ","10.242.749,00 ","6.949.500,00 ","6.949.500,00 ","2.156.392,00 ","1.655.852,00 ","19.410,00 ","81.500,00 ","399.630,00 ","1.136.857,00 ","21.145,00 ","0,00 ","0,00 ","1.115.712,00 ","0,00 ","0,00 ","2.875.104,00 ","1.331.081,00 ","0,00 ","18.200,00 ","1.312.881,00 ","12.301,00 ","12.301,00 ","69.018,00 ","69.018,00 ","152.625,00 ","152.625,00 ","1.310.079,00 ","0,00 ","1.310.079,00 ","4.597.330,00 ","411.221,00 ","411.221,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.186.109,00 ","0,00 ","4.186.109,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","462.721,00 ","458.318,00 ","392.589,00 ","59.677,00 ","6.052,00 ","0,00 ","0,00 ","4.403,00 ","0,00 ","0,00 ","4.403,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
57.,41 ,OBČINA JESENICE,"20.287.270,35 ","15.423.835,02 ","12.317.228,82 ","10.027.753,00 ","10.027.753,00 ","1.962.247,85 ","1.673.569,48 ","40,35 ","17.887,97 ","270.750,05 ","327.227,97 ","10.618,07 ","0,00 ","0,00 ","316.609,90 ","0,00 ","0,00 ","3.106.606,20 ","2.456.600,21 ","157.878,90 ","108.059,06 ","2.190.662,25 ","3.939,79 ","3.939,79 ","17.549,97 ","17.549,97 ","39.835,41 ","39.835,41 ","588.680,82 ","0,00 ","588.680,82 ","1.339.472,55 ","922.502,61 ","921.869,26 ","500,00 ","133,35 ","0,00 ","0,00 ","0,00 ","0,00 ","416.969,94 ","0,00 ","416.969,94 ","0,00 ","4.270,00 ","4.270,00 ","4.270,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.519.692,78 ","629.942,95 ","412.132,18 ","217.810,77 ","0,00 ","0,00 ","0,00 ","2.889.749,83 ","0,00 ","0,00 ","2.675.562,18 ","0,00 ","0,00 ","0,00 ","1.454,40 ","212.733,25 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
58.,163 ,OBČINA JEZERSKO,"884.945,47 ","637.494,55 ","611.463,75 ","525.069,00 ","525.069,00 ","52.833,66 ","27.748,98 ","0,00 ","174,83 ","24.909,85 ","33.561,09 ","601,88 ","0,00 ","0,00 ","32.959,21 ","0,00 ","0,00 ","26.030,80 ","20.776,91 ","2.030,00 ","8.655,58 ","10.091,33 ","170,44 ","170,44 ","0,00 ","0,00 ","129,67 ","129,67 ","4.953,78 ","0,00 ","4.953,78 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","247.450,92 ","247.450,92 ","247.450,92 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
59.,42 ,OBČINA JURŠINCI,"1.865.058,49 ","1.470.173,04 ","1.402.268,32 ","1.286.204,00 ","1.286.204,00 ","61.829,48 ","43.405,43 ","61,35 ","4.418,15 ","13.944,55 ","54.234,84 ","470,45 ","0,00 ","0,00 ","53.764,39 ","0,00 ","0,00 ","67.904,72 ","27.896,37 ","87,72 ","2.974,73 ","24.833,92 ","1.267,65 ","1.267,65 ","387,40 ","387,40 ","0,00 ","0,00 ","38.353,30 ","0,00 ","38.353,30 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","394.885,45 ","394.885,45 ","384.457,23 ","4.489,96 ","0,00 ","5.938,26 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
60.,43 ,OBČINA KAMNIK,"22.907.233,19 ","21.388.815,61 ","16.335.297,70 ","14.146.858,00 ","14.146.858,00 ","1.761.132,85 ","1.250.728,20 ","3.684,59 ","113.246,25 ","393.473,81 ","427.306,85 ","39.467,12 ","0,00 ","0,00 ","387.839,73 ","0,00 ","0,00 ","5.053.517,91 ","847.318,83 ","300,30 ","147.084,43 ","699.934,10 ","13.875,70 ","13.875,70 ","60.832,23 ","60.832,23 ","128.681,15 ","128.681,15 ","4.002.810,00 ","0,00 ","4.002.810,00 ","89.951,52 ","37.077,06 ","33.148,73 ","3.700,00 ","228,33 ","0,00 ","0,00 ","0,00 ","0,00 ","52.874,46 ","0,00 ","52.874,46 ","0,00 ","8.964,39 ","8.964,39 ","8.964,39 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.392.520,84 ","1.281.763,50 ","1.268.803,89 ","12.959,61 ","0,00 ","0,00 ","0,00 ","110.757,34 ","0,00 ","21.113,05 ","89.644,29 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","26.980,83 ","0,00 ","0,00 ","26.980,83 ","26.980,83 "
61.,44 ,OBČINA KANAL,"7.263.059,59 ","5.867.123,18 ","4.186.576,31 ","3.519.647,00 ","3.519.647,00 ","566.331,26 ","484.791,06 ","66,58 ","47.795,96 ","33.677,66 ","100.598,05 ","268,24 ","0,00 ","0,00 ","100.329,81 ","0,00 ","0,00 ","1.680.546,87 ","1.483.544,46 ","7.940,90 ","19.228,53 ","1.456.375,03 ","788,68 ","788,68 ","1.361,00 ","1.361,00 ","35.818,13 ","35.818,13 ","159.034,60 ","0,00 ","159.034,60 ","14.865,86 ","5.800,00 ","5.800,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.065,86 ","982,00 ","8.083,86 ","0,00 ","19.000,00 ","19.000,00 ","19.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.362.070,55 ","835.137,80 ","824.414,21 ","0,00 ","0,00 ","10.723,59 ","0,00 ","526.932,75 ","0,00 ","0,00 ","526.932,75 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
62.,45 ,OBČINA KIDRIČEVO,"5.926.990,90 ","4.821.349,02 ","4.445.447,35 ","3.569.191,00 ","3.569.191,00 ","710.893,18 ","644.071,60 ","239,90 ","3.648,46 ","62.933,22 ","165.363,17 ","2.366,23 ","0,00 ","0,00 ","162.996,94 ","0,00 ","0,00 ","375.901,67 ","100.844,08 ","2.106,67 ","5.117,24 ","93.620,17 ","1.488,24 ","1.488,24 ","4.698,26 ","4.698,26 ","0,00 ","0,00 ","268.871,09 ","0,00 ","268.871,09 ","34.840,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","34.840,00 ","0,00 ","34.840,00 ","0,00 ","300,00 ","300,00 ","300,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.070.501,88 ","786.929,43 ","782.524,43 ","4.405,00 ","0,00 ","0,00 ","0,00 ","283.572,45 ","0,00 ","153.840,47 ","0,00 ","129.731,98 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
63.,46 ,OBČINA KOBARID,"5.257.680,00 ","3.360.049,00 ","2.826.276,00 ","2.510.487,00 ","2.510.487,00 ","188.062,00 ","107.437,00 ","87,00 ","58.728,00 ","21.810,00 ","127.727,00 ","595,00 ","0,00 ","0,00 ","127.132,00 ","0,00 ","0,00 ","533.773,00 ","372.868,00 ","697,00 ","2.158,00 ","370.013,00 ","772,00 ","772,00 ","11.780,00 ","11.780,00 ","19.627,00 ","19.627,00 ","128.726,00 ","0,00 ","128.726,00 ","181.256,00 ","4.340,00 ","4.340,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","176.916,00 ","12.276,00 ","164.640,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.716.375,00 ","1.212.625,00 ","1.095.159,00 ","111.908,00 ","0,00 ","5.558,00 ","0,00 ","503.750,00 ","0,00 ","0,00 ","7.500,00 ","496.250,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
64.,47 ,OBČINA KOBILJE,"599.993,44 ","402.475,19 ","373.050,73 ","355.800,00 ","355.800,00 ","13.787,45 ","9.014,97 ","0,00 ","1.712,33 ","3.060,15 ","3.463,28 ","136,10 ","0,00 ","0,00 ","3.327,18 ","0,00 ","0,00 ","29.424,46 ","9.602,47 ","0,00 ","547,66 ","9.054,81 ","10,65 ","10,65 ","545,09 ","545,09 ","0,00 ","0,00 ","19.266,25 ","0,00 ","19.266,25 ","39.718,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","39.718,00 ","0,00 ","39.718,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","157.800,25 ","150.300,25 ","107.342,54 ","0,00 ","0,00 ","42.957,71 ","0,00 ","7.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
65.,48 ,OBČINA KOČEVJE,"14.987.905,24 ","11.026.146,20 ","9.756.006,28 ","8.760.458,00 ","8.760.458,00 ","562.922,77 ","412.315,84 ","1.054,60 ","26.520,34 ","123.031,99 ","432.625,51 ","11.468,44 ","0,00 ","0,00 ","421.157,07 ","0,00 ","0,00 ","1.270.139,92 ","797.236,98 ","50.242,40 ","48.043,74 ","698.950,84 ","7.173,32 ","7.173,32 ","843,31 ","843,31 ","56.263,00 ","56.263,00 ","408.623,31 ","0,00 ","408.623,31 ","638.483,86 ","361.451,00 ","361.451,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","277.032,86 ","0,00 ","277.032,86 ","0,00 ","8.500,00 ","8.500,00 ","8.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.314.775,18 ","2.013.531,94 ","1.987.357,37 ","25.057,00 ","0,00 ","1.117,57 ","0,00 ","1.301.243,24 ","0,00 ","0,00 ","1.301.243,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
66.,49 ,OBČINA KOMEN,"7.997.876,75 ","3.891.998,00 ","2.305.323,57 ","1.995.407,00 ","1.995.407,00 ","218.265,46 ","86.349,40 ","595,83 ","64.665,94 ","66.654,29 ","91.651,11 ","1.867,99 ","0,00 ","0,00 ","89.783,12 ","0,00 ","0,00 ","1.586.674,43 ","453.192,55 ","2.428,21 ","894,80 ","449.869,54 ","2.813,71 ","2.813,71 ","2.552,59 ","2.552,59 ","867.897,71 ","867.897,71 ","260.217,87 ","0,00 ","260.217,87 ","11.444,55 ","533,61 ","533,61 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.910,94 ","0,00 ","10.910,94 ","0,00 ","8.417,00 ","3.917,00 ","1.878,00 ","2.039,00 ","4.500,00 ","0,00 ","0,00 ","4.500,00 ","0,00 ","0,00 ","0,00 ","4.086.017,20 ","457.012,27 ","457.012,27 ","0,00 ","0,00 ","0,00 ","0,00 ","3.629.004,93 ","0,00 ","0,00 ","3.629.004,93 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
67.,164 ,OBČINA KOMENDA,"4.983.722,87 ","3.698.464,07 ","2.851.978,44 ","2.375.873,00 ","2.375.873,00 ","392.290,18 ","219.785,08 ","2.974,40 ","58.769,10 ","110.761,60 ","83.815,26 ","5.533,48 ","0,00 ","0,00 ","78.281,78 ","0,00 ","0,00 ","846.485,63 ","90.353,29 ","0,00 ","35.637,95 ","54.715,34 ","1.057,40 ","1.057,40 ","739,67 ","739,67 ","358.198,53 ","358.198,53 ","396.136,74 ","0,00 ","396.136,74 ","1.228.454,96 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.228.454,96 ","0,00 ","1.228.454,96 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","56.803,84 ","56.803,84 ","56.803,84 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
68.,50 ,MESTNA OBČINA KOPER,"59.050.394,63 ","45.514.700,48 ","36.835.083,40 ","23.370.519,00 ","23.370.519,00 ","11.733.761,06 ","10.224.931,80 ","44.737,55 ","187.085,82 ","1.277.005,89 ","1.730.803,34 ","141.941,81 ","0,00 ","0,00 ","1.588.861,53 ","0,00 ","0,00 ","8.679.617,08 ","4.593.712,92 ","1.971,10 ","407.319,28 ","4.184.422,54 ","30.609,63 ","30.609,63 ","193.048,53 ","193.048,53 ","13.102,72 ","13.102,72 ","3.849.143,28 ","0,00 ","3.849.143,28 ","7.064.979,49 ","1.163.053,70 ","1.155.853,70 ","7.200,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.901.925,79 ","0,00 ","5.901.925,79 ","0,00 ","2.768,00 ","2.768,00 ","2.700,00 ","68,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.455.592,72 ","2.396.928,12 ","1.780.356,27 ","615.071,85 ","0,00 ","1.500,00 ","0,00 ","4.058.664,60 ","0,00 ","90.048,49 ","996.120,99 ","2.910.774,75 ","0,00 ","0,00 ","23.470,37 ","38.250,00 ","12.353,94 ","0,00 ","0,00 ","12.353,94 ","12.353,94 "
69.,197 ,OBČINA KOSTANJEVICA NA KRKI,"2.343.169,25 ","1.771.698,62 ","1.625.799,69 ","1.434.781,00 ","1.434.781,00 ","114.291,59 ","92.468,02 ","82,69 ","10.941,78 ","10.799,10 ","76.727,10 ","166,76 ","0,00 ","0,00 ","76.560,34 ","0,00 ","0,00 ","145.898,93 ","32.104,22 ","0,00 ","16.210,97 ","15.893,25 ","1.524,79 ","1.524,79 ","2.594,83 ","2.594,83 ","14.120,02 ","14.120,02 ","95.555,07 ","0,00 ","95.555,07 ","25.204,89 ","552,89 ","552,89 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","24.652,00 ","0,00 ","24.652,00 ","0,00 ","2.750,00 ","2.750,00 ","2.750,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","543.515,74 ","328.256,56 ","328.256,56 ","0,00 ","0,00 ","0,00 ","0,00 ","215.259,18 ","0,00 ","0,00 ","215.259,18 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
