,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,- V EUR,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,- V EUR
38.,27 ,OBČINA GORENJA VAS-POLJANE,"804.456,11 ","619.932,56 ","614.882,40 ","5.050,16 ","0,00 ","0,00 ","0,00 ","72.071,48 ","0,00 ","72.071,48 ","0,00 ","0,00 ","43.234,45 ","43.234,45 ","41.259,95 ","41.259,95 ","27.957,67 ","27.957,67 ","52,80 ","52,80 ","52,80 ","1.002,63 ","1.002,63 ","1.002,63 ","0,00 ","0,00 ","351.164,65 ","29.778,23 ","26.423,66 ","3.354,57 ","18.726,30 ","18.726,30 ","0,00 ","0,00 ","695,00 ","0,00 ","695,00 ","0,00 ","253.022,84 ","253.022,84 ","0,00 ","0,00 ","0,00 ","2.076,54 ","2.076,54 ","4.722,07 ","4.722,07 ","42.143,67 ","42.143,67 ","238.966,46 ","170.822,26 ","170.822,26 ","68.144,20 ","68.144,20 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","178.582,60 ","10.737,66 ","10.737,66 ","66.202,41 ","66.202,41 ","101.642,53 ","101.642,53 ","0,00 ","0,00 ","5,76 ","0,00 ","0,00 ","5,76 ","5,76 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","35.074,23 ","0,00 ","0,00 ","15.921,96 ","15.921,96 ","19.152,27 ","19.152,27 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","71.936,52 ","0,00 ","0,00 ","0,00 ","0,00 ","536,52 ","536,52 ","71.400,00 ","71.400,00 ","1.681.241,76 "
39.,28 ,OBČINA GORIŠNICA,"358.866,89 ","308.059,09 ","292.120,48 ","15.938,61 ","0,00 ","0,00 ","0,00 ","46.183,33 ","0,00 ","46.183,33 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.624,47 ","4.624,47 ","0,00 ","0,00 ","0,00 ","3.705,85 ","0,00 ","0,00 ","3.705,85 ","3.705,85 ","28.837,54 ","0,00 ","0,00 ","0,00 ","1.100,00 ","1.100,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.458,81 ","1.458,81 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","24.769,56 ","24.769,56 ","1.509,17 ","1.509,17 ","35.166,34 ","21.485,14 ","21.485,14 ","13.681,20 ","13.681,20 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","35.821,37 ","0,00 ","0,00 ","270,00 ","270,00 ","0,00 ","0,00 ","35.551,37 ","35.551,37 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","38.704,25 ","1.445,52 ","1.445,52 ","21.270,55 ","21.270,55 ","15.633,94 ","15.633,94 ","354,24 ","354,24 ","77.909,07 ","77.909,07 ","789,81 ","77.119,26 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.880,18 ","0,00 ","0,00 ","0,00 ","0,00 ","1.880,18 ","1.880,18 ","0,00 ","0,00 ","580.891,49 "
40.,207 ,OBČINA GORJE,"307.456,67 ","235.604,19 ","232.071,53 ","3.532,66 ","0,00 ","0,00 ","0,00 ","8.008,60 ","0,00 ","8.008,60 ","0,00 ","0,00 ","59.817,88 ","59.817,88 ","4.026,00 ","4.026,00 ","0,00 ","0,00 ","26,59 ","26,59 ","26,59 ","150,00 ","150,00 ","150,00 ","0,00 ","0,00 ","186.542,07 ","5.443,00 ","5.443,00 ","0,00 ","48.025,24 ","0,00 ","48.025,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","79.963,17 ","79.963,17 ","0,00 ","0,00 ","0,00 ","9.438,96 ","9.438,96 ","13.559,67 ","13.559,67 ","30.112,03 ","30.112,03 ","35.089,69 ","3.116,11 ","3.116,11 ","31.973,58 ","31.973,58 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","35.980,46 ","9.904,17 ","9.904,17 ","2.387,36 ","2.387,36 ","4.287,44 ","4.287,44 ","19.401,49 ","19.401,49 ","1.278,24 ","0,00 ","0,00 ","1.278,24 ","1.278,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.702,15 ","2.135,00 ","2.135,00 ","4.370,15 ","4.370,15 ","0,00 ","0,00 ","197,00 ","197,00 ","539,61 ","539,61 ","0,00 ","539,61 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","13.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","13.000,00 ","13.000,00 ","586.765,48 "
41.,29 ,OBČINA GORNJA RADGONA,"1.090.504,83 ","886.802,93 ","853.442,29 ","20.561,60 ","12.799,04 ","0,00 ","0,00 ","50.689,58 ","3.728,81 ","46.960,77 ","0,00 ","0,00 ","15.546,80 ","15.546,80 ","88.535,24 ","88.535,24 ","48.930,28 ","48.930,28 ","26.705,57 ","26.705,57 ","26.705,57 ","43.059,66 ","4.455,09 ","4.455,09 ","38.604,57 ","38.604,57 ","465.980,53 ","14.896,20 ","10.174,60 ","4.721,60 ","2.887,85 ","2.887,85 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","386.615,59 ","386.615,59 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","13.513,40 ","13.513,40 ","48.067,49 ","48.067,49 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","203.287,37 ","54.307,75 ","54.307,75 ","22.768,69 ","22.768,69 ","0,00 ","0,00 ","126.210,93 ","126.210,93 ","13.650,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","13.650,00 ","13.650,00 ","25.292,68 ","25.292,68 ","25.292,68 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.564,80 ","6.564,80 ","0,00 ","6.564,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","36.245,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","36.245,50 ","36.245,50 ","1.911.290,94 "
42.,30 ,OBČINA GORNJI GRAD,"281.155,48 ","224.749,70 ","221.042,19 ","2.857,51 ","850,00 ","0,00 ","0,00 ","23.340,24 ","0,00 ","23.340,24 ","0,00 ","0,00 ","33.065,54 ","33.065,54 ","0,00 ","0,00 ","0,00 ","0,00 ","3.035,99 ","3.035,99 ","3.035,99 ","5.568,02 ","2.020,22 ","2.020,22 ","3.547,80 ","3.547,80 ","268.455,53 ","34.284,78 ","34.284,78 ","0,00 ","54.848,71 ","2.144,43 ","52.704,28 ","0,00 ","26.409,23 ","0,00 ","18.974,49 ","7.434,74 ","101.175,01 ","101.175,01 ","0,00 ","0,00 ","0,00 ","15.605,26 ","15.605,26 ","2.516,43 ","2.516,43 ","33.616,11 ","33.616,11 ","218.367,15 ","17.299,82 ","17.299,82 ","8.186,09 ","8.186,09 ","192.881,24 ","192.881,24 ","0,00 ","0,00 ","0,00 ","0,00 ","42.328,94 ","40.065,97 ","40.065,97 ","2.262,97 ","2.262,97 ","0,00 ","0,00 ","0,00 ","0,00 ","2.786,25 ","0,00 ","0,00 ","2.786,25 ","2.786,25 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.270,75 ","681,72 ","681,72 ","6.197,83 ","6.197,83 ","0,00 ","0,00 ","391,20 ","391,20 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","39.261,10 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","39.261,10 ","39.261,10 ","868.229,21 "
43.,31 ,OBČINA GORNJI PETROVCI,"437.153,55 ","386.467,22 ","385.047,79 ","1.419,43 ","0,00 ","0,00 ","0,00 ","9.004,76 ","0,00 ","9.004,76 ","0,00 ","0,00 ","40.568,07 ","40.568,07 ","1.113,50 ","1.113,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.556,33 ","0,00 ","0,00 ","1.556,33 ","1.556,33 ","123.836,64 ","2.752,19 ","0,00 ","2.752,19 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.264,34 ","2.264,34 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","118.820,11 ","118.820,11 ","7.645,98 ","7.645,98 ","7.645,98 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.537,20 ","1.537,20 ","1.537,20 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","571.729,70 "
44.,158 ,OBČINA GRAD,"490.208,83 ","419.723,62 ","418.261,35 ","1.462,27 ","0,00 ","0,00 ","0,00 ","26.804,47 ","0,00 ","26.804,47 ","0,00 ","0,00 ","1.371,32 ","1.371,32 ","42.309,42 ","42.309,42 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","87,81 ","87,81 ","87,81 ","0,00 ","0,00 ","167.207,84 ","60.356,53 ","234,00 ","60.122,53 ","3.222,59 ","2.068,08 ","1.154,51 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","58.494,16 ","58.494,16 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","44.383,39 ","44.383,39 ","751,17 ","751,17 ","61.822,83 ","58.919,43 ","58.919,43 ","2.903,40 ","2.903,40 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","86.876,47 ","758,93 ","758,93 ","10.878,13 ","10.878,13 ","74.046,31 ","74.046,31 ","1.193,10 ","1.193,10 ","599,31 ","0,00 ","0,00 ","124,31 ","124,31 ","0,00 ","0,00 ","0,00 ","475,00 ","475,00 ","11.417,51 ","126,56 ","126,56 ","845,20 ","845,20 ","9.819,75 ","9.819,75 ","626,00 ","626,00 ","63.231,25 ","63.231,25 ","63.231,25 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.509,26 ","0,00 ","0,00 ","487,90 ","487,90 ","3.021,36 ","3.021,36 ","0,00 ","0,00 ","884.961,11 "
45.,32 ,OBČINA GROSUPLJE,"1.680.575,46 ","1.096.849,45 ","1.044.629,56 ","48.219,81 ","4.000,08 ","0,00 ","0,00 ","357.647,30 ","2.129,60 ","355.517,70 ","0,00 ","0,00 ","8.975,57 ","8.975,57 ","161.279,35 ","161.279,35 ","55.823,79 ","55.823,79 ","4.759,89 ","4.759,89 ","4.759,89 ","6.158,63 ","6.158,63 ","6.158,63 ","0,00 ","0,00 ","734.496,56 ","13.629,98 ","13.629,98 ","0,00 ","30.020,69 ","30.020,69 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","518.486,08 ","518.486,08 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","56.591,91 ","56.591,91 ","115.767,90 ","115.767,90 ","20.396,85 ","7.801,46 ","7.801,46 ","101,67 ","101,67 ","3.490,52 ","3.490,52 ","0,00 ","0,00 ","9.003,20 ","9.003,20 ","249.892,01 ","18.058,42 ","18.058,42 ","34.470,18 ","34.470,18 ","16.755,54 ","16.755,54 ","180.607,87 ","180.607,87 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","149.422,14 ","882,74 ","882,74 ","12.692,20 ","12.692,20 ","135.316,48 ","135.316,48 ","530,72 ","530,72 ","29.895,81 ","29.895,81 ","27.912,62 ","1.983,19 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.727,97 ","0,00 ","0,00 ","0,00 ","0,00 ","1.796,55 ","1.796,55 ","10.931,42 ","10.931,42 ","2.888.325,32 "
46.,159 ,OBČINA HAJDINA,"498.192,59 ","331.543,31 ","323.841,62 ","7.701,69 ","0,00 ","0,00 ","0,00 ","130.976,53 ","0,00 ","130.976,53 ","0,00 ","0,00 ","4.096,28 ","4.096,28 ","27.770,15 ","27.770,15 ","3.806,32 ","3.806,32 ","0,00 ","0,00 ","0,00 ","1.626,42 ","1.225,24 ","1.225,24 ","401,18 ","401,18 ","264.134,78 ","57.625,41 ","8.388,86 ","49.236,55 ","3.736,25 ","3.736,25 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","166.913,84 ","143.238,04 ","0,00 ","23.675,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","35.859,28 ","35.859,28 ","30.028,55 ","18.173,39 ","18.173,39 ","9.363,24 ","9.363,24 ","0,00 ","0,00 ","2.491,92 ","2.491,92 ","0,00 ","0,00 ","135.728,01 ","0,00 ","0,00 ","33.946,42 ","33.946,42 ","1.408,34 ","1.408,34 ","100.373,25 ","100.373,25 ","190,46 ","0,00 ","0,00 ","190,46 ","190,46 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","70.351,20 ","2.073,30 ","2.073,30 ","2.184,04 ","2.184,04 ","64.523,08 ","64.523,08 ","1.570,78 ","1.570,78 ","2.766,86 ","2.766,86 ","0,00 ","2.766,86 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","352.979,35 ","0,00 ","0,00 ","0,00 ","0,00 ","327,40 ","327,40 ","352.651,95 ","352.651,95 ","1.355.998,22 "
47.,160 ,OBČINA HOČE-SLIVNICA,"807.328,00 ","631.078,00 ","601.143,00 ","29.935,00 ","0,00 ","0,00 ","0,00 ","48.890,00 ","0,00 ","48.890,00 ","0,00 ","0,00 ","2.907,00 ","2.907,00 ","0,00 ","0,00 ","124.453,00 ","124.453,00 ","2.113,00 ","2.113,00 ","2.113,00 ","10.121,00 ","10.121,00 ","10.121,00 ","0,00 ","0,00 ","650.224,00 ","38.796,00 ","2.250,00 ","36.546,00 ","13.290,00 ","4.999,00 ","8.291,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","552.484,00 ","552.484,00 ","0,00 ","0,00 ","0,00 ","4.063,00 ","4.063,00 ","1.632,00 ","1.632,00 ","39.959,00 ","39.959,00 ","257.188,00 ","106.708,00 ","106.708,00 ","105.095,00 ","105.095,00 ","21.815,00 ","21.815,00 ","0,00 ","0,00 ","23.570,00 ","23.570,00 ","268.958,00 ","0,00 ","0,00 ","26.844,00 ","26.844,00 ","96.189,00 ","96.189,00 ","145.925,00 ","145.925,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","41.417,00 ","8.567,00 ","8.567,00 ","9.405,00 ","9.405,00 ","23.445,00 ","23.445,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.037.349,00 "
48.,161 ,OBČINA HODOŠ,"174.006,78 ","127.074,08 ","126.482,76 ","591,32 ","0,00 ","0,00 ","0,00 ","36.324,97 ","0,00 ","36.324,97 ","0,00 ","0,00 ","1.083,26 ","1.083,26 ","9.524,47 ","9.524,47 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.181,36 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.181,36 ","8.181,36 ","7.235,42 ","1.866,58 ","1.866,58 ","0,00 ","0,00 ","0,00 ","0,00 ","5.368,84 ","5.368,84 ","0,00 ","0,00 ","267,92 ","0,00 ","0,00 ","0,00 ","0,00 ","267,92 ","267,92 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","48.674,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","48.674,50 ","48.674,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","238.365,98 "
49.,162 ,OBČINA HORJUL,"233.017,62 ","184.046,54 ","179.132,34 ","4.914,20 ","0,00 ","0,00 ","0,00 ","46.577,45 ","0,00 ","46.577,45 ","0,00 ","0,00 ","2.393,63 ","2.393,63 ","0,00 ","0,00 ","0,00 ","0,00 ","164,39 ","164,39 ","164,39 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","129.754,81 ","0,00 ","0,00 ","0,00 ","2.788,23 ","0,00 ","2.788,23 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","121.119,01 ","121.119,01 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.847,57 ","5.847,57 ","706,74 ","0,00 ","0,00 ","706,74 ","706,74 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","72.843,96 ","0,00 ","0,00 ","79,20 ","79,20 ","34.340,42 ","34.340,42 ","38.424,34 ","38.424,34 ","693,20 ","0,00 ","0,00 ","693,20 ","693,20 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","15.177,65 ","865,29 ","865,29 ","959,53 ","959,53 ","13.352,83 ","13.352,83 ","0,00 ","0,00 ","48.383,48 ","48.383,48 ","27.938,77 ","20.444,71 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.000,00 ","4.000,00 ","504.741,85 "
50.,34 ,OBČINA HRASTNIK,"966.850,01 ","743.672,37 ","736.798,72 ","6.873,65 ","0,00 ","0,00 ","0,00 ","137.134,87 ","5.896,98 ","131.237,89 ","0,00 ","0,00 ","32.358,83 ","32.358,83 ","23.797,54 ","23.797,54 ","29.886,40 ","29.886,40 ","7.825,09 ","7.825,09 ","7.825,09 ","9.105,27 ","0,00 ","0,00 ","9.105,27 ","9.105,27 ","538.881,81 ","13.746,64 ","13.746,64 ","0,00 ","5.556,46 ","0,00 ","5.556,46 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","301.357,05 ","301.357,05 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.105,96 ","2.105,96 ","216.115,70 ","216.115,70 ","203,82 ","0,00 ","0,00 ","203,82 ","203,82 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","351.369,10 ","192.421,64 ","192.421,64 ","44.211,84 ","44.211,84 ","1.278,00 ","1.278,00 ","113.457,62 ","113.457,62 ","86.780,13 ","0,00 ","0,00 ","77.107,13 ","77.107,13 ","0,00 ","0,00 ","0,00 ","9.673,00 ","9.673,00 ","48.664,87 ","0,00 ","0,00 ","8.466,71 ","8.466,71 ","40.198,16 ","40.198,16 ","0,00 ","0,00 ","30,65 ","30,65 ","30,65 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","70.016,52 ","0,00 ","0,00 ","0,00 ","0,00 ","16,52 ","16,52 ","70.000,00 ","70.000,00 ","2.079.727,27 "
51.,35 ,OBČINA HRPELJE-KOZINA,"712.329,46 ","532.735,43 ","520.396,02 ","12.339,41 ","0,00 ","0,00 ","0,00 ","119.940,01 ","0,00 ","119.940,01 ","0,00 ","0,00 ","40.485,72 ","40.485,72 ","0,00 ","0,00 ","19.168,30 ","19.168,30 ","3.519,58 ","3.519,58 ","3.519,58 ","2.572,28 ","0,00 ","0,00 ","2.572,28 ","2.572,28 ","59.305,03 ","8.752,03 ","8.752,03 ","0,00 ","816,00 ","0,00 ","816,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.462,72 ","12.462,72 ","0,00 ","0,00 ","0,00 ","8.872,80 ","8.872,80 ","0,00 ","0,00 ","28.401,48 ","28.401,48 ","82.992,72 ","479,42 ","479,42 ","82.513,30 ","82.513,30 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","128.334,03 ","24.832,29 ","24.832,29 ","0,00 ","0,00 ","0,00 ","0,00 ","103.501,74 ","103.501,74 ","1.644,21 ","0,00 ","0,00 ","1.644,21 ","1.644,21 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","122.349,13 ","11.610,55 ","11.610,55 ","110.409,78 ","110.409,78 ","0,00 ","0,00 ","328,80 ","328,80 ","54.726,72 ","54.726,72 ","0,00 ","54.726,72 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","951,47 ","0,00 ","0,00 ","0,00 ","0,00 ","481,00 ","481,00 ","470,47 ","470,47 ","1.168.724,63 "
52.,36 ,OBČINA IDRIJA,"1.405.638,85 ","922.926,35 ","906.725,56 ","16.200,79 ","0,00 ","0,00 ","0,00 ","181.508,94 ","4.833,94 ","176.675,00 ","0,00 ","0,00 ","38.486,95 ","38.486,95 ","139.131,62 ","139.131,62 ","123.584,99 ","123.584,99 ","4.396,36 ","4.396,36 ","4.396,36 ","1.212,00 ","1.212,00 ","1.212,00 ","0,00 ","0,00 ","1.080.337,48 ","58.150,72 ","58.150,72 ","0,00 ","76.085,51 ","49.095,33 ","26.990,18 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","591.913,47 ","591.913,47 ","0,00 ","0,00 ","0,00 ","18.922,41 ","18.922,41 ","136.028,36 ","136.028,36 ","199.237,01 ","199.237,01 ","15.103,89 ","342,90 ","342,90 ","14.760,99 ","14.760,99 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","262.551,05 ","112.500,71 ","112.500,71 ","18.639,87 ","18.639,87 ","3.039,64 ","3.039,64 ","128.370,83 ","128.370,83 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","96.458,54 ","30.182,83 ","30.182,83 ","43.765,04 ","43.765,04 ","19.557,85 ","19.557,85 ","2.952,82 ","2.952,82 ","3.849,95 ","1.554,95 ","606,62 ","948,33 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.295,00 ","2.295,00 ","0,00 ","0,00 ","99.456,92 ","0,00 ","0,00 ","0,00 ","0,00 ","500,00 ","500,00 ","98.956,92 ","98.956,92 ","2.969.005,04 "
53.,37 ,OBČINA IG,"728.177,54 ","539.799,41 ","482.720,91 ","22.008,34 ","35.070,16 ","0,00 ","0,00 ","118.521,56 ","0,00 ","118.521,56 ","0,00 ","0,00 ","10.533,25 ","10.533,25 ","38.096,63 ","38.096,63 ","21.226,69 ","21.226,69 ","6.945,83 ","6.945,83 ","6.945,83 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","485.482,29 ","39.816,37 ","39.816,37 ","0,00 ","70.262,34 ","7.953,06 ","62.309,28 ","0,00 ","56.974,64 ","0,00 ","56.974,64 ","0,00 ","282.912,39 ","282.912,39 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.515,28 ","4.515,28 ","31.001,27 ","31.001,27 ","22.247,09 ","11.162,60 ","11.162,60 ","11.084,49 ","11.084,49 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","136.560,70 ","4.526,64 ","4.526,64 ","74.526,97 ","74.526,97 ","34.660,74 ","34.660,74 ","22.846,35 ","22.846,35 ","5.371,69 ","0,00 ","0,00 ","5.371,69 ","5.371,69 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","60.483,07 ","0,00 ","0,00 ","15.295,98 ","15.295,98 ","45.187,09 ","45.187,09 ","0,00 ","0,00 ","120.538,15 ","120.538,15 ","14.560,00 ","105.978,15 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","40.139,70 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","40.139,70 ","40.139,70 ","1.605.946,06 "
54.,38 ,OBČINA ILIRSKA BISTRICA,"1.283.556,10 ","1.015.937,42 ","1.005.011,92 ","10.925,50 ","0,00 ","0,00 ","0,00 ","125.684,95 ","780,22 ","124.904,73 ","0,00 ","0,00 ","24.819,95 ","24.819,95 ","47.592,20 ","47.592,20 ","69.521,58 ","69.521,58 ","5.205,38 ","5.205,38 ","5.205,38 ","3.991,56 ","3.991,56 ","3.991,56 ","0,00 ","0,00 ","828.950,76 ","3.639,48 ","3.639,48 ","0,00 ","128.475,02 ","8.387,24 ","120.087,78 ","0,00 ","18.045,07 ","0,00 ","0,00 ","18.045,07 ","412.593,53 ","412.593,53 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","21.031,11 ","21.031,11 ","245.166,55 ","245.166,55 ","193.211,09 ","192.901,86 ","192.901,86 ","309,23 ","309,23 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","531.417,86 ","219.837,41 ","219.837,41 ","0,00 ","0,00 ","10.689,17 ","10.689,17 ","300.891,28 ","300.891,28 ","10.999,97 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.999,97 ","10.999,97 ","36.124,07 ","0,00 ","0,00 ","9.302,37 ","9.302,37 ","26.821,70 ","26.821,70 ","0,00 ","0,00 ","37.844,12 ","3.031,20 ","0,00 ","3.031,20 ","31.531,73 ","30.024,93 ","0,00 ","0,00 ","1.506,80 ","0,00 ","0,00 ","0,00 ","0,00 ","3.281,19 ","3.281,19 ","0,00 ","0,00 ","114.153,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","114.153,00 ","114.153,00 ","3.045.453,91 "
