,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,- V EUR,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,- V EUR
,,,01,011,0111,0112,0113,012,0121,013,0131,0133,015,0150,016,0160,017,0171,018,0180,02,022,0220,03,031,0310,032,0320,04,041,0411,0412,042,0421,0422,0423,043,0432,0435,0436,045,0451,0452,0453,0454,046,0460,047,0473,049,0490,05,051,0510,052,0520,053,0530,054,0540,056,0560,06,061,0610,062,0620,063,0630,064,0640,07,071,0711,072,0721,073,0731,0732,074,0740,08,081,0810,082,0820,083,0830,084,0840,09,091,0911,0912,092,0920,0921,0922,0923,093,0930,094,0941,095,0950,096,0960,10,101,1012,104,1040,107,1070,109,1090,XI.
,,,"01
JAVNA UPRAVA","01
JAVNA UPRAVA","01
JAVNA UPRAVA","01
JAVNA UPRAVA","01
JAVNA UPRAVA","01
JAVNA UPRAVA","01
JAVNA UPRAVA","01
JAVNA UPRAVA","01
JAVNA UPRAVA","01
JAVNA UPRAVA","01
JAVNA UPRAVA","01
JAVNA UPRAVA","01
JAVNA UPRAVA","01
JAVNA UPRAVA","01
JAVNA UPRAVA","01
JAVNA UPRAVA","01
JAVNA UPRAVA","01
JAVNA UPRAVA","02
OBRAMBA","02
OBRAMBA","02
OBRAMBA","03
JAVNI RED IN VARNOST","03
JAVNI RED IN VARNOST","03
JAVNI RED IN VARNOST","03
JAVNI RED IN VARNOST","03
JAVNI RED IN VARNOST","04
GOSPODARSKE DEJAVNOSTI","04
GOSPODARSKE DEJAVNOSTI","04
GOSPODARSKE DEJAVNOSTI","04
GOSPODARSKE DEJAVNOSTI","04
GOSPODARSKE DEJAVNOSTI","04
GOSPODARSKE DEJAVNOSTI","04
GOSPODARSKE DEJAVNOSTI","04
GOSPODARSKE DEJAVNOSTI","04
GOSPODARSKE DEJAVNOSTI","04
GOSPODARSKE DEJAVNOSTI","04
GOSPODARSKE DEJAVNOSTI","04
GOSPODARSKE DEJAVNOSTI","04
GOSPODARSKE DEJAVNOSTI","04
GOSPODARSKE DEJAVNOSTI","04
GOSPODARSKE DEJAVNOSTI","04
GOSPODARSKE DEJAVNOSTI","04
GOSPODARSKE DEJAVNOSTI","04
GOSPODARSKE DEJAVNOSTI","04
GOSPODARSKE DEJAVNOSTI","04
GOSPODARSKE DEJAVNOSTI","04
GOSPODARSKE DEJAVNOSTI","04
GOSPODARSKE DEJAVNOSTI","04
GOSPODARSKE DEJAVNOSTI","05
VARSTVO OKOLJA","05
VARSTVO OKOLJA","05
VARSTVO OKOLJA","05
VARSTVO OKOLJA","05
VARSTVO OKOLJA","05
VARSTVO OKOLJA","05
VARSTVO OKOLJA","05
VARSTVO OKOLJA","05
VARSTVO OKOLJA","05
VARSTVO OKOLJA","05
VARSTVO OKOLJA","06
STANOVANJSKA DEJAVNOST IN PROSTORSKI RAZVOJ","06
STANOVANJSKA DEJAVNOST IN PROSTORSKI RAZVOJ","06
STANOVANJSKA DEJAVNOST IN PROSTORSKI RAZVOJ","06
STANOVANJSKA DEJAVNOST IN PROSTORSKI RAZVOJ","06
STANOVANJSKA DEJAVNOST IN PROSTORSKI RAZVOJ","06
STANOVANJSKA DEJAVNOST IN PROSTORSKI RAZVOJ","06
STANOVANJSKA DEJAVNOST IN PROSTORSKI RAZVOJ","06
STANOVANJSKA DEJAVNOST IN PROSTORSKI RAZVOJ","06
STANOVANJSKA DEJAVNOST IN PROSTORSKI RAZVOJ","07
ZDRAVSTVO","07
ZDRAVSTVO","07
ZDRAVSTVO","07
ZDRAVSTVO","07
ZDRAVSTVO","07
ZDRAVSTVO","07
ZDRAVSTVO","07
ZDRAVSTVO","07
ZDRAVSTVO","07
ZDRAVSTVO","08
REKREACIJA, KULTURA IN DEJAVNOSTI NEPROFITNIH ORGANIZACIJ, DRUŠTEV, ZDRUŽENJ IN DRUGIH INSTITUCIJ","08
REKREACIJA, KULTURA IN DEJAVNOSTI NEPROFITNIH ORGANIZACIJ, DRUŠTEV, ZDRUŽENJ IN DRUGIH INSTITUCIJ","08
REKREACIJA, KULTURA IN DEJAVNOSTI NEPROFITNIH ORGANIZACIJ, DRUŠTEV, ZDRUŽENJ IN DRUGIH INSTITUCIJ","08
REKREACIJA, KULTURA IN DEJAVNOSTI NEPROFITNIH ORGANIZACIJ, DRUŠTEV, ZDRUŽENJ IN DRUGIH INSTITUCIJ","08
REKREACIJA, KULTURA IN DEJAVNOSTI NEPROFITNIH ORGANIZACIJ, DRUŠTEV, ZDRUŽENJ IN DRUGIH INSTITUCIJ","08
REKREACIJA, KULTURA IN DEJAVNOSTI NEPROFITNIH ORGANIZACIJ, DRUŠTEV, ZDRUŽENJ IN DRUGIH INSTITUCIJ","08
REKREACIJA, KULTURA IN DEJAVNOSTI NEPROFITNIH ORGANIZACIJ, DRUŠTEV, ZDRUŽENJ IN DRUGIH INSTITUCIJ","08
REKREACIJA, KULTURA IN DEJAVNOSTI NEPROFITNIH ORGANIZACIJ, DRUŠTEV, ZDRUŽENJ IN DRUGIH INSTITUCIJ","08
REKREACIJA, KULTURA IN DEJAVNOSTI NEPROFITNIH ORGANIZACIJ, DRUŠTEV, ZDRUŽENJ IN DRUGIH INSTITUCIJ","09
IZOBRAŽEVANJE","09
IZOBRAŽEVANJE","09
IZOBRAŽEVANJE","09
IZOBRAŽEVANJE","09
IZOBRAŽEVANJE","09
IZOBRAŽEVANJE","09
IZOBRAŽEVANJE","09
IZOBRAŽEVANJE","09
IZOBRAŽEVANJE","09
IZOBRAŽEVANJE","09
IZOBRAŽEVANJE","09
IZOBRAŽEVANJE","09
IZOBRAŽEVANJE","09
IZOBRAŽEVANJE","09
IZOBRAŽEVANJE","09
IZOBRAŽEVANJE","09
IZOBRAŽEVANJE","10
SOCIALNA VARNOST","10
SOCIALNA VARNOST","10
SOCIALNA VARNOST","10
SOCIALNA VARNOST","10
SOCIALNA VARNOST","10
SOCIALNA VARNOST","10
SOCIALNA VARNOST","10
SOCIALNA VARNOST","10
SOCIALNA VARNOST","SKUPAJ VSE DEJAVNOSTI
(OD 01 DO 10)"
,,TEKOČI ODHODKI (K2=40),,"011 Dejavnosti izvršilnih in zakonodajnih organov, ter dejavnosti s področja finančnih in fiskalnih ter zunanjih zadev","011 Dejavnosti izvršilnih in zakonodajnih organov, ter dejavnosti s področja finančnih in fiskalnih ter zunanjih zadev","011 Dejavnosti izvršilnih in zakonodajnih organov, ter dejavnosti s področja finančnih in fiskalnih ter zunanjih zadev","011 Dejavnosti izvršilnih in zakonodajnih organov, ter dejavnosti s področja finančnih in fiskalnih ter zunanjih zadev",012 Gospodarska pomoč drugim državam,012 Gospodarska pomoč drugim državam,013 Splošne zadeve,013 Splošne zadeve,013 Splošne zadeve,015 Raziskave in razvoj na področju javne uprave,015 Raziskave in razvoj na področju javne uprave,016 Druge dejavnosti javne uprave,016 Druge dejavnosti javne uprave,017 Servisiranje javnega dolga,017 Servisiranje javnega dolga,018 Splošni transferi med javnofinančnimi institucijami na različnih ravneh države,018 Splošni transferi med javnofinančnimi institucijami na različnih ravneh države,,022 Civilna zaščita,022 Civilna zaščita,,031 Policija,031 Policija,032 Protipožarna varnost,032 Protipožarna varnost,,"041 Dejavnosti s področja splošnih gospodarskih zadev ter zadev, povezanih z delom","041 Dejavnosti s področja splošnih gospodarskih zadev ter zadev, povezanih z delom","041 Dejavnosti s področja splošnih gospodarskih zadev ter zadev, povezanih z delom","042 Kmetijstvo, gozdarstvo, ribištvo in lov","042 Kmetijstvo, gozdarstvo, ribištvo in lov","042 Kmetijstvo, gozdarstvo, ribištvo in lov","042 Kmetijstvo, gozdarstvo, ribištvo in lov",043 Pridobivanje in distribucija energetskih surovin,043 Pridobivanje in distribucija energetskih surovin,043 Pridobivanje in distribucija energetskih surovin,043 Pridobivanje in distribucija energetskih surovin,045 Promet,045 Promet,045 Promet,045 Promet,045 Promet,046 Komunikacije,046 Komunikacije,047 Druge gospodarske dejavnosti,047 Druge gospodarske dejavnosti,049 Druge dejavnosti s področja gospodarskih zadev,049 Druge dejavnosti s področja gospodarskih zadev,,051 Zbiranje in ravnanje z odpadki,051 Zbiranje in ravnanje z odpadki,052 Ravnanje z odpadno vodo,052 Ravnanje z odpadno vodo,053 Zmanjševanje onesnaževanja,053 Zmanjševanje onesnaževanja,054 Varstvo biološke raznovrstnosti in krajine,054 Varstvo biološke raznovrstnosti in krajine,056 Druge dejavnosti s področja varstva okolja,056 Druge dejavnosti s področja varstva okolja,,061 Stanovanjska dejavnost,061 Stanovanjska dejavnost,062 Dejavnosti na področju prostorskega načrtovanja in razvoja,062 Dejavnosti na področju prostorskega načrtovanja in razvoja,063 Oskrba z vodo,063 Oskrba z vodo,064 Cestna razsvetljava,064 Cestna razsvetljava,,"071 Oskrba z zdravili, drugimi farmacevtskimi izdelki in ortopedskimi pripomočki","071 Oskrba z zdravili, drugimi farmacevtskimi izdelki in ortopedskimi pripomočki",072 Izvenbolnišnične zdravstvene storitve,072 Izvenbolnišnične zdravstvene storitve,073 Bolnišnične zdravstvene storitve,073 Bolnišnične zdravstvene storitve,073 Bolnišnične zdravstvene storitve,074 Storitve splošnega zdravstvenega varstva,074 Storitve splošnega zdravstvenega varstva,,081 Dejavnosti na področju športa in rekreacije,081 Dejavnosti na področju športa in rekreacije,082 Kulturne dejavnosti,082 Kulturne dejavnosti,083 Dejavnosti radia in televizije ter založništva,083 Dejavnosti radia in televizije ter založništva,"084 Dejavnosti neprofitnih organizacij, društev, združenj in drugih institucij","084 Dejavnosti neprofitnih organizacij, društev, združenj in drugih institucij",,091 Predšolska vzgoja in osnovnošolsko izobraževanje,091 Predšolska vzgoja in osnovnošolsko izobraževanje,091 Predšolska vzgoja in osnovnošolsko izobraževanje,092 Srednješolsko izobraževanje,092 Srednješolsko izobraževanje,092 Srednješolsko izobraževanje,092 Srednješolsko izobraževanje,092 Srednješolsko izobraževanje,093 Višješolsko izobraževanje,093 Višješolsko izobraževanje,094 Visokošolsko izobraževanje,094 Visokošolsko izobraževanje,"095 Izobraževanje, ki ga ni mogoče opredeliti po stopnjah","095 Izobraževanje, ki ga ni mogoče opredeliti po stopnjah",096 Podporne storitve pri izobraževanju,096 Podporne storitve pri izobraževanju,,101 Varstvo obolelih in invalidnih oseb,101 Varstvo obolelih in invalidnih oseb,104 Varstvo otrok in družine,104 Varstvo otrok in družine,107 Zagotavljanje socialne varnosti socialno ogroženih in socialno izključenih kategorij prebivalstva,107 Zagotavljanje socialne varnosti socialno ogroženih in socialno izključenih kategorij prebivalstva,109 Druge dejavnosti na področju socialnega varstva,109 Druge dejavnosti na področju socialnega varstva,
"Zap.
št.",ID,OBČINA,,,0111 Dejavnosti izvršilnih in zakonodajnih organov,0112 Dejavnosti s področja finančnih in fiskalnih zadev,0113 Dejavnosti s področja zunanjih zadev,,0121 Gospodarska pomoč drugim državam,,0131 Splošne kadrovske zadeve,0133 Druge splošne zadeve in storitve,,0150 Raziskave in razvoj na področju javne uprave,,0160 Druge dejavnosti javne uprave,,0171 Servisiranje javnega dolga države,,0180 Splošni transferi med javnofinančnimi institucijami  na različnih ravneh države,,,0220 Civilna zaščita,,,0310 Policija,,0320 Protipožarna varnost,,,0411 Dejavnosti s področja splošnih gospodarskih in trgovinskih zadev,"0412 Dejavnosti s področja splošnih zadev, povezanih z delom in zaposlovanjem",,0421 Kmetijstvo,0422 Gozdarstvo,0423 Ribištvo in lov,,0432 Pridobivanje in distribucija nafte in zemeljskega plina,0435 Pridobivanje in distribucija električne energije,0436 Pridobivanje in distribucija druge energije,,0451 Cestni promet,0452 Vodni promet,0453 Železniški promet,0454 Zračni promet,,0460 Komunikacije,,0473 Turizem,,0490 Druge dejavnosti s področja gospodarskih zadev,,,0510 Zbiranje in ravnanje z odpadki,,0520 Ravnanje z odpadno vodo,,0530 Zmanjševanje onesnaževanja,,0540 Varstvo biološke raznovrstnosti in krajine,,0560 Druge dejavnosti s področja varstva okolja,,,0610 Stanovanjska dejavnost,,0620 Dejavnosti na področju prostorskega načrtovanja in razvoja,,0630 Oskrba z vodo,,0640 Cestna razsvetljava,,,0711 Oskrba z zdravili,,0721 Splošne zdravstvene storitve,,0731 Storitve splošnih bolnišnic,0732 Storitve specializiranih bolnišnic,,0740 Storitve splošnega zdravstvenega varstva,,,0810 Dejavnosti na področju športa in rekreacije,,0820 Kulturne dejavnosti,,0830 Dejavnosti radia in televizije ter založništva,,"0840 Dejavnosti neprofitnih organizacij, društev, združenj in drugih institucij",,,0911 Predšolska vzgoja,0912 Osnovnošolsko izobraževanje,,0920 Srednje izobraževanje,0921 Srednje poklicno izobraževanje,0922 Srednje strokovno izobraževanje,0923 Srednje splošno izobraževanje,,0930 Višješolsko izobraževanje,,0941 Visokošolsko izobraževanje,,"0950 Izobraževanje, ki ga ni mogoče opredeliti po stopnjah",,0960 Podporne storitve pri izobraževanju,,,1012 Varstvo invalidnih oseb,,1040 Varstvo otrok in družine,,1070 Zagotavljanje socialne varnosti socialno ogroženih in socialno izključenih kategorij prebivalstva,,1090 Druge dejavnosti na področju socialne varnosti,
1.,1 ,OBČINA AJDOVŠČINA,"1.342.202,10 ","1.144.486,62 ","1.128.093,45 ","16.393,17 ","0,00 ","0,00 ","0,00 ","107.213,67 ","0,00 ","107.213,67 ","0,00 ","0,00 ","30.046,40 ","30.046,40 ","945,48 ","945,48 ","59.509,93 ","59.509,93 ","3.990,95 ","3.990,95 ","3.990,95 ","3.997,06 ","3.997,06 ","3.997,06 ","0,00 ","0,00 ","637.413,84 ","25.460,75 ","25.460,75 ","0,00 ","99.061,88 ","45.423,74 ","53.638,14 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","356.820,59 ","356.820,59 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","64.347,07 ","64.347,07 ","91.723,55 ","91.723,55 ","10.589,01 ","0,00 ","0,00 ","1.747,11 ","1.747,11 ","329,00 ","329,00 ","0,00 ","0,00 ","8.512,90 ","8.512,90 ","378.874,14 ","39.095,56 ","39.095,56 ","106.290,04 ","106.290,04 ","39.712,12 ","39.712,12 ","193.776,42 ","193.776,42 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","86.760,77 ","23.881,01 ","23.881,01 ","9.404,94 ","9.404,94 ","53.474,82 ","53.474,82 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","20.864,63 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","20.864,63 ","20.864,63 ","2.484.692,50 "
2.,195 ,OBČINA APAČE,"445.754,81 ","385.747,44 ","380.289,90 ","5.457,54 ","0,00 ","0,00 ","0,00 ","18.520,71 ","0,00 ","18.520,71 ","0,00 ","0,00 ","22.256,95 ","22.256,95 ","13.196,80 ","13.196,80 ","6.032,91 ","6.032,91 ","6.544,99 ","6.544,99 ","6.544,99 ","25.637,69 ","2.597,04 ","2.597,04 ","23.040,65 ","23.040,65 ","212.891,62 ","21.481,05 ","13.022,06 ","8.458,99 ","373,21 ","373,21 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","166.541,93 ","166.541,93 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","24.495,43 ","24.495,43 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","100.620,60 ","10.165,31 ","10.165,31 ","625,66 ","625,66 ","45.308,01 ","45.308,01 ","44.521,62 ","44.521,62 ","8.374,74 ","0,00 ","0,00 ","2.694,57 ","2.694,57 ","0,00 ","0,00 ","0,00 ","5.680,17 ","5.680,17 ","2.867,62 ","2.867,62 ","2.867,62 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.528,34 ","3.528,34 ","0,00 ","3.528,34 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","20.085,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","20.085,60 ","20.085,60 ","826.306,01 "
3.,2 ,OBČINA BELTINCI,"658.930,55 ","432.525,74 ","415.458,15 ","17.067,59 ","0,00 ","0,00 ","0,00 ","109.853,06 ","0,00 ","109.853,06 ","0,00 ","0,00 ","23.193,58 ","23.193,58 ","0,00 ","0,00 ","93.358,17 ","93.358,17 ","2.759,19 ","2.759,19 ","2.759,19 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","268.146,65 ","0,00 ","0,00 ","0,00 ","4.309,44 ","4.309,44 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","155.652,99 ","155.652,99 ","0,00 ","0,00 ","0,00 ","20.541,85 ","20.541,85 ","67,19 ","67,19 ","87.575,18 ","87.575,18 ","128.833,01 ","102.005,53 ","102.005,53 ","26.827,48 ","26.827,48 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","163.924,78 ","3.352,61 ","3.352,61 ","38.960,76 ","38.960,76 ","24.042,28 ","24.042,28 ","97.569,13 ","97.569,13 ","27.447,06 ","0,00 ","0,00 ","27.447,06 ","27.447,06 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","34.456,14 ","0,00 ","0,00 ","0,00 ","0,00 ","34.456,14 ","34.456,14 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.500,00 ","8.500,00 ","1.292.997,38 "
4.,148 ,OBČINA BENEDIKT,"362.348,64 ","257.107,91 ","252.079,08 ","5.028,83 ","0,00 ","0,00 ","0,00 ","38.722,49 ","0,00 ","38.722,49 ","0,00 ","0,00 ","9.068,05 ","9.068,05 ","57.450,19 ","57.450,19 ","0,00 ","0,00 ","676,86 ","676,86 ","676,86 ","308,86 ","308,86 ","308,86 ","0,00 ","0,00 ","120.265,99 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.818,36 ","0,00 ","0,00 ","9.818,36 ","87.171,74 ","87.171,74 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","23.275,89 ","23.275,89 ","2.389,50 ","2.389,50 ","2.389,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","71.968,34 ","0,00 ","0,00 ","0,00 ","0,00 ","46.968,35 ","46.968,35 ","24.999,99 ","24.999,99 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","147.826,97 ","147.826,97 ","147.826,97 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.250,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.250,00 ","1.250,00 ","707.035,16 "
5.,149 ,OBČINA BISTRICA OB SOTLI,"211.858,78 ","166.994,94 ","160.826,35 ","3.901,50 ","2.267,09 ","0,00 ","0,00 ","15.816,02 ","0,00 ","15.816,02 ","0,00 ","0,00 ","12.186,17 ","12.186,17 ","16.861,65 ","16.861,65 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.991,23 ","0,00 ","0,00 ","4.991,23 ","4.991,23 ","62.599,26 ","34.240,97 ","7.319,55 ","26.921,42 ","1.224,07 ","1.224,07 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","18.051,59 ","18.051,59 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.082,63 ","9.082,63 ","5.694,38 ","4.149,26 ","4.149,26 ","1.545,12 ","1.545,12 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.437,85 ","236,96 ","236,96 ","0,00 ","0,00 ","0,00 ","0,00 ","6.200,89 ","6.200,89 ","10.362,31 ","0,00 ","0,00 ","10.362,31 ","10.362,31 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.158,98 ","0,00 ","0,00 ","7.158,98 ","7.158,98 ","0,00 ","0,00 ","1.000,00 ","1.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","94.142,23 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","94.142,23 ","94.142,23 ","404.245,02 "
6.,3 ,OBČINA BLED,"1.344.534,91 ","986.570,68 ","972.429,40 ","8.669,62 ","5.471,66 ","0,00 ","0,00 ","191.027,13 ","0,00 ","191.027,13 ","0,00 ","0,00 ","130.786,33 ","130.786,33 ","23.434,06 ","23.434,06 ","12.716,71 ","12.716,71 ","2.224,40 ","2.224,40 ","2.224,40 ","8.682,14 ","8.682,14 ","8.682,14 ","0,00 ","0,00 ","569.367,03 ","17.433,63 ","0,00 ","17.433,63 ","24.771,36 ","0,00 ","24.771,36 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","259.585,61 ","259.585,61 ","0,00 ","0,00 ","0,00 ","37.881,68 ","37.881,68 ","25.039,49 ","25.039,49 ","204.655,26 ","204.655,26 ","666.109,20 ","43.932,20 ","43.932,20 ","622.177,00 ","622.177,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","319.953,70 ","137.788,15 ","137.788,15 ","34.200,94 ","34.200,94 ","5.308,22 ","5.308,22 ","142.656,39 ","142.656,39 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","236.386,26 ","200.390,60 ","200.390,60 ","35.510,55 ","35.510,55 ","0,00 ","0,00 ","485,11 ","485,11 ","81.278,61 ","81.278,61 ","0,00 ","81.278,61 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","25.380,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","25.380,00 ","25.380,00 ","3.253.916,25 "
