,,,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,- V EUR
16.,11 ,MESTNA OBČINA CELJE,"47,233,378.15 ","42,973,633.82 ","32,771,422.40 ","23,889,843.00 ","23,889,843.00 ","7,798,705.51 ","7,108,742.46 ","5,508.96 ","92,589.87 ","591,864.22 ","1,082,873.89 ","16,498.52 ",0.00 ,"1,066,375.37 ",0.00 ,0.00 ,"10,202,211.42 ","8,652,249.93 ","1,038,645.00 ","16,310.46 ","7,597,294.47 ","12,151.09 ","12,151.09 ","405,038.19 ","405,038.19 ","312,049.56 ","312,049.56 ","820,722.65 ","820,722.65 ","362,905.37 ","38,810.00 ","38,810.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"324,095.37 ",0.00 ,"324,095.37 ",0.00 ,"1,730.00 ","1,730.00 ","1,730.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"3,895,108.96 ","1,088,424.76 ","895,927.33 ","192,497.43 ",0.00 ,0.00 ,0.00 ,"2,806,684.20 ",0.00 ,0.00 ,"2,806,684.20 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
17.,12 ,OBČINA CERKLJE NA GORENJSKEM,"5,980,791.18 ","5,634,651.18 ","4,953,382.68 ","4,192,227.00 ","4,192,227.00 ","503,301.30 ","385,505.75 ","1,059.70 ","9,538.81 ","107,197.04 ","257,854.02 ",711.74 ,0.00 ,"257,142.28 ",0.36 ,0.36 ,"681,268.50 ","294,352.51 ",0.00 ,"49,332.88 ","245,019.63 ","4,002.49 ","4,002.49 ","38,283.05 ","38,283.05 ","23,287.56 ","23,287.56 ","321,342.89 ","321,342.89 ","6,988.42 ",34.37 ,34.37 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"6,954.05 ",0.00 ,"6,954.05 ",0.00 ,"29,313.60 ","29,313.60 ","29,313.60 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"303,916.23 ","129,454.66 ","96,274.73 ","33,179.93 ",0.00 ,0.00 ,0.00 ,"174,461.57 ",0.00 ,0.00 ,0.00 ,"174,461.57 ",0.00 ,0.00 ,0.00 ,0.00 ,"5,921.75 ",0.00 ,0.00 ,"5,921.75 ","5,921.75 "
18.,13 ,OBČINA CERKNICA,"18,991,494.51 ","10,117,902.70 ","8,144,804.89 ","6,820,078.00 ","6,820,078.00 ","1,118,197.74 ","1,015,491.32 ",751.60 ,"16,440.88 ","85,513.94 ","206,529.15 ","3,177.83 ",0.00 ,"203,351.32 ",0.00 ,0.00 ,"1,973,097.81 ","961,772.67 ",68.00 ,"4,264.23 ","957,440.44 ","4,717.60 ","4,717.60 ","51,233.02 ","51,233.02 ","18,082.75 ","18,082.75 ","937,291.77 ","937,291.77 ","102,533.93 ",38.29 ,38.29 ,0.00 ,0.00 ,0.00 ,"9,711.64 ",0.00 ,"9,711.64 ","92,784.00 ","50,455.00 ","42,329.00 ",0.00 ,"2,327.28 ","2,327.28 ","2,000.00 ",327.28 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"8,768,730.60 ","1,675,557.82 ","1,675,557.82 ",0.00 ,0.00 ,0.00 ,0.00 ,"7,093,172.78 ",0.00 ,0.00 ,"662,065.25 ","6,431,107.53 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
19.,14 ,OBČINA CERKNO,"5,483,407.95 ","4,505,151.00 ","4,001,030.82 ","3,674,337.00 ","3,674,337.00 ","213,834.65 ","187,909.06 ","1,410.81 ",-53.85 ,"24,568.63 ","112,847.91 ","2,144.65 ",0.00 ,"110,703.26 ",11.26 ,11.26 ,"504,120.18 ","379,945.02 ",225.50 ,"3,581.21 ","376,138.31 ","2,605.85 ","2,605.85 ","5,120.96 ","5,120.96 ","90,599.00 ","90,599.00 ","25,849.35 ","25,849.35 ","13,379.27 ",147.00 ,147.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"13,232.27 ","9,305.61 ","3,926.66 ",0.00 ,"3,319.00 ","3,319.00 ","3,139.00 ",180.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"961,558.68 ","54,028.44 ","54,028.44 ",0.00 ,0.00 ,0.00 ,0.00 ,"907,530.24 ",0.00 ,"10,223.56 ","871,902.78 ",0.00 ,0.00 ,0.00 ,0.00 ,"25,403.90 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 
20.,153 ,OBČINA CERKVENJAK,"2,805,305.93 ","1,524,561.92 ","1,377,978.71 ","1,305,711.00 ","1,305,711.00 ","42,300.37 ","32,623.15 ",74.47 ,420.30 ,"9,182.45 ","29,967.34 ",0.25 ,0.00 ,"29,967.09 ",0.00 ,0.00 ,"146,583.21 ","43,811.71 ",2.36 ,15.22 ,"43,794.13 ","1,646.96 ","1,646.96 ","2,149.92 ","2,149.92 ","21,315.83 ","21,315.83 ","77,658.79 ","77,658.79 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,280,744.01 ","1,049,725.16 ","1,049,725.16 ",0.00 ,0.00 ,0.00 ,0.00 ,"231,018.85 ",0.00 ,0.00 ,"231,018.85 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
21.,196 ,OBČINA CIRKULANE,"3,355,996.34 ","1,910,054.91 ","1,808,065.77 ","1,650,974.00 ","1,650,974.00 ","91,974.59 ","75,047.59 ",42.71 ,"8,370.78 ","8,513.51 ","65,117.18 ",544.85 ,0.00 ,"64,572.33 ",0.00 ,0.00 ,"101,989.14 ","69,384.93 ",0.00 ,0.00 ,"69,384.93 ","2,189.16 ","2,189.16 ","3,926.65 ","3,926.65 ",0.00 ,0.00 ,"26,488.40 ","26,488.40 ","1,083.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,083.00 ",483.00 ,600.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,444,858.43 ","348,539.69 ","348,539.69 ",0.00 ,0.00 ,0.00 ,0.00 ,"1,096,318.74 ",0.00 ,0.00 ,"1,096,318.74 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
22.,15 ,OBČINA ČRENŠOVCI,"7,794,973.56 ","2,657,467.22 ","2,348,142.02 ","2,226,637.00 ","2,226,637.00 ","106,140.31 ","87,436.03 ",138.71 ,"7,489.51 ","11,076.06 ","15,339.57 ","4,012.79 ",0.00 ,"11,326.78 ",25.14 ,25.14 ,"309,325.20 ","59,281.16 ",0.00 ,0.52 ,"59,280.64 ",671.32 ,671.32 ,"6,447.49 ","6,447.49 ",0.00 ,0.00 ,"242,925.23 ","242,925.23 ","91,599.20 ","24,384.00 ","20,000.00 ",299.00 ,0.00 ,"4,085.00 ",0.00 ,0.00 ,0.00 ,"67,215.20 ",0.00 ,"67,215.20 ",0.00 ,"2,000.00 ","2,000.00 ","2,000.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"5,043,907.14 ","1,383,231.46 ","998,827.27 ","15,171.66 ",0.00 ,"369,232.53 ",0.00 ,"3,660,675.68 ",0.00 ,0.00 ,"108,971.71 ","3,551,703.97 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
23.,16 ,OBČINA ČRNA NA KOROŠKEM,"4,614,603.94 ","3,389,937.25 ","2,729,383.89 ","2,250,580.00 ","2,250,580.00 ","340,348.20 ","328,805.55 ",139.50 ,335.41 ,"11,067.74 ","138,455.69 ","1,939.29 ",0.00 ,"136,516.40 ",0.00 ,0.00 ,"660,553.36 ","341,474.75 ","10,800.00 ",0.53 ,"330,674.22 ","1,187.36 ","1,187.36 ","1,839.10 ","1,839.10 ","193,470.25 ","193,470.25 ","122,581.90 ","122,581.90 ","54,845.22 ","40,923.37 ","40,923.37 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"13,921.85 ","8,152.46 ","5,769.39 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,169,821.47 ","893,328.33 ","893,328.33 ",0.00 ,0.00 ,0.00 ,0.00 ,"276,493.14 ",0.00 ,0.00 ,"276,493.14 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
24.,17 ,OBČINA ČRNOMELJ,"11,585,714.46 ","10,294,916.04 ","9,285,745.21 ","8,511,361.00 ","8,511,361.00 ","510,277.72 ","387,074.53 ",395.49 ,"42,360.00 ","80,447.70 ","264,103.26 ","6,049.57 ",0.00 ,"258,053.69 ",3.23 ,3.23 ,"1,009,170.83 ","714,673.29 ",445.24 ,"8,708.76 ","705,519.29 ","11,122.61 ","11,122.61 ","20,302.02 ","20,302.02 ","73,928.94 ","73,928.94 ","189,143.97 ","189,143.97 ","33,665.35 ","16,058.07 ","16,058.07 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"17,607.28 ","1,033.00 ","16,574.28 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,257,133.07 ","364,664.85 ","307,514.96 ","57,149.89 ",0.00 ,0.00 ,0.00 ,"892,468.22 ",0.00 ,"77,276.25 ","358,171.23 ","457,020.74 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
25.,18 ,OBČINA DESTRNIK,"2,213,956.08 ","1,875,726.86 ","1,713,812.26 ","1,609,789.00 ","1,609,789.00 ","73,575.20 ","55,267.40 ",81.25 ,"7,381.94 ","10,844.61 ","30,445.05 ",400.89 ,0.00 ,"30,044.16 ",3.01 ,3.01 ,"161,914.60 ","39,274.04 ",0.00 ,"2,610.70 ","36,663.34 ","1,136.62 ","1,136.62 ","1,797.44 ","1,797.44 ",0.00 ,0.00 ,"119,706.50 ","119,706.50 ","7,312.10 ","5,423.00 ","5,423.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,889.10 ","1,889.10 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"330,917.12 ","115,968.39 ","114,409.89 ","1,558.50 ",0.00 ,0.00 ,0.00 ,"214,948.73 ",0.00 ,0.00 ,"214,948.73 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
26.,19 ,OBČINA DIVAČA,"4,847,461.06 ","3,925,735.62 ","2,813,451.20 ","2,485,259.00 ","2,485,259.00 ","258,361.82 ","199,056.41 ",155.08 ,"27,588.19 ","31,562.14 ","69,525.21 ","1,417.24 ",0.00 ,"68,107.97 ",305.17 ,305.17 ,"1,112,284.42 ","693,141.08 ","9,675.36 ",679.74 ,"682,785.98 ","2,097.43 ","2,097.43 ","16,411.00 ","16,411.00 ","7,979.17 ","7,979.17 ","392,655.74 ","392,655.74 ","153,995.87 ","51,860.00 ","51,860.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"102,135.87 ","34,242.00 ","67,893.87 ",0.00 ,"30,000.00 ","30,000.00 ","30,000.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"734,388.45 ","92,999.87 ","92,999.87 ",0.00 ,0.00 ,0.00 ,0.00 ,"641,388.58 ",0.00 ,0.00 ,"477,883.26 ","163,505.32 ",0.00 ,0.00 ,0.00 ,0.00 ,"3,341.12 ","3,341.12 ","3,341.12 ",0.00 ,0.00 
27.,154 ,OBČINA DOBJE,"893,971.63 ","790,405.00 ","738,274.88 ","702,236.00 ","702,236.00 ","22,360.10 ","17,116.75 ",206.45 ,"1,214.38 ","3,822.52 ","13,678.78 ",612.10 ,0.00 ,"13,066.68 ",0.00 ,0.00 ,"52,130.12 ","14,251.80 ",0.00 ,688.58 ,"13,563.22 ",192.17 ,192.17 ,"1,340.00 ","1,340.00 ","28,288.56 ","28,288.56 ","8,057.59 ","8,057.59 ","1,582.62 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,582.62 ",0.00 ,"1,582.62 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"101,984.01 ","19,361.07 ","19,361.07 ",0.00 ,0.00 ,0.00 ,0.00 ,"82,622.94 ",0.00 ,0.00 ,0.00 ,"82,622.94 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
28.,20 ,OBČINA DOBREPOLJE,"3,193,577.65 ","2,984,599.42 ","2,653,238.00 ","2,417,935.00 ","2,417,935.00 ","123,555.34 ","85,281.28 ",300.89 ,"16,004.99 ","21,968.18 ","111,747.66 ","2,901.99 ",0.00 ,"108,845.67 ",0.00 ,0.00 ,"331,361.42 ","217,107.29 ",47.60 ,"8,481.72 ","208,577.97 ","2,856.07 ","2,856.07 ","5,208.08 ","5,208.08 ","4,410.00 ","4,410.00 ","101,779.98 ","101,779.98 ","8,614.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"8,614.00 ","8,614.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"200,364.23 ","87,139.17 ","87,139.17 ",0.00 ,0.00 ,0.00 ,0.00 ,"113,225.06 ",0.00 ,"8,901.32 ","104,323.74 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
29.,155 ,OBČINA DOBRNA,"3,127,403.13 ","1,827,427.10 ","1,486,031.42 ","1,368,383.00 ","1,368,383.00 ","67,929.75 ","51,408.70 ",0.00 ,"2,368.28 ","14,152.77 ","49,718.67 ",502.88 ,0.00 ,"49,215.79 ",0.00 ,0.00 ,"341,395.68 ","233,800.21 ","16,163.05 ",453.96 ,"217,183.20 ",698.26 ,698.26 ,"3,619.72 ","3,619.72 ","14,951.83 ","14,951.83 ","88,325.66 ","88,325.66 ","6,020.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"6,020.00 ",0.00 ,"6,020.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,293,956.03 ","249,234.75 ","245,801.07 ","3,433.68 ",0.00 ,0.00 ,0.00 ,"1,044,721.28 ",0.00 ,0.00 ,"1,036,653.06 ",0.00 ,0.00 ,0.00 ,"8,068.22 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
30.,21 ,OBČINA DOBROVA-POLHOV GRADEC,"6,341,359.91 ","5,928,784.32 ","5,235,445.87 ","4,807,835.00 ","4,807,835.00 ","269,070.86 ","170,493.01 ",733.13 ,"33,192.50 ","64,652.22 ","158,512.05 ","4,974.27 ",0.00 ,"153,537.78 ",27.96 ,27.96 ,"693,338.45 ","227,854.76 ","50,781.24 ","2,616.03 ","174,457.49 ","3,558.71 ","3,558.71 ","73,267.65 ","73,267.65 ","176,486.63 ","176,486.63 ","212,170.70 ","212,170.70 ","36,435.20 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"36,435.20 ",0.00 ,"36,435.20 ",0.00 ,"31,396.00 ","31,396.00 ","31,396.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"344,744.39 ","244,744.39 ","244,680.26 ",64.13 ,0.00 ,0.00 ,0.00 ,"100,000.00 ",0.00 ,0.00 ,"100,000.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
31.,156 ,OBČINA DOBROVNIK,"2,928,274.11 ","1,156,156.69 ","979,567.36 ","862,572.00 ","862,572.00 ","64,880.49 ","51,964.35 ",0.19 ,"1,129.51 ","11,786.44 ","52,110.72 ",494.72 ,0.00 ,"51,616.00 ",4.15 ,4.15 ,"176,589.33 ","36,668.48 ",0.00 ,148.53 ,"36,519.95 ","1,219.10 ","1,219.10 ","3,980.14 ","3,980.14 ",159.82 ,159.82 ,"134,561.79 ","134,561.79 ","16,042.26 ","16,042.26 ","16,042.26 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"93,009.93 ","93,009.93 ","93,009.93 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,662,096.08 ","843,650.43 ","704,311.14 ",0.00 ,0.00 ,"139,339.29 ",0.00 ,"818,445.65 ",0.00 ,0.00 ,"177,900.22 ","640,545.43 ",0.00 ,0.00 ,0.00 ,0.00 ,969.15 ,0.00 ,0.00 ,969.15 ,969.15 
32.,22 ,OBČINA DOL PRI LJUBLJANI,"4,582,001.51 ","4,308,788.64 ","3,618,837.49 ","3,005,028.00 ","3,005,028.00 ","499,951.16 ","411,947.45 ","1,586.41 ","15,406.08 ","71,011.22 ","113,811.30 ",826.37 ,0.00 ,"112,984.93 ",47.03 ,47.03 ,"689,951.15 ","207,338.79 ",0.00 ,0.04 ,"207,338.75 ",488.97 ,488.97 ,950.66 ,950.66 ,"58,497.76 ","58,497.76 ","422,674.97 ","422,674.97 ","12,627.00 ","1,527.00 ",0.00 ,"1,527.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"11,100.00 ",0.00 ,"11,100.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"260,585.87 ","21,360.29 ","21,322.88 ",37.41 ,0.00 ,0.00 ,0.00 ,"239,225.58 ",0.00 ,"158,008.37 ",0.00 ,"81,217.21 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
33.,157 ,OBČINA DOLENJSKE TOPLICE,"3,613,065.51 ","3,107,465.29 ","2,484,836.08 ","2,193,339.00 ","2,193,339.00 ","163,958.68 ","133,293.30 ",172.65 ,"10,468.27 ","20,024.46 ","127,538.40 ",902.41 ,0.00 ,"126,635.99 ",0.00 ,0.00 ,"622,629.21 ","424,461.80 ",0.00 ,283.54 ,"424,178.26 ","3,261.57 ","3,261.57 ","21,656.31 ","21,656.31 ","12,671.24 ","12,671.24 ","160,578.29 ","160,578.29 ","5,678.07 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"5,678.07 ",0.00 ,"5,678.07 ",0.00 ,0.00 ,0.00 ,0.00 ,"2,010.00 ","2,010.00 ","1,250.00 ",760.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"497,912.15 ","151,882.71 ","74,735.49 ","56,802.71 ","20,344.51 ",0.00 ,0.00 ,"346,029.44 ",0.00 ,0.00 ,"151,925.88 ","194,103.56 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
34.,23 ,OBČINA DOMŽALE,"27,524,984.94 ","26,062,456.26 ","21,243,969.48 ","17,145,244.00 ","17,145,244.00 ","3,686,764.16 ","2,922,951.10 ","5,237.42 ","104,083.48 ","654,492.16 ","411,927.87 ","10,634.95 ",0.00 ,"401,292.92 ",33.45 ,33.45 ,"4,818,486.78 ","3,731,863.15 ","32,623.36 ","175,386.77 ","3,523,853.02 ","12,302.05 ","12,302.05 ","48,149.57 ","48,149.57 ","2,934.92 ","2,934.92 ","1,023,237.09 ","1,023,237.09 ","31,955.79 ",803.98 ,413.98 ,390.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"31,151.81 ",0.00 ,"31,151.81 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,430,572.89 ","146,243.46 ","146,243.46 ",0.00 ,0.00 ,0.00 ,0.00 ,"1,284,329.43 ",0.00 ,0.00 ,"715,507.01 ","568,822.42 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
35.,24 ,OBČINA DORNAVA,"3,413,272.97 ","1,946,265.42 ","1,752,279.44 ","1,582,195.00 ","1,582,195.00 ","77,064.16 ","64,768.61 ",181.04 ,"3,865.62 ","8,248.89 ","92,974.69 ",103.18 ,0.00 ,"92,871.51 ",45.59 ,45.59 ,"193,985.98 ","45,937.82 ",0.00 ,1.33 ,"45,936.49 ","1,061.53 ","1,061.53 ","3,116.39 ","3,116.39 ",0.00 ,0.00 ,"143,870.24 ","143,870.24 ","78,411.01 ","78,411.01 ","78,411.01 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,388,596.54 ","175,805.31 ","175,805.31 ",0.00 ,0.00 ,0.00 ,0.00 ,"1,212,791.23 ",0.00 ,"165,805.43 ","1,046,985.80 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
36.,25 ,OBČINA DRAVOGRAD,"10,670,874.99 ","7,780,305.46 ","6,135,659.53 ","4,895,809.00 ","4,895,809.00 ","1,036,850.14 ","929,486.74 ",173.92 ,"42,692.93 ","64,496.55 ","203,000.39 ","3,023.70 ",0.00 ,"199,976.69 ",0.00 ,0.00 ,"1,644,645.93 ","1,335,245.71 ","27,382.50 ",2.10 ,"1,307,861.11 ","2,311.18 ","2,311.18 ","7,748.62 ","7,748.62 ","32,911.22 ","32,911.22 ","266,429.20 ","266,429.20 ","5,449.38 ","1,419.48 ","1,419.48 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,029.90 ",0.00 ,"4,029.90 ",0.00 ,300.00 ,300.00 ,300.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"2,884,820.15 ","768,571.86 ","627,080.89 ","116,247.09 ",0.00 ,"25,243.88 ",0.00 ,"2,116,248.29 ",0.00 ,0.00 ,"199,135.49 ","1,917,112.80 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
37.,26 ,OBČINA DUPLEK,"6,598,744.05 ","4,602,476.46 ","4,078,489.64 ","3,701,094.00 ","3,701,094.00 ","223,115.44 ","163,981.97 ",810.06 ,"19,052.59 ","39,270.82 ","154,280.20 ","1,018.56 ",0.00 ,"153,261.64 ",0.00 ,0.00 ,"523,986.82 ","297,921.93 ","24,733.88 ","1,834.18 ","271,353.87 ","3,503.03 ","3,503.03 ","5,949.69 ","5,949.69 ","1,326.94 ","1,326.94 ","215,285.23 ","215,285.23 ","4,128.60 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,128.60 ","3,408.60 ",720.00 ,0.00 ,"3,214.84 ","3,214.84 ","3,214.84 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,988,924.15 ","1,194,066.20 ","1,194,066.20 ",0.00 ,0.00 ,0.00 ,0.00 ,"794,857.95 ",0.00 ,0.00 ,"60,171.30 ","734,686.65 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
38.,27 ,OBČINA GORENJA VAS-POLJANE,"11,884,913.81 ","7,505,256.05 ","6,073,830.87 ","5,663,529.00 ","5,663,529.00 ","248,649.99 ","188,222.89 ",153.92 ,"35,112.28 ","25,160.90 ","161,637.10 ",801.02 ,0.00 ,"160,836.08 ",14.78 ,14.78 ,"1,431,425.18 ","249,581.26 ",0.00 ,"4,989.99 ","244,591.27 ","1,369.32 ","1,369.32 ",995.60 ,995.60 ,"31,277.80 ","31,277.80 ","1,148,201.20 ","1,148,201.20 ","101,044.88 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"101,044.88 ","3,274.11 ","97,770.77 ",0.00 ,"2,830.00 ","1,830.00 ","1,830.00 ",0.00 ,"1,000.00 ",0.00 ,0.00 ,"1,000.00 ",0.00 ,0.00 ,0.00 ,"4,275,782.88 ","882,045.88 ","854,813.56 ","27,232.32 ",0.00 ,0.00 ,0.00 ,"3,393,737.00 ",0.00 ,0.00 ,0.00 ,"3,345,985.14 ",0.00 ,0.00 ,"47,751.86 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
39.,28 ,OBČINA GORIŠNICA,"6,437,202.25 ","3,177,081.08 ","2,584,175.96 ","2,181,369.00 ","2,181,369.00 ","351,178.98 ","322,100.94 ",382.23 ,"8,745.10 ","19,950.71 ","51,448.92 ","1,020.39 ",0.00 ,"50,428.53 ",179.06 ,179.06 ,"592,905.12 ","323,817.04 ",104.51 ,3.38 ,"323,709.15 ",635.15 ,635.15 ,"1,317.16 ","1,317.16 ","14,793.81 ","14,793.81 ","252,341.96 ","252,341.96 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"3,260,121.17 ","1,870,455.08 ","1,866,182.61 ","3,497.00 ",0.00 ,775.47 ,0.00 ,"1,389,666.09 ",0.00 ,0.00 ,0.00 ,"1,389,666.09 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
