,,,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,- V EUR
6.,3 ,OBČINA BLED,"12,045,375.87 ","9,312,436.53 ","6,582,594.67 ","4,323,547.00 ","4,323,547.00 ","1,467,141.93 ","1,143,050.35 ","2,166.69 ","24,731.63 ","297,193.26 ","791,905.74 ","54,765.35 ",0.00 ,"737,140.39 ",0.00 ,0.00 ,"2,729,841.86 ","680,812.84 ",66.30 ,"3,635.72 ","677,110.82 ","7,682.13 ","7,682.13 ","228,546.43 ","228,546.43 ","347,416.80 ","347,416.80 ","1,465,383.66 ","1,465,383.66 ","125,100.62 ","55,363.94 ","52,159.47 ",0.00 ,"2,173.00 ","1,031.47 ",0.00 ,0.00 ,0.00 ,"69,736.68 ",0.00 ,"69,736.68 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"2,607,838.72 ","1,205,879.90 ","903,882.89 ","301,997.01 ",0.00 ,0.00 ,0.00 ,"1,401,958.82 ",0.00 ,"262,212.07 ","1,134,276.75 ","5,470.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
7.,150 ,OBČINA BLOKE,"2,502,703.72 ","1,582,572.95 ","1,406,586.54 ","1,295,135.00 ","1,295,135.00 ","85,164.45 ","73,924.55 ",0.00 ,"3,001.02 ","8,238.88 ","26,287.09 ",502.22 ,0.00 ,"25,784.87 ",0.00 ,0.00 ,"175,986.41 ","25,095.87 ",40.80 ,"3,081.04 ","21,974.03 ",339.90 ,339.90 ,"10,086.97 ","10,086.97 ","124,656.45 ","124,656.45 ","15,807.22 ","15,807.22 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"920,130.77 ","204,962.33 ","204,530.85 ",431.48 ,0.00 ,0.00 ,0.00 ,"715,168.44 ",0.00 ,0.00 ,"715,168.44 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
8.,4 ,OBČINA BOHINJ,"8,718,117.24 ","6,396,911.76 ","4,894,874.37 ","3,718,842.00 ","3,718,842.00 ","647,350.15 ","474,364.14 ",275.04 ,"69,646.36 ","103,064.61 ","528,592.92 ","1,710.39 ",0.00 ,"526,882.53 ",89.30 ,89.30 ,"1,502,037.39 ","374,957.59 ",0.00 ,"3,869.83 ","371,087.76 ","3,517.57 ","3,517.57 ","72,882.51 ","72,882.51 ","954,929.41 ","954,929.41 ","95,750.31 ","95,750.31 ","17,802.92 ","12,882.92 ",882.92 ,"11,800.00 ",200.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,920.00 ",0.00 ,"4,920.00 ",0.00 ,170.42 ,170.42 ,0.00 ,170.42 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"2,303,232.14 ","410,093.60 ","377,797.46 ",199.31 ,"31,474.73 ",622.10 ,0.00 ,"1,893,138.54 ","567,033.68 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,326,104.86 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 
9.,5 ,OBČINA BOROVNICA,"5,308,167.32 ","2,490,249.54 ","2,249,967.14 ","2,089,601.00 ","2,089,601.00 ","107,717.48 ","84,349.75 ",593.28 ,"2,922.71 ","19,851.74 ","52,648.65 ","1,097.99 ",0.00 ,"51,550.66 ",0.01 ,0.01 ,"240,282.40 ","187,769.93 ","37,000.00 ",67.81 ,"150,702.12 ","2,114.65 ","2,114.65 ","4,621.52 ","4,621.52 ","3,511.99 ","3,511.99 ","42,264.31 ","42,264.31 ","76,719.90 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"76,719.90 ","42,247.50 ","34,472.40 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"2,741,197.88 ","473,150.00 ","473,150.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"2,268,047.88 ",0.00 ,0.00 ,0.00 ,"2,268,047.88 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
10.,6 ,OBČINA BOVEC,"5,430,261.11 ","4,198,722.19 ","3,313,171.17 ","2,857,654.00 ","2,857,654.00 ","227,395.76 ","158,161.87 ",43.39 ,"15,248.77 ","53,941.73 ","225,609.25 ","1,813.99 ",0.00 ,"223,795.26 ","2,512.16 ","2,512.16 ","885,551.02 ","677,885.49 ",176.80 ,712.55 ,"676,996.14 ","1,314.13 ","1,314.13 ","2,638.01 ","2,638.01 ","162,830.55 ","162,830.55 ","40,882.84 ","40,882.84 ","8,859.57 ",8.20 ,0.00 ,0.00 ,8.20 ,0.00 ,0.00 ,0.00 ,0.00 ,"8,851.37 ","1,555.87 ","7,295.50 ",0.00 ,120.00 ,120.00 ,120.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"912,971.05 ","548,054.92 ","362,571.28 ","121,960.67 ",0.00 ,"63,522.97 ",0.00 ,"364,916.13 ",0.00 ,0.00 ,"364,916.13 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"309,588.30 ",0.00 ,0.00 ,"309,588.30 ","309,588.30 "
11.,151 ,OBČINA BRASLOVČE,"4,274,580.08 ","3,567,277.02 ","3,306,680.87 ","3,002,023.00 ","3,002,023.00 ","163,319.86 ","101,462.28 ",767.09 ,"9,092.64 ","51,997.85 ","141,333.47 ","5,416.27 ",0.00 ,"135,917.20 ",4.54 ,4.54 ,"260,596.15 ","161,108.66 ","1,192.61 ",101.57 ,"159,814.48 ","2,329.72 ","2,329.72 ","1,556.41 ","1,556.41 ","3,932.21 ","3,932.21 ","91,669.15 ","91,669.15 ","22,400.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"22,400.00 ",0.00 ,"22,400.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"684,903.06 ","211,649.40 ","37,273.89 ","174,375.51 ",0.00 ,0.00 ,0.00 ,"473,253.66 ",0.00 ,0.00 ,"473,253.66 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
12.,7 ,OBČINA BRDA,"6,303,774.76 ","4,557,052.19 ","3,902,859.73 ","3,398,409.00 ","3,398,409.00 ","339,789.34 ","278,365.98 ",713.01 ,"16,106.38 ","44,603.97 ","164,661.39 ",450.00 ,0.00 ,"164,211.39 ",0.00 ,0.00 ,"654,192.46 ","564,044.48 ","60,160.00 ",189.05 ,"503,695.43 ","1,378.04 ","1,378.04 ","2,450.96 ","2,450.96 ","21,419.11 ","21,419.11 ","64,899.87 ","64,899.87 ","27,759.99 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"27,759.99 ",0.00 ,"27,759.99 ",0.00 ,"10,443.00 ","10,443.00 ","7,543.40 ","2,899.60 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,708,519.58 ","272,318.65 ","261,857.40 ",0.00 ,0.00 ,"10,461.25 ",0.00 ,"1,436,200.93 ",0.00 ,0.00 ,"1,235,296.97 ","122,490.72 ",0.00 ,0.00 ,0.00 ,"78,413.24 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 
13.,8 ,OBČINA BREZOVICA,"16,224,074.70 ","8,750,831.28 ","6,906,933.95 ","5,979,035.00 ","5,979,035.00 ","630,825.29 ","439,705.27 ","2,494.73 ","32,716.53 ","155,908.76 ","297,073.66 ","24,834.30 ",0.00 ,"272,239.36 ",0.00 ,0.00 ,"1,843,897.33 ","539,554.97 ","64,887.14 ",482.38 ,"474,185.45 ","9,143.32 ","9,143.32 ","131,780.55 ","131,780.55 ","28,479.98 ","28,479.98 ","1,134,938.51 ","1,134,938.51 ","63,686.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"63,686.00 ",0.00 ,"63,686.00 ",0.00 ,"17,440.00 ","17,440.00 ","6,970.00 ","10,470.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"7,392,117.42 ","1,222,867.58 ","1,222,676.45 ",81.95 ,0.00 ,109.18 ,0.00 ,"6,169,249.84 ",0.00 ,0.00 ,0.00 ,"6,169,249.84 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
14.,9 ,OBČINA BREŽICE,"25,048,075.41 ","20,852,347.74 ","16,137,817.88 ","14,151,881.00 ","14,151,881.00 ","1,189,151.61 ","888,958.35 ","1,818.86 ","148,448.91 ","149,925.49 ","796,764.64 ","10,044.41 ",0.00 ,"786,720.23 ",20.63 ,20.63 ,"4,714,529.86 ","1,648,857.55 ","47,580.43 ","23,754.39 ","1,577,522.73 ","12,513.96 ","12,513.96 ","67,735.37 ","67,735.37 ","142,027.44 ","142,027.44 ","2,843,395.54 ","2,843,395.54 ","251,683.21 ","107,947.64 ","8,827.64 ",0.00 ,"99,120.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"143,735.57 ","54,334.70 ","89,400.87 ",0.00 ,292.00 ,292.00 ,292.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"3,885,002.46 ","1,064,483.26 ","946,607.21 ","80,905.72 ",0.00 ,"36,970.33 ",0.00 ,"2,820,519.20 ",0.00 ,0.00 ,"919,990.66 ","1,900,528.54 ",0.00 ,0.00 ,0.00 ,0.00 ,"58,750.00 ",0.00 ,0.00 ,"58,750.00 ","58,750.00 "
15.,152 ,OBČINA CANKOVA,"2,715,281.77 ","1,411,078.19 ","1,263,678.68 ","1,152,415.00 ","1,152,415.00 ","67,861.97 ","59,863.03 ",0.00 ,822.72 ,"7,176.22 ","43,401.71 ","1,258.14 ",0.00 ,"42,143.57 ",0.00 ,0.00 ,"147,399.51 ","38,822.60 ","2,627.83 ",8.79 ,"36,185.98 ",135.96 ,135.96 ,"1,273.97 ","1,273.97 ","40,455.52 ","40,455.52 ","66,711.46 ","66,711.46 ",20.00 ,20.00 ,0.00 ,20.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,423.94 ","1,423.94 ","1,423.94 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,302,759.64 ","131,447.19 ","116,374.39 ","9,188.85 ",0.00 ,"5,883.95 ",0.00 ,"1,171,312.45 ",0.00 ,0.00 ,"1,171,312.45 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
