št.",ID,OBČINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.,161 ,OBČINA HODOŠ,"636.641,82 ","248.603,80 ","60.731,40 ","52.707,20 ","3.460,00 ","4.275,44 ","0,00 ","0,00 ","0,00 ","288,76 ","10.164,03 ","4.664,43 ","3.736,77 ","31,59 ","52,75 ","1.678,49 ","175.677,76 ","26.006,94 ","6.144,93 ","54.812,81 ","2.905,32 ","23,80 ","8.926,17 ","0,00 ","0,00 ","76.857,79 ","2.030,61 ","2.030,61 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","135.315,70 ","0,00 ","0,00 ","0,00 ","0,00 ","105.747,31 ","43.771,78 ","150,00 ","696,67 ","0,00 ","0,00 ","61.128,86 ","23.559,72 ","23.559,72 ","6.008,67 ","1.332,28 ","3.436,29 ","20,85 ","1.073,40 ","0,00 ","145,85 ","0,00 ","0,00 ","0,00 ","250.481,81 ","250.481,81 ","0,00 ","200,00 ","147,83 ","239,98 ","224.337,16 ","12.406,00 ","0,00 ","0,00 ","13.150,84 ","0,00 ","2.240,51 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.240,51 ","2.240,51 ","0,00 ","0,00 ","0,00 ","3.122,11 ","5.113,37 ","-17.103,05 "
49.,162 ,OBČINA HORJUL,"2.029.896,82 ","567.506,09 ","148.177,58 ","130.378,82 ","2.872,85 ","9.812,97 ","0,00 ","0,00 ","0,00 ","5.112,94 ","23.392,31 ","11.688,78 ","9.261,52 ","79,32 ","132,19 ","2.230,50 ","365.936,20 ","45.538,44 ","18.211,78 ","79.867,60 ","381,60 ","2.756,97 ","144.498,57 ","266,67 ","0,00 ","74.414,57 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","30.000,00 ","0,00 ","30.000,00 ","0,00 ","0,00 ","0,00 ","733.923,76 ","7.278,11 ","4.518,11 ","0,00 ","2.760,00 ","564.681,52 ","0,00 ","12.100,00 ","0,00 ","0,00 ","0,00 ","552.581,52 ","44.058,68 ","44.058,68 ","117.905,45 ","25.909,90 ","4.132,47 ","0,00 ","87.863,08 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","703.013,90 ","703.013,90 ","0,00 ","0,00 ","34.057,96 ","2.569,00 ","489.888,61 ","146.935,24 ","0,00 ","0,00 ","29.563,09 ","0,00 ","25.453,07 ","18.062,86 ","15.151,00 ","0,00 ","0,00 ","0,00 ","2.911,86 ","0,00 ","0,00 ","7.390,21 ","198,97 ","0,00 ","0,00 ","7.191,24 ","309.922,99 ","247.279,67 ","939.490,37 "
50.,34 ,OBČINA HRASTNIK,"9.539.472,72 ","2.467.167,23 ","500.431,04 ","452.055,12 ","8.487,75 ","28.740,36 ","552,21 ","4.925,39 ","0,00 ","5.670,21 ","84.484,46 ","40.776,19 ","32.667,02 ","276,32 ","460,76 ","10.304,17 ","1.649.869,59 ","300.275,36 ","74.608,41 ","196.063,12 ","5.499,80 ","767,00 ","926.194,16 ","18.216,19 ","0,00 ","128.245,55 ","39.403,27 ","25.208,37 ","0,00 ","14.194,90 ","0,00 ","0,00 ","0,00 ","192.978,87 ","0,00 ","117.082,00 ","75.896,87 ","0,00 ","0,00 ","3.705.267,85 ","388.459,64 ","0,00 ","0,00 ","388.459,64 ","1.671.271,86 ","0,00 ","6.900,00 ","21.420,70 ","1.530,31 ","26.618,07 ","1.614.802,78 ","314.251,18 ","314.251,18 ","1.331.285,17 ","33.010,91 ","84.948,78 ","1.651,56 ","1.210.883,51 ","790,41 ","0,00 ","0,00 ","0,00 ","0,00 ","3.119.828,70 ","3.119.828,70 ","0,00 ","0,00 ","68.055,02 ","0,00 ","2.387.977,95 ","250.542,74 ","68.876,11 ","0,00 ","344.376,88 ","0,00 ","247.208,94 ","87.877,73 ","87.877,73 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","159.331,21 ","0,00 ","0,00 ","0,00 ","159.331,21 ","143.196,13 ","143.769,82 ","1.648.666,99 "
51.,35 ,OBČINA HRPELJE-KOZINA,"6.303.125,67 ","1.313.102,29 ","261.259,92 ","232.457,50 ","8.996,00 ","16.624,95 ","264,24 ","2.917,23 ","0,00 ","0,00 ","43.997,57 ","22.239,83 ","16.878,46 ","150,57 ","271,19 ","4.457,52 ","971.148,16 ","139.468,48 ","6.628,52 ","224.529,68 ","1.600,69 ","3.527,48 ","76.166,42 ","21.070,37 ","0,00 ","498.156,52 ","16.280,64 ","7.230,72 ","9.049,92 ","0,00 ","0,00 ","0,00 ","0,00 ","20.416,00 ","558,39 ","19.857,61 ","0,00 ","0,00 ","0,00 ","1.794.259,19 ","22.793,75 ","0,00 ","0,00 ","22.793,75 ","838.743,72 ","804,14 ","10.726,00 ","0,00 ","0,00 ","0,00 ","827.213,58 ","134.309,30 ","134.309,30 ","798.412,42 ","31.025,98 ","14.089,27 ","2.865,37 ","699.341,69 ","28.964,00 ","22.126,11 ","0,00 ","0,00 ","0,00 ","3.086.300,24 ","3.086.300,24 ","0,00 ","0,00 ","1.290.182,68 ","0,00 ","1.586.395,79 ","16.056,71 ","56.407,00 ","0,00 ","137.258,06 ","0,00 ","109.463,95 ","72.804,06 ","27.884,89 ","44.919,17 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","36.659,89 ","70,17 ","0,00 ","0,00 ","36.589,72 ","-134.350,48 ","-118.786,16 ","992.303,33 "
52.,36 ,OBČINA IDRIJA,"11.995.959,63 ","3.839.241,31 ","798.354,01 ","702.043,61 ","24.047,00 ","45.021,81 ","3.750,89 ","16.519,31 ","0,00 ","6.971,39 ","128.493,90 ","63.360,60 ","50.760,19 ","429,42 ","715,99 ","13.227,70 ","2.648.332,97 ","595.558,99 ","145.117,89 ","226.155,64 ","30.121,41 ","19.141,45 ","1.288.886,83 ","120.784,32 ","400,00 ","222.166,44 ","28.908,92 ","28.908,92 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","235.151,51 ","83.159,95 ","129.000,00 ","0,00 ","22.991,56 ","0,00 ","4.473.093,62 ","47.457,08 ","0,00 ","0,00 ","47.457,08 ","2.681.555,58 ","0,00 ","12.625,00 ","3.400,00 ","0,00 ","0,00 ","2.665.530,58 ","588.540,07 ","588.540,07 ","1.155.540,89 ","2.171,41 ","35.137,62 ","42.921,95 ","1.069.095,47 ","6.214,44 ","0,00 ","0,00 ","0,00 ","0,00 ","3.413.447,64 ","3.413.447,64 ","1.224,00 ","3.895,52 ","33.127,26 ","32.898,70 ","1.587.116,21 ","956.763,84 ","182.298,77 ","43.700,72 ","572.422,62 ","0,00 ","270.177,06 ","81.743,80 ","81.743,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","188.433,26 ","0,00 ","0,00 ","0,00 ","188.433,26 ","318.373,49 ","323.439,48 ","2.608.505,98 "
53.,37 ,OBČINA IG,"6.346.051,49 ","2.129.818,36 ","371.642,71 ","338.723,51 ","11.072,00 ","18.411,88 ","3.435,32 ","0,00 ","0,00 ","0,00 ","60.838,02 ","30.315,53 ","24.286,75 ","205,57 ","342,52 ","5.687,65 ","1.654.754,94 ","193.939,65 ","81.760,66 ","331.647,32 ","68.075,72 ","2.620,93 ","855.642,01 ","15.965,34 ","0,00 ","105.103,31 ","9.288,08 ","9.288,08 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","33.294,61 ","0,00 ","31.137,51 ","2.157,10 ","0,00 ","0,00 ","2.144.432,81 ","116.963,00 ","116.963,00 ","0,00 ","0,00 ","1.274.361,81 ","0,00 ","1.785,52 ","0,00 ","74,47 ","0,00 ","1.272.501,82 ","232.053,35 ","232.053,35 ","521.054,65 ","51.318,49 ","11.074,47 ","0,00 ","455.214,79 ","3.446,90 ","0,00 ","0,00 ","0,00 ","0,00 ","1.947.496,84 ","1.947.496,84 ","2.760,00 ","0,00 ","52.785,57 ","0,00 ","1.195.772,37 ","173.055,57 ","357.653,59 ","0,00 ","165.469,74 ","0,00 ","124.303,48 ","67.727,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","67.727,00 ","0,00 ","56.576,48 ","7.841,00 ","0,00 ","0,00 ","48.735,48 ","-118.549,33 ","-200.602,66 ","1.197.326,12 "
54.,38 ,OBČINA ILIRSKA BISTRICA,"16.959.801,75 ","3.316.142,37 ","680.633,51 ","608.957,46 ","12.869,95 ","48.541,23 ","1.257,47 ","2.898,09 ","0,00 ","6.109,31 ","117.976,93 ","61.162,96 ","43.507,21 ","368,09 ","613,81 ","12.324,86 ","2.398.510,51 ","387.523,57 ","272,48 ","447.788,19 ","12.043,33 ","21.846,44 ","1.293.639,56 ","6.152,16 ","28.969,48 ","200.275,30 ","87.999,42 ","84.396,60 ","0,00 ","3.602,82 ","0,00 ","0,00 ","0,00 ","31.022,00 ","0,00 ","23.653,00 ","0,00 ","7.369,00 ","0,00 ","4.323.796,32 ","224.407,65 ","129.546,18 ","0,00 ","94.861,47 ","2.363.053,46 ","0,00 ","33.040,00 ","0,00 ","0,00 ","68.445,48 ","2.261.567,98 ","560.181,40 ","560.181,40 ","1.176.153,81 ","0,00 ","53.400,00 ","4.679,82 ","967.703,13 ","150.370,86 ","0,00 ","0,00 ","0,00 ","0,00 ","9.035.743,77 ","9.035.743,77 ","0,00 ","59.995,20 ","147.054,08 ","11.414,68 ","6.737.368,05 ","140.224,91 ","999.894,62 ","0,00 ","939.792,23 ","0,00 ","284.119,29 ","167.941,65 ","142.233,90 ","25.707,75 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","116.177,64 ","0,00 ","0,00 ","0,00 ","116.177,64 ","-74.405,09 ","11.218,87 ","3.357.238,34 "
55.,39 ,OBČINA IVANČNA GORICA,"10.580.943,04 ","3.184.880,44 ","553.324,47 ","501.649,21 ","4.837,45 ","33.231,19 ","10.113,79 ","3.492,83 ","0,00 ","0,00 ","91.105,55 ","45.775,35 ","36.671,82 ","310,26 ","517,36 ","7.830,76 ","2.540.436,53 ","300.980,03 ","379.168,51 ","277.534,38 ","11.378,60 ","17.445,58 ","1.155.816,89 ","27.139,26 ","19.935,94 ","351.037,34 ","13,89 ","0,00 ","0,00 ","13,89 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.458.792,31 ","0,00 ","0,00 ","0,00 ","0,00 ","2.792.370,18 ","0,00 ","52.500,00 ","19.140,00 ","0,00 ","0,00 ","2.720.730,18 ","619.642,62 ","619.642,62 ","1.046.779,51 ","41.199,30 ","76.963,11 ","0,00 ","922.857,36 ","5.759,74 ","0,00 ","0,00 ","0,00 ","0,00 ","2.625.960,48 ","2.625.960,48 ","0,00 ","0,00 ","61.014,66 ","31.240,43 ","1.369.997,92 ","751.527,13 ","169.937,23 ","0,00 ","242.243,11 ","0,00 ","311.309,81 ","176.400,00 ","152.400,00 ","0,00 ","0,00 ","0,00 ","24.000,00 ","0,00 ","0,00 ","134.909,81 ","0,00 ","0,00 ","0,00 ","134.909,81 ","1.359.539,17 ","1.270.514,35 ","3.648.034,27 "
56.,40 ,OBČINA IZOLA,"16.803.892,54 ","5.862.398,28 ","1.473.562,42 ","1.328.295,46 ","47.100,05 ","84.730,91 ","939,92 ","0,00 ","0,00 ","12.496,08 ","240.217,62 ","119.673,65 ","94.353,82 ","798,52 ","1.330,73 ","24.060,90 ","3.830.020,70 ","485.715,39 ","120.609,22 ","2.091.613,76 ","18.400,45 ","4.605,16 ","333.867,32 ","107.134,77 ","14.190,67 ","653.883,96 ","273.597,54 ","234.236,22 ","0,00 ","39.361,32 ","0,00 ","0,00 ","0,00 ","45.000,00 ","0,00 ","45.000,00 ","0,00 ","0,00 ","0,00 ","6.512.420,97 ","23.146,81 ","0,00 ","0,00 ","23.146,81 ","3.024.991,97 ","0,00 ","39.550,00 ","237.525,96 ","0,00 ","34.552,23 ","2.713.363,78 ","562.261,43 ","562.261,43 ","2.902.020,76 ","0,00 ","120.719,91 ","5.152,65 ","2.731.888,35 ","44.259,85 ","0,00 ","0,00 ","0,00 ","0,00 ","4.088.788,65 ","4.088.788,65 ","0,00 ","0,00 ","126.752,22 ","0,00 ","2.109.280,74 ","1.494.909,89 ","30.926,72 ","18.823,20 ","308.095,88 ","0,00 ","340.284,64 ","76.725,58 ","76.725,58 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","263.559,06 ","0,00 ","0,00 ","0,00 ","263.559,06 ","-1.284.399,41 ","-1.024.721,29 ","1.882.818,30 "
57.,41 ,OBČINA JESENICE,"19.685.338,69 ","5.271.819,71 ","1.343.911,90 ","1.150.204,87 ","43.629,02 ","99.805,36 ","17.943,95 ","11.529,56 ","0,00 ","20.799,14 ","214.293,88 ","103.911,69 ","84.912,69 ","718,74 ","1.197,93 ","23.552,83 ","3.612.598,17 ","470.531,29 ","112.139,04 ","281.648,63 ","24.999,67 ","20.250,09 ","1.858.302,87 ","190.384,10 ","38.717,18 ","615.625,30 ","41.015,76 ","17.874,25 ","0,00 ","23.141,51 ","0,00 ","0,00 ","0,00 ","60.000,00 ","0,00 ","60.000,00 ","0,00 ","0,00 ","0,00 ","8.214.269,64 ","658.478,57 ","443.974,90 ","0,00 ","214.503,67 ","3.648.694,63 ","0,00 ","37.000,00 ","299.581,69 ","0,00 ","4.694,00 ","3.307.418,94 ","741.338,74 ","741.338,74 ","3.165.757,70 ","0,00 ","122.570,79 ","5.296,46 ","2.998.016,87 ","39.873,58 ","0,00 ","0,00 ","0,00 ","0,00 ","4.230.905,04 ","4.230.905,04 ","0,00 ","40.351,00 ","36.457,77 ","631.690,65 ","809.512,99 ","2.395.888,87 ","42.846,50 ","24.313,73 ","249.843,53 ","0,00 ","1.968.344,30 ","259.550,24 ","74.592,60 ","0,00 ","0,00 ","0,00 ","184.957,64 ","0,00 ","0,00 ","1.708.794,06 ","0,00 ","0,00 ","0,00 ","1.708.794,06 ","-1.360.651,75 ","-1.388.230,70 ","2.915.084,69 "
58.,163 ,OBČINA JEZERSKO,"938.971,22 ","298.679,64 ","16.498,35 ","15.344,52 ","328,70 ","825,13 ","0,00 ","0,00 ","0,00 ","0,00 ","2.763,84 ","1.357,97 ","1.087,95 ","9,21 ","15,34 ","293,37 ","279.217,44 ","54.144,10 ","14.697,33 ","26.276,16 ","2.858,34 ","2.532,00 ","88.442,96 ","723,00 ","0,00 ","89.543,55 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","200,01 ","200,00 ","0,00 ","0,01 ","0,00 ","0,00 ","243.452,91 ","9.086,18 ","0,00 ","0,00 ","9.086,18 ","150.313,04 ","0,00 ","2.000,00 ","0,00 ","0,00 ","0,00 ","148.313,04 ","46.442,23 ","46.442,23 ","37.611,46 ","7.802,52 ","1.806,51 ","0,00 ","28.002,43 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","378.787,97 ","378.787,97 ","0,00 ","0,00 ","49.258,17 ","38.897,05 ","42.093,61 ","181.658,84 ","0,00 ","885,60 ","65.994,70 ","0,00 ","18.050,70 ","3.200,00 ","3.200,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","14.850,70 ","240,07 ","0,00 ","0,00 ","14.610,63 ","102.048,42 ","90.818,12 ","337.924,13 "
59.,42 ,OBČINA JURŠINCI,"2.611.373,94 ","583.256,55 ","123.742,35 ","113.076,30 ","4.152,00 ","6.514,05 ","0,00 ","0,00 ","0,00 ","0,00 ","24.258,92 ","10.050,75 ","8.038,72 ","68,11 ","113,56 ","5.987,78 ","414.163,03 ","47.773,81 ","5.061,88 ","35.358,40 ","0,00 ","4.794,44 ","227.627,11 ","840,96 ","0,00 ","92.706,43 ","11.092,25 ","11.092,25 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.000,00 ","0,00 ","10.000,00 ","0,00 ","0,00 ","0,00 ","671.508,33 ","15.620,22 ","0,00 ","0,00 ","15.620,22 ","437.562,89 ","0,00 ","3.270,93 ","0,00 ","0,00 ","0,00 ","434.291,96 ","48.884,72 ","48.884,72 ","169.440,50 ","29.934,07 ","18.984,99 ","191,90 ","118.006,42 ","2.323,12 ","0,00 ","0,00 ","0,00 ","0,00 ","1.336.963,43 ","1.336.963,43 ","4.961,00 ","0,00 ","69.268,43 ","0,00 ","1.126.870,95 ","16.072,62 ","0,00 ","5.280,00 ","114.510,43 ","0,00 ","19.645,63 ","9.788,00 ","9.788,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.857,63 ","2.446,32 ","0,00 ","0,00 ","7.411,31 ","-67.379,84 ","-56.366,92 ","409.858,97 "
60.,43 ,OBČINA KAMNIK,"20.513.043,82 ","6.610.785,98 ","1.297.525,95 ","1.131.258,40 ","36.569,31 ","76.575,33 ","5.640,11 ","15.490,11 ","0,00 ","31.992,69 ","207.065,69 ","102.093,54 ","82.434,14 ","697,49 ","1.162,49 ","20.678,03 ","3.828.553,40 ","459.700,39 ","657.927,83 ","335.193,15 ","15.770,34 ","2.305,39 ","1.936.284,19 ","102.243,21 ","2.427,99 ","316.700,91 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.277.640,94 ","0,00 ","250.000,00 ","27.640,94 ","1.000.000,00 ","0,00 ","9.902.912,13 ","264.392,00 ","103.384,72 ","0,00 ","161.007,28 ","6.099.495,10 ","0,00 ","61.740,00 ","50.127,14 ","8.175,85 ","0,00 ","5.979.452,11 ","923.689,81 ","923.689,81 ","2.615.335,22 ","0,00 ","88.696,56 ","19.535,35 ","2.349.174,13 ","157.929,18 ","0,00 ","0,00 ","0,00 ","0,00 ","3.015.915,48 ","3.015.915,48 ","0,00 ","0,00 ","102.250,12 ","1.005,49 ","1.219.662,06 ","633.638,75 ","564.319,83 ","25.324,17 ","469.715,06 ","0,00 ","983.430,23 ","220.266,97 ","210.266,97 ","0,00 ","0,00 ","0,00 ","10.000,00 ","0,00 ","0,00 ","763.163,26 ","0,00 ","0,00 ","0,00 ","763.163,26 ","975.041,17 ","937.066,73 ","4.243.573,17 "
61.,44 ,OBČINA KANAL,"7.222.313,38 ","1.872.667,09 ","361.921,80 ","316.885,37 ","16.101,98 ","25.952,74 ","1.826,69 ","0,00 ","0,00 ","1.155,02 ","58.819,54 ","28.352,38 ","22.669,63 ","192,26 ","320,34 ","7.284,93 ","1.449.767,52 ","124.803,58 ","6.481,74 ","240.656,18 ","27.958,61 ","3.785,65 ","687.684,44 ","5.894,76 ","0,00 ","352.502,56 ","2.158,23 ","0,00 ","0,00 ","2.158,23 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.720.200,68 ","28.843,75 ","0,00 ","0,00 ","28.843,75 ","644.255,76 ","0,00 ","20.000,00 ","19.894,55 ","2.018,97 ","20.312,15 ","582.030,09 ","589.137,23 ","589.137,23 ","1.457.963,94 ","48.126,66 ","3.481,92 ","107.037,35 ","1.299.318,01 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.352.724,72 ","2.352.724,72 ","15.529,50 ","4.757,95 ","13.526,16 ","0,00 ","1.862.398,55 ","127.222,10 ","50.823,53 ","0,00 ","278.466,93 ","0,00 ","276.720,89 ","99.465,37 ","99.465,37 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","177.255,52 ","24.503,25 ","0,00 ","0,00 ","152.752,27 ","59.494,91 ","57.916,40 ","1.416.076,85 "
62.,45 ,OBČINA KIDRIČEVO,"6.215.506,72 ","1.865.241,62 ","343.801,17 ","300.244,51 ","8.944,20 ","25.122,61 ","2.836,70 ","3.501,81 ","0,00 ","3.151,34 ","55.939,63 ","28.530,66 ","21.738,42 ","187,44 ","312,46 ","5.170,65 ","1.418.174,69 ","72.676,87 ","10.380,23 ","305.298,23 ","16.133,86 ","8.374,82 ","605.005,49 ","420,00 ","0,00 ","399.885,19 ","47.326,13 ","47.326,13 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.766.008,83 ","54.085,30 ","0,00 ","0,00 ","54.085,30 ","1.182.057,00 ","0,00 ","11.050,00 ","0,00 ","0,00 ","0,00 ","1.171.007,00 ","224.113,60 ","224.113,60 ","305.752,93 ","0,00 ","13.482,57 ","0,00 ","292.270,36 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.542.441,56 ","2.542.441,56 ","0,00 ","0,00 ","29.865,37 ","17.890,74 ","1.463.439,10 ","859.640,29 ","0,00 ","0,00 ","171.606,06 ","0,00 ","41.814,71 ","21.938,11 ","21.938,11 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","19.876,60 ","0,00 ","0,00 ","0,00 ","19.876,60 ","145.992,87 ","152.865,94 ","1.710.421,39 "
63.,46 ,OBČINA KOBARID,"4.887.271,78 ","1.147.483,38 ","312.645,00 ","281.288,00 ","11.634,00 ","17.214,00 ","1.209,00 ","0,00 ","0,00 ","1.300,00 ","52.339,00 ","25.013,00 ","20.026,00 ","169,00 ","283,00 ","6.848,00 ","720.575,25 ","199.978,71 ","0,00 ","233.867,34 ","0,00 ","6.415,00 ","181.710,58 ","22.130,32 ","0,00 ","76.473,30 ","6.126,00 ","6.126,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","55.798,13 ","47.991,13 ","7.807,00 ","0,00 ","0,00 ","0,00 ","1.865.790,00 ","28.568,00 ","0,00 ","0,00 ","28.568,00 ","918.581,00 ","0,00 ","10.000,00 ","0,00 ","0,00 ","0,00 ","908.581,00 ","137.123,00 ","137.123,00 ","781.518,00 ","40.095,00 ","16.940,00 ","1.752,00 ","722.731,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.716.714,40 ","1.716.714,40 ","0,00 ","3.624,00 ","56.319,00 ","6.778,00 ","577.805,00 ","991.091,40 ","11.200,00 ","0,00 ","69.897,00 ","0,00 ","157.284,00 ","5.000,00 ","5.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","152.284,00 ","117.415,00 ","0,00 ","0,00 ","34.869,00 ","53.739,52 ","58.028,52 ","827.742,98 "
64.,47 ,OBČINA KOBILJE,"905.600,60 ","227.332,75 ","52.646,36 ","43.938,66 ","3.062,10 ","5.645,60 ","0,00 ","0,00 ","0,00 ","0,00 ","8.395,30 ","4.566,33 ","3.115,34 ","28,04 ","46,65 ","638,94 ","162.113,21 ","19.485,97 ","43,87 ","51.457,35 ","0,00 ","5.466,96 ","26.717,94 ","15.992,09 ","0,00 ","42.949,03 ","2.561,41 ","2.561,41 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.616,47 ","1.616,47 ","0,00 ","0,00 ","0,00 ","0,00 ","159.520,66 ","0,00 ","0,00 ","0,00 ","0,00 ","60.112,93 ","0,00 ","500,00 ","0,00 ","0,00 ","5.550,00 ","54.062,93 ","20.250,65 ","20.250,65 ","79.157,08 ","6.550,57 ","4.222,20 ","2.804,54 ","64.833,08 ","746,69 ","0,00 ","0,00 ","0,00 ","0,00 ","501.372,32 ","501.372,32 ","0,00 ","0,00 ","247,52 ","0,00 ","465.353,26 ","31.671,54 ","0,00 ","0,00 ","4.100,00 ","0,00 ","17.374,87 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","17.374,87 ","0,00 ","0,00 ","12.862,92 ","4.511,95 ","46.218,51 ","48.755,84 ","85.167,68 "
65.,48 ,OBČINA KOČEVJE,"17.699.900,19 ","4.144.035,31 ","971.342,01 ","859.533,46 ","35.863,26 ","59.800,02 ","1.499,73 ","1.854,50 ","0,00 ","12.791,04 ","156.724,24 ","77.572,49 ","61.437,72 ","521,88 ","869,86 ","16.322,29 ","2.932.551,36 ","554.370,05 ","250.240,58 ","380.201,17 ","24.252,29 ","6.271,39 ","1.313.703,02 ","19.072,75 ","198.311,52 ","186.128,59 ","73.417,70 ","73.417,70 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.000,00 ","0,00 ","10.000,00 ","0,00 ","0,00 ","0,00 ","5.938.630,51 ","648.733,17 ","628.671,57 ","0,00 ","20.061,60 ","3.038.772,71 ","0,00 ","33.173,29 ","0,00 ","0,00 ","0,00 ","3.005.599,42 ","509.707,48 ","509.707,48 ","1.741.417,15 ","0,00 ","226.832,34 ","5.963,05 ","1.382.761,92 ","125.859,84 ","0,00 ","0,00 ","0,00 ","0,00 ","7.361.359,88 ","7.361.359,88 ","201.841,14 ","0,00 ","184.367,14 ","2.820,00 ","5.937.311,23 ","251.432,27 ","80.199,60 ","3.746,40 ","699.642,10 ","0,00 ","255.874,49 ","64.314,49 ","15.995,17 ","0,00 ","0,00 ","0,00 ","3.319,32 ","45.000,00 ","0,00 ","191.560,00 ","0,00 ","0,00 ","0,00 ","191.560,00 ","-261.777,32 ","-200.723,71 ","3.708.771,29 "
66.,49 ,OBČINA KOMEN,"4.380.484,20 ","1.193.391,83 ","284.789,09 ","250.711,48 ","12.571,36 ","20.729,29 ","0,00 ","776,96 ","0,00 ","0,00 ","46.375,91 ","22.234,34 ","17.911,51 ","151,34 ","252,42 ","5.826,30 ","788.303,74 ","76.957,42 ","2.187,98 ","146.293,76 ","3.798,30 ","9.051,26 ","174.935,24 ","3.779,40 ","0,00 ","371.300,38 ","63.370,42 ","63.370,42 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.552,67 ","9.552,67 ","1.000,00 ","0,00 ","0,00 ","0,00 ","1.484.329,55 ","32.053,58 ","0,00 ","0,00 ","32.053,58 ","806.225,91 ","552,00 ","51.000,00 ","0,00 ","0,00 ","2.114,13 ","752.559,78 ","181.423,17 ","181.423,17 ","464.626,89 ","26.777,85 ","13.401,73 ","2.000,00 ","417.973,52 ","4.473,79 ","0,00 ","0,00 ","0,00 ","0,00 ","1.570.430,17 ","1.570.430,17 ","0,00 ","0,00 ","63.672,67 ","0,00 ","1.122.560,78 ","25.874,50 ","159.091,83 ","0,00 ","199.230,39 ","0,00 ","132.332,65 ","127.180,70 ","78.469,43 ","48.711,27 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.151,95 ","99,01 ","0,00 ","0,00 ","5.052,94 ","-124.449,06 ","-62.863,00 ","602.990,32 "
