št.",ID,OBČINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171.,120 ,OBČINA ŠENTJUR,"16.497.110,70 ","3.993.382,68 ","865.313,00 ","717.446,11 ","26.296,00 ","50.481,14 ","46.453,54 ","17.473,09 ","0,00 ","7.163,12 ","138.832,66 ","68.282,70 ","54.703,60 ","462,84 ","771,49 ","14.612,03 ","2.592.958,36 ","232.326,33 ","165.741,79 ","269.284,45 ","45.926,02 ","16.348,65 ","1.529.876,58 ","29.259,98 ","51.743,70 ","252.450,86 ","129.021,45 ","122.976,39 ","0,00 ","6.045,06 ","0,00 ","0,00 ","0,00 ","267.257,21 ","0,00 ","267.257,21 ","0,00 ","0,00 ","0,00 ","5.476.519,16 ","24.533,34 ","24.533,34 ","0,00 ","0,00 ","3.529.216,45 ","0,00 ","30.450,00 ","0,00 ","0,00 ","23.000,00 ","3.475.766,45 ","828.709,63 ","828.709,63 ","1.094.059,74 ","67.812,02 ","122.665,50 ","0,00 ","892.252,45 ","11.329,77 ","0,00 ","0,00 ","0,00 ","0,00 ","6.875.521,01 ","6.875.521,01 ","0,00 ","0,00 ","152.168,61 ","760,00 ","4.296.513,78 ","1.425.041,37 ","254.643,69 ","200,00 ","746.193,56 ","0,00 ","151.687,85 ","106.660,13 ","101.619,30 ","5.040,83 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","45.027,72 ","688,00 ","0,00 ","0,00 ","44.339,72 ","-923.830,66 ","-796.635,29 ","4.228.862,48 "
172.,211 ,OBČINA ŠENTRUPERT,"4.502.518,71 ","1.242.887,60 ","230.248,99 ","205.671,09 ","6.228,00 ","14.898,92 ","641,99 ","2.808,99 ","0,00 ","0,00 ","37.243,83 ","18.794,74 ","14.807,49 ","134,77 ","208,87 ","3.297,96 ","948.455,06 ","97.821,66 ","5.664,00 ","45.723,90 ","0,00 ","11.892,22 ","365.316,61 ","271.697,40 ","0,00 ","150.339,27 ","26.939,72 ","26.939,72 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","857.516,74 ","7.597,86 ","0,00 ","0,00 ","7.597,86 ","477.379,59 ","0,00 ","3.400,00 ","0,00 ","0,00 ","6.100,00 ","467.879,59 ","115.609,80 ","115.609,80 ","256.929,49 ","9.358,64 ","8.277,54 ","8.159,99 ","203.438,99 ","27.694,33 ","0,00 ","0,00 ","0,00 ","0,00 ","2.334.574,90 ","2.334.574,90 ","0,00 ","0,00 ","5.101,61 ","0,00 ","2.033.200,41 ","4.859,10 ","63.935,00 ","3.000,00 ","224.478,78 ","0,00 ","67.539,47 ","37.441,58 ","0,00 ","17.441,58 ","0,00 ","0,00 ","0,00 ","20.000,00 ","0,00 ","30.097,89 ","0,00 ","0,00 ","0,00 ","30.097,89 ","-502.080,41 ","-475.201,52 ","608.355,06 "
173.,121 ,OBČINA ŠKOCJAN,"3.560.259,86 ","940.363,25 ","305.864,53 ","261.709,96 ","9.869,86 ","26.243,44 ","3.904,34 ","4.136,93 ","0,00 ","0,00 ","50.037,38 ","24.907,70 ","19.308,89 ","164,89 ","274,82 ","5.381,08 ","577.632,21 ","75.612,44 ","16.958,08 ","44.597,36 ","7.048,03 ","17.088,18 ","275.878,57 ","20.111,47 ","0,00 ","120.338,08 ","4.829,13 ","4.829,13 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.000,00 ","0,00 ","2.000,00 ","0,00 ","0,00 ","0,00 ","1.156.431,20 ","136.529,84 ","96.696,02 ","0,00 ","39.833,82 ","756.816,03 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","756.816,03 ","78.986,94 ","78.986,94 ","184.098,39 ","4.910,69 ","33.125,13 ","750,00 ","144.097,41 ","1.215,16 ","0,00 ","0,00 ","0,00 ","0,00 ","1.415.376,49 ","1.415.376,49 ","133.300,00 ","0,00 ","18.985,16 ","0,00 ","599.181,63 ","529.534,86 ","1.090,00 ","11.799,00 ","121.485,84 ","0,00 ","48.088,92 ","20.198,00 ","20.198,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","27.890,92 ","0,00 ","0,00 ","0,00 ","27.890,92 ","-2.043,54 ","-4.394,31 ","608.185,22 "
174.,122 ,OBČINA ŠKOFJA LOKA,"18.915.951,93 ","5.773.650,04 ","1.306.014,41 ","1.135.299,92 ","39.579,13 ","81.658,56 ","26.501,75 ","275,88 ","0,00 ","22.699,17 ","210.373,22 ","103.475,93 ","82.897,67 ","701,56 ","1.169,37 ","22.128,69 ","3.801.768,48 ","832.614,78 ","114.123,37 ","200.311,58 ","15.655,39 ","11.532,01 ","1.762.970,10 ","61.028,26 ","199.345,09 ","604.187,90 ","245.888,93 ","217.979,58 ","0,00 ","27.909,35 ","0,00 ","0,00 ","0,00 ","209.605,00 ","0,00 ","209.605,00 ","0,00 ","0,00 ","0,00 ","7.041.529,91 ","104.251,21 ","0,00 ","0,00 ","104.251,21 ","4.773.181,39 ","0,00 ","45.350,00 ","34.972,30 ","0,00 ","0,00 ","4.692.859,09 ","670.906,14 ","670.906,14 ","1.493.191,17 ","0,00 ","82.210,08 ","6.634,97 ","1.392.959,67 ","11.386,45 ","0,00 ","0,00 ","0,00 ","0,00 ","5.130.337,35 ","5.130.337,35 ","109.067,43 ","0,00 ","56.664,82 ","0,00 ","2.800.014,01 ","1.243.533,78 ","430.341,35 ","0,00 ","490.715,96 ","0,00 ","970.434,63 ","285.966,17 ","209.951,72 ","0,00 ","0,00 ","0,00 ","76.014,45 ","0,00 ","0,00 ","684.468,46 ","0,00 ","0,00 ","0,00 ","684.468,46 ","933.823,24 ","1.159.118,89 ","5.253.310,46 "
175.,123 ,OBČINA ŠKOFLJICA,"7.563.322,76 ","1.979.185,04 ","445.795,03 ","374.057,27 ","15.916,00 ","39.075,47 ","7.579,08 ","3.765,21 ","0,00 ","5.402,00 ","70.165,17 ","34.055,86 ","27.209,96 ","230,86 ","384,90 ","8.283,59 ","1.417.513,72 ","159.896,95 ","36.542,97 ","196.004,62 ","14.899,10 ","948,64 ","820.926,62 ","73.122,50 ","399,73 ","114.772,59 ","30.711,12 ","30.711,12 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","15.000,00 ","0,00 ","15.000,00 ","0,00 ","0,00 ","0,00 ","2.560.940,15 ","271.258,03 ","265.389,62 ","0,00 ","5.868,41 ","1.667.367,70 ","0,00 ","19.950,00 ","1.126,00 ","0,00 ","0,00 ","1.646.291,70 ","144.891,70 ","144.891,70 ","477.422,72 ","28.158,33 ","24.743,42 ","0,00 ","424.520,97 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.873.242,72 ","2.873.242,72 ","129.727,46 ","23.385,86 ","172.771,41 ","7.809,22 ","1.991.741,76 ","57.087,36 ","182.185,38 ","5.371,52 ","303.162,75 ","0,00 ","149.954,85 ","59.349,41 ","50.441,56 ","0,00 ","0,00 ","0,00 ","8.907,85 ","0,00 ","0,00 ","90.605,44 ","8.365,67 ","0,00 ","0,00 ","82.239,77 ","-705.298,34 ","-779.399,29 ","1.933.650,10 "
176.,124 ,OBČINA ŠMARJE PRI JELŠAH,"10.006.372,27 ","2.334.887,70 ","627.798,11 ","559.434,81 ","24.556,54 ","43.518,00 ","0,00 ","0,00 ","0,00 ","288,76 ","104.358,18 ","52.338,39 ","40.907,88 ","339,86 ","566,32 ","10.205,73 ","1.393.791,28 ","119.816,71 ","50.562,06 ","143.708,69 ","15.505,97 ","3.891,89 ","825.968,12 ","22.124,45 ","0,00 ","212.213,39 ","82.940,13 ","63.680,31 ","0,00 ","19.259,82 ","0,00 ","0,00 ","0,00 ","126.000,00 ","0,00 ","126.000,00 ","0,00 ","0,00 ","0,00 ","3.445.109,36 ","145.767,22 ","56.126,28 ","0,00 ","89.640,94 ","2.333.410,94 ","0,00 ","23.400,00 ","0,00 ","0,00 ","0,00 ","2.310.010,94 ","263.912,00 ","263.912,00 ","702.019,20 ","0,00 ","90.608,22 ","7.500,00 ","580.078,91 ","1.632,07 ","22.200,00 ","0,00 ","0,00 ","0,00 ","3.987.180,73 ","3.987.180,73 ","6.938,10 ","0,00 ","272.784,31 ","0,00 ","3.171.894,14 ","128.594,08 ","67.229,60 ","3.499,75 ","336.240,75 ","0,00 ","239.194,48 ","171.160,63 ","168.868,63 ","0,00 ","0,00 ","0,00 ","2.292,00 ","0,00 ","0,00 ","68.033,85 ","0,00 ","0,00 ","0,00 ","68.033,85 ","-70.495,74 ","-826,79 ","2.181.331,19 "
177.,206 ,OBČINA ŠMARJEŠKE TOPLICE,"2.775.547,36 ","843.383,63 ","189.679,77 ","164.623,49 ","6.228,00 ","16.970,09 ","0,00 ","1.858,19 ","0,00 ","0,00 ","29.888,22 ","14.853,38 ","11.891,22 ","100,58 ","167,81 ","2.875,23 ","621.207,51 ","65.547,14 ","9.288,03 ","52.786,31 ","0,00 ","8.342,31 ","235.238,35 ","4.819,22 ","145.229,34 ","99.956,81 ","2.608,13 ","2.608,13 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.134.117,00 ","201.813,85 ","188.379,97 ","0,00 ","13.433,88 ","713.895,34 ","0,00 ","5.800,00 ","0,00 ","0,00 ","964,81 ","707.130,53 ","46.623,66 ","46.623,66 ","171.784,15 ","13.770,58 ","13.247,64 ","0,00 ","137.374,19 ","7.391,74 ","0,00 ","0,00 ","0,00 ","0,00 ","752.920,01 ","752.920,01 ","0,00 ","0,00 ","10.812,54 ","20.308,32 ","434.028,88 ","57.720,62 ","26.289,06 ","0,00 ","203.760,59 ","0,00 ","45.126,72 ","19.300,58 ","18.123,00 ","1.177,58 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","25.826,14 ","25.826,14 ","0,00 ","0,00 ","0,00 ","16.846,26 ","4.219,12 ","625.304,72 "
178.,125 ,OBČINA ŠMARTNO OB PAKI,"2.532.261,09 ","915.415,54 ","145.408,00 ","126.074,00 ","4.152,00 ","6.933,00 ","0,00 ","0,00 ","0,00 ","8.249,00 ","22.898,00 ","11.430,00 ","9.158,00 ","77,00 ","129,00 ","2.104,00 ","675.355,54 ","38.859,00 ","5.964,00 ","61.176,00 ","0,00 ","6.019,00 ","405.896,40 ","26.261,00 ","0,00 ","131.180,14 ","14.292,00 ","8.017,00 ","6.275,00 ","0,00 ","0,00 ","0,00 ","0,00 ","57.462,00 ","562,00 ","53.495,00 ","0,00 ","3.405,00 ","0,00 ","1.102.029,00 ","11.579,00 ","0,00 ","0,00 ","11.579,00 ","553.443,00 ","0,00 ","2.300,00 ","0,00 ","0,00 ","0,00 ","551.143,00 ","98.858,00 ","98.858,00 ","438.149,00 ","18.562,00 ","36.899,00 ","39,00 ","382.649,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","391.493,55 ","391.493,55 ","53.000,00 ","0,00 ","12.342,00 ","0,00 ","171.986,00 ","88.867,65 ","5.060,00 ","0,00 ","60.237,90 ","0,00 ","123.323,00 ","8.487,00 ","8.487,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","114.836,00 ","1.475,00 ","0,00 ","0,00 ","113.361,00 ","55.997,38 ","69.998,38 ","304.017,46 "
179.,194 ,OBČINA ŠMARTNO PRI LITIJI,"5.149.023,92 ","1.785.884,66 ","251.424,81 ","216.952,62 ","7.612,00 ","21.448,15 ","4.450,32 ","717,72 ","0,00 ","244,00 ","38.813,63 ","18.933,96 ","15.875,16 ","134,34 ","223,88 ","3.646,29 ","1.322.382,36 ","102.416,95 ","108.984,01 ","106.849,59 ","8.671,88 ","325,64 ","828.092,98 ","19.431,60 ","42.848,59 ","104.761,12 ","106.273,54 ","106.273,54 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","66.990,32 ","0,00 ","65.000,00 ","0,00 ","1.990,32 ","0,00 ","1.960.962,49 ","342,95 ","0,00 ","0,00 ","342,95 ","1.296.588,33 ","0,00 ","16.845,00 ","0,00 ","0,00 ","4.265,91 ","1.275.477,42 ","146.068,87 ","146.068,87 ","511.686,24 ","10.276,92 ","35.883,24 ","0,00 ","407.365,24 ","58.160,84 ","0,00 ","6.276,10 ","6.276,10 ","0,00 ","1.286.308,68 ","1.286.308,68 ","13.942,00 ","0,00 ","2.758,64 ","0,00 ","1.027.207,28 ","48.483,05 ","76.851,14 ","0,00 ","117.066,57 ","0,00 ","115.868,09 ","52.488,11 ","5.000,00 ","0,00 ","0,00 ","0,00 ","14.488,11 ","33.000,00 ","0,00 ","63.379,98 ","3.999,64 ","0,00 ","0,00 ","59.380,34 ","-487.603,99 ","-422.040,37 ","618.253,18 "
180.,126 ,OBČINA ŠOŠTANJ,"10.810.280,25 ","2.630.009,50 ","373.867,78 ","335.572,50 ","6.824,58 ","19.299,66 ","9.721,37 ","0,00 ","0,00 ","2.449,67 ","62.481,93 ","30.291,40 ","24.267,44 ","205,37 ","342,38 ","7.375,34 ","2.100.454,35 ","104.457,23 ","0,00 ","203.787,54 ","3.112,89 ","4.247,43 ","1.135.668,47 ","105.168,42 ","0,00 ","544.012,37 ","47.863,83 ","39.092,99 ","0,00 ","8.770,84 ","0,00 ","0,00 ","0,00 ","45.341,61 ","10.432,00 ","30.000,00 ","0,00 ","4.909,61 ","0,00 ","3.198.063,90 ","22.912,10 ","0,00 ","0,00 ","22.912,10 ","2.279.537,14 ","0,00 ","8.975,00 ","25.179,24 ","1.164,90 ","0,00 ","2.244.218,00 ","242.974,76 ","242.974,76 ","652.639,90 ","0,00 ","95.344,86 ","2.056,70 ","539.564,13 ","1.626,32 ","14.047,89 ","0,00 ","0,00 ","0,00 ","4.712.439,06 ","4.712.439,06 ","933.800,88 ","0,00 ","139.623,70 ","38.693,63 ","2.015.033,25 ","1.127.013,42 ","204.059,00 ","0,00 ","254.215,18 ","0,00 ","269.767,79 ","256.443,79 ","236.224,00 ","219,79 ","0,00 ","0,00 ","20.000,00 ","0,00 ","0,00 ","13.324,00 ","0,00 ","0,00 ","0,00 ","13.324,00 ","-49.687,86 ","-8.337,76 ","3.620.831,43 "
181.,127 ,OBČINA ŠTORE,"3.465.360,95 ","844.569,15 ","256.261,36 ","213.764,15 ","10.142,33 ","19.577,18 ","6.869,16 ","3.176,59 ","0,00 ","2.731,95 ","41.142,82 ","20.716,39 ","15.975,16 ","138,10 ","229,36 ","4.083,81 ","509.804,54 ","89.414,93 ","13.725,47 ","80.295,04 ","9.785,93 ","7.214,04 ","142.710,05 ","11.360,85 ","0,00 ","155.298,23 ","37.240,43 ","15.353,88 ","0,00 ","21.886,55 ","0,00 ","0,00 ","0,00 ","120,00 ","120,00 ","0,00 ","0,00 ","0,00 ","0,00 ","933.772,18 ","0,00 ","0,00 ","0,00 ","0,00 ","700.804,60 ","0,00 ","3.150,00 ","0,00 ","0,00 ","0,00 ","697.654,60 ","80.821,02 ","80.821,02 ","152.146,56 ","11.470,54 ","44.412,87 ","0,00 ","92.313,94 ","795,25 ","3.153,96 ","0,00 ","0,00 ","0,00 ","1.677.019,62 ","1.677.019,62 ","131.729,41 ","0,00 ","148.401,68 ","0,00 ","1.300.291,30 ","9.999,56 ","2.774,40 ","0,00 ","83.823,27 ","0,00 ","10.000,00 ","10.000,00 ","10.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","182.392,12 ","219.574,48 ","1.054.808,53 "
182.,184 ,OBČINA TABOR,"1.860.545,44 ","572.329,50 ","183.103,93 ","150.486,55 ","3.750,30 ","12.755,01 ","16.112,07 ","0,00 ","0,00 ","0,00 ","31.798,03 ","14.745,69 ","11.780,46 ","99,94 ","166,57 ","5.005,37 ","332.687,87 ","42.104,21 ","2.165,31 ","44.011,59 ","620,58 ","5.363,18 ","55.267,65 ","102.916,40 ","0,00 ","80.238,95 ","12.229,00 ","12.229,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.510,67 ","0,00 ","10.962,17 ","1.548,50 ","0,00 ","0,00 ","561.102,73 ","23.540,08 ","13.042,32 ","0,00 ","10.497,76 ","378.037,88 ","0,00 ","9.600,00 ","10.989,60 ","0,00 ","0,00 ","357.448,28 ","39.418,33 ","39.418,33 ","120.106,44 ","135,11 ","10.435,55 ","772,55 ","96.998,92 ","11.764,31 ","0,00 ","0,00 ","0,00 ","0,00 ","650.585,69 ","650.585,69 ","0,00 ","0,00 ","26.661,36 ","0,00 ","435.939,65 ","83.777,50 ","13.159,86 ","0,00 ","91.047,32 ","0,00 ","76.527,52 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","76.527,52 ","0,00 ","0,00 ","0,00 ","76.527,52 ","-16.440,74 ","-4.238,63 ","203.875,84 "
183.,10 ,OBČINA TIŠINA,"3.425.834,12 ","1.265.589,25 ","350.107,84 ","300.051,92 ","17.841,36 ","24.439,12 ","2.158,20 ","5.328,48 ","0,00 ","288,76 ","58.135,89 ","30.376,47 ","21.581,52 ","191,02 ","318,26 ","5.668,62 ","837.208,02 ","155.822,70 ","125.791,05 ","234.305,64 ","20.093,34 ","854,98 ","141.445,71 ","0,00 ","3.669,58 ","155.225,02 ","10.137,50 ","1.536,41 ","0,00 ","8.601,09 ","0,00 ","0,00 ","0,00 ","10.000,00 ","0,00 ","10.000,00 ","0,00 ","0,00 ","0,00 ","1.188.528,60 ","77.595,59 ","77.595,59 ","0,00 ","0,00 ","739.888,09 ","0,00 ","5.650,00 ","10.220,00 ","9.414,94 ","0,00 ","714.603,15 ","112.506,94 ","112.506,94 ","258.537,98 ","15.936,90 ","41.983,26 ","603,33 ","200.014,49 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","809.575,12 ","809.575,12 ","0,00 ","0,00 ","115.001,65 ","14.361,01 ","489.270,95 ","116.868,81 ","498,13 ","1.847,46 ","71.727,11 ","0,00 ","162.141,15 ","118.748,23 ","97.721,73 ","21.026,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","43.392,92 ","37.996,38 ","0,00 ","0,00 ","5.396,54 ","126.227,77 ","127.912,61 ","437.143,98 "
184.,128 ,OBČINA TOLMIN,"12.791.209,36 ","2.654.393,83 ","485.774,43 ","442.418,70 ","15.025,05 ","26.458,36 ","1.872,32 ","0,00 ","0,00 ","0,00 ","80.205,88 ","39.530,71 ","31.669,02 ","267,98 ","446,67 ","8.291,50 ","1.891.138,91 ","173.280,76 ","56.606,45 ","216.042,26 ","18.284,25 ","4.370,72 ","1.028.377,80 ","8.536,44 ","2.556,00 ","383.084,23 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","197.274,61 ","0,00 ","197.274,61 ","0,00 ","0,00 ","0,00 ","4.614.668,47 ","98.643,19 ","0,00 ","0,00 ","98.643,19 ","1.950.847,71 ","0,00 ","25.200,00 ","0,00 ","0,00 ","0,00 ","1.925.647,71 ","294.339,86 ","294.339,86 ","2.270.837,71 ","52.393,06 ","59.196,42 ","0,00 ","2.145.070,90 ","14.177,33 ","0,00 ","0,00 ","0,00 ","0,00 ","5.113.562,50 ","5.113.562,50 ","122.976,00 ","0,00 ","55.251,71 ","4.155,87 ","1.673.205,21 ","2.682.818,13 ","130.809,37 ","3.300,36 ","441.045,85 ","0,00 ","408.584,56 ","167.726,00 ","167.726,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","240.858,56 ","29.208,52 ","0,00 ","0,00 ","211.650,04 ","172.629,12 ","118.355,49 ","3.760.365,94 "
185.,129 ,OBČINA TRBOVLJE,"15.182.570,74 ","3.587.968,30 ","927.609,66 ","827.041,73 ","30.134,84 ","52.262,76 ","13.563,86 ","3.162,69 ","0,00 ","1.443,78 ","152.600,94 ","73.848,11 ","59.161,81 ","500,64 ","834,38 ","18.256,00 ","2.306.128,28 ","282.317,96 ","43.751,36 ","219.560,61 ","30.460,57 ","2.777,95 ","1.197.070,08 ","74.771,46 ","0,00 ","455.418,29 ","35.632,95 ","33.136,39 ","0,00 ","2.496,56 ","0,00 ","0,00 ","0,00 ","165.996,47 ","0,00 ","150.000,00 ","15.996,47 ","0,00 ","0,00 ","6.374.718,52 ","243.769,00 ","243.769,00 ","0,00 ","0,00 ","3.042.897,86 ","0,00 ","6.140,51 ","81.711,33 ","0,00 ","0,00 ","2.955.046,02 ","479.497,12 ","479.497,12 ","2.608.554,54 ","0,00 ","204.515,43 ","0,00 ","2.353.269,19 ","5.176,04 ","45.593,88 ","0,00 ","0,00 ","0,00 ","4.885.886,19 ","4.885.886,19 ","26.775,00 ","0,00 ","67.609,32 ","799,99 ","2.824.439,76 ","1.572.102,34 ","51.082,22 ","0,00 ","343.077,56 ","0,00 ","333.997,73 ","73.103,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","73.103,00 ","0,00 ","260.894,73 ","0,00 ","0,00 ","0,00 ","260.894,73 ","-120.114,53 ","-198.213,28 ","3.194.240,97 "
186.,130 ,OBČINA TREBNJE,"13.298.904,25 ","2.226.208,69 ","558.357,45 ","498.576,50 ","17.868,22 ","39.002,49 ","2.910,24 ","0,00 ","0,00 ","0,00 ","91.139,13 ","44.597,63 ","35.559,87 ","300,77 ","501,52 ","10.179,34 ","1.453.362,87 ","81.487,03 ","0,00 ","127.815,49 ","8.718,39 ","3.494,16 ","718.865,34 ","33.024,30 ","9.412,13 ","470.546,03 ","113.349,24 ","113.349,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.000,00 ","0,00 ","10.000,00 ","0,00 ","0,00 ","0,00 ","3.895.745,43 ","77.101,19 ","0,00 ","0,00 ","77.101,19 ","2.424.378,99 ","0,00 ","34.632,00 ","18.516,62 ","0,00 ","32.808,00 ","2.338.422,37 ","521.303,64 ","521.303,64 ","872.961,61 ","31.993,55 ","57.510,11 ","23.934,38 ","759.523,57 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.866.274,31 ","5.866.274,31 ","307.376,00 ","0,00 ","471.320,32 ","0,00 ","4.127.583,74 ","202.315,37 ","293.906,75 ","0,00 ","463.772,13 ","0,00 ","1.310.675,82 ","1.203.349,81 ","165.008,00 ","1.038.341,81 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","107.326,01 ","0,00 ","0,00 ","0,00 ","107.326,01 ","-543.769,39 ","-447.486,44 ","3.416.880,08 "
187.,185 ,OBČINA TRNOVSKA VAS,"1.100.404,42 ","406.409,38 ","109.001,78 ","95.887,03 ","4.821,38 ","7.715,86 ","0,00 ","0,00 ","0,00 ","577,51 ","18.282,42 ","7.960,77 ","6.982,04 ","60,75 ","101,04 ","3.177,82 ","276.286,10 ","24.487,07 ","2.776,16 ","41.202,69 ","2.701,18 ","1.888,55 ","98.217,52 ","1.061,88 ","0,00 ","103.951,05 ","2.839,08 ","2.839,08 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","377.871,29 ","0,00 ","0,00 ","0,00 ","0,00 ","253.348,84 ","0,00 ","2.158,15 ","0,00 ","0,00 ","0,00 ","251.190,69 ","21.080,55 ","21.080,55 ","103.441,90 ","28.396,87 ","11.570,43 ","0,00 ","63.474,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","310.839,74 ","310.839,74 ","0,00 ","0,00 ","21.121,70 ","0,00 ","180.929,94 ","862,63 ","77.304,47 ","900,00 ","29.721,00 ","0,00 ","5.284,01 ","3.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.500,00 ","0,00 ","1.784,01 ","1.585,70 ","0,00 ","0,00 ","198,31 ","6.058,93 ","8.278,75 ","193.105,33 "
188.,186 ,OBČINA TRZIN,"4.154.147,03 ","1.167.185,13 ","412.643,48 ","348.465,56 ","12.633,13 ","38.160,68 ","13.058,45 ","325,66 ","0,00 ","0,00 ","64.698,88 ","32.024,18 ","25.655,47 ","217,06 ","361,80 ","6.440,37 ","689.842,77 ","123.597,61 ","65.249,38 ","163.089,07 ","7.247,64 ","3.328,25 ","199.319,47 ","18.896,12 ","8.299,76 ","100.815,47 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.172.191,36 ","139.156,44 ","138.356,44 ","0,00 ","800,00 ","619.834,26 ","0,00 ","8.346,00 ","0,00 ","661,73 ","13.790,25 ","597.036,28 ","120.669,18 ","120.669,18 ","292.531,48 ","0,00 ","9.750,18 ","0,00 ","278.347,92 ","492,87 ","3.940,51 ","0,00 ","0,00 ","0,00 ","1.773.877,63 ","1.773.877,63 ","0,00 ","0,00 ","101.824,16 ","0,00 ","1.490.518,09 ","90.459,89 ","13.920,00 ","643,20 ","76.512,29 ","0,00 ","40.892,91 ","7.200,07 ","7.200,07 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","33.692,84 ","0,00 ","0,00 ","0,00 ","33.692,84 ","-517.675,51 ","-544.566,67 ","1.109.843,46 "
189.,131 ,OBČINA TRŽIČ,"12.431.431,67 ","3.637.135,03 ","715.443,83 ","606.626,40 ","21.904,28 ","54.003,62 ","27.741,89 ","4.136,42 ","0,00 ","1.031,22 ","116.068,51 ","57.778,61 ","45.784,30 ","390,45 ","650,82 ","11.464,33 ","2.545.473,86 ","326.261,38 ","87.066,29 ","209.431,51 ","5.536,90 ","7.821,28 ","1.503.127,17 ","70.278,65 ","0,00 ","335.950,68 ","126.708,24 ","126.708,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","133.440,59 ","0,00 ","133.440,59 ","0,00 ","0,00 ","0,00 ","4.913.159,27 ","966.035,45 ","930.689,62 ","0,00 ","35.345,83 ","2.370.197,18 ","0,00 ","30.800,00 ","0,00 ","0,00 ","0,00 ","2.339.397,18 ","613.670,18 ","613.670,18 ","963.256,46 ","114.008,59 ","75.417,46 ","3.207,85 ","770.622,56 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.714.126,86 ","3.714.126,86 ","0,00 ","0,00 ","105.637,42 ","0,00 ","2.057.046,76 ","512.162,41 ","586.086,90 ","17.734,20 ","435.459,17 ","0,00 ","167.010,51 ","59,56 ","0,00 ","59,56 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","166.950,95 ","4.527,66 ","0,00 ","0,00 ","162.423,29 ","303.970,97 ","328.787,70 ","2.966.218,57 "
