št.",ID,OBČINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.,207 ,OBČINA GORJE,"2.752.006,65 ","613.292,68 ","110.424,34 ","94.060,75 ","2.921,74 ","7.659,48 ","5.493,61 ","0,00 ","0,00 ","288,76 ","17.302,81 ","8.810,65 ","7.058,40 ","59,72 ","99,59 ","1.274,45 ","473.954,07 ","51.570,80 ","22.978,94 ","36.897,63 ","390,60 ","6.226,17 ","246.661,29 ","6.743,27 ","1.607,91 ","100.877,46 ","1.993,10 ","0,00 ","1.993,10 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.618,36 ","0,00 ","8.000,00 ","0,00 ","1.618,36 ","0,00 ","1.020.211,54 ","32.182,78 ","1.778,24 ","0,00 ","30.404,54 ","579.486,52 ","0,00 ","11.266,81 ","1.638,58 ","0,00 ","0,00 ","566.581,13 ","88.594,28 ","88.594,28 ","319.947,96 ","152.664,86 ","6.363,46 ","0,00 ","149.435,37 ","11.484,27 ","0,00 ","0,00 ","0,00 ","0,00 ","871.104,93 ","871.104,93 ","0,00 ","0,00 ","30.905,78 ","9.084,60 ","542.303,14 ","135.941,44 ","17.617,95 ","0,00 ","135.252,02 ","247.397,50 ","150.096,87 ","52.484,02 ","0,00 ","0,00 ","0,00 ","0,00 ","97.612,85 ","0,00 ","97.300,63 ","12.542,53 ","0,00 ","0,00 ","84.758,10 ","78.415,01 ","68.256,33 ","477.021,70 "
41.,29 ,OBČINA GORNJA RADGONA,"9.146.729,30 ","2.207.143,96 ","578.653,32 ","490.195,81 ","19.152,00 ","39.578,77 ","5.560,21 ","0,00 ","0,00 ","24.166,53 ","84.422,20 ","40.865,36 ","31.827,10 ","269,52 ","448,72 ","11.011,50 ","1.463.241,66 ","258.925,24 ","120.538,07 ","424.607,29 ","9.654,63 ","11.007,11 ","500.263,05 ","790,40 ","2.222,30 ","135.233,57 ","44.326,78 ","0,00 ","44.326,78 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","36.500,00 ","0,00 ","36.500,00 ","0,00 ","0,00 ","0,00 ","2.666.923,24 ","70.557,43 ","27.283,06 ","0,00 ","43.274,37 ","1.432.684,34 ","0,00 ","0,00 ","0,00 ","0,00 ","9.742,28 ","1.422.942,06 ","276.618,03 ","276.618,03 ","887.063,44 ","0,00 ","71.304,50 ","9.474,22 ","766.784,72 ","39.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.043.375,67 ","4.043.375,67 ","0,00 ","0,00 ","21.201,47 ","0,00 ","1.480.507,79 ","2.094.761,20 ","40.000,00 ","0,00 ","406.905,21 ","229.286,43 ","16.901,65 ","1.959,11 ","14.942,54 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","212.384,78 ","129.381,19 ","0,00 ","0,00 ","83.003,59 ","601.140,24 ","640.201,99 ","1.630.432,92 "
42.,30 ,OBČINA GORNJI GRAD,"2.255.845,91 ","882.826,03 ","145.497,72 ","127.323,92 ","3.696,00 ","5.916,76 ","367,26 ","0,00 ","7.905,02 ","288,76 ","21.210,49 ","10.873,03 ","8.671,06 ","73,23 ","122,07 ","1.471,10 ","641.488,65 ","36.803,30 ","18.434,11 ","68.740,25 ","2.336,07 ","1.817,65 ","253.148,03 ","11.922,21 ","0,00 ","248.287,03 ","6.136,62 ","0,00 ","6.136,62 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","68.492,55 ","18.975,35 ","40.976,00 ","0,00 ","8.541,20 ","0,00 ","676.804,25 ","46.076,17 ","0,00 ","0,00 ","46.076,17 ","376.458,93 ","0,00 ","3.000,00 ","0,00 ","0,00 ","0,00 ","373.458,93 ","86.544,00 ","86.544,00 ","167.725,15 ","0,00 ","17.202,46 ","1.073,73 ","149.448,96 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","577.830,66 ","577.830,66 ","0,00 ","0,00 ","5.057,43 ","0,00 ","10.487,52 ","384.347,59 ","3.404,00 ","0,00 ","174.534,12 ","118.384,97 ","67.824,68 ","67.824,68 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","50.560,29 ","0,00 ","0,00 ","0,00 ","50.560,29 ","324.490,79 ","329.725,53 ","464.707,01 "
43.,31 ,OBČINA GORNJI PETROVCI,"1.884.884,93 ","723.438,39 ","158.160,45 ","128.432,09 ","6.048,00 ","13.300,54 ","10.379,82 ","0,00 ","0,00 ","0,00 ","28.794,53 ","12.284,79 ","9.841,64 ","83,21 ","138,84 ","6.446,05 ","331.391,21 ","87.574,88 ","0,00 ","66.798,55 ","27.903,30 ","2.386,71 ","113.686,77 ","1.351,42 ","0,00 ","31.689,58 ","205.092,20 ","0,00 ","205.092,20 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","617.999,18 ","5.091,24 ","0,00 ","0,00 ","5.091,24 ","374.530,16 ","63.738,65 ","3.850,00 ","6.462,01 ","0,00 ","0,00 ","300.479,50 ","62.407,97 ","62.407,97 ","175.969,81 ","964,98 ","20.782,54 ","3.921,89 ","150.300,40 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","344.931,89 ","344.931,89 ","10.562,53 ","7.860,14 ","6.345,87 ","1.068,00 ","153.642,55 ","142.078,96 ","15.077,84 ","0,00 ","8.296,00 ","198.515,47 ","189.735,71 ","189.735,71 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.779,76 ","0,00 ","0,00 ","0,00 ","8.779,76 ","471.733,34 ","675.973,80 ","222.709,08 "
44.,158 ,OBČINA GRAD,"3.841.934,03 ","1.163.150,48 ","222.049,79 ","188.891,87 ","11.312,00 ","19.957,26 ","1.022,39 ","0,00 ","0,00 ","866,27 ","34.128,35 ","17.170,21 ","13.411,66 ","113,66 ","194,02 ","3.238,80 ","840.693,80 ","252.484,81 ","3.968,73 ","79.945,97 ","28.007,37 ","2.965,18 ","179.671,23 ","12.090,84 ","0,00 ","281.559,67 ","66.278,54 ","0,00 ","66.278,54 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","557.130,20 ","6.978,49 ","0,00 ","0,00 ","6.978,49 ","316.381,34 ","0,00 ","3.600,00 ","0,00 ","0,00 ","0,00 ","312.781,34 ","61.373,84 ","61.373,84 ","172.396,53 ","11.641,56 ","25.659,50 ","386,37 ","129.888,39 ","2.320,13 ","2.500,58 ","0,00 ","0,00 ","0,00 ","2.072.840,86 ","2.072.840,86 ","0,00 ","0,00 ","12.178,47 ","0,00 ","1.710.178,06 ","302.327,78 ","0,00 ","800,00 ","47.356,55 ","48.812,49 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","48.812,49 ","45.270,09 ","0,00 ","0,00 ","3.542,40 ","-583.837,05 ","-522.068,51 ","136.618,54 "
45.,32 ,OBČINA GROSUPLJE,"14.714.511,00 ","3.232.652,00 ","740.894,00 ","646.883,00 ","20.282,00 ","49.463,00 ","14.251,00 ","7.349,00 ","0,00 ","2.666,00 ","120.784,00 ","59.739,00 ","47.859,00 ","409,00 ","672,00 ","12.105,00 ","2.253.939,00 ","273.690,00 ","210.052,00 ","294.291,00 ","9.689,00 ","1.202,00 ","971.614,00 ","80.666,00 ","9.464,00 ","403.271,00 ","108.689,00 ","0,00 ","91.998,00 ","0,00 ","16.691,00 ","0,00 ","0,00 ","0,00 ","8.346,00 ","0,00 ","8.346,00 ","0,00 ","0,00 ","0,00 ","5.536.254,00 ","79.117,00 ","35.317,00 ","0,00 ","43.800,00 ","3.222.980,00 ","0,00 ","37.350,00 ","11.119,00 ","0,00 ","33.375,00 ","3.141.136,00 ","974.954,00 ","974.954,00 ","1.259.203,00 ","28.765,00 ","152.817,00 ","1.842,00 ","1.049.854,00 ","20.550,00 ","5.375,00 ","0,00 ","0,00 ","0,00 ","4.421.091,00 ","4.421.091,00 ","335.219,00 ","22.947,00 ","390.370,00 ","8.708,00 ","2.329.677,00 ","476.255,00 ","488.399,00 ","388,00 ","369.128,00 ","1.524.514,00 ","992.780,00 ","232.207,00 ","697.609,00 ","0,00 ","0,00 ","62.964,00 ","0,00 ","0,00 ","531.734,00 ","0,00 ","0,00 ","0,00 ","531.734,00 ","-1.072.328,00 ","-1.009.575,00 ","3.906.065,00 "
46.,159 ,OBČINA HAJDINA,"3.515.812,55 ","1.003.734,25 ","218.013,26 ","185.905,17 ","8.769,85 ","15.268,69 ","4.448,10 ","3.043,94 ","0,00 ","577,51 ","34.596,48 ","17.288,12 ","13.686,39 ","115,71 ","195,42 ","3.310,84 ","707.988,23 ","81.916,47 ","383,60 ","170.933,54 ","9.359,72 ","2.683,49 ","223.854,79 ","10.732,03 ","3.070,10 ","205.054,49 ","38.936,28 ","0,00 ","38.116,30 ","0,00 ","819,98 ","0,00 ","0,00 ","0,00 ","4.200,00 ","0,00 ","4.200,00 ","0,00 ","0,00 ","0,00 ","940.759,20 ","26.238,23 ","0,00 ","0,00 ","26.238,23 ","502.269,02 ","0,00 ","5.008,33 ","1.627,47 ","0,00 ","0,00 ","495.633,22 ","179.830,83 ","179.830,83 ","232.421,12 ","50.737,78 ","34.494,48 ","351,00 ","146.214,44 ","623,42 ","0,00 ","0,00 ","0,00 ","0,00 ","913.987,13 ","913.987,13 ","73.333,33 ","0,00 ","1.526,92 ","0,00 ","711.385,25 ","46.727,21 ","917,86 ","0,00 ","80.096,56 ","657.331,97 ","277.882,61 ","207.082,61 ","70.800,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","379.449,36 ","377.199,36 ","0,00 ","0,00 ","2.250,00 ","97.697,26 ","134.915,55 ","983.141,19 "
47.,160 ,OBČINA HOČE-SLIVNICA,"7.641.157,00 ","2.085.798,00 ","452.947,00 ","376.659,00 ","21.112,00 ","44.352,00 ","1.278,00 ","3.846,00 ","0,00 ","5.700,00 ","70.781,00 ","34.757,00 ","27.091,00 ","229,00 ","385,00 ","8.319,00 ","1.562.070,00 ","193.009,00 ","3.474,00 ","396.454,00 ","17.046,00 ","4.398,00 ","807.654,00 ","5.872,00 ","0,00 ","134.163,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.605.617,00 ","103.662,00 ","0,00 ","0,00 ","103.662,00 ","1.612.034,00 ","0,00 ","0,00 ","0,00 ","0,00 ","23.280,00 ","1.588.754,00 ","293.622,00 ","293.622,00 ","596.299,00 ","0,00 ","71.137,00 ","0,00 ","525.162,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.495.324,00 ","2.495.324,00 ","0,00 ","0,00 ","39.832,00 ","1.321,00 ","2.077.452,00 ","156.546,00 ","30.500,00 ","0,00 ","189.673,00 ","454.418,00 ","311.043,00 ","91.537,00 ","219.506,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","143.375,00 ","5.919,00 ","0,00 ","0,00 ","137.456,00 ","-254.825,00 ","-270.726,00 ","2.006.648,00 "
48.,161 ,OBČINA HODOŠ,"733.259,19 ","224.748,70 ","88.064,15 ","77.869,08 ","4.368,00 ","5.488,65 ","338,42 ","0,00 ","0,00 ","0,00 ","14.485,89 ","6.921,41 ","5.544,93 ","47,04 ","78,24 ","1.894,27 ","111.914,06 ","37.306,62 ","3.764,33 ","22.046,20 ","4.880,88 ","989,81 ","4.120,21 ","0,00 ","0,00 ","38.806,01 ","10.284,60 ","0,00 ","10.048,59 ","236,01 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","91.771,74 ","0,00 ","0,00 ","0,00 ","0,00 ","73.226,57 ","33.597,76 ","0,00 ","3.145,97 ","0,00 ","0,00 ","36.482,84 ","12.299,11 ","12.299,11 ","6.246,06 ","1.804,68 ","3.063,72 ","211,78 ","1.020,03 ","0,00 ","145,85 ","0,00 ","0,00 ","0,00 ","413.257,06 ","413.257,06 ","0,00 ","0,00 ","0,00 ","2.158,20 ","387.367,11 ","15.445,83 ","0,00 ","0,00 ","8.285,92 ","3.481,69 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.481,69 ","3.481,69 ","0,00 ","0,00 ","0,00 ","16.638,75 ","26.361,77 ","-24.938,81 "
49.,162 ,OBČINA HORJUL,"1.493.578,26 ","484.407,25 ","106.240,80 ","92.552,86 ","4.088,00 ","7.232,71 ","2.367,23 ","0,00 ","0,00 ","0,00 ","17.318,94 ","8.400,41 ","6.729,92 ","56,92 ","94,88 ","2.036,81 ","352.847,51 ","81.869,30 ","0,00 ","45.067,37 ","1.022,17 ","1.210,35 ","169.080,50 ","278,20 ","0,00 ","54.319,62 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.000,00 ","0,00 ","8.000,00 ","0,00 ","0,00 ","0,00 ","606.370,81 ","6.499,08 ","0,00 ","0,00 ","6.499,08 ","428.054,04 ","0,00 ","9.892,00 ","250,00 ","0,00 ","0,00 ","417.912,04 ","45.414,40 ","45.414,40 ","126.403,29 ","15.708,92 ","7.169,02 ","0,00 ","103.525,35 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","284.427,04 ","284.427,04 ","0,00 ","0,00 ","14.198,20 ","19.463,55 ","108.075,13 ","122.419,76 ","3.840,00 ","0,00 ","16.430,40 ","118.373,16 ","104.570,33 ","58.201,34 ","46.368,99 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","13.802,83 ","130,19 ","0,00 ","0,00 ","13.672,64 ","667.032,02 ","645.475,58 ","845.622,03 "
50.,34 ,OBČINA HRASTNIK,"12.648.274,35 ","2.045.356,27 ","506.305,69 ","448.499,76 ","17.472,00 ","28.834,10 ","3.253,93 ","3.708,73 ","0,00 ","4.537,17 ","84.402,64 ","40.544,36 ","32.481,13 ","275,09 ","458,25 ","10.643,81 ","1.317.543,45 ","307.722,39 ","4.865,69 ","180.134,98 ","4.699,11 ","717,25 ","667.342,27 ","14.942,86 ","0,00 ","137.118,90 ","19.606,49 ","0,00 ","107,40 ","0,00 ","19.499,09 ","0,00 ","0,00 ","0,00 ","117.498,00 ","0,00 ","116.378,00 ","1.120,00 ","0,00 ","0,00 ","3.068.592,46 ","51.826,00 ","0,00 ","0,00 ","51.826,00 ","1.510.666,88 ","0,00 ","9.000,00 ","16.723,78 ","534,39 ","29.766,38 ","1.454.642,33 ","286.769,67 ","286.769,67 ","1.219.329,91 ","15.718,49 ","93.331,75 ","1.839,20 ","1.107.546,60 ","893,87 ","0,00 ","0,00 ","0,00 ","0,00 ","7.138.058,78 ","7.138.058,78 ","0,00 ","0,00 ","18.752,41 ","0,00 ","6.265.592,73 ","361.121,76 ","101.374,89 ","414,00 ","390.802,99 ","396.266,84 ","188.915,01 ","188.915,01 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","207.351,83 ","22.926,37 ","0,00 ","0,00 ","184.425,46 ","-434.150,97 ","-432.982,99 ","2.053.085,91 "
51.,35 ,OBČINA HRPELJE-KOZINA,"6.393.832,01 ","1.176.346,03 ","267.089,91 ","238.585,92 ","6.720,00 ","11.722,33 ","2.709,79 ","6.439,65 ","0,00 ","912,22 ","40.293,86 ","19.935,40 ","15.680,89 ","135,28 ","225,26 ","4.317,03 ","868.114,50 ","80.896,38 ","4.161,41 ","224.753,47 ","0,00 ","12.479,01 ","98.254,00 ","5.164,78 ","0,00 ","442.405,45 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","847,76 ","0,00 ","847,76 ","0,00 ","0,00 ","0,00 ","2.015.949,91 ","35.965,75 ","16.529,07 ","0,00 ","19.436,68 ","773.842,79 ","1.380,55 ","16.109,00 ","2.008,44 ","0,00 ","0,00 ","754.344,80 ","165.646,55 ","165.646,55 ","1.040.494,82 ","24.583,78 ","21.885,59 ","1.308,95 ","906.231,03 ","76.815,59 ","9.669,88 ","0,00 ","0,00 ","0,00 ","2.773.106,44 ","2.773.106,44 ","0,00 ","0,00 ","44.138,66 ","0,00 ","2.087.026,61 ","86.472,25 ","441.583,98 ","0,00 ","113.884,94 ","428.429,63 ","305.581,97 ","272.723,97 ","32.858,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","122.847,66 ","40.113,79 ","0,00 ","0,00 ","82.733,87 ","-263.901,31 ","-266.263,03 ","1.020.098,71 "
52.,36 ,OBČINA IDRIJA,"12.007.854,07 ","3.853.053,97 ","682.497,85 ","600.608,63 ","20.160,00 ","37.100,66 ","10.381,68 ","12.658,73 ","0,00 ","1.588,15 ","109.289,98 ","54.367,69 ","43.555,61 ","368,65 ","614,35 ","10.383,68 ","2.815.569,04 ","795.535,03 ","13.603,24 ","269.447,15 ","21.127,61 ","14.974,29 ","1.389.691,42 ","22.004,34 ","1.000,00 ","288.185,96 ","72.011,10 ","0,00 ","72.011,10 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","173.686,00 ","59.622,97 ","81.830,00 ","0,00 ","32.233,03 ","0,00 ","3.959.726,43 ","42.130,68 ","0,00 ","0,00 ","42.130,68 ","2.211.863,76 ","0,00 ","14.875,00 ","2.500,00 ","0,00 ","0,00 ","2.194.488,76 ","622.802,70 ","622.802,70 ","1.082.929,29 ","6.095,14 ","35.345,96 ","47.049,46 ","986.962,54 ","7.476,19 ","0,00 ","0,00 ","0,00 ","0,00 ","2.839.464,31 ","2.839.464,31 ","1.948,00 ","0,00 ","29.298,84 ","2.795,53 ","1.444.901,93 ","682.740,60 ","166.143,90 ","840,00 ","510.795,51 ","1.355.609,36 ","921.612,36 ","109.172,46 ","812.439,90 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","433.997,00 ","0,00 ","0,00 ","0,00 ","433.997,00 ","1.113.170,58 ","1.180.800,84 ","1.372.907,87 "
53.,37 ,OBČINA IG,"6.373.482,81 ","1.798.116,16 ","371.191,87 ","315.395,28 ","10.080,00 ","23.296,81 ","19.331,53 ","2.221,99 ","0,00 ","866,26 ","59.325,15 ","29.819,87 ","23.889,67 ","201,24 ","336,89 ","5.077,48 ","1.325.707,14 ","334.051,53 ","8.445,61 ","136.979,05 ","92.930,04 ","3.539,19 ","595.471,60 ","15.583,50 ","16.387,68 ","122.318,94 ","11.433,61 ","0,00 ","11.433,61 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","30.458,39 ","0,00 ","27.330,96 ","3.127,43 ","0,00 ","0,00 ","2.190.546,65 ","410.169,10 ","363.857,32 ","0,00 ","46.311,78 ","1.014.773,70 ","0,00 ","1.146,15 ","0,00 ","74,20 ","0,00 ","1.013.553,35 ","200.089,50 ","200.089,50 ","565.514,35 ","76.511,50 ","28.741,94 ","0,00 ","451.623,84 ","8.637,07 ","0,00 ","0,00 ","0,00 ","0,00 ","2.173.515,63 ","2.173.515,63 ","0,00 ","0,00 ","175.634,81 ","0,00 ","1.708.263,89 ","29.587,08 ","61.673,82 ","0,00 ","198.356,03 ","211.304,37 ","108.165,03 ","0,00 ","6.065,03 ","0,00 ","0,00 ","0,00 ","102.100,00 ","0,00 ","103.139,34 ","0,00 ","0,00 ","0,00 ","103.139,34 ","-907.290,22 ","-1.052.116,36 ","1.011.569,98 "
54.,38 ,OBČINA ILIRSKA BISTRICA,"14.968.323,39 ","3.159.012,73 ","659.695,22 ","572.152,44 ","23.149,54 ","47.959,83 ","7.976,47 ","7.013,16 ","0,00 ","1.443,78 ","112.902,00 ","57.538,16 ","41.622,71 ","352,30 ","610,47 ","12.778,36 ","2.307.041,63 ","409.575,17 ","1.018,58 ","441.739,70 ","13.461,63 ","10.871,85 ","1.102.954,10 ","5.897,10 ","85.727,17 ","235.796,33 ","51.836,88 ","0,00 ","47.035,00 ","0,00 ","4.801,88 ","0,00 ","0,00 ","0,00 ","27.537,00 ","0,00 ","20.168,00 ","0,00 ","7.369,00 ","0,00 ","3.951.272,92 ","112.672,83 ","0,00 ","0,00 ","112.672,83 ","2.082.762,83 ","0,00 ","32.250,00 ","0,00 ","0,00 ","70.246,28 ","1.980.266,55 ","527.473,68 ","527.473,68 ","1.228.363,58 ","0,00 ","75.910,56 ","7.861,90 ","962.963,04 ","181.628,08 ","0,00 ","0,00 ","0,00 ","0,00 ","6.980.978,14 ","6.980.978,14 ","150.415,00 ","12.812,40 ","439.435,38 ","18.427,79 ","5.080.124,11 ","157.389,20 ","359.318,43 ","24.240,00 ","738.815,83 ","877.059,60 ","802.800,56 ","319.020,99 ","483.779,57 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","74.259,04 ","0,00 ","0,00 ","0,00 ","74.259,04 ","-1.280.966,10 ","-1.325.705,22 ","2.955.043,07 "
55.,39 ,OBČINA IVANČNA GORICA,"10.980.325,71 ","2.923.812,78 ","477.129,05 ","431.678,79 ","13.104,00 ","29.020,86 ","3.036,64 ","0,00 ","0,00 ","288,76 ","77.954,64 ","38.870,95 ","31.140,78 ","263,64 ","439,16 ","7.240,11 ","2.348.590,90 ","426.868,19 ","35.943,25 ","176.415,27 ","11.743,49 ","12.176,50 ","1.077.567,02 ","37.434,72 ","18.811,66 ","551.630,80 ","138,19 ","0,00 ","0,00 ","0,00 ","138,19 ","0,00 ","0,00 ","0,00 ","20.000,00 ","0,00 ","20.000,00 ","0,00 ","0,00 ","0,00 ","3.877.565,72 ","17.920,94 ","17.920,94 ","0,00 ","0,00 ","2.358.547,14 ","0,00 ","56.100,00 ","15.895,50 ","0,00 ","0,00 ","2.286.551,64 ","581.892,42 ","581.892,42 ","919.205,22 ","26.943,14 ","102.441,26 ","0,00 ","787.206,92 ","2.613,90 ","0,00 ","0,00 ","0,00 ","0,00 ","3.837.086,23 ","3.837.086,23 ","0,00 ","17.463,10 ","182.915,68 ","0,00 ","2.992.060,75 ","177.913,65 ","280.558,17 ","1.764,00 ","184.410,88 ","341.860,98 ","231.499,09 ","117.179,65 ","114.319,44 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","110.361,89 ","1.695,30 ","0,00 ","0,00 ","108.666,59 ","52.718,59 ","-64.723,76 ","2.868.356,81 "
56.,40 ,OBČINA IZOLA,"20.425.387,00 ","5.553.928,00 ","1.671.498,00 ","1.464.952,00 ","46.004,00 ","97.600,00 ","34.743,00 ","13.573,00 ","0,00 ","14.626,00 ","270.939,00 ","134.554,00 ","107.692,00 ","912,00 ","1.519,00 ","26.262,00 ","3.460.418,00 ","519.894,00 ","140,00 ","1.844.522,00 ","43.312,00 ","4.169,00 ","356.968,00 ","124.561,00 ","5.324,00 ","561.528,00 ","109.344,00 ","0,00 ","65.162,00 ","0,00 ","44.182,00 ","0,00 ","0,00 ","0,00 ","41.729,00 ","0,00 ","41.729,00 ","0,00 ","0,00 ","0,00 ","5.509.200,00 ","47.929,00 ","0,00 ","0,00 ","47.929,00 ","2.389.060,00 ","0,00 ","82.000,00 ","140.817,00 ","0,00 ","32.048,00 ","2.134.195,00 ","370.584,00 ","370.584,00 ","2.701.627,00 ","0,00 ","137.238,00 ","12.021,00 ","2.547.250,00 ","5.118,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.613.312,00 ","6.613.312,00 ","4.539.202,00 ","15.751,00 ","127.514,00 ","63.485,00 ","1.186.258,00 ","190.021,00 ","109.002,00 ","186.646,00 ","195.433,00 ","2.748.947,00 ","1.201.462,00 ","122.360,00 ","1.051.803,00 ","0,00 ","27.299,00 ","0,00 ","0,00 ","0,00 ","1.547.485,00 ","807.997,00 ","0,00 ","0,00 ","739.488,00 ","-2.247.483,00 ","-2.156.339,00 ","2.054.725,00 "
57.,41 ,OBČINA JESENICE,"19.164.890,68 ","5.123.217,91 ","1.280.184,78 ","1.081.184,69 ","43.344,00 ","99.018,88 ","27.080,05 ","15.728,90 ","0,00 ","13.828,26 ","204.719,68 ","99.826,25 ","80.216,85 ","678,65 ","1.131,39 ","22.866,54 ","3.581.169,43 ","467.791,36 ","24.193,94 ","327.485,71 ","16.698,15 ","12.883,29 ","1.800.114,82 ","50.270,76 ","13.508,07 ","868.223,33 ","57.144,02 ","0,00 ","30.524,39 ","0,00 ","26.619,63 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.953.143,42 ","255.365,23 ","0,00 ","0,00 ","255.365,23 ","3.137.759,73 ","0,00 ","39.400,00 ","310.093,83 ","0,00 ","15.974,00 ","2.772.291,90 ","619.424,31 ","619.424,31 ","2.940.594,15 ","0,00 ","91.396,04 ","10.078,53 ","2.804.819,50 ","34.300,08 ","0,00 ","0,00 ","0,00 ","0,00 ","5.746.149,93 ","5.746.149,93 ","139.545,49 ","17.829,99 ","269.560,36 ","14.103,83 ","2.220.684,81 ","2.022.721,76 ","598.652,44 ","9.494,62 ","453.556,63 ","1.342.379,42 ","398.083,03 ","111.768,00 ","116.802,83 ","0,00 ","0,00 ","138.076,74 ","31.435,46 ","0,00 ","944.296,39 ","5.984,00 ","0,00 ","0,00 ","938.312,39 ","1.122.379,67 ","1.071.464,63 ","3.347.473,69 "
58.,163 ,OBČINA JEZERSKO,"963.331,18 ","335.566,41 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","232.897,41 ","33.261,60 ","3.463,19 ","16.262,22 ","3.672,53 ","0,00 ","74.972,72 ","0,00 ","0,00 ","101.265,15 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","102.669,00 ","2.434,00 ","235,00 ","100.000,00 ","0,00 ","0,00 ","190.793,72 ","0,00 ","0,00 ","0,00 ","0,00 ","128.378,74 ","0,00 ","5.000,00 ","0,00 ","0,00 ","0,00 ","123.378,74 ","23.848,50 ","23.848,50 ","38.566,48 ","5.441,81 ","5.610,56 ","0,00 ","27.514,11 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","388.815,77 ","388.815,77 ","0,00 ","0,00 ","13.028,65 ","269,92 ","194.572,96 ","45.396,24 ","79.850,40 ","28.152,00 ","27.545,60 ","48.155,28 ","43.402,78 ","30.000,00 ","13.402,78 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.752,50 ","0,00 ","0,00 ","0,00 ","4.752,50 ","-78.385,71 ","-87.041,29 ","111.134,42 "
