št.",ID,OBČINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.,80 ,MESTNA OBČINA MURSKA SOBOTA,"16.674.487,40 ","4.195.925,47 ","1.111.652,06 ","990.140,72 ","36.288,00 ","65.055,62 ","9.181,26 ","4.778,22 ","0,00 ","6.208,24 ","183.524,82 ","89.207,58 ","71.466,79 ","604,66 ","992,35 ","21.253,44 ","2.631.360,12 ","326.233,62 ","6.003,86 ","448.325,29 ","37.605,08 ","8.433,17 ","1.000.630,78 ","21.919,89 ","222.763,61 ","559.444,82 ","69.669,32 ","0,00 ","55.975,14 ","0,00 ","13.694,18 ","0,00 ","0,00 ","0,00 ","199.719,15 ","49.719,15 ","150.000,00 ","0,00 ","0,00 ","0,00 ","7.383.801,28 ","3.890,77 ","0,00 ","0,00 ","3.890,77 ","2.829.026,85 ","0,00 ","0,00 ","0,00 ","0,00 ","233.000,00 ","2.596.026,85 ","1.012.795,38 ","1.012.795,38 ","3.538.088,28 ","0,00 ","308.670,88 ","95.779,85 ","2.951.108,79 ","182.528,76 ","0,00 ","0,00 ","0,00 ","0,00 ","4.045.272,11 ","4.045.272,11 ","197.000,00 ","0,00 ","67.115,97 ","0,00 ","2.485.119,85 ","482.377,27 ","182.010,47 ","2.641,01 ","629.007,54 ","1.049.488,54 ","531.301,11 ","120.502,92 ","410.798,19 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","518.187,43 ","227.551,75 ","0,00 ","0,00 ","290.635,68 ","-1.486.905,50 ","-1.434.886,47 ","1.561.981,47 "
109.,81 ,OBČINA MUTA,"3.540.663,33 ","522.800,32 ","149.168,37 ","130.771,64 ","6.042,74 ","6.682,20 ","3.586,32 ","2.085,47 ","0,00 ","0,00 ","24.227,09 ","11.947,17 ","9.571,20 ","80,97 ","135,04 ","2.492,71 ","322.533,97 ","89.206,08 ","22.663,35 ","36.816,58 ","3.997,54 ","744,31 ","92.662,82 ","0,00 ","0,00 ","76.443,29 ","3.836,46 ","0,00 ","0,00 ","0,00 ","3.836,46 ","0,00 ","0,00 ","0,00 ","23.034,43 ","1.657,61 ","3.000,00 ","0,00 ","18.376,82 ","0,00 ","1.597.250,25 ","27.002,44 ","0,00 ","0,00 ","27.002,44 ","344.953,34 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","344.953,34 ","128.743,90 ","128.743,90 ","1.096.550,57 ","18.091,71 ","31.009,06 ","18.682,56 ","506.611,53 ","510.628,31 ","11.527,40 ","0,00 ","0,00 ","0,00 ","1.350.376,79 ","1.350.376,79 ","483,00 ","0,00 ","9.896,42 ","3.898,67 ","867.419,68 ","19.497,11 ","41.116,10 ","0,00 ","408.065,81 ","70.235,97 ","33.126,36 ","33.126,36 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","37.109,61 ","622,80 ","140,04 ","0,00 ","36.346,77 ","-198.130,13 ","-196.041,34 ","591.836,77 "
110.,82 ,OBČINA NAKLO,"4.895.882,97 ","1.194.858,22 ","166.332,99 ","143.077,40 ","5.040,00 ","10.721,59 ","6.560,60 ","139,33 ","0,00 ","794,07 ","26.761,73 ","12.959,04 ","10.381,83 ","87,76 ","146,43 ","3.186,67 ","983.022,73 ","116.424,40 ","46.750,56 ","91.366,64 ","4.649,32 ","5.574,67 ","560.537,18 ","31.054,57 ","533,33 ","126.132,06 ","18.740,77 ","0,00 ","18.740,77 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.142.025,36 ","20.920,46 ","0,00 ","0,00 ","20.920,46 ","731.877,19 ","0,00 ","16.250,00 ","0,00 ","417,12 ","2.000,00 ","713.210,07 ","167.811,46 ","167.811,46 ","221.416,25 ","41.988,44 ","14.277,38 ","0,00 ","165.150,43 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.067.805,51 ","2.067.805,51 ","0,00 ","0,00 ","167.227,90 ","0,00 ","1.412.851,03 ","83.185,00 ","177.048,86 ","0,00 ","227.492,72 ","491.193,88 ","436.960,30 ","7.501,14 ","429.459,16 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","54.233,58 ","4.589,41 ","0,00 ","0,00 ","49.644,17 ","215.751,19 ","226.133,66 ","1.441.532,87 "
111.,83 ,OBČINA NAZARJE,"3.743.305,00 ","1.497.165,00 ","97.228,00 ","87.775,00 ","2.688,00 ","5.215,00 ","1.550,00 ","0,00 ","0,00 ","0,00 ","15.999,00 ","7.905,00 ","6.333,00 ","54,00 ","89,00 ","1.618,00 ","1.318.166,00 ","131.445,00 ","0,00 ","48.179,00 ","1.975,00 ","188,00 ","960.534,00 ","28.342,00 ","0,00 ","147.503,00 ","29.929,00 ","0,00 ","29.929,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","35.843,00 ","6.979,00 ","23.000,00 ","0,00 ","5.864,00 ","0,00 ","669.645,00 ","13.063,00 ","0,00 ","0,00 ","13.063,00 ","402.674,00 ","0,00 ","3.125,00 ","0,00 ","0,00 ","0,00 ","399.549,00 ","56.435,00 ","56.435,00 ","197.473,00 ","11.248,00 ","13.360,00 ","0,00 ","167.452,00 ","0,00 ","5.413,00 ","0,00 ","0,00 ","0,00 ","1.526.940,00 ","1.526.940,00 ","70.115,00 ","0,00 ","4.120,00 ","6.773,00 ","1.231.786,00 ","10.280,00 ","73.329,00 ","0,00 ","130.537,00 ","49.555,00 ","35.555,00 ","15.000,00 ","20.555,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","14.000,00 ","0,00 ","0,00 ","0,00 ","14.000,00 ","-352.396,00 ","-323.426,00 ","-351.639,00 "
112.,84 ,MESTNA OBČINA NOVA GORICA,"32.259.003,58 ","8.111.906,31 ","2.149.478,89 ","1.904.289,98 ","61.772,48 ","100.696,37 ","73.595,03 ","948,81 ","0,00 ","8.176,22 ","354.733,80 ","174.736,00 ","140.231,59 ","1.185,70 ","1.976,14 ","36.604,37 ","5.459.693,62 ","961.722,32 ","97.105,54 ","1.961.053,33 ","71.212,23 ","5.996,50 ","963.053,45 ","39.819,10 ","501.374,66 ","858.356,49 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","148.000,00 ","0,00 ","148.000,00 ","0,00 ","0,00 ","0,00 ","12.341.996,62 ","487.183,68 ","398.184,88 ","0,00 ","88.998,80 ","5.212.945,42 ","0,00 ","128.766,66 ","77.393,80 ","8.451,35 ","63.138,39 ","4.935.195,22 ","1.570.594,28 ","1.570.594,28 ","5.071.273,24 ","0,00 ","139.863,64 ","404.622,61 ","4.523.414,37 ","3.372,62 ","0,00 ","0,00 ","0,00 ","0,00 ","8.998.151,85 ","8.998.151,85 ","928.256,09 ","13.300,00 ","391.212,48 ","0,00 ","5.052.632,41 ","196.018,04 ","1.028.233,51 ","9.958,48 ","1.378.540,84 ","2.806.948,80 ","1.166.871,48 ","86.678,00 ","896.017,48 ","0,00 ","43.024,00 ","141.152,00 ","0,00 ","0,00 ","1.640.077,32 ","0,00 ","0,00 ","0,00 ","1.640.077,32 ","1.191.572,59 ","1.171.460,07 ","9.876.462,31 "
113.,85 ,MESTNA OBČINA NOVO MESTO,"36.036.600,57 ","8.773.276,77 ","2.239.710,13 ","1.998.653,71 ","61.264,00 ","112.554,45 ","49.450,17 ","0,00 ","0,00 ","17.787,80 ","364.148,67 ","181.278,04 ","145.340,89 ","1.219,03 ","1.943,61 ","34.367,10 ","6.053.630,13 ","533.815,42 ","59.761,50 ","809.197,62 ","31.288,63 ","10.427,95 ","3.475.703,81 ","199.004,62 ","182.184,62 ","752.245,96 ","105.787,84 ","0,00 ","105.787,84 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.000,00 ","0,00 ","10.000,00 ","0,00 ","0,00 ","0,00 ","15.163.882,74 ","760.517,64 ","591.216,08 ","0,00 ","169.301,56 ","1.754.431,76 ","0,00 ","0,00 ","2.310,04 ","0,00 ","9.700,85 ","1.742.420,87 ","730.533,33 ","730.533,33 ","11.918.400,01 ","959.220,00 ","364.420,98 ","40.890,00 ","10.181.573,28 ","372.295,75 ","0,00 ","0,00 ","0,00 ","0,00 ","11.900.338,29 ","11.900.338,29 ","73.427,42 ","0,00 ","387.846,00 ","0,00 ","8.454.514,82 ","2.099.444,00 ","239.353,50 ","3.797,88 ","641.954,67 ","199.102,77 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","199.102,77 ","0,00 ","0,00 ","0,00 ","199.102,77 ","-2.617.069,64 ","-2.536.637,33 ","4.925.384,83 "
114.,86 ,OBČINA ODRANCI,"1.850.700,11 ","348.036,92 ","100.944,49 ","93.466,23 ","3.696,00 ","3.782,26 ","0,00 ","0,00 ","0,00 ","0,00 ","17.173,23 ","8.654,53 ","6.626,82 ","56,08 ","95,08 ","1.740,72 ","223.677,04 ","32.717,10 ","27.139,68 ","71.113,60 ","2.715,44 ","5.339,74 ","52.183,77 ","0,00 ","0,00 ","32.467,71 ","6.242,16 ","0,00 ","6.242,16 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","380.575,19 ","11.768,59 ","0,00 ","0,00 ","11.768,59 ","176.905,35 ","0,00 ","2.000,00 ","0,00 ","0,00 ","0,00 ","174.905,35 ","40.737,37 ","40.737,37 ","151.163,88 ","3.948,06 ","17.007,16 ","1.184,88 ","129.023,78 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.118.133,50 ","1.118.133,50 ","0,00 ","0,00 ","38.575,56 ","0,00 ","1.029.510,11 ","46.141,19 ","66,64 ","0,00 ","3.840,00 ","3.954,50 ","3.954,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.954,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-185.019,04 ","-181.307,56 ","202.821,37 "
115.,171 ,OBČINA OPLOTNICA,"3.804.319,16 ","769.644,61 ","239.613,59 ","200.529,90 ","7.392,00 ","20.820,85 ","5.956,23 ","4.337,10 ","0,00 ","577,51 ","31.592,81 ","15.771,57 ","12.635,02 ","106,93 ","178,21 ","2.901,08 ","463.602,86 ","87.811,65 ","2.734,43 ","79.924,91 ","0,00 ","3.727,93 ","251.988,15 ","9.826,75 ","0,00 ","27.589,04 ","23.335,35 ","0,00 ","23.335,35 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","11.500,00 ","1.000,00 ","10.500,00 ","0,00 ","0,00 ","0,00 ","1.108.176,95 ","34.492,12 ","0,00 ","0,00 ","34.492,12 ","546.309,67 ","0,00 ","13.619,88 ","1.962,44 ","0,00 ","13.893,08 ","516.834,27 ","134.295,28 ","134.295,28 ","393.079,88 ","15.355,68 ","38.998,16 ","23.897,03 ","312.196,22 ","2.632,79 ","0,00 ","0,00 ","0,00 ","0,00 ","1.882.737,03 ","1.882.737,03 ","0,00 ","0,00 ","8.467,14 ","0,00 ","1.732.105,55 ","13.217,19 ","27.315,56 ","0,00 ","101.631,59 ","43.760,57 ","28.999,96 ","28.999,96 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","14.760,61 ","6.837,61 ","0,00 ","0,00 ","7.923,00 ","-378.415,77 ","-358.263,23 ","558.716,61 "
116.,87 ,OBČINA ORMOŽ,"12.059.793,79 ","2.369.456,67 ","669.245,68 ","567.918,62 ","24.528,00 ","47.654,32 ","10.846,06 ","17.721,17 ","0,00 ","577,51 ","109.398,44 ","52.788,76 ","42.290,63 ","363,54 ","596,68 ","13.358,83 ","1.105.136,43 ","152.347,20 ","63.142,50 ","259.631,94 ","17.676,04 ","7.049,39 ","330.638,49 ","21.831,53 ","10.639,93 ","242.179,41 ","45.333,27 ","0,00 ","40.031,53 ","0,00 ","5.301,74 ","0,00 ","0,00 ","0,00 ","440.342,85 ","0,00 ","207.338,00 ","0,00 ","233.004,85 ","0,00 ","4.383.841,97 ","65.011,50 ","0,00 ","0,00 ","65.011,50 ","2.184.938,15 ","0,00 ","13.450,00 ","7.792,13 ","150,87 ","20.273,69 ","2.143.271,46 ","402.859,49 ","402.859,49 ","1.731.032,83 ","0,00 ","105.960,84 ","0,00 ","1.032.522,55 ","504.124,70 ","88.424,74 ","0,00 ","0,00 ","0,00 ","4.842.324,05 ","4.842.324,05 ","0,00 ","0,00 ","172.869,58 ","7.800,00 ","3.352.109,01 ","365.593,95 ","224.532,86 ","7.508,71 ","711.909,94 ","464.171,10 ","129.986,49 ","129.986,49 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","334.184,61 ","108.146,39 ","8.597,00 ","0,00 ","217.441,22 ","1.339.782,11 ","1.330.163,82 ","3.394.773,95 "
117.,88 ,OBČINA OSILNICA,"789.911,56 ","268.524,08 ","66.543,72 ","57.014,07 ","3.024,00 ","3.795,76 ","2.333,53 ","376,36 ","0,00 ","0,00 ","10.248,31 ","4.829,53 ","3.868,62 ","32,78 ","54,46 ","1.462,92 ","186.741,02 ","30.717,48 ","12.696,00 ","22.051,76 ","13.880,67 ","2.612,25 ","50.000,62 ","1.270,44 ","1.020,86 ","52.490,94 ","1.491,03 ","0,00 ","1.491,03 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.500,00 ","0,00 ","3.500,00 ","0,00 ","0,00 ","0,00 ","99.711,42 ","0,00 ","0,00 ","0,00 ","0,00 ","43.756,57 ","0,00 ","2.000,00 ","950,00 ","0,00 ","0,00 ","40.806,57 ","8.669,40 ","8.669,40 ","47.285,45 ","36.812,75 ","2.363,90 ","0,00 ","8.108,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","418.176,06 ","418.176,06 ","0,00 ","0,00 ","4.583,86 ","0,00 ","352.184,24 ","60.077,96 ","1.330,00 ","0,00 ","0,00 ","3.500,00 ","3.500,00 ","3.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-29.024,84 ","-28.902,65 ","-26.702,59 "
118.,89 ,OBČINA PESNICA,"6.272.533,94 ","2.069.296,57 ","349.838,60 ","300.793,13 ","11.704,00 ","30.596,54 ","1.280,60 ","0,00 ","0,00 ","5.464,33 ","50.426,69 ","24.580,62 ","19.692,45 ","166,58 ","277,72 ","5.709,32 ","1.568.941,03 ","63.449,38 ","1.120,65 ","169.047,27 ","224.853,38 ","6.000,18 ","854.408,79 ","692,95 ","51.734,40 ","197.634,03 ","28.290,25 ","0,00 ","28.290,25 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","71.800,00 ","0,00 ","71.800,00 ","0,00 ","0,00 ","0,00 ","2.132.554,13 ","52.041,68 ","0,00 ","0,00 ","52.041,68 ","1.431.108,98 ","0,00 ","5.751,00 ","20.342,62 ","0,00 ","0,00 ","1.405.015,36 ","83.030,21 ","83.030,21 ","566.373,26 ","4.104,77 ","90.338,56 ","0,00 ","337.799,56 ","134.130,37 ","0,00 ","0,00 ","0,00 ","0,00 ","2.024.346,99 ","2.024.346,99 ","0,00 ","0,00 ","2.924,71 ","0,00 ","1.767.786,50 ","35.796,43 ","67.466,00 ","0,00 ","150.373,35 ","46.336,25 ","24.449,04 ","16.000,00 ","8.449,04 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","21.887,21 ","0,00 ","0,00 ","0,00 ","21.887,21 ","661.280,32 ","626.204,88 ","1.448.664,21 "
119.,90 ,OBČINA PIRAN,"40.585.626,06 ","6.392.238,35 ","1.745.429,89 ","1.554.920,48 ","53.424,00 ","106.102,14 ","19.610,65 ","7.474,22 ","0,00 ","3.898,40 ","286.745,63 ","139.967,71 ","112.819,40 ","955,54 ","1.591,42 ","31.411,56 ","3.222.438,04 ","476.811,56 ","79.554,18 ","475.051,52 ","31.242,20 ","8.441,29 ","477.630,10 ","118.298,07 ","174.846,29 ","1.380.562,83 ","6.541,33 ","0,00 ","6.541,33 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.131.083,46 ","0,00 ","20.000,00 ","0,00 ","1.111.083,46 ","0,00 ","10.038.538,44 ","607.321,40 ","105.000,00 ","0,00 ","502.321,40 ","3.099.853,45 ","0,00 ","30.500,00 ","111.870,99 ","0,00 ","0,00 ","2.957.482,46 ","1.751.862,69 ","1.751.862,69 ","4.579.500,90 ","0,00 ","217.853,22 ","0,00 ","2.993.031,51 ","1.368.616,17 ","0,00 ","0,00 ","0,00 ","0,00 ","15.981.895,45 ","15.981.895,45 ","1.116.925,00 ","13.499,00 ","280.581,34 ","2.136,20 ","12.446.800,61 ","803.414,30 ","287.058,01 ","16.122,07 ","1.015.358,92 ","8.172.953,82 ","6.711.815,61 ","84.520,81 ","6.627.294,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.461.138,21 ","0,00 ","0,00 ","0,00 ","1.461.138,21 ","-11.983.237,42 ","-12.296.036,11 ","2.029.123,12 "
120.,91 ,OBČINA PIVKA,"6.957.838,59 ","2.009.278,79 ","409.823,33 ","360.475,97 ","12.936,00 ","27.484,08 ","2.399,85 ","5.949,92 ","0,00 ","577,51 ","65.655,26 ","32.907,23 ","26.362,82 ","223,08 ","371,81 ","5.790,32 ","1.487.543,82 ","333.742,65 ","13.832,82 ","323.805,10 ","16.182,74 ","6.279,06 ","584.998,51 ","1.830,67 ","3.690,00 ","203.182,27 ","44.756,38 ","0,00 ","44.756,38 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.500,00 ","1.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.026.923,87 ","51.124,14 ","0,00 ","0,00 ","51.124,14 ","830.042,30 ","4.312,28 ","10.730,00 ","0,00 ","0,00 ","0,00 ","815.000,02 ","252.923,97 ","252.923,97 ","892.833,46 ","49.440,63 ","29.100,26 ","239.788,46 ","574.504,11 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.856.893,25 ","2.856.893,25 ","56.149,64 ","0,00 ","76.986,42 ","1.252,92 ","1.675.349,49 ","595.163,97 ","81.459,47 ","0,00 ","370.531,34 ","64.742,68 ","22.144,00 ","22.144,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","42.598,68 ","0,00 ","0,00 ","0,00 ","42.598,68 ","198.295,02 ","242.248,22 ","1.180.666,29 "
121.,92 ,OBČINA PODČETRTEK,"6.696.844,78 ","1.006.255,73 ","128.905,98 ","111.445,78 ","6.832,00 ","9.673,03 ","377,66 ","0,00 ","0,00 ","577,51 ","21.019,59 ","10.714,69 ","7.885,75 ","61,77 ","122,16 ","2.235,22 ","798.884,75 ","56.211,33 ","0,00 ","55.796,65 ","9.817,87 ","1.651,08 ","432.140,68 ","3.174,00 ","0,00 ","240.093,14 ","2.445,41 ","0,00 ","1.131,76 ","0,00 ","1.313,65 ","0,00 ","0,00 ","0,00 ","55.000,00 ","0,00 ","55.000,00 ","0,00 ","0,00 ","0,00 ","1.254.459,56 ","12.610,45 ","10.400,83 ","0,00 ","2.209,62 ","710.068,04 ","0,00 ","6.000,00 ","1.278,40 ","0,00 ","0,00 ","702.789,64 ","89.149,90 ","89.149,90 ","442.631,17 ","0,00 ","29.250,04 ","0,00 ","332.268,25 ","65.000,00 ","16.112,88 ","0,00 ","0,00 ","0,00 ","4.173.716,49 ","4.173.716,49 ","0,00 ","0,00 ","3.126,38 ","12.303,70 ","3.892.698,77 ","0,00 ","19.332,00 ","0,00 ","246.255,64 ","262.413,00 ","234.133,23 ","39.000,00 ","195.133,23 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","28.279,77 ","0,00 ","0,00 ","0,00 ","28.279,77 ","-187.447,78 ","-189.380,37 ","1.279.006,71 "
122.,172 ,OBČINA PODLEHNIK,"2.133.313,93 ","557.891,86 ","116.991,83 ","104.006,88 ","3.360,00 ","8.436,57 ","269,38 ","0,00 ","0,00 ","919,00 ","19.095,88 ","9.228,48 ","7.393,20 ","62,53 ","104,27 ","2.307,40 ","395.954,49 ","47.146,02 ","216,59 ","26.602,02 ","8.312,59 ","673,25 ","263.719,38 ","1.976,47 ","0,00 ","47.308,17 ","20.761,72 ","0,00 ","13.432,44 ","7.329,28 ","0,00 ","0,00 ","0,00 ","0,00 ","5.087,94 ","0,00 ","5.087,94 ","0,00 ","0,00 ","0,00 ","635.748,52 ","21.265,21 ","0,00 ","0,00 ","21.265,21 ","242.822,93 ","320,00 ","1.800,00 ","0,00 ","0,00 ","0,00 ","240.702,93 ","55.697,01 ","55.697,01 ","315.963,37 ","27.006,21 ","31.180,62 ","0,00 ","254.759,53 ","0,00 ","3.017,01 ","0,00 ","0,00 ","0,00 ","934.281,63 ","934.281,63 ","0,00 ","0,00 ","12.599,36 ","0,00 ","84.554,13 ","633.970,96 ","181.389,42 ","0,00 ","21.767,76 ","5.391,92 ","5.391,92 ","0,00 ","5.391,92 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","93.195,42 ","113.334,69 ","178.378,78 "
123.,93 ,OBČINA PODVELKA,"3.655.644,11 ","858.000,52 ","85.784,06 ","75.177,24 ","2.688,00 ","4.353,64 ","244,37 ","2.743,26 ","0,00 ","577,55 ","14.328,00 ","6.917,59 ","5.541,91 ","46,90 ","78,20 ","1.743,40 ","720.572,50 ","72.845,94 ","982,19 ","48.171,84 ","7.564,07 ","8.459,37 ","488.419,80 ","2.533,36 ","0,00 ","91.595,93 ","2.195,13 ","0,00 ","2.195,13 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","35.120,83 ","18.685,24 ","14.959,21 ","1.476,38 ","0,00 ","0,00 ","766.013,35 ","2.648,00 ","0,00 ","0,00 ","2.648,00 ","425.455,11 ","0,00 ","2.310,00 ","6.333,80 ","0,00 ","0,00 ","416.811,31 ","67.497,65 ","67.497,65 ","270.412,59 ","0,00 ","37.232,32 ","3.982,25 ","184.241,11 ","40.466,27 ","4.490,64 ","0,00 ","0,00 ","0,00 ","1.667.533,17 ","1.667.533,17 ","0,00 ","0,00 ","9.624,44 ","571,30 ","1.449.919,33 ","10.525,14 ","17.545,15 ","0,00 ","179.347,81 ","364.097,07 ","146.955,94 ","92.977,16 ","53.978,78 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","217.141,13 ","4.268,50 ","1.502,84 ","0,00 ","211.369,79 ","486.061,78 ","437.746,42 ","1.321.034,94 "
124.,200 ,OBČINA POLJČANE,"4.228.216,82 ","931.353,85 ","217.372,35 ","178.308,59 ","6.048,00 ","10.974,88 ","17.512,77 ","4.528,11 ","0,00 ","0,00 ","34.080,63 ","18.174,70 ","12.447,62 ","112,24 ","187,03 ","3.159,04 ","635.650,80 ","64.724,94 ","80.987,62 ","105.526,95 ","2.936,70 ","3.274,93 ","321.436,29 ","5.309,17 ","0,00 ","51.454,20 ","3.153,37 ","0,00 ","3.153,37 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","41.096,70 ","0,00 ","41.096,70 ","0,00 ","0,00 ","0,00 ","1.108.363,56 ","541,00 ","0,00 ","0,00 ","541,00 ","665.494,12 ","0,00 ","10.970,75 ","5.130,00 ","0,00 ","15.120,04 ","634.273,33 ","118.000,70 ","118.000,70 ","324.327,74 ","15.000,00 ","36.207,38 ","3.987,51 ","168.674,25 ","100.458,60 ","0,00 ","0,00 ","0,00 ","0,00 ","1.970.725,43 ","1.970.725,43 ","0,00 ","0,00 ","78.592,39 ","240,00 ","1.318.578,52 ","51.800,47 ","151.809,00 ","0,00 ","369.705,05 ","217.773,98 ","95.321,55 ","95.321,55 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","122.452,43 ","42.558,73 ","0,00 ","0,00 ","79.893,70 ","-655.256,80 ","-657.926,30 ","963.162,93 "
125.,173 ,OBČINA POLZELA,"4.944.092,64 ","941.338,85 ","182.549,51 ","159.133,50 ","6.048,00 ","12.489,49 ","4.878,52 ","0,00 ","0,00 ","0,00 ","29.416,38 ","14.506,14 ","11.621,32 ","98,31 ","163,89 ","3.026,72 ","548.406,90 ","89.044,58 ","12.871,07 ","57.639,21 ","7.251,84 ","2.019,34 ","287.450,05 ","4.024,52 ","0,00 ","88.106,29 ","26.036,06 ","0,00 ","24.089,23 ","0,00 ","1.946,83 ","0,00 ","0,00 ","0,00 ","154.930,00 ","71.430,00 ","83.500,00 ","0,00 ","0,00 ","0,00 ","1.445.910,14 ","15.159,07 ","319,58 ","0,00 ","14.839,49 ","906.796,02 ","0,00 ","5.700,00 ","0,00 ","200,16 ","0,00 ","900.895,86 ","156.370,53 ","156.370,53 ","367.584,52 ","117,96 ","51.822,92 ","4.654,80 ","285.872,94 ","25.115,90 ","0,00 ","0,00 ","0,00 ","0,00 ","1.785.789,96 ","1.785.789,96 ","264.712,34 ","0,00 ","14.067,47 ","0,00 ","937.228,69 ","271.424,37 ","83.698,00 ","1.751,26 ","212.907,83 ","771.053,69 ","643.293,63 ","35.041,68 ","608.251,95 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","127.760,06 ","0,00 ","0,00 ","0,00 ","127.760,06 ","-631.773,16 ","-623.363,71 ","1.304.035,70 "
126.,94 ,OBČINA POSTOJNA,"18.439.934,72 ","4.753.716,28 ","1.006.849,48 ","839.364,28 ","30.306,18 ","64.462,99 ","58.353,96 ","11.330,14 ","0,00 ","3.031,93 ","163.751,25 ","80.846,78 ","64.942,38 ","549,07 ","915,65 ","16.497,37 ","3.419.979,00 ","233.190,64 ","496.378,28 ","372.632,31 ","27.458,42 ","4.358,92 ","1.897.899,08 ","1.077,15 ","0,00 ","386.984,20 ","146.136,55 ","0,00 ","143.609,54 ","0,00 ","2.527,01 ","0,00 ","0,00 ","0,00 ","17.000,00 ","0,00 ","17.000,00 ","0,00 ","0,00 ","0,00 ","4.209.081,72 ","54.732,72 ","0,00 ","0,00 ","54.732,72 ","2.431.884,84 ","0,00 ","20.280,00 ","4.000,00 ","0,00 ","0,00 ","2.407.604,84 ","772.060,02 ","772.060,02 ","950.404,14 ","0,00 ","126.136,62 ","4.369,16 ","815.691,41 ","4.206,95 ","0,00 ","0,00 ","0,00 ","0,00 ","8.912.264,36 ","8.912.264,36 ","69.389,90 ","13.283,26 ","166.110,63 ","1.697,88 ","6.755.613,95 ","166.408,26 ","1.212.872,38 ","0,00 ","526.888,10 ","564.872,36 ","562.008,68 ","191.614,15 ","344.595,83 ","0,00 ","0,00 ","25.798,70 ","0,00 ","0,00 ","2.863,68 ","0,00 ","0,00 ","0,00 ","2.863,68 ","-296.708,47 ","-154.507,86 ","3.884.508,76 "
