,,,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,- V EUR
,,,I.,7,70,700,7000,703,7030,7031,7032,7033,704,7044,7045,7047,706,7060,71,710,7100,7102,7103,711,7111,712,7120,713,7130,714,7141,72,720,7200,7201,7202,7203,721,7210,7211,722,7220,7221,7222,73,730,7300,7301,731,7310,7311,7312,7313,732,7320,74,740,7400,7401,7402,7403,7404,741,7410,7411,7412,7413,7414,7415,7416,7417,78,786,7860,787,7870
,,,SKUPAJ PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,70+71+72+73+74+78,70+71,DAVČNI PRIHODKI,DAVČNI PRIHODKI,DAVČNI PRIHODKI,DAVČNI PRIHODKI,DAVČNI PRIHODKI,DAVČNI PRIHODKI,DAVČNI PRIHODKI,DAVČNI PRIHODKI,DAVČNI PRIHODKI,DAVČNI PRIHODKI,DAVČNI PRIHODKI,DAVČNI PRIHODKI,DAVČNI PRIHODKI,DAVČNI PRIHODKI,NEDAVČNI PRIHODKI,NEDAVČNI PRIHODKI,NEDAVČNI PRIHODKI,NEDAVČNI PRIHODKI,NEDAVČNI PRIHODKI,NEDAVČNI PRIHODKI,NEDAVČNI PRIHODKI,NEDAVČNI PRIHODKI,NEDAVČNI PRIHODKI,NEDAVČNI PRIHODKI,NEDAVČNI PRIHODKI,NEDAVČNI PRIHODKI,NEDAVČNI PRIHODKI,"KAPITALSKI
PRIHODKI","KAPITALSKI
PRIHODKI","KAPITALSKI
PRIHODKI","KAPITALSKI
PRIHODKI","KAPITALSKI
PRIHODKI","KAPITALSKI
PRIHODKI","KAPITALSKI
PRIHODKI","KAPITALSKI
PRIHODKI","KAPITALSKI
PRIHODKI","KAPITALSKI
PRIHODKI","KAPITALSKI
PRIHODKI","KAPITALSKI
PRIHODKI","KAPITALSKI
PRIHODKI","PREJETE
DONACIJE","PREJETE
DONACIJE","PREJETE
DONACIJE","PREJETE
DONACIJE","PREJETE
DONACIJE","PREJETE
DONACIJE","PREJETE
DONACIJE","PREJETE
DONACIJE","PREJETE
DONACIJE","PREJETE
DONACIJE","PREJETE
DONACIJE","TRANSFERNI
PRIHODKI","TRANSFERNI
PRIHODKI","TRANSFERNI
PRIHODKI","TRANSFERNI
PRIHODKI","TRANSFERNI
PRIHODKI","TRANSFERNI
PRIHODKI","TRANSFERNI
PRIHODKI","TRANSFERNI
PRIHODKI","TRANSFERNI
PRIHODKI","TRANSFERNI
PRIHODKI","TRANSFERNI
PRIHODKI","TRANSFERNI
PRIHODKI","TRANSFERNI
PRIHODKI","TRANSFERNI
PRIHODKI","TRANSFERNI
PRIHODKI","TRANSFERNI
PRIHODKI",PREJETA SREDSTVA IZ EVROPSKE UNIJE,PREJETA SREDSTVA IZ EVROPSKE UNIJE,PREJETA SREDSTVA IZ EVROPSKE UNIJE,PREJETA SREDSTVA IZ EVROPSKE UNIJE,PREJETA SREDSTVA IZ EVROPSKE UNIJE
,,,,,"700+703+704
+706","DAVKI NA DOHODEK IN
DOBIČEK","DAVKI NA DOHODEK IN
DOBIČEK",DAVKI NA PREMOŽENJE,DAVKI NA PREMOŽENJE,DAVKI NA PREMOŽENJE,DAVKI NA PREMOŽENJE,DAVKI NA PREMOŽENJE,DOMAČI DAVKI NA BLAGO IN STORITVE,DOMAČI DAVKI NA BLAGO IN STORITVE,DOMAČI DAVKI NA BLAGO IN STORITVE,DOMAČI DAVKI NA BLAGO IN STORITVE,DRUGI DAVKI,DRUGI DAVKI,"710+711+712
+713+714",UDELEŽBA NA DOBIČKU IN DOHODKI OD PREMOŽENJA ,UDELEŽBA NA DOBIČKU IN DOHODKI OD PREMOŽENJA ,UDELEŽBA NA DOBIČKU IN DOHODKI OD PREMOŽENJA ,UDELEŽBA NA DOBIČKU IN DOHODKI OD PREMOŽENJA ,TAKSE IN PRISTOJBINE,TAKSE IN PRISTOJBINE,GLOBE IN DRUGE DENARNE KAZNI ,GLOBE IN DRUGE DENARNE KAZNI ,PRIHODKI OD PRODAJE BLAGA IN STORITEV,PRIHODKI OD PRODAJE BLAGA IN STORITEV,DRUGI NEDAVČNI PRIHODKI,DRUGI NEDAVČNI PRIHODKI,720+721+722,PRIHODKI OD PRODAJE OSNOVNIH SREDSTEV,PRIHODKI OD PRODAJE OSNOVNIH SREDSTEV,PRIHODKI OD PRODAJE OSNOVNIH SREDSTEV,PRIHODKI OD PRODAJE OSNOVNIH SREDSTEV,PRIHODKI OD PRODAJE OSNOVNIH SREDSTEV,PRIHODKI OD PRODAJE ZALOG,PRIHODKI OD PRODAJE ZALOG,PRIHODKI OD PRODAJE ZALOG,PRIHODKI OD PRODAJE ZEMLJIŠČ IN NEOPREDMET. DOLGOROČ. SREDSTEV,PRIHODKI OD PRODAJE ZEMLJIŠČ IN NEOPREDMET. DOLGOROČ. SREDSTEV,PRIHODKI OD PRODAJE ZEMLJIŠČ IN NEOPREDMET. DOLGOROČ. SREDSTEV,PRIHODKI OD PRODAJE ZEMLJIŠČ IN NEOPREDMET. DOLGOROČ. SREDSTEV,730+731+732,PREJETE DONACIJE IZ DOMAČIH VIROV ,PREJETE DONACIJE IZ DOMAČIH VIROV ,PREJETE DONACIJE IZ DOMAČIH VIROV ,PREJETE DONACIJE IZ TUJINE,PREJETE DONACIJE IZ TUJINE,PREJETE DONACIJE IZ TUJINE,PREJETE DONACIJE IZ TUJINE,PREJETE DONACIJE IZ TUJINE,DONACIJE ZA ODPRAVO POSLEDIC NARAVNIH NESREČ,DONACIJE ZA ODPRAVO POSLEDIC NARAVNIH NESREČ,740+741,TRANSFERNI PRIH. IZ DRUGIH JAVNOFINANČNIH INSTITUCIJ,TRANSFERNI PRIH. IZ DRUGIH JAVNOFINANČNIH INSTITUCIJ,TRANSFERNI PRIH. IZ DRUGIH JAVNOFINANČNIH INSTITUCIJ,TRANSFERNI PRIH. IZ DRUGIH JAVNOFINANČNIH INSTITUCIJ,TRANSFERNI PRIH. IZ DRUGIH JAVNOFINANČNIH INSTITUCIJ,TRANSFERNI PRIH. IZ DRUGIH JAVNOFINANČNIH INSTITUCIJ,PREJETA SREDSTVA IZ DRŽAVNEGA PRORAČUNA IZ SREDSTEV PRORAČUNA EVROPSKE UNIJE,PREJETA SREDSTVA IZ DRŽAVNEGA PRORAČUNA IZ SREDSTEV PRORAČUNA EVROPSKE UNIJE,PREJETA SREDSTVA IZ DRŽAVNEGA PRORAČUNA IZ SREDSTEV PRORAČUNA EVROPSKE UNIJE,PREJETA SREDSTVA IZ DRŽAVNEGA PRORAČUNA IZ SREDSTEV PRORAČUNA EVROPSKE UNIJE,PREJETA SREDSTVA IZ DRŽAVNEGA PRORAČUNA IZ SREDSTEV PRORAČUNA EVROPSKE UNIJE,PREJETA SREDSTVA IZ DRŽAVNEGA PRORAČUNA IZ SREDSTEV PRORAČUNA EVROPSKE UNIJE,PREJETA SREDSTVA IZ DRŽAVNEGA PRORAČUNA IZ SREDSTEV PRORAČUNA EVROPSKE UNIJE,PREJETA SREDSTVA IZ DRŽAVNEGA PRORAČUNA IZ SREDSTEV PRORAČUNA EVROPSKE UNIJE,PREJETA SREDSTVA IZ DRŽAVNEGA PRORAČUNA IZ SREDSTEV PRORAČUNA EVROPSKE UNIJE,782+786+787,PREJETA SREDSTVA IZ PRORAČUNA EU IZ STRUKTURNIH SKLADOV,PREJETA SREDSTVA IZ PRORAČUNA EU IZ STRUKTURNIH SKLADOV,PREJETA SREDSTVA OD DRUGIH EVROPSKIH INSTITUCIJ,PREJETA SREDSTVA OD DRUGIH EVROPSKIH INSTITUCIJ
,,,,,,,Dohodnina,,Davki na nepremičnine,Davki na premičnine,Davki na dediščine in darila,Davki na promet nepremičnin in na finančno premoženje,,Davki na posebne storitve,Dovoljenja za poslovanje in za opravljanje dejavnosti,Drugi davki na uporabo blaga in storitev,,Drugi davki,,,Prihodki od udeležbe na dobičku in dividend ter presežkov prihodkov nad odhodki,Prihodki od obresti,Prihodki od premoženja,,Upravne takse in pristojbine,,Globe in druge denarne kazni,,Prihodki od prodaje blaga in storitev,,Drugi nedavčni prihodki,,,Prihodki od prodaje zgradb in prostorov,Prihodki od prodaje zgradb in prostorov,Prihodki od prodaje opreme,Prihodki od prodaje drugih osnovnih sredstev,,Prihodki od prodaje blagovnih rezerv,Prihodki od prodaje drugih zalog,,Prihodki od prodaje kmetijskih zemljišč in gozdov,Prihodki od prodaje stavbnih zemljišč,Prihodki od prodaje premoženjskih pravic in drugih neopredmetenih sredstev,,,Prejete donacije in darila od domačih pravnih oseb,Prejete donacije in darila od domačih fizičnih oseb,,Prejete donacije in darila od tujih nevladnih organizacij in fundacij,Prejete donacije in darila od tujih vlad in vladnih institucij,Prejete donacije in darila od tujih pravnih oseb,Prejete donacije in darila od tujih fizičnih oseb,,Donacije za odpravo posledic naravnih nesreč,,,Prejeta sredstva iz državnega proračuna,Prejeta sredstva iz občinskih proračunov,Prejeta sredstva iz skladov socialnega zavarovanja,Prejeta sredstva iz javnih skladov,Prejeta sredstva iz javnih agencij,,Prejeta sredstva iz državnega proračuna iz predpristopnih in popristopnih pomoči Evropske unije,Prejeta sredstva iz državnega proračuna iz sredstev proračuna Evropske unije za izvajanje skupne kmetijske politike,Prejeta sredstva iz državnega proračuna iz sredstev proračuna Evropske unije iz strukturnih skladov,Prejeta sredstva iz državnega proračuna iz sredstev proračuna Evropske unije iz kohezijskega sklada,Prejeta sredstva iz državnega proračuna iz sredstev proračuna Evropske unije za izvajanje centraliziranih in drugih programov EU,Prejeta sredstva iz državnega proračuna iz sredstev proračuna Evropske unije iz naslova pavšalnih povračil,Druga prejeta sredstva iz državnega proračuna iz sredstev proračuna Evropske unije,Prejeta sredstva iz državnega proračuna - iz sredstev drugih evropskih institucij,,,Ostala prejeta sredstva iz proračuna EU,,Prejeta sredstva od drugih evropskih institucij
"Zap.
št.",ID,OBČINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.,1 ,OBČINA AJDOVŠČINA,"17.808.278,39 ","15.271.633,31 ","12.608.290,65 ","10.397.857,00 ","10.397.857,00 ","1.447.806,10 ","1.208.348,88 ","1.496,68 ","69.967,74 ","167.992,80 ","762.627,55 ","328.916,80 ","0,00 ","433.710,75 ","0,00 ","0,00 ","2.663.342,66 ","1.644.142,14 ","16,80 ","57.578,24 ","1.586.547,10 ","10.955,01 ","10.955,01 ","10.617,92 ","10.617,92 ","32.815,52 ","32.815,52 ","964.812,07 ","964.812,07 ","44.435,81 ","11.976,88 ","8.926,88 ","3.050,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","32.458,93 ","0,00 ","32.458,93 ","0,00 ","2.250,00 ","1.950,00 ","1.900,00 ","50,00 ","300,00 ","0,00 ","0,00 ","300,00 ","0,00 ","0,00 ","0,00 ","2.489.959,27 ","1.386.467,15 ","1.362.417,56 ","24.049,59 ","0,00 ","0,00 ","0,00 ","1.103.492,12 ","0,00 ","0,00 ","519.889,69 ","583.602,43 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
2.,195 ,OBČINA APAČE,"3.351.710,17 ","2.642.214,22 ","2.459.109,45 ","2.267.779,00 ","2.267.779,00 ","95.099,51 ","71.841,30 ","459,92 ","8.755,22 ","14.043,07 ","94.221,50 ","834,42 ","0,00 ","93.387,08 ","2.009,44 ","2.009,44 ","183.104,77 ","100.478,16 ","0,00 ","26.304,06 ","74.174,10 ","1.966,41 ","1.966,41 ","3.535,41 ","3.535,41 ","22.831,81 ","22.831,81 ","54.292,98 ","54.292,98 ","9.826,07 ","4.149,30 ","4.149,30 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.676,77 ","0,00 ","5.676,77 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","699.669,88 ","322.335,73 ","322.335,73 ","0,00 ","0,00 ","0,00 ","0,00 ","377.334,15 ","0,00 ","0,00 ","377.334,15 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
3.,2 ,OBČINA BELTINCI,"11.929.355,02 ","5.489.701,23 ","5.155.266,38 ","4.629.367,00 ","4.629.367,00 ","364.352,31 ","321.559,18 ","186,43 ","10.771,65 ","31.835,05 ","163.003,49 ","9.210,06 ","0,00 ","153.793,43 ","-1.456,42 ","-1.456,42 ","334.434,85 ","112.916,04 ","8.533,52 ","5.511,23 ","98.871,29 ","2.995,06 ","2.995,06 ","706,79 ","706,79 ","6.903,36 ","6.903,36 ","210.913,60 ","210.913,60 ","34.989,92 ","2.520,99 ","1.020,99 ","1.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","32.468,93 ","10.018,93 ","22.450,00 ","0,00 ","4.070,00 ","4.070,00 ","2.070,00 ","2.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.400.593,87 ","1.024.395,84 ","1.021.221,43 ","1.993,29 ","0,00 ","1.181,12 ","0,00 ","5.376.198,03 ","0,00 ","0,00 ","911.960,97 ","4.435.788,70 ","0,00 ","0,00 ","28.448,36 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
4.,148 ,OBČINA BENEDIKT,"2.777.320,84 ","1.743.571,15 ","1.590.252,53 ","1.484.113,00 ","1.484.113,00 ","61.175,37 ","42.712,84 ","63,31 ","742,40 ","17.656,82 ","44.964,16 ","344,76 ","0,00 ","44.619,40 ","0,00 ","0,00 ","153.318,62 ","33.417,02 ","0,00 ","4,83 ","33.412,19 ","1.763,90 ","1.763,90 ","1.300,26 ","1.300,26 ","92.755,05 ","92.755,05 ","24.082,39 ","24.082,39 ","40.648,29 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","40.648,29 ","27.270,00 ","13.378,29 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","993.101,40 ","831.136,74 ","116.477,52 ","714.659,22 ","0,00 ","0,00 ","0,00 ","161.964,66 ","0,00 ","0,00 ","161.964,66 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
