,,,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,- V EUR
5.,149 ,OBČINA BISTRICA OB SOTLI,"1.827.792,86 ","1.411.595,29 ","1.334.140,10 ","1.230.528,00 ","1.230.528,00 ","66.901,15 ","55.556,54 ","30,66 ","3.295,42 ","8.018,53 ","36.710,95 ","574,55 ","0,00 ","36.136,40 ","0,00 ","0,00 ","77.455,19 ","51.533,23 ","0,00 ","4.993,69 ","46.539,54 ","788,13 ","788,13 ","1.225,38 ","1.225,38 ","7.675,66 ","7.675,66 ","16.232,79 ","16.232,79 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","416.197,57 ","183.007,36 ","182.164,35 ","0,00 ","0,00 ","843,01 ","0,00 ","233.190,21 ","0,00 ","0,00 ","214.960,21 ","0,00 ","0,00 ","0,00 ","0,00 ","18.230,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
6.,3 ,OBČINA BLED,"9.979.234,29 ","9.133.551,07 ","6.557.482,99 ","4.428.817,00 ","4.428.817,00 ","1.402.804,26 ","1.078.331,44 ","1.804,27 ","136.228,14 ","186.440,41 ","725.765,01 ","4.213,58 ","0,00 ","721.551,43 ","96,72 ","96,72 ","2.576.068,08 ","877.355,40 ","36,40 ","18.876,16 ","858.442,84 ","5.957,89 ","5.957,89 ","179.073,58 ","179.073,58 ","300.976,93 ","300.976,93 ","1.212.704,28 ","1.212.704,28 ","247.150,40 ","241.240,40 ","230.890,98 ","9.883,34 ","466,08 ","0,00 ","0,00 ","0,00 ","0,00 ","5.910,00 ","0,00 ","5.910,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","598.532,82 ","598.532,82 ","424.593,83 ","173.938,99 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
7.,150 ,OBČINA BLOKE,"2.326.272,42 ","1.580.758,91 ","1.412.082,69 ","1.287.828,00 ","1.287.828,00 ","79.942,23 ","59.471,24 ","1,71 ","5.202,79 ","15.266,49 ","44.203,95 ","609,00 ","0,00 ","43.594,95 ","108,51 ","108,51 ","168.676,22 ","43.920,24 ","16,80 ","24.565,22 ","19.338,22 ","572,14 ","572,14 ","15.375,00 ","15.375,00 ","81.761,28 ","81.761,28 ","27.047,56 ","27.047,56 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","745.513,51 ","311.920,88 ","304.812,88 ","7.108,00 ","0,00 ","0,00 ","0,00 ","433.592,63 ","0,00 ","0,00 ","433.592,63 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
8.,4 ,OBČINA BOHINJ,"7.094.724,73 ","6.379.539,72 ","4.905.547,36 ","3.713.546,00 ","3.713.546,00 ","637.154,37 ","472.109,95 ","263,68 ","43.108,72 ","121.672,02 ","554.846,99 ","2.235,89 ","0,00 ","552.611,10 ","0,00 ","0,00 ","1.473.992,36 ","338.466,54 ","0,00 ","987,31 ","337.479,23 ","4.041,44 ","4.041,44 ","58.711,77 ","58.711,77 ","972.894,85 ","972.894,85 ","99.877,76 ","99.877,76 ","5.697,34 ","4.197,34 ","4.197,34 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.500,00 ","1.500,00 ","0,00 ","0,00 ","8.420,00 ","8.420,00 ","7.650,00 ","770,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","651.270,20 ","651.270,20 ","617.242,46 ","0,00 ","33.627,74 ","400,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","49.797,47 ","0,00 ","0,00 ","49.797,47 ","49.797,47 "
9.,5 ,OBČINA BOROVNICA,"2.917.873,73 ","2.660.071,00 ","2.356.424,00 ","2.098.824,00 ","2.098.824,00 ","184.089,00 ","111.353,00 ","755,00 ","32.104,00 ","39.877,00 ","73.511,00 ","1.245,00 ","0,00 ","72.266,00 ","0,00 ","0,00 ","303.647,00 ","207.261,00 ","74.000,00 ","199,00 ","133.062,00 ","2.593,00 ","2.593,00 ","6.118,00 ","6.118,00 ","2.429,00 ","2.429,00 ","85.246,00 ","85.246,00 ","142.306,00 ","79.964,00 ","79.964,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","62.342,00 ","12.103,00 ","50.239,00 ","0,00 ","10.100,00 ","10.100,00 ","10.100,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","105.396,73 ","105.396,73 ","105.396,73 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
10.,6 ,OBČINA BOVEC,"6.730.653,57 ","4.422.067,82 ","3.263.183,76 ","2.814.598,00 ","2.814.598,00 ","217.372,75 ","153.011,52 ","32,15 ","29.570,73 ","34.758,35 ","230.674,65 ","1.750,47 ","0,00 ","228.924,18 ","538,36 ","538,36 ","1.158.884,06 ","928.927,03 ","72,80 ","4.241,48 ","924.612,75 ","1.665,83 ","1.665,83 ","6.213,63 ","6.213,63 ","178.043,79 ","178.043,79 ","44.033,78 ","44.033,78 ","76.410,82 ","48.500,00 ","48.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","27.910,82 ","17.191,50 ","10.719,32 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.682.699,93 ","1.034.190,31 ","873.169,29 ","141.433,70 ","0,00 ","19.587,32 ","0,00 ","648.509,62 ","0,00 ","0,00 ","641.509,62 ","0,00 ","0,00 ","0,00 ","7.000,00 ","0,00 ","549.475,00 ","0,00 ","0,00 ","549.475,00 ","549.475,00 "
11.,151 ,OBČINA BRASLOVČE,"4.185.843,40 ","3.942.998,43 ","3.557.523,47 ","3.008.710,00 ","3.008.710,00 ","217.920,27 ","132.052,77 ","787,80 ","24.410,44 ","60.669,26 ","330.858,21 ","149.155,76 ","0,00 ","181.702,45 ","34,99 ","34,99 ","385.474,96 ","133.491,86 ","1.597,20 ","16.880,14 ","115.014,52 ","2.412,80 ","2.412,80 ","593,29 ","593,29 ","660,41 ","660,41 ","248.316,60 ","248.316,60 ","1.663,34 ","493,34 ","0,00 ","493,34 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.170,00 ","0,00 ","1.170,00 ","0,00 ","15.026,51 ","11.026,51 ","11.026,51 ","0,00 ","4.000,00 ","0,00 ","0,00 ","4.000,00 ","0,00 ","0,00 ","0,00 ","226.155,12 ","138.507,35 ","133.697,84 ","4.809,51 ","0,00 ","0,00 ","0,00 ","87.647,77 ","0,00 ","0,00 ","87.647,77 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
12.,7 ,OBČINA BRDA,"5.590.606,28 ","4.683.208,20 ","3.948.992,52 ","3.423.907,00 ","3.423.907,00 ","342.377,18 ","281.579,71 ","643,90 ","19.480,72 ","40.672,85 ","182.460,37 ","656,23 ","0,00 ","181.804,14 ","247,97 ","247,97 ","734.215,68 ","539.505,20 ","0,00 ","341,89 ","539.163,31 ","2.127,07 ","2.127,07 ","3.175,10 ","3.175,10 ","27.292,17 ","27.292,17 ","162.116,14 ","162.116,14 ","86.422,00 ","74.000,00 ","74.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.422,00 ","9.450,00 ","2.972,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","820.976,08 ","615.042,78 ","607.808,97 ","0,00 ","0,00 ","7.233,81 ","0,00 ","205.933,30 ","0,00 ","0,00 ","10.978,99 ","194.954,31 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
13.,8 ,OBČINA BREZOVICA,"8.346.427,02 ","7.503.338,68 ","6.762.081,84 ","5.885.879,00 ","5.885.879,00 ","626.060,73 ","417.708,74 ","2.587,62 ","54.160,32 ","151.604,05 ","245.215,31 ","5.052,27 ","0,00 ","240.163,04 ","4.926,80 ","4.926,80 ","741.256,84 ","343.669,63 ","0,00 ","638,61 ","343.031,02 ","4.833,56 ","4.833,56 ","82.713,96 ","82.713,96 ","28.613,49 ","28.613,49 ","281.426,20 ","281.426,20 ","144.486,51 ","7.898,51 ","7.898,51 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","136.588,00 ","0,00 ","136.588,00 ","0,00 ","16.760,00 ","16.760,00 ","3.040,00 ","13.720,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","681.841,83 ","384.841,83 ","295.420,65 ","435,15 ","0,00 ","88.986,03 ","0,00 ","297.000,00 ","0,00 ","0,00 ","297.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
14.,9 ,OBČINA BREŽICE,"24.268.266,46 ","21.528.190,58 ","16.909.451,11 ","14.778.850,00 ","14.778.850,00 ","1.197.850,93 ","937.444,03 ","1.905,97 ","59.877,41 ","198.623,52 ","856.521,59 ","46.536,89 ","0,00 ","809.984,70 ","76.228,59 ","76.228,59 ","4.618.739,47 ","1.496.870,41 ","53.212,30 ","11.967,36 ","1.431.690,75 ","133.071,71 ","133.071,71 ","47.378,26 ","47.378,26 ","147.725,65 ","147.725,65 ","2.793.693,44 ","2.793.693,44 ","220.491,28 ","39.854,10 ","39.834,10 ","0,00 ","20,00 ","0,00 ","0,00 ","0,00 ","0,00 ","180.637,18 ","26.623,78 ","154.013,40 ","0,00 ","6.664,00 ","6.664,00 ","6.664,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.396.279,60 ","1.610.627,79 ","1.533.841,51 ","76.786,28 ","0,00 ","0,00 ","0,00 ","785.651,81 ","0,00 ","0,00 ","785.651,81 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","116.641,00 ","0,00 ","0,00 ","116.641,00 ","116.641,00 "
15.,152 ,OBČINA CANKOVA,"1.476.263,35 ","1.310.357,87 ","1.244.548,87 ","1.149.413,43 ","1.149.413,43 ","90.636,60 ","49.945,36 ","0,00 ","1.050,49 ","39.640,75 ","4.498,84 ","1.121,36 ","0,00 ","3.377,48 ","0,00 ","0,00 ","65.809,00 ","5.698,83 ","1.690,04 ","60,48 ","3.948,31 ","181,28 ","181,28 ","0,00 ","0,00 ","39.924,01 ","39.924,01 ","20.004,88 ","20.004,88 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.806,66 ","2.806,66 ","2.806,66 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","163.098,82 ","163.098,82 ","141.963,32 ","18.612,49 ","0,00 ","2.523,01 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
