št.",ID,OBČINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.,158 ,OBČINA GRAD,"2.313.842,65 ","884.961,11 ","249.677,66 ","210.315,99 ","15.008,00 ","22.423,35 ","1.641,56 ","0,00 ","0,00 ","288,76 ","38.588,24 ","19.144,77 ","15.048,52 ","126,97 ","216,38 ","4.051,60 ","555.626,92 ","145.071,51 ","29.064,91 ","63.555,01 ","34.715,02 ","1.948,44 ","74.789,54 ","8.354,14 ","41,73 ","2.839,53 ","195.247,09 ","41.068,29 ","41.068,29 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","385.173,30 ","7.585,21 ","0,00 ","0,00 ","7.585,21 ","203.088,11 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","203.088,11 ","45.640,40 ","45.640,40 ","128.859,58 ","10.815,59 ","18.729,27 ","438,48 ","94.550,66 ","0,00 ","0,00 ","4.325,58 ","0,00 ","0,00 ","0,00 ","1.003.171,79 ","1.003.171,79 ","0,00 ","0,00 ","102.461,81 ","14.073,72 ","773.521,30 ","103.999,29 ","0,00 ","0,00 ","9.115,67 ","40.536,45 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","40.536,45 ","33.047,98 ","0,00 ","0,00 ","7.488,47 ","145.124,87 ","182.572,53 ","420.251,09 "
45.,32 ,OBČINA GROSUPLJE,"14.467.101,69 ","2.888.325,32 ","688.595,11 ","584.851,26 ","20.160,00 ","46.356,82 ","31.525,12 ","2.315,48 ","0,00 ","3.386,43 ","110.970,44 ","55.101,19 ","44.143,13 ","373,57 ","622,60 ","10.729,95 ","1.925.891,20 ","211.262,88 ","211.297,75 ","296.221,85 ","4.828,08 ","559,88 ","709.945,71 ","79.869,08 ","5.911,94 ","13.637,43 ","392.356,60 ","154.522,57 ","138.343,83 ","0,00 ","16.178,74 ","0,00 ","0,00 ","0,00 ","8.346,00 ","0,00 ","8.346,00 ","0,00 ","0,00 ","0,00 ","5.134.638,95 ","73.869,09 ","34.510,41 ","0,00 ","39.358,68 ","2.963.611,30 ","0,00 ","34.786,00 ","12.882,71 ","0,00 ","32.420,26 ","2.883.522,33 ","930.767,93 ","930.767,93 ","1.166.390,63 ","8.764,50 ","112.608,78 ","2.322,48 ","1.023.501,92 ","0,00 ","15.710,95 ","3.482,00 ","0,00 ","0,00 ","0,00 ","4.806.894,29 ","4.806.894,29 ","165.498,00 ","0,00 ","260.687,42 ","1.240,59 ","3.197.801,35 ","258.817,79 ","636.578,99 ","980,11 ","285.290,04 ","1.637.243,13 ","1.243.734,25 ","280.612,25 ","911.965,88 ","0,00 ","0,00 ","51.156,12 ","0,00 ","0,00 ","393.508,88 ","0,00 ","0,00 ","0,00 ","393.508,88 ","-1.574.071,71 ","-1.493.078,06 ","4.304.920,13 "
46.,159 ,OBČINA HAJDINA,"4.128.612,34 ","1.355.998,22 ","221.620,28 ","183.382,72 ","8.724,90 ","18.087,77 ","4.886,31 ","4.971,62 ","0,00 ","1.566,96 ","34.376,55 ","17.291,75 ","13.667,56 ","115,62 ","195,40 ","3.106,22 ","720.439,29 ","61.368,18 ","996,23 ","136.955,55 ","23.333,88 ","3.581,68 ","237.985,24 ","9.070,64 ","0,00 ","4.347,97 ","242.799,92 ","26.910,15 ","23.422,78 ","0,00 ","3.487,37 ","0,00 ","0,00 ","0,00 ","352.651,95 ","0,00 ","352.651,95 ","0,00 ","0,00 ","0,00 ","864.887,15 ","37.308,49 ","0,00 ","0,00 ","37.308,49 ","440.616,41 ","0,00 ","5.511,87 ","1.001,33 ","0,00 ","0,00 ","434.103,21 ","153.236,31 ","153.236,31 ","233.725,94 ","60.130,81 ","39.527,37 ","338,00 ","133.372,83 ","0,00 ","356,93 ","0,00 ","0,00 ","0,00 ","0,00 ","1.532.852,93 ","1.532.852,93 ","73.333,33 ","0,00 ","9.883,11 ","7.490,73 ","1.215.378,74 ","35.068,66 ","109.254,50 ","0,00 ","82.443,86 ","374.874,04 ","123.246,84 ","71.006,00 ","52.240,84 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","251.627,20 ","217.845,77 ","0,00 ","0,00 ","33.781,43 ","-826.174,28 ","-806.071,63 ","390.810,95 "
47.,160 ,OBČINA HOČE-SLIVNICA,"8.547.970,00 ","2.037.349,00 ","407.812,00 ","342.416,00 ","17.473,00 ","41.646,00 ","1.510,00 ","2.811,00 ","0,00 ","1.956,00 ","64.613,00 ","31.508,00 ","24.582,00 ","209,00 ","350,00 ","7.964,00 ","1.564.924,00 ","191.898,00 ","3.510,00 ","368.274,00 ","17.870,00 ","3.363,00 ","837.829,00 ","7.558,00 ","1.817,00 ","6.148,00 ","126.657,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.655.592,00 ","52.567,00 ","0,00 ","0,00 ","52.567,00 ","622.908,00 ","0,00 ","0,00 ","0,00 ","0,00 ","22.506,00 ","600.402,00 ","279.647,00 ","279.647,00 ","1.700.470,00 ","0,00 ","67.872,00 ","0,00 ","1.632.598,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.393.366,00 ","3.393.366,00 ","277.138,00 ","0,00 ","128.186,00 ","40.185,00 ","2.367.438,00 ","222.292,00 ","79.610,00 ","0,00 ","278.517,00 ","461.663,00 ","382.127,00 ","55.000,00 ","327.127,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","79.536,00 ","0,00 ","0,00 ","0,00 ","79.536,00 ","-1.111.532,00 ","-1.184.274,00 ","1.986.991,00 "
48.,161 ,OBČINA HODOŠ,"714.868,32 ","238.365,98 ","76.071,07 ","67.386,71 ","3.360,00 ","4.468,06 ","567,54 ","0,00 ","0,00 ","288,76 ","12.477,42 ","6.014,01 ","4.817,85 ","40,82 ","68,04 ","1.536,70 ","140.548,25 ","41.301,86 ","1.606,59 ","19.298,91 ","4.983,50 ","204,39 ","3.741,91 ","0,00 ","0,00 ","1.019,16 ","68.391,93 ","9.269,24 ","8.821,70 ","447,54 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","80.377,44 ","932,79 ","0,00 ","0,00 ","932,79 ","60.525,96 ","36.221,79 ","450,00 ","138,88 ","0,00 ","0,00 ","23.715,29 ","14.180,64 ","14.180,64 ","4.738,05 ","647,54 ","2.596,74 ","125,04 ","1.137,88 ","0,00 ","0,00 ","230,85 ","0,00 ","0,00 ","0,00 ","393.801,01 ","393.801,01 ","0,00 ","7.270,00 ","0,00 ","4.254,17 ","355.127,67 ","22.503,69 ","2.545,48 ","0,00 ","2.100,00 ","2.323,89 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.323,89 ","2.323,89 ","0,00 ","0,00 ","0,00 ","-6.126,64 ","2.079,91 ","5.616,43 "
49.,162 ,OBČINA HORJUL,"1.442.634,25 ","504.741,85 ","109.383,99 ","96.499,43 ","3.248,00 ","5.488,48 ","4.148,08 ","0,00 ","0,00 ","0,00 ","17.903,57 ","8.907,39 ","7.135,86 ","60,32 ","100,68 ","1.699,32 ","373.454,29 ","73.997,13 ","0,00 ","69.414,37 ","693,20 ","1.331,08 ","167.229,53 ","278,20 ","0,00 ","2.367,66 ","58.143,12 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.000,00 ","0,00 ","4.000,00 ","0,00 ","0,00 ","0,00 ","600.931,38 ","7.040,67 ","0,00 ","0,00 ","7.040,67 ","437.115,75 ","0,00 ","10.840,00 ","150,00 ","0,00 ","0,00 ","426.125,75 ","43.107,79 ","43.107,79 ","113.667,17 ","7.371,01 ","7.608,36 ","0,00 ","98.629,83 ","0,00 ","57,97 ","0,00 ","0,00 ","0,00 ","0,00 ","300.845,73 ","300.845,73 ","0,00 ","0,00 ","7.300,94 ","2.800,80 ","3.007,72 ","192.193,34 ","0,00 ","0,00 ","95.542,93 ","36.115,29 ","21.951,20 ","19.802,00 ","2.149,20 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","14.164,09 ","1.137,93 ","0,00 ","0,00 ","13.026,16 ","361.986,64 ","345.682,26 ","606.513,63 "
50.,34 ,OBČINA HRASTNIK,"8.450.641,90 ","2.079.727,27 ","469.520,54 ","412.222,27 ","16.800,00 ","26.902,75 ","7.477,42 ","2.490,58 ","0,00 ","3.627,52 ","78.173,60 ","37.601,32 ","30.123,54 ","254,99 ","424,83 ","9.768,92 ","1.440.811,55 ","409.916,94 ","6.881,41 ","164.272,62 ","7.341,53 ","1.084,85 ","699.100,39 ","18.884,45 ","0,00 ","7.579,56 ","125.749,80 ","21.221,58 ","0,00 ","0,00 ","21.221,58 ","0,00 ","0,00 ","0,00 ","70.000,00 ","0,00 ","70.000,00 ","0,00 ","0,00 ","0,00 ","2.807.414,07 ","41.477,88 ","0,00 ","0,00 ","41.477,88 ","1.303.608,63 ","0,00 ","8.200,00 ","14.858,28 ","0,00 ","32.410,34 ","1.248.140,01 ","279.007,08 ","279.007,08 ","1.183.320,48 ","0,00 ","131.175,16 ","2.816,96 ","1.049.328,36 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.986.188,17 ","2.986.188,17 ","0,00 ","0,00 ","21.415,98 ","555,06 ","2.391.855,48 ","31.719,94 ","4.018,00 ","4.341,06 ","532.282,65 ","577.312,39 ","251.839,49 ","231.515,00 ","3.108,65 ","0,00 ","0,00 ","0,00 ","17.215,84 ","0,00 ","325.472,90 ","9.077,17 ","0,00 ","0,00 ","316.395,73 ","-181.215,07 ","-201.418,42 ","1.811.712,22 "
51.,35 ,OBČINA HRPELJE-KOZINA,"6.659.497,97 ","1.168.724,63 ","244.980,62 ","195.707,61 ","6.720,00 ","12.066,47 ","23.936,10 ","6.090,44 ","0,00 ","460,00 ","39.476,07 ","19.683,23 ","15.768,82 ","133,46 ","222,40 ","3.668,16 ","869.437,40 ","69.096,30 ","1.945,17 ","163.632,64 ","0,00 ","7.979,71 ","90.260,13 ","298,19 ","0,00 ","4.841,30 ","531.383,96 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","14.830,54 ","14.830,54 ","0,00 ","0,00 ","0,00 ","0,00 ","1.707.892,80 ","24.158,27 ","5.287,54 ","0,00 ","18.870,73 ","612.311,93 ","2.541,19 ","9.740,70 ","0,00 ","0,00 ","0,00 ","600.030,04 ","184.315,99 ","184.315,99 ","887.106,61 ","6.729,55 ","32.418,33 ","1.526,65 ","818.500,84 ","0,00 ","18.463,17 ","9.468,07 ","0,00 ","0,00 ","0,00 ","3.180.625,81 ","3.180.625,81 ","78.433,48 ","4.000,00 ","10.196,89 ","0,00 ","2.496.727,05 ","47.662,31 ","378.953,63 ","0,00 ","164.652,45 ","602.254,73 ","476.489,23 ","349.986,08 ","95.207,15 ","0,00 ","0,00 ","0,00 ","31.296,00 ","0,00 ","125.765,50 ","47.981,00 ","0,00 ","0,00 ","77.784,50 ","-954.951,55 ","-991.739,17 ","1.401.401,66 "
52.,36 ,OBČINA IDRIJA,"12.178.113,38 ","2.969.005,04 ","625.679,82 ","535.282,55 ","16.800,00 ","30.677,11 ","10.289,82 ","9.615,71 ","0,00 ","23.014,63 ","96.753,18 ","48.296,34 ","38.691,47 ","327,42 ","545,75 ","8.892,20 ","1.909.367,10 ","522.226,94 ","2.599,96 ","219.378,85 ","15.174,44 ","15.997,50 ","865.749,00 ","17.149,93 ","751,63 ","12.015,39 ","238.323,46 ","135.412,86 ","135.412,86 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","201.792,08 ","23.631,37 ","95.950,00 ","0,00 ","82.210,71 ","0,00 ","3.272.211,11 ","40.312,83 ","0,00 ","0,00 ","40.312,83 ","1.761.253,92 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.761.253,92 ","491.100,20 ","491.100,20 ","979.544,16 ","3.210,58 ","70.952,58 ","24.152,63 ","872.581,59 ","0,00 ","8.646,78 ","0,00 ","0,00 ","0,00 ","0,00 ","5.158.232,73 ","5.158.232,73 ","168.308,60 ","6.293,70 ","219.769,04 ","1.967,71 ","3.726.293,40 ","502.587,47 ","250.500,78 ","2.880,00 ","279.632,03 ","778.664,50 ","473.088,80 ","81.238,48 ","391.850,32 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","305.575,70 ","0,00 ","0,00 ","0,00 ","305.575,70 ","-1.195.687,74 ","-1.244.615,84 ","2.884.658,91 "
53.,37 ,OBČINA IG,"8.775.755,12 ","1.605.946,06 ","295.828,08 ","258.928,77 ","8.064,00 ","19.303,57 ","7.506,34 ","417,40 ","0,00 ","1.608,00 ","47.086,01 ","23.574,04 ","18.886,42 ","172,88 ","254,01 ","4.198,66 ","1.183.109,07 ","310.229,68 ","8.098,64 ","113.426,19 ","98.124,88 ","29.851,44 ","467.804,41 ","19.045,69 ","11.817,29 ","6.641,41 ","118.069,44 ","36.881,28 ","36.881,28 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","43.041,62 ","0,00 ","40.063,73 ","2.977,89 ","0,00 ","0,00 ","1.795.063,07 ","67.096,93 ","14.370,92 ","0,00 ","52.726,01 ","943.001,01 ","0,00 ","2.069,51 ","0,00 ","1.187,46 ","0,00 ","939.744,04 ","242.219,03 ","242.219,03 ","542.746,10 ","30.603,53 ","51.668,52 ","0,00 ","455.877,83 ","0,00 ","4.596,22 ","0,00 ","0,00 ","0,00 ","0,00 ","4.472.590,32 ","4.472.590,32 ","0,00 ","0,00 ","220.534,44 ","0,00 ","3.076.781,36 ","65.369,11 ","487.513,42 ","0,00 ","622.391,99 ","902.155,67 ","848.485,58 ","0,00 ","671.453,25 ","0,00 ","0,00 ","0,00 ","177.032,33 ","0,00 ","53.670,09 ","0,00 ","0,00 ","0,00 ","53.670,09 ","-3.534.483,07 ","-3.764.253,15 ","1.500.066,18 "
54.,38 ,OBČINA ILIRSKA BISTRICA,"11.968.390,91 ","3.045.453,91 ","604.754,53 ","506.023,61 ","23.156,13 ","43.167,27 ","15.402,37 ","12.110,14 ","0,00 ","4.895,01 ","102.789,47 ","52.420,89 ","37.874,08 ","320,80 ","534,24 ","11.639,46 ","2.177.288,04 ","365.718,73 ","103,80 ","399.630,78 ","9.002,52 ","105.560,68 ","1.046.703,11 ","1.153,13 ","6.575,73 ","10.026,55 ","232.813,01 ","46.468,87 ","39.902,96 ","0,00 ","6.565,91 ","0,00 ","0,00 ","0,00 ","114.153,00 ","0,00 ","114.153,00 ","0,00 ","0,00 ","0,00 ","3.701.345,34 ","105.680,87 ","0,00 ","0,00 ","105.680,87 ","1.830.050,46 ","0,00 ","28.280,00 ","0,00 ","0,00 ","87.726,29 ","1.714.044,17 ","504.387,50 ","504.387,50 ","1.261.226,51 ","14.500,00 ","105.575,74 ","8.233,26 ","926.541,94 ","0,00 ","206.375,57 ","0,00 ","0,00 ","0,00 ","0,00 ","4.736.235,58 ","4.736.235,58 ","209.176,00 ","106.373,65 ","325.211,40 ","6.035,32 ","2.628.023,85 ","568.877,47 ","286.554,42 ","4.665,60 ","601.317,87 ","485.356,08 ","398.407,08 ","13.040,37 ","385.366,71 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","86.949,00 ","7.237,20 ","0,00 ","0,00 ","79.711,80 ","-325.227,50 ","-495.743,55 ","2.752.707,71 "
55.,39 ,OBČINA IVANČNA GORICA,"10.745.885,04 ","2.553.986,72 ","467.757,14 ","410.506,08 ","13.440,00 ","30.345,32 ","12.972,39 ","82,73 ","0,00 ","410,62 ","75.725,34 ","37.723,25 ","30.221,24 ","255,80 ","426,31 ","7.098,74 ","2.010.358,52 ","410.163,78 ","16.105,02 ","180.715,56 ","14.840,64 ","3.374,46 ","873.501,37 ","38.952,28 ","20.906,08 ","10.151,16 ","441.648,17 ","145,72 ","0,00 ","0,00 ","145,72 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.644.017,02 ","17.048,88 ","17.048,88 ","0,00 ","0,00 ","2.231.295,53 ","0,00 ","58.200,00 ","17.224,84 ","0,00 ","0,00 ","2.155.870,69 ","549.005,89 ","549.005,89 ","846.666,72 ","16.251,42 ","91.415,81 ","0,00 ","733.557,74 ","0,00 ","5.441,75 ","0,00 ","0,00 ","0,00 ","0,00 ","4.237.235,08 ","4.237.235,08 ","64.774,50 ","546,48 ","22.345,20 ","1.157,48 ","3.416.729,60 ","268.732,98 ","213.789,35 ","1.302,00 ","247.857,49 ","310.646,22 ","201.486,69 ","147.824,99 ","53.661,70 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","109.159,53 ","5.819,91 ","0,00 ","0,00 ","103.339,62 ","-400.519,32 ","-619.110,60 ","3.023.726,66 "
56.,40 ,OBČINA IZOLA,"15.837.550,00 ","5.299.030,00 ","1.535.014,00 ","1.297.286,00 ","47.238,00 ","92.375,00 ","23.356,00 ","15.189,00 ","0,00 ","59.570,00 ","244.422,00 ","120.658,00 ","96.662,00 ","818,00 ","1.364,00 ","24.920,00 ","3.376.184,00 ","422.890,00 ","301,00 ","1.675.512,00 ","38.599,00 ","2.395,00 ","294.899,00 ","139.010,00 ","84.212,00 ","27.277,00 ","691.089,00 ","101.684,00 ","56.043,00 ","0,00 ","45.641,00 ","0,00 ","0,00 ","0,00 ","41.726,00 ","0,00 ","41.726,00 ","0,00 ","0,00 ","0,00 ","5.036.941,00 ","74.375,00 ","0,00 ","0,00 ","74.375,00 ","2.060.928,00 ","0,00 ","88.500,00 ","95.010,00 ","0,00 ","32.474,00 ","1.844.944,00 ","524.321,00 ","524.321,00 ","2.377.317,00 ","0,00 ","184.525,00 ","11.322,00 ","2.181.470,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.844.457,00 ","2.844.457,00 ","0,00 ","0,00 ","73.470,00 ","0,00 ","2.307.860,00 ","254.465,00 ","1.822,00 ","13.240,00 ","193.600,00 ","2.657.122,00 ","765.258,00 ","131.077,00 ","634.181,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.891.864,00 ","1.515.769,00 ","0,00 ","0,00 ","376.095,00 ","-711.629,00 ","-642.514,00 ","2.730.129,00 "
57.,41 ,OBČINA JESENICE,"18.449.478,48 ","4.405.800,34 ","1.106.384,72 ","946.194,68 ","37.968,00 ","77.217,51 ","16.446,57 ","11.298,18 ","0,00 ","17.259,78 ","176.877,92 ","86.371,41 ","69.206,16 ","585,14 ","975,82 ","19.739,39 ","3.030.644,60 ","476.440,20 ","28.871,62 ","327.934,40 ","16.051,11 ","12.149,31 ","1.296.841,82 ","55.793,21 ","15.642,55 ","19.053,16 ","781.867,22 ","61.893,10 ","28.596,52 ","0,00 ","33.296,58 ","0,00 ","0,00 ","0,00 ","30.000,00 ","0,00 ","30.000,00 ","0,00 ","0,00 ","0,00 ","6.207.515,98 ","189.289,96 ","0,00 ","0,00 ","189.289,96 ","2.645.518,08 ","0,00 ","42.100,00 ","252.533,75 ","0,00 ","7.125,55 ","2.343.758,78 ","575.595,00 ","575.595,00 ","2.797.112,94 ","0,00 ","104.369,55 ","12.637,94 ","2.626.177,94 ","0,00 ","53.927,51 ","0,00 ","0,00 ","0,00 ","0,00 ","6.109.211,43 ","6.109.211,43 ","1.063.149,07 ","14.143,61 ","326.706,80 ","6.171,28 ","1.770.602,34 ","2.510.340,75 ","66.561,14 ","3.318,60 ","348.217,84 ","1.726.950,73 ","777.545,92 ","122.925,70 ","498.496,12 ","0,00 ","0,00 ","65.389,47 ","90.734,63 ","0,00 ","949.404,81 ","5.000,00 ","0,00 ","0,00 ","944.404,81 ","-1.542.231,30 ","-1.651.392,26 ","4.008.537,30 "
58.,163 ,OBČINA JEZERSKO,"812.851,30 ","379.589,28 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","273.083,92 ","37.986,26 ","2.630,41 ","22.327,64 ","42.744,89 ","0,00 ","84.360,01 ","0,00 ","0,00 ","0,00 ","83.034,71 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","106.505,36 ","2.220,55 ","4.284,81 ","100.000,00 ","0,00 ","0,00 ","139.150,98 ","0,00 ","0,00 ","0,00 ","0,00 ","91.895,52 ","0,00 ","3.200,00 ","0,00 ","0,00 ","0,00 ","88.695,52 ","21.322,90 ","21.322,90 ","25.932,56 ","406,00 ","2.386,41 ","0,00 ","23.140,15 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","254.415,15 ","254.415,15 ","0,00 ","0,00 ","5.906,42 ","810,00 ","113.454,95 ","98.575,82 ","0,00 ","30.376,57 ","5.291,39 ","39.695,89 ","30.368,84 ","30.042,40 ","326,44 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.327,05 ","0,00 ","0,00 ","0,00 ","9.327,05 ","35.463,12 ","31.106,63 ","116.830,02 "
59.,42 ,OBČINA JURŠINCI,"2.096.101,15 ","449.599,57 ","120.901,26 ","104.507,52 ","3.360,00 ","6.803,17 ","5.606,59 ","623,98 ","0,00 ","0,00 ","21.487,78 ","9.800,42 ","7.851,18 ","64,72 ","112,79 ","3.658,67 ","234.992,15 ","30.681,65 ","409,04 ","30.950,16 ","0,00 ","4.696,12 ","106.254,74 ","168,00 ","0,00 ","3.130,44 ","58.702,00 ","6.253,38 ","6.253,38 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","65.965,00 ","0,00 ","65.965,00 ","0,00 ","0,00 ","0,00 ","490.897,54 ","10.605,74 ","0,00 ","0,00 ","10.605,74 ","287.175,62 ","0,00 ","3.142,78 ","198,72 ","0,00 ","0,00 ","283.834,12 ","43.102,51 ","43.102,51 ","150.013,67 ","18.821,47 ","29.463,39 ","0,00 ","101.728,81 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.065.917,42 ","1.065.917,42 ","0,00 ","0,00 ","48.908,70 ","0,00 ","1.017.008,72 ","0,00 ","0,00 ","0,00 ","0,00 ","89.686,62 ","40.115,09 ","27.124,00 ","12.991,09 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","49.571,53 ","6.123,81 ","0,00 ","37.000,00 ","6.447,72 ","45.707,22 ","48.954,79 ","474.976,13 "
60.,43 ,OBČINA KAMNIK,"21.169.938,46 ","4.824.322,72 ","1.251.991,20 ","1.118.735,85 ","33.936,00 ","73.910,26 ","19.677,02 ","3.298,75 ","0,00 ","2.433,32 ","200.664,71 ","98.617,91 ","80.964,72 ","685,19 ","1.141,91 ","19.254,98 ","1.470.718,12 ","471.534,63 ","209.467,05 ","163.132,03 ","14.737,31 ","5.564,18 ","206.344,53 ","35.162,45 ","0,00 ","26.154,80 ","338.621,14 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.900.948,69 ","0,00 ","166.000,00 ","13.451,48 ","1.721.497,21 ","0,00 ","9.118.439,26 ","102.497,54 ","0,00 ","0,00 ","102.497,54 ","3.778.783,86 ","0,00 ","0,00 ","9.178,21 ","8.674,10 ","0,00 ","3.760.931,55 ","900.679,22 ","900.679,22 ","4.336.478,64 ","37.981,00 ","202.612,05 ","21.311,09 ","2.267.563,48 ","0,00 ","1.807.011,02 ","0,00 ","0,00 ","0,00 ","0,00 ","6.509.240,90 ","6.509.240,90 ","0,00 ","4.371,44 ","305.514,16 ","0,00 ","3.964.949,25 ","589.392,76 ","803.088,39 ","15.688,74 ","826.236,16 ","717.935,58 ","235.594,23 ","119.617,01 ","110.522,94 ","0,00 ","0,00 ","0,00 ","5.454,28 ","0,00 ","482.341,35 ","19.900,00 ","0,00 ","0,00 ","462.441,35 ","-2.918.066,50 ","-3.279.309,90 ","3.261.673,48 "
61.,44 ,OBČINA KANAL,"6.687.204,19 ","1.812.262,39 ","355.069,89 ","312.781,87 ","13.832,00 ","24.924,32 ","3.242,94 ","0,00 ","0,00 ","288,76 ","57.880,92 ","28.343,73 ","22.626,37 ","191,46 ","320,17 ","6.399,19 ","1.379.607,01 ","144.265,10 ","5.510,21 ","237.032,75 ","27.757,05 ","4.708,47 ","660.399,25 ","12.860,23 ","11.168,59 ","5.991,69 ","269.913,67 ","5.704,57 ","0,00 ","0,00 ","5.704,57 ","0,00 ","0,00 ","0,00 ","14.000,00 ","0,00 ","14.000,00 ","0,00 ","0,00 ","0,00 ","2.199.917,23 ","82.672,96 ","0,00 ","0,00 ","82.672,96 ","494.569,75 ","0,00 ","20.363,63 ","5.499,26 ","779,54 ","10.269,93 ","457.657,39 ","529.245,44 ","529.245,44 ","1.093.429,08 ","0,00 ","50.387,76 ","121.219,17 ","921.822,15 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.395.904,60 ","2.395.904,60 ","21.396,68 ","0,00 ","54.849,04 ","0,00 ","1.780.188,66 ","166.925,72 ","76.137,92 ","0,00 ","296.406,58 ","279.119,97 ","159.224,00 ","159.224,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","119.895,97 ","60.860,15 ","0,00 ","0,00 ","59.035,82 ","210.873,42 ","185.350,00 ","1.934.148,37 "
62.,45 ,OBČINA KIDRIČEVO,"6.535.715,09 ","1.636.932,66 ","301.918,09 ","240.534,36 ","13.216,00 ","26.776,29 ","14.643,06 ","5.170,78 ","0,00 ","1.577,60 ","47.829,68 ","24.184,01 ","18.521,52 ","156,12 ","265,24 ","4.702,79 ","1.002.057,11 ","55.063,89 ","11.035,62 ","246.617,87 ","0,00 ","9.589,52 ","254.443,57 ","13.816,88 ","0,00 ","4.562,60 ","406.927,16 ","17.612,74 ","17.612,74 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","267.515,04 ","0,00 ","267.515,04 ","0,00 ","0,00 ","0,00 ","1.482.609,28 ","39.574,58 ","0,00 ","0,00 ","39.574,58 ","885.156,85 ","0,00 ","10.250,00 ","0,00 ","0,00 ","0,00 ","874.906,85 ","209.141,65 ","209.141,65 ","348.736,20 ","0,00 ","62.618,27 ","4.337,00 ","281.780,93 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.013.784,11 ","3.013.784,11 ","0,00 ","0,00 ","14.803,15 ","0,00 ","2.411.756,67 ","462.589,13 ","0,00 ","0,00 ","124.635,16 ","402.389,04 ","121.666,89 ","106.206,20 ","15.460,69 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","280.722,15 ","275.024,83 ","0,00 ","0,00 ","5.697,32 ","-768.820,33 ","-787.891,22 ","1.644.360,81 "
