št.",ID,OBČINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165.,33 ,OBČINA ŠALOVCI,"2.200.065,38 ","565.764,93 ","101.231,29 ","88.770,17 ","3.818,13 ","8.440,77 ","0,00 ","202,22 ","0,00 ","0,00 ","15.639,24 ","7.874,58 ","6.308,23 ","53,48 ","89,05 ","1.313,90 ","383.786,90 ","71.406,47 ","1.499,90 ","24.258,08 ","11.488,13 ","2.077,00 ","225.458,07 ","1.411,76 ","0,00 ","1.462,74 ","44.724,75 ","18.746,41 ","18.746,41 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","46.361,09 ","31.641,09 ","14.720,00 ","0,00 ","0,00 ","0,00 ","361.558,70 ","33,60 ","0,00 ","0,00 ","33,60 ","177.788,51 ","19.498,22 ","1.800,00 ","585,00 ","0,00 ","0,00 ","155.905,29 ","78.737,14 ","78.737,14 ","104.999,45 ","3.021,84 ","14.603,09 ","671,40 ","85.972,98 ","0,00 ","0,00 ","730,14 ","0,00 ","0,00 ","0,00 ","1.222.327,61 ","1.222.327,61 ","39.744,55 ","0,00 ","23.743,57 ","0,00 ","828.015,87 ","282.709,49 ","6.466,00 ","41.648,13 ","0,00 ","50.414,14 ","29.800,00 ","29.800,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","20.614,14 ","10.686,77 ","0,00 ","0,00 ","9.927,37 ","-30.787,69 ","-12.588,35 ","263.569,30 "
166.,183 ,OBČINA ŠEMPETER-VRTOJBA,"7.521.441,11 ","1.815.705,30 ","300.921,00 ","267.489,00 ","9.912,00 ","16.890,00 ","3.296,00 ","3.334,00 ","0,00 ","0,00 ","49.804,00 ","24.083,00 ","19.293,00 ","163,00 ","272,00 ","5.993,00 ","1.433.449,00 ","101.468,00 ","2.249,00 ","405.527,00 ","11.429,00 ","4.419,00 ","135.758,00 ","41.846,00 ","0,00 ","5.417,00 ","725.336,00 ","27.021,56 ","26.771,56 ","250,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.509,74 ","4.283,00 ","226,74 ","0,00 ","0,00 ","0,00 ","1.756.052,60 ","182.854,00 ","136.338,00 ","0,00 ","46.516,00 ","205.448,00 ","0,00 ","22.952,00 ","4.200,00 ","0,00 ","31.664,00 ","146.632,00 ","182.867,00 ","182.867,00 ","1.184.883,60 ","0,00 ","25.599,00 ","36.120,00 ","1.123.164,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.271.889,21 ","3.271.889,21 ","850,00 ","0,00 ","46.690,21 ","0,00 ","1.556.714,00 ","1.531.342,00 ","33.080,00 ","0,00 ","103.213,00 ","677.794,00 ","296.911,00 ","56.415,00 ","240.496,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","380.883,00 ","108.310,00 ","0,00 ","0,00 ","272.573,00 ","-568.138,11 ","-566.430,55 ","2.953.823,10 "
167.,117 ,OBČINA ŠENČUR,"5.852.588,31 ","1.369.474,51 ","209.202,15 ","190.229,53 ","5.376,00 ","10.869,39 ","1.700,57 ","1.026,66 ","0,00 ","0,00 ","33.736,92 ","16.930,43 ","13.378,72 ","114,92 ","191,07 ","3.121,78 ","1.087.794,40 ","106.989,31 ","18.072,03 ","160.024,70 ","4.992,56 ","1.256,77 ","619.130,72 ","0,00 ","0,00 ","4.982,80 ","172.345,51 ","29.391,04 ","29.391,04 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.350,00 ","5.150,00 ","4.200,00 ","0,00 ","0,00 ","0,00 ","1.874.234,24 ","85.146,64 ","9.640,64 ","0,00 ","75.506,00 ","1.186.242,43 ","0,00 ","13.896,12 ","2.922,47 ","0,00 ","0,00 ","1.169.423,84 ","243.323,00 ","243.323,00 ","359.522,17 ","35.291,28 ","38.523,24 ","0,00 ","285.707,65 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.863.407,52 ","1.863.407,52 ","247.916,42 ","0,00 ","44.650,96 ","0,00 ","719.563,64 ","556.077,12 ","159.420,62 ","0,00 ","135.778,76 ","745.472,04 ","718.480,44 ","12.000,00 ","706.480,44 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","26.991,60 ","0,00 ","0,00 ","0,00 ","26.991,60 ","-8.280,05 ","17.042,28 ","1.566.784,39 "
168.,118 ,OBČINA ŠENTILJ,"7.996.413,46 ","1.778.259,96 ","491.336,06 ","298.163,82 ","12.768,00 ","27.006,03 ","3.425,65 ","2.442,05 ","147.105,29 ","425,22 ","50.732,34 ","22.114,89 ","21.362,55 ","180,79 ","301,31 ","6.772,80 ","1.124.423,87 ","86.721,60 ","7.388,13 ","216.847,06 ","19.796,86 ","4.401,82 ","478.918,17 ","117.430,00 ","1.426,69 ","5.120,66 ","186.372,88 ","108.489,99 ","108.489,99 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.277,70 ","0,00 ","3.277,70 ","0,00 ","0,00 ","0,00 ","2.309.755,09 ","10.740,34 ","0,00 ","0,00 ","10.740,34 ","1.345.291,91 ","0,00 ","7.500,00 ","13.232,23 ","196,57 ","0,00 ","1.324.363,11 ","128.196,88 ","128.196,88 ","825.525,96 ","0,00 ","114.436,35 ","0,00 ","646.522,84 ","0,00 ","62.929,51 ","1.637,26 ","0,00 ","0,00 ","0,00 ","3.845.398,78 ","3.845.398,78 ","91.256,28 ","23.500,00 ","218.126,54 ","0,00 ","3.331.475,47 ","6.345,79 ","88.093,07 ","0,00 ","86.601,63 ","62.999,63 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","62.999,63 ","19.433,25 ","0,00 ","0,00 ","43.566,38 ","-1.061.729,09 ","-961.341,85 ","1.732.344,76 "
169.,119 ,OBČINA ŠENTJERNEJ,"9.300.679,52 ","1.564.700,44 ","305.729,15 ","246.006,97 ","8.512,00 ","25.563,12 ","11.198,72 ","14.448,34 ","0,00 ","0,00 ","51.279,95 ","24.348,35 ","19.506,24 ","175,19 ","264,95 ","6.985,22 ","1.130.335,19 ","248.302,45 ","21.311,22 ","204.713,19 ","12.789,20 ","3.164,94 ","508.295,35 ","10.324,24 ","0,00 ","7.834,40 ","113.600,20 ","77.356,15 ","77.356,15 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.760.793,13 ","233.307,61 ","0,00 ","0,00 ","233.307,61 ","1.106.306,18 ","0,00 ","11.183,64 ","10.645,03 ","156,95 ","1.720,62 ","1.082.599,94 ","133.232,32 ","133.232,32 ","287.947,02 ","5.319,00 ","53.635,82 ","1.418,00 ","226.594,47 ","0,00 ","979,73 ","0,00 ","0,00 ","0,00 ","0,00 ","5.878.942,55 ","5.878.942,55 ","11.907,32 ","37.000,00 ","11.027,97 ","0,00 ","5.040.451,19 ","139.024,79 ","87.985,00 ","0,00 ","551.546,28 ","96.243,40 ","93.751,76 ","64.584,76 ","29.167,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.491,64 ","0,00 ","0,00 ","0,00 ","2.491,64 ","-955.234,18 ","-903.095,18 ","2.935.082,19 "
170.,120 ,OBČINA ŠENTJUR,"16.887.290,69 ","3.877.064,00 ","775.134,29 ","660.855,97 ","27.526,00 ","46.284,47 ","16.946,60 ","22.954,29 ","0,00 ","566,96 ","141.790,94 ","61.557,49 ","49.318,93 ","416,61 ","696,44 ","29.801,47 ","2.586.943,38 ","268.526,13 ","268.830,11 ","236.210,26 ","37.365,67 ","16.720,36 ","1.372.671,72 ","13.669,10 ","62.800,27 ","13.317,44 ","296.832,32 ","211.779,62 ","169.709,76 ","0,00 ","42.069,86 ","0,00 ","0,00 ","0,00 ","161.415,77 ","559,71 ","160.856,06 ","0,00 ","0,00 ","0,00 ","4.824.291,78 ","35.090,71 ","35.090,71 ","0,00 ","0,00 ","2.764.202,53 ","0,00 ","30.900,00 ","0,00 ","0,00 ","15.000,00 ","2.718.302,53 ","976.165,11 ","976.165,11 ","1.048.833,43 ","17.243,35 ","172.711,20 ","0,00 ","853.764,15 ","0,00 ","5.114,73 ","0,00 ","0,00 ","0,00 ","0,00 ","7.616.867,62 ","7.616.867,62 ","0,00 ","31.721,67 ","38.955,85 ","5.170,43 ","6.209.076,25 ","604.097,76 ","446.263,78 ","0,00 ","281.581,88 ","569.067,29 ","318.938,31 ","0,00 ","318.938,31 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","250.128,98 ","56.666,31 ","0,00 ","0,00 ","193.462,67 ","-1.928.050,60 ","-1.738.950,94 ","3.015.656,87 "
171.,211 ,OBČINA ŠENTRUPERT,"2.611.037,44 ","901.880,78 ","177.967,91 ","148.974,32 ","4.704,00 ","14.090,24 ","7.753,87 ","2.012,35 ","0,00 ","433,13 ","27.740,85 ","14.048,53 ","11.254,70 ","95,21 ","158,73 ","2.183,68 ","696.172,02 ","65.529,94 ","0,00 ","44.849,53 ","0,00 ","4.160,00 ","276.543,45 ","12.484,86 ","21.416,34 ","3.863,05 ","267.324,85 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","668.167,40 ","25.262,22 ","0,00 ","0,00 ","25.262,22 ","390.182,37 ","0,00 ","3.770,00 ","0,00 ","0,00 ","4.160,00 ","382.252,37 ","95.633,48 ","95.633,48 ","157.089,33 ","0,00 ","10.111,15 ","10.173,44 ","135.865,95 ","0,00 ","938,79 ","0,00 ","0,00 ","0,00 ","0,00 ","984.443,73 ","984.443,73 ","28.480,20 ","0,00 ","29.857,46 ","0,00 ","546.880,56 ","29.361,18 ","40.819,25 ","11.584,44 ","297.460,64 ","56.545,53 ","29.248,31 ","15.792,14 ","13.456,17 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","27.297,22 ","0,00 ","0,00 ","0,00 ","27.297,22 ","-75.959,48 ","-77.973,58 ","371.074,22 "
172.,121 ,OBČINA ŠKOCJAN,"2.875.593,36 ","687.355,45 ","226.131,26 ","194.069,35 ","7.728,00 ","20.106,91 ","2.213,70 ","1.729,82 ","0,00 ","283,48 ","35.077,11 ","17.483,83 ","14.006,85 ","118,58 ","197,60 ","3.270,25 ","385.994,41 ","58.807,59 ","0,00 ","50.853,63 ","3.580,92 ","19.270,36 ","144.946,07 ","6.329,66 ","0,00 ","3.390,34 ","98.815,84 ","25.482,29 ","25.482,29 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","14.670,38 ","0,00 ","14.670,38 ","0,00 ","0,00 ","0,00 ","859.515,62 ","63.512,12 ","8.830,54 ","0,00 ","54.681,58 ","533.142,09 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","533.142,09 ","89.968,60 ","89.968,60 ","172.892,81 ","0,00 ","36.217,05 ","900,00 ","99.635,45 ","0,00 ","36.140,31 ","0,00 ","0,00 ","0,00 ","0,00 ","1.184.880,58 ","1.184.880,58 ","0,00 ","0,00 ","8.039,33 ","0,00 ","688.173,13 ","5.949,80 ","0,00 ","1.392,00 ","481.326,32 ","143.841,71 ","141.018,71 ","35.845,98 ","105.172,73 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.823,00 ","2.823,00 ","0,00 ","0,00 ","0,00 ","55.955,11 ","76.725,15 ","614.610,35 "
173.,122 ,OBČINA ŠKOFJA LOKA,"22.241.263,83 ","5.796.317,71 ","1.251.846,94 ","1.081.037,57 ","35.936,87 ","88.972,78 ","19.993,87 ","21.078,49 ","0,00 ","4.827,36 ","201.600,52 ","99.747,94 ","79.847,10 ","640,13 ","1.126,74 ","20.238,61 ","3.992.038,64 ","801.621,21 ","136.045,87 ","686.126,41 ","14.596,38 ","22.154,08 ","1.639.641,23 ","69.486,42 ","18.750,75 ","23.348,94 ","580.267,35 ","15.952,46 ","1.969,93 ","0,00 ","13.982,53 ","0,00 ","0,00 ","0,00 ","334.879,15 ","0,00 ","334.879,15 ","0,00 ","0,00 ","0,00 ","5.461.400,77 ","97.594,82 ","0,00 ","0,00 ","97.594,82 ","3.234.371,54 ","0,00 ","45.290,08 ","17.404,90 ","0,00 ","0,00 ","3.171.676,56 ","619.946,14 ","619.946,14 ","1.509.488,27 ","205.760,22 ","81.377,34 ","29.889,62 ","1.177.787,51 ","0,00 ","14.673,58 ","0,00 ","0,00 ","0,00 ","0,00 ","7.602.327,09 ","7.602.327,09 ","325.782,82 ","0,00 ","66.369,40 ","0,00 ","4.941.818,46 ","1.553.583,58 ","294.891,27 ","0,00 ","419.881,56 ","3.381.218,26 ","262.782,07 ","224.195,89 ","0,00 ","0,00 ","0,00 ","38.586,18 ","0,00 ","0,00 ","3.118.436,19 ","56.351,60 ","0,00 ","0,00 ","3.062.084,59 ","-1.839.889,26 ","-1.854.545,55 ","7.173.325,40 "
174.,123 ,OBČINA ŠKOFLJICA,"6.378.815,13 ","1.665.519,63 ","420.837,09 ","332.701,95 ","13.252,50 ","50.026,01 ","12.202,65 ","7.777,75 ","0,00 ","4.876,23 ","64.103,35 ","31.245,43 ","25.050,06 ","211,75 ","324,00 ","7.272,11 ","1.147.836,72 ","389.911,26 ","11.742,65 ","173.643,01 ","17.515,70 ","3.371,93 ","316.207,45 ","26.179,94 ","17.100,00 ","6.228,98 ","185.935,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","32.742,47 ","0,00 ","32.742,47 ","0,00 ","0,00 ","0,00 ","1.888.447,75 ","2.454,60 ","0,00 ","0,00 ","2.454,60 ","1.240.454,64 ","0,00 ","17.536,93 ","3.606,32 ","0,00 ","0,00 ","1.219.311,39 ","121.121,88 ","121.121,88 ","524.416,63 ","0,00 ","52.743,57 ","0,00 ","465.902,40 ","0,00 ","5.770,66 ","0,00 ","0,00 ","0,00 ","0,00 ","2.618.092,82 ","2.618.092,82 ","0,00 ","0,00 ","107.629,85 ","19.691,36 ","1.205.245,94 ","92.423,33 ","782.779,49 ","2.042,66 ","408.280,19 ","206.754,93 ","78.767,53 ","51.757,41 ","7.719,35 ","0,00 ","0,00 ","19.290,77 ","0,00 ","0,00 ","127.987,40 ","0,00 ","0,00 ","0,00 ","127.987,40 ","933.819,31 ","788.223,45 ","2.292.408,38 "
175.,124 ,OBČINA ŠMARJE PRI JELŠAH,"10.430.520,29 ","2.135.650,94 ","586.012,34 ","500.784,31 ","24.416,00 ","45.458,97 ","10.844,81 ","0,00 ","0,00 ","4.508,25 ","94.647,69 ","46.135,53 ","37.556,80 ","303,19 ","516,95 ","10.135,22 ","1.351.597,68 ","137.748,93 ","10.560,04 ","101.630,46 ","11.727,41 ","5.434,45 ","689.661,47 ","17.158,27 ","0,00 ","8.084,97 ","369.591,68 ","48.393,23 ","30.407,77 ","0,00 ","17.985,46 ","0,00 ","0,00 ","0,00 ","55.000,00 ","0,00 ","55.000,00 ","0,00 ","0,00 ","0,00 ","2.844.407,79 ","148.020,93 ","26.514,79 ","0,00 ","121.506,14 ","1.768.518,77 ","0,00 ","22.400,00 ","0,00 ","304,49 ","0,00 ","1.745.814,28 ","259.264,33 ","259.264,33 ","668.603,76 ","0,00 ","104.419,74 ","7.126,00 ","516.716,22 ","0,00 ","2.238,53 ","38.103,27 ","0,00 ","0,00 ","0,00 ","4.964.128,54 ","4.964.128,54 ","0,00 ","0,00 ","58.666,52 ","30.780,69 ","3.861.893,30 ","114.968,41 ","420.510,41 ","7.284,00 ","470.025,21 ","486.333,02 ","299.233,09 ","114.493,36 ","178.739,73 ","0,00 ","0,00 ","6.000,00 ","0,00 ","0,00 ","187.099,93 ","117.823,57 ","0,00 ","0,00 ","69.276,36 ","-1.395.434,53 ","-1.365.984,47 ","1.554.927,60 "
176.,206 ,OBČINA ŠMARJEŠKE TOPLICE,"2.658.073,18 ","765.167,88 ","192.352,80 ","163.785,85 ","4.704,00 ","18.616,35 ","2.655,21 ","2.591,39 ","0,00 ","0,00 ","29.275,25 ","14.957,95 ","11.983,28 ","101,41 ","169,00 ","2.063,61 ","527.924,81 ","66.817,78 ","9.855,38 ","69.403,59 ","0,00 ","12.036,44 ","246.757,84 ","5.946,72 ","1.500,00 ","3.388,59 ","112.218,47 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","15.615,02 ","0,00 ","15.615,02 ","0,00 ","0,00 ","0,00 ","730.413,57 ","22.203,00 ","0,00 ","0,00 ","22.203,00 ","523.134,37 ","0,00 ","9.600,00 ","0,00 ","0,00 ","464,98 ","513.069,39 ","66.050,74 ","66.050,74 ","119.025,46 ","0,00 ","10.361,07 ","0,00 ","108.162,01 ","0,00 ","502,38 ","0,00 ","0,00 ","0,00 ","0,00 ","1.134.132,23 ","1.134.132,23 ","0,00 ","0,00 ","20.026,92 ","0,00 ","990.717,36 ","0,00 ","0,00 ","0,00 ","123.387,95 ","28.359,50 ","24.112,50 ","21.000,00 ","3.112,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.247,00 ","2.297,00 ","0,00 ","0,00 ","1.950,00 ","279.727,75 ","253.828,39 ","881.494,65 "
177.,125 ,OBČINA ŠMARTNO OB PAKI,"2.628.801,41 ","962.482,09 ","102.510,05 ","94.637,00 ","2.688,00 ","3.762,00 ","1.423,05 ","0,00 ","0,00 ","0,00 ","17.912,00 ","8.501,00 ","6.811,00 ","58,00 ","96,00 ","2.446,00 ","664.144,04 ","56.465,05 ","16.477,93 ","46.165,93 ","197,78 ","1.509,15 ","409.007,53 ","1.260,00 ","0,00 ","1.862,00 ","131.198,67 ","14.227,00 ","14.227,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","163.689,00 ","18.935,00 ","141.105,00 ","0,00 ","3.649,00 ","0,00 ","931.827,58 ","7.200,00 ","0,00 ","0,00 ","7.200,00 ","466.162,00 ","0,00 ","2.800,00 ","0,00 ","0,00 ","0,00 ","463.362,00 ","92.490,24 ","92.490,24 ","365.975,34 ","12.564,34 ","19.185,00 ","372,00 ","333.854,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","548.894,74 ","548.894,74 ","54.573,00 ","0,00 ","45.985,00 ","0,00 ","250.640,00 ","134.221,00 ","46.884,00 ","0,00 ","16.591,74 ","185.597,00 ","120.863,00 ","3.228,00 ","117.635,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","64.734,00 ","10.383,00 ","0,00 ","0,00 ","54.351,00 ","-370.677,41 ","-357.483,41 ","41.406,33 "
178.,194 ,OBČINA ŠMARTNO PRI LITIJI,"5.222.114,49 ","1.311.986,08 ","186.840,60 ","160.204,56 ","7.306,00 ","14.910,76 ","3.017,26 ","824,51 ","0,00 ","577,51 ","29.072,04 ","14.095,14 ","11.693,08 ","98,96 ","164,92 ","3.019,94 ","1.046.396,48 ","113.633,98 ","68.260,49 ","70.741,12 ","9.904,98 ","59,91 ","560.514,03 ","12.933,68 ","9.382,80 ","4.249,19 ","196.716,30 ","29.676,96 ","29.676,96 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","20.000,00 ","0,00 ","20.000,00 ","0,00 ","0,00 ","0,00 ","1.443.389,42 ","8.481,22 ","0,00 ","0,00 ","8.481,22 ","893.271,85 ","0,00 ","11.838,85 ","0,00 ","0,00 ","3.829,22 ","877.603,78 ","94.126,45 ","94.126,45 ","447.509,90 ","5.507,28 ","50.493,66 ","0,00 ","330.210,77 ","0,00 ","61.298,19 ","0,00 ","0,00 ","0,00 ","0,00 ","1.707.073,73 ","1.707.073,73 ","0,00 ","19.200,00 ","30.763,76 ","0,00 ","1.333.689,80 ","88.496,83 ","24.743,90 ","776,43 ","209.403,01 ","759.665,26 ","586.020,00 ","12.331,20 ","415.738,53 ","0,00 ","0,00 ","18.509,47 ","139.440,80 ","0,00 ","173.645,26 ","36.457,15 ","0,00 ","0,00 ","137.188,11 ","-339.284,18 ","-339.300,38 ","1.385.089,83 "
179.,126 ,OBČINA ŠOŠTANJ,"10.226.780,83 ","2.316.129,25 ","323.500,51 ","283.487,33 ","10.752,00 ","18.219,36 ","10.118,50 ","0,00 ","0,00 ","923,32 ","52.188,98 ","25.658,78 ","20.556,02 ","173,95 ","289,95 ","5.510,28 ","1.884.257,14 ","97.521,57 ","1.853,40 ","152.162,08 ","4.041,86 ","6.434,75 ","1.221.347,38 ","47.880,00 ","0,00 ","6.672,95 ","346.343,15 ","16.302,81 ","4.986,22 ","0,00 ","11.316,59 ","0,00 ","0,00 ","0,00 ","39.879,81 ","4.410,12 ","20.865,00 ","0,00 ","14.604,69 ","0,00 ","2.683.499,65 ","19.565,35 ","0,00 ","0,00 ","19.565,35 ","1.792.619,69 ","0,00 ","11.844,80 ","11.421,81 ","1.683,62 ","0,00 ","1.767.669,46 ","272.328,04 ","272.328,04 ","598.986,57 ","0,00 ","74.364,87 ","2.550,32 ","471.291,27 ","0,00 ","38.516,16 ","12.263,95 ","0,00 ","0,00 ","0,00 ","3.969.491,65 ","3.969.491,65 ","0,00 ","0,00 ","39.172,52 ","40.954,49 ","1.676.575,52 ","1.640.540,81 ","122.029,90 ","0,00 ","450.218,41 ","1.257.660,28 ","1.099.984,07 ","131.788,78 ","968.195,29 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","157.676,21 ","72.586,37 ","0,00 ","0,00 ","85.089,84 ","762.154,72 ","703.877,93 ","4.637.127,67 "
180.,127 ,OBČINA ŠTORE,"2.232.649,69 ","679.656,82 ","141.236,06 ","105.849,54 ","7.896,00 ","13.055,28 ","2.044,27 ","4.565,05 ","0,00 ","7.825,92 ","22.070,65 ","10.692,88 ","8.371,21 ","70,85 ","120,83 ","2.814,88 ","465.138,60 ","100.692,74 ","2.070,77 ","50.521,59 ","8.664,18 ","5.252,53 ","204.523,13 ","2.383,11 ","18.007,11 ","1.361,71 ","71.661,73 ","46.041,35 ","17.078,02 ","0,00 ","28.963,33 ","0,00 ","0,00 ","0,00 ","5.170,16 ","5.170,16 ","0,00 ","0,00 ","0,00 ","0,00 ","755.466,67 ","16.922,96 ","16.865,72 ","0,00 ","57,24 ","506.723,08 ","0,00 ","4.400,00 ","0,00 ","0,00 ","0,00 ","502.323,08 ","57.564,47 ","57.564,47 ","174.256,16 ","191,28 ","42.452,93 ","0,00 ","128.991,75 ","0,00 ","641,17 ","1.979,03 ","0,00 ","0,00 ","0,00 ","754.249,39 ","754.249,39 ","38.339,62 ","0,00 ","50.941,94 ","0,00 ","531.024,83 ","19.604,29 ","96.478,08 ","1.380,00 ","16.480,63 ","43.276,81 ","16.922,34 ","10.000,00 ","3.500,12 ","0,00 ","0,00 ","3.422,22 ","0,00 ","0,00 ","26.354,47 ","26.354,47 ","0,00 ","0,00 ","0,00 ","455.977,31 ","500.024,66 ","1.014.420,51 "
181.,184 ,OBČINA TABOR,"1.342.800,73 ","480.309,06 ","137.032,87 ","103.959,32 ","4.803,00 ","9.439,58 ","2.632,69 ","0,00 ","15.650,78 ","547,50 ","19.751,39 ","9.276,83 ","7.417,46 ","62,80 ","104,52 ","2.889,78 ","314.536,63 ","52.731,55 ","2.268,71 ","41.713,44 ","57,92 ","5.288,32 ","125.210,95 ","30.847,60 ","0,00 ","1.747,93 ","54.670,21 ","8.488,17 ","6.975,36 ","0,00 ","1.512,81 ","0,00 ","0,00 ","0,00 ","500,00 ","0,00 ","500,00 ","0,00 ","0,00 ","0,00 ","416.865,22 ","0,00 ","0,00 ","0,00 ","0,00 ","269.865,57 ","0,00 ","5.850,00 ","3.894,76 ","0,00 ","0,00 ","260.120,81 ","37.814,88 ","37.814,88 ","109.184,77 ","0,00 ","14.852,25 ","677,14 ","75.310,22 ","0,00 ","18.345,16 ","0,00 ","0,00 ","0,00 ","0,00 ","368.428,32 ","368.428,32 ","0,00 ","17.557,18 ","20.483,71 ","0,00 ","165.712,88 ","93.725,88 ","0,00 ","0,00 ","70.948,67 ","77.198,13 ","12.361,50 ","12.361,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","64.836,63 ","61.847,93 ","0,00 ","0,00 ","2.988,70 ","-161.337,37 ","-152.913,50 ","112.346,86 "
182.,10 ,OBČINA TIŠINA,"2.942.998,82 ","928.865,11 ","287.879,25 ","240.310,01 ","17.808,92 ","22.946,56 ","2.896,00 ","2.186,10 ","0,00 ","1.731,66 ","45.788,25 ","24.067,55 ","17.131,41 ","145,72 ","254,82 ","4.188,75 ","504.239,73 ","52.890,80 ","74.675,29 ","173.981,85 ","16.665,93 ","2.720,95 ","77.920,61 ","0,00 ","3.141,32 ","3.771,61 ","98.471,37 ","10.750,60 ","0,00 ","0,00 ","10.750,60 ","0,00 ","0,00 ","0,00 ","80.207,28 ","25.822,66 ","30.722,62 ","0,00 ","23.662,00 ","0,00 ","833.023,18 ","8.585,64 ","0,00 ","0,00 ","8.585,64 ","554.960,75 ","0,00 ","593,29 ","4.500,00 ","0,00 ","0,00 ","549.867,46 ","80.409,85 ","80.409,85 ","189.066,94 ","0,00 ","50.712,09 ","0,00 ","138.354,85 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.077.980,13 ","1.077.980,13 ","45.443,50 ","10.014,44 ","6.540,30 ","4.776,00 ","929.895,86 ","21.810,23 ","6.435,11 ","7.329,75 ","45.734,94 ","103.130,40 ","18.173,00 ","18.173,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","84.957,40 ","61.522,74 ","0,00 ","0,00 ","23.434,66 ","232.017,93 ","232.380,33 ","686.283,91 "
183.,128 ,OBČINA TOLMIN,"13.216.544,47 ","2.022.151,04 ","409.470,18 ","366.903,12 ","12.096,00 ","23.151,03 ","6.319,94 ","0,00 ","0,00 ","1.000,09 ","67.112,77 ","33.041,06 ","26.470,19 ","223,94 ","373,34 ","7.004,24 ","1.403.454,42 ","110.571,49 ","6.962,11 ","155.724,63 ","21.370,05 ","5.481,15 ","773.707,03 ","5.760,77 ","12.338,24 ","8.144,21 ","303.394,74 ","1.271,67 ","1.271,67 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","140.842,00 ","0,00 ","140.842,00 ","0,00 ","0,00 ","0,00 ","4.286.558,25 ","52.953,35 ","0,00 ","0,00 ","52.953,35 ","1.608.979,19 ","0,00 ","19.800,00 ","0,00 ","0,00 ","0,00 ","1.589.179,19 ","254.902,06 ","254.902,06 ","2.369.723,65 ","539.819,60 ","79.339,80 ","0,00 ","1.568.174,62 ","0,00 ","182.389,63 ","0,00 ","0,00 ","0,00 ","0,00 ","4.009.905,57 ","4.009.905,57 ","0,00 ","25.000,00 ","23.087,11 ","0,00 ","740.662,82 ","2.613.159,46 ","316.618,74 ","1.842,00 ","289.535,44 ","2.897.929,61 ","2.172.056,11 ","149.596,00 ","2.022.460,11 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","725.873,50 ","28.954,65 ","0,00 ","0,00 ","696.918,85 ","-909.451,80 ","-982.804,15 ","2.537.284,97 "
