,,,,,,,,,,,- V EUR,,,,,- V EUR,
,,,50,500,5001,5002,5003,55,550,5501,5502,5503,IX.,X.,XI.,XII.,
,,,ZADOLŽEVANJE,ZADOLŽEVANJE,ZADOLŽEVANJE,ZADOLŽEVANJE,ZADOLŽEVANJE,ODPLAČILA DOLGA,ODPLAČILA DOLGA,ODPLAČILA DOLGA,ODPLAČILA DOLGA,ODPLAČILA DOLGA,SPREMEMBA STANJA SREDSTEV NA RAČUNIH,NETO ZADOLŽEVANJE,NETO FINANCIRANJE,STANJE SREDSTEV NA RAČUNIH DNE 31. 12. PRETEKLEGA LETA,
,,,,,,,,,,,,,,,,,
,,,500,DOMAČE ZADOLŽEVANJE,DOMAČE ZADOLŽEVANJE,DOMAČE ZADOLŽEVANJE,DOMAČE ZADOLŽEVANJE,550,ODPLAČILA DOMAČEGA DOLGA,ODPLAČILA DOMAČEGA DOLGA,ODPLAČILA DOMAČEGA DOLGA,ODPLAČILA DOMAČEGA DOLGA,(I.+IV.+VII.-II.-V.-VIII.),(VII.-VIII.),(VI.+X.-IX.=-III),,
,,,,,Najeti krediti pri poslovnih bankah,Najeti krediti pri drugih finančnih institucijah,Najeti krediti pri drugih domačih kreditodajalcih,,,Odplačila kreditov poslovnim bankam,Odplačila kreditov drugim finančnim institucijam,Odplačila kreditov drugim domačim kreditodajalcem,,,,,
"Zap.
št.",ID,OBČINA,,,,,,,,,,,,,,,
88.,66 ,OBČINA LOŠKI POTOK,"350.000,00 ","350.000,00 ","350.000,00 ","0,00 ","0,00 ","388.015,40 ","388.015,40 ","372.366,92 ","0,00 ","15.648,48 ","-189.090,69 ","-38.015,40 ","151.075,29 ","256.476,58 ",
89.,167 ,OBČINA LOVRENC NA POHORJU,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","105.616,72 ","105.616,72 ","26.202,12 ","0,00 ","79.414,60 ","99.930,80 ","-105.616,72 ","-205.547,52 ","179.997,72 ",
90.,67 ,OBČINA LUČE,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-101.216,18 ","0,00 ","101.216,18 ","646.119,24 ",
91.,68 ,OBČINA LUKOVICA,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","55.639,04 ","55.639,04 ","0,00 ","0,00 ","55.639,04 ","-758.152,48 ","-55.639,04 ","708.032,92 ","951.183,00 ",
92.,69 ,OBČINA MAJŠPERK,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","105.496,54 ","105.496,54 ","0,00 ","105.496,54 ","0,00 ","-96.455,73 ","-105.496,54 ","-4.589,55 ","680.515,34 ",
93.,198 ,OBČINA MAKOLE,"159.945,00 ","159.945,00 ","159.945,00 ","0,00 ","0,00 ","4.954,95 ","4.954,95 ","4.954,95 ","0,00 ","0,00 ","-136.148,39 ","154.990,05 ","291.138,44 ","364.276,36 ",
94.,70 ,MESTNA OBČINA MARIBOR,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","664.539,57 ","664.539,57 ","659.150,04 ","0,00 ","5.389,53 ","-21.080.508,41 ","-664.539,57 ","20.139.011,17 ","20.502.320,84 ",
95.,168 ,OBČINA MARKOVCI,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-196.132,43 ","0,00 ","238.929,99 ","1.781.619,15 ",
96.,71 ,OBČINA MEDVODE,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","133.533,64 ","133.533,64 ","133.533,64 ","0,00 ","0,00 ","-357.049,25 ","-133.533,64 ","223.515,61 ","1.144.519,00 ",
97.,72 ,OBČINA MENGEŠ,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-673.871,82 ","0,00 ","673.871,82 ","1.061.940,50 ",
98.,73 ,OBČINA METLIKA,"330.000,00 ","330.000,00 ","330.000,00 ","0,00 ","0,00 ","91.441,84 ","91.441,84 ","50.075,04 ","0,00 ","41.366,80 ","-180.637,97 ","238.558,16 ","425.420,73 ","512.830,98 ",
99.,74 ,OBČINA MEŽICA,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","61.365,81 ","61.365,81 ","61.365,81 ","0,00 ","0,00 ","183.351,94 ","-61.365,81 ","-252.849,75 ","30.539,11 ",
100.,169 ,OBČINA MIKLAVŽ NA DRAVSKEM POLJU,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","26.764,28 ","26.764,28 ","0,00 ","0,00 ","26.764,28 ","-315.435,24 ","-26.764,28 ","288.670,96 ","1.732.755,94 ",
101.,75 ,OBČINA MIREN-KOSTANJEVICA,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","118.090,42 ","0,00 ","-118.090,42 ","258.408,44 ",
102.,170 ,OBČINA MIRNA PEČ,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-79.735,02 ","0,00 ","79.735,02 ","880.338,58 ",
103.,76 ,OBČINA MISLINJA,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.108,00 ","9.108,00 ","7.864,00 ","0,00 ","1.244,00 ","-252.728,00 ","-9.108,00 ","243.620,00 ","360.830,47 ",
104.,199 ,OBČINA MOKRONOG-TREBELNO,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","14.881,00 ","0,00 ","-14.881,00 ","197.262,00 ",
105.,77 ,OBČINA MORAVČE,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-487.909,00 ","0,00 ","492.420,00 ","1.575.368,00 ",
106.,78 ,OBČINA MORAVSKE TOPLICE,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","102.564,12 ","102.564,12 ","102.564,12 ","0,00 ","0,00 ","-610.986,27 ","-102.564,12 ","511.499,60 ","690.986,93 ",
107.,79 ,OBČINA MOZIRJE,"175.500,00 ","175.500,00 ","175.500,00 ","0,00 ","0,00 ","86.569,70 ","86.569,70 ","73.858,21 ","0,00 ","12.711,49 ","-113.682,58 ","88.930,30 ","202.612,88 ","3.085,00 ",
108.,80 ,MESTNA OBČINA MURSKA SOBOTA,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","194.054,48 ","194.054,48 ","59.318,74 ","0,00 ","134.735,74 ","-2.335.989,27 ","-194.054,48 ","2.103.165,37 ","2.967.902,00 ",
109.,81 ,OBČINA MUTA,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.755,98 ","8.755,98 ","0,00 ","0,00 ","8.755,98 ","72.833,92 ","-8.755,98 ","-77.998,24 ","270.276,77 ",
110.,82 ,OBČINA NAKLO,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","82.008,00 ","82.008,00 ","82.008,00 ","0,00 ","0,00 ","-85.990,55 ","-82.008,00 ","15.543,86 ","285.886,00 ",
111.,83 ,OBČINA NAZARJE,"333.305,00 ","333.305,00 ","333.305,00 ","0,00 ","0,00 ","31.237,01 ","31.237,01 ","31.237,01 ","0,00 ","0,00 ","-44.343,10 ","302.067,99 ","346.411,09 ","72.290,51 ",
112.,84 ,MESTNA OBČINA NOVA GORICA,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-317.386,14 ","0,00 ","411.606,83 ","766.306,34 ",
113.,85 ,MESTNA OBČINA NOVO MESTO,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","178.044,72 ","178.044,72 ","178.044,72 ","0,00 ","0,00 ","178.466,40 ","-178.044,72 ","-306.136,80 ","731.537,49 ",
114.,86 ,OBČINA ODRANCI,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.025,15 ","12.025,15 ","12.025,15 ","0,00 ","0,00 ","176.560,24 ","-12.025,15 ","-188.585,39 ","198.732,35 ",
115.,171 ,OBČINA OPLOTNICA,"825.565,00 ","825.565,00 ","825.565,00 ","0,00 ","0,00 ","342.072,86 ","342.072,86 ","342.072,86 ","0,00 ","0,00 ","-12.925,50 ","483.492,14 ","496.417,64 ","132.377,78 ",
116.,87 ,OBČINA ORMOŽ,"500.000,00 ","500.000,00 ","500.000,00 ","0,00 ","0,00 ","237.871,97 ","237.871,97 ","164.501,52 ","0,00 ","73.370,45 ","87.135,41 ","262.128,03 ","188.244,53 ","2.091.369,00 ",
117.,88 ,OBČINA OSILNICA,"100.000,00 ","100.000,00 ","100.000,00 ","0,00 ","0,00 ","100.000,00 ","100.000,00 ","100.000,00 ","0,00 ","0,00 ","24.334,63 ","0,00 ","-24.334,63 ","104.382,73 ",
118.,89 ,OBČINA PESNICA,"1.000.000,00 ","1.000.000,00 ","1.000.000,00 ","0,00 ","0,00 ","1.205,23 ","1.205,23 ","1.205,23 ","0,00 ","0,00 ","634.268,38 ","998.794,77 ","364.526,39 ","1.064.471,00 ",
119.,90 ,OBČINA PIRAN,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","745.070,50 ","745.070,50 ","745.070,50 ","0,00 ","0,00 ","-3.929.636,10 ","-745.070,50 ","6.489.227,90 ","12.726.570,10 ",
120.,91 ,OBČINA PIVKA,"298.000,00 ","298.000,00 ","298.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-333.386,10 ","298.000,00 ","631.386,10 ","1.301,00 ",
121.,92 ,OBČINA PODČETRTEK,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.905,00 ","2.905,00 ","0,00 ","0,00 ","2.905,00 ","107.568,00 ","-2.905,00 ","-119.021,00 ","104.037,00 ",
122.,172 ,OBČINA PODLEHNIK,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","89.788,16 ","89.788,16 ","40.000,00 ","49.788,16 ","0,00 ","8.377,48 ","-89.788,16 ","-98.165,64 ","49.109,82 ",
123.,93 ,OBČINA PODVELKA,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","28.074,36 ","28.074,36 ","28.074,36 ","0,00 ","0,00 ","129.257,33 ","-28.074,36 ","-122.032,12 ","1.173.193,19 ",
124.,200 ,OBČINA POLJČANE,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.630,00 ","10.630,00 ","10.630,00 ","0,00 ","0,00 ","-598.455,00 ","-10.630,00 ","587.825,00 ","877.379,00 ",
125.,173 ,OBČINA POLZELA,"249.900,00 ","249.900,00 ","249.900,00 ","0,00 ","0,00 ","53.369,67 ","53.369,67 ","49.501,02 ","0,00 ","3.868,65 ","339.758,24 ","196.530,33 ","-143.227,91 ","170.253,38 ",
126.,94 ,OBČINA POSTOJNA,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","234.281,50 ","234.281,50 ","135.268,91 ","0,00 ","99.012,59 ","-309.029,98 ","-234.281,50 ","201.227,61 ","885.024,00 ",
127.,174 ,OBČINA PREBOLD,"1.500.000,00 ","1.500.000,00 ","1.500.000,00 ","0,00 ","0,00 ","8.376,00 ","8.376,00 ","8.376,00 ","0,00 ","0,00 ","943.747,00 ","1.491.624,00 ","547.877,00 ","238.855,00 ",
128.,95 ,OBČINA PREDDVOR,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-197.427,74 ","0,00 ","215.277,49 ","757.164,80 ",
129.,175 ,OBČINA PREVALJE,"150.000,00 ","150.000,00 ","0,00 ","0,00 ","150.000,00 ","78.878,08 ","78.878,08 ","68.947,24 ","0,00 ","9.930,84 ","-104.646,52 ","71.121,92 ","175.768,44 ","193.318,00 ",
130.,96 ,MESTNA OBČINA PTUJ,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","140.565,94 ","140.565,94 ","0,00 ","0,00 ","140.565,94 ","1.151.923,85 ","-140.565,94 ","-1.090.810,20 ","2.842.409,12 ",
131.,97 ,OBČINA PUCONCI,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","34.238,60 ","34.238,60 ","34.238,60 ","0,00 ","0,00 ","-202.891,64 ","-34.238,60 ","153.013,04 ","423.318,00 ",
132.,98 ,OBČINA RAČE-FRAM,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","436,00 ","436,00 ","436,00 ","0,00 ","0,00 ","-1.319.006,00 ","-436,00 ","1.318.570,00 ","1.889.027,45 ",
133.,99 ,OBČINA RADEČE,"175.000,00 ","175.000,00 ","175.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-87.907,00 ","175.000,00 ","262.907,00 ","99.384,20 ",
134.,100 ,OBČINA RADENCI,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.980,91 ","8.980,91 ","8.980,91 ","0,00 ","0,00 ","-293.218,61 ","-8.980,91 ","274.840,08 ","282.850,00 ",
135.,101 ,OBČINA RADLJE OB DRAVI,"600.000,00 ","600.000,00 ","600.000,00 ","0,00 ","0,00 ","617.183,85 ","617.183,85 ","609.996,00 ","7.187,85 ","0,00 ","-404.182,64 ","-17.183,85 ","378.739,40 ","390.608,77 ",
136.,102 ,OBČINA RADOVLJICA,"500.000,00 ","500.000,00 ","500.000,00 ","0,00 ","0,00 ","301.791,82 ","301.791,82 ","301.791,82 ","0,00 ","0,00 ","-327.970,73 ","198.208,18 ","603.974,95 ","518.451,12 ",
137.,103 ,OBČINA RAVNE NA KOROŠKEM,"821.028,00 ","821.028,00 ","821.028,00 ","0,00 ","0,00 ","67.357,00 ","67.357,00 ","67.357,00 ","0,00 ","0,00 ","-411.092,88 ","753.671,00 ","1.164.763,88 ","772.107,58 ",
138.,176 ,OBČINA RAZKRIŽJE,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.155,04 ","6.155,04 ","0,00 ","0,00 ","6.155,04 ","-175.552,03 ","-6.155,04 ","168.246,99 ","12.275,00 ",
139.,209 ,OBČINA REČICA OB SAVINJI,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.741,32 ","5.741,32 ","5.741,32 ","0,00 ","0,00 ","119.748,77 ","-5.741,32 ","-125.969,64 ","42.000,53 ",
140.,201 ,OBČINA RENČE-VOGRSKO,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-521.209,68 ","0,00 ","521.209,68 ","1.237.471,20 ",
141.,104 ,OBČINA RIBNICA,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","56.233,00 ","56.233,00 ","56.233,00 ","0,00 ","0,00 ","-73.227,00 ","-56.233,00 ","27.553,00 ","240.350,00 ",
142.,177 ,OBČINA RIBNICA NA POHORJU,"306.000,00 ","306.000,00 ","306.000,00 ","0,00 ","0,00 ","5.582,39 ","5.582,39 ","5.582,39 ","0,00 ","0,00 ","185.256,68 ","300.417,61 ","115.160,93 ","199.237,58 ",
143.,106 ,OBČINA ROGAŠKA SLATINA,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","11.145,00 ","11.145,00 ","0,00 ","11.145,00 ","0,00 ","-442.940,45 ","-11.145,00 ","391.566,45 ","882.163,00 ",
144.,105 ,OBČINA ROGAŠOVCI,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","11.214,72 ","11.214,72 ","0,00 ","0,00 ","11.214,72 ","164.958,64 ","-11.214,72 ","-175.424,48 ","650.122,07 ",
145.,107 ,OBČINA ROGATEC,"1.000.000,00 ","1.000.000,00 ","0,00 ","0,00 ","1.000.000,00 ","21.466,26 ","21.466,26 ","0,00 ","0,00 ","21.466,26 ","447.384,48 ","978.533,74 ","536.020,53 ","745.098,70 ",
146.,108 ,OBČINA RUŠE,"656.257,00 ","656.257,00 ","0,00 ","0,00 ","656.257,00 ","35.253,29 ","35.253,29 ","0,00 ","0,00 ","35.253,29 ","-416.076,63 ","621.003,71 ","1.037.080,34 ","529.563,82 ",
147.,178 ,OBČINA SELNICA OB DRAVI,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","31.297,00 ","31.297,00 ","31.297,00 ","0,00 ","0,00 ","-170.864,00 ","-31.297,00 ","139.567,00 ","232.837,00 ",
148.,109 ,OBČINA SEMIČ,"762.088,00 ","762.088,00 ","762.088,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","76.430,00 ","762.088,00 ","685.658,00 ","60.132,00 ",
149.,110 ,OBČINA SEVNICA,"1.100.000,00 ","1.100.000,00 ","1.100.000,00 ","0,00 ","0,00 ","340.461,87 ","340.461,87 ","326.170,44 ","14.291,43 ","0,00 ","-420.544,29 ","759.538,13 ","1.180.082,42 ","1.351.451,22 ",
150.,111 ,OBČINA SEŽANA,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","108.223,18 ","108.223,18 ","41.708,00 ","0,00 ","66.515,18 ","-2.828.907,92 ","-108.223,18 ","2.737.422,13 ","2.952.580,00 ",
151.,112 ,MESTNA OBČINA SLOVENJ GRADEC,"1.079.921,17 ","1.079.921,17 ","1.079.921,17 ","0,00 ","0,00 ","371.689,29 ","371.689,29 ","371.689,29 ","0,00 ","0,00 ","-2.231.353,73 ","708.231,88 ","2.811.662,49 ","3.436.365,26 ",
152.,113 ,OBČINA SLOVENSKA BISTRICA,"4.000.000,00 ","4.000.000,00 ","4.000.000,00 ","0,00 ","0,00 ","339.153,82 ","339.153,82 ","311.877,05 ","0,00 ","27.276,77 ","-30.637,80 ","3.660.846,18 ","3.603.715,43 ","421.483,12 ",
153.,114 ,OBČINA SLOVENSKE KONJICE,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.569,03 ","6.569,03 ","6.569,03 ","0,00 ","0,00 ","-442.355,42 ","-6.569,03 ","435.786,39 ","738.558,00 ",
154.,179 ,OBČINA SODRAŽICA,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","13.830,50 ","13.830,50 ","13.830,50 ","0,00 ","0,00 ","51.897,35 ","-13.830,50 ","-65.727,85 ","8.577,12 ",
155.,180 ,OBČINA SOLČAVA,"400.000,00 ","400.000,00 ","400.000,00 ","0,00 ","0,00 ","16.718,00 ","16.718,00 ","16.718,00 ","0,00 ","0,00 ","-19.650,00 ","383.282,00 ","402.932,00 ","33.528,49 ",
156.,202 ,OBČINA SREDIŠČE OB DRAVI,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","14.229,98 ","14.229,98 ","8.689,44 ","0,00 ","5.540,54 ","-264.107,10 ","-14.229,98 ","258.014,33 ","360.162,00 ",
157.,115 ,OBČINA STARŠE,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.970,00 ","2.970,00 ","0,00 ","0,00 ","2.970,00 ","598.531,00 ","-2.970,00 ","-444.874,00 ","1.759.398,00 ",
158.,203 ,OBČINA STRAŽA,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-591.767,00 ","0,00 ","591.767,00 ","773.503,00 ",
159.,181 ,OBČINA SVETA ANA,"392.080,00 ","392.080,00 ","392.080,00 ","0,00 ","0,00 ","403.865,86 ","403.865,86 ","392.080,00 ","0,00 ","11.785,86 ","12.985,34 ","-11.785,86 ","-24.771,20 ","59.286,42 ",
160.,204 ,OBČINA SVETA TROJICA V SLOVENSKIH GORICAH,"850.000,00 ","850.000,00 ","850.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-304.076,03 ","850.000,00 ","1.154.076,03 ","376.471,82 ",
161.,182 ,OBČINA SVETI ANDRAŽ V SLOVENSKIH GORICAH,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","14.386,04 ","14.386,04 ","14.386,04 ","0,00 ","0,00 ","-62.808,34 ","-14.386,04 ","48.422,30 ","46.094,44 ",
162.,116 ,OBČINA SVETI JURIJ,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-54.565,60 ","0,00 ","53.098,02 ","765.612,37 ",
163.,210 ,OBČINA SVETI JURIJ V SLOVENSKIH GORICAH,"600.000,00 ","600.000,00 ","600.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-106.805,35 ","600.000,00 ","706.805,35 ","215.338,90 ",
164.,205 ,OBČINA SVETI TOMAŽ,"150.000,00 ","150.000,00 ","150.000,00 ","0,00 ","0,00 ","13.901,37 ","13.901,37 ","8.488,64 ","0,00 ","5.412,73 ","-1.204,77 ","136.098,63 ","145.252,82 ","264.972,60 ",
165.,33 ,OBČINA ŠALOVCI,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","51.934,45 ","51.934,45 ","0,00 ","0,00 ","51.934,45 ","-83.912,14 ","-51.934,45 ","30.787,69 ","914,89 ",
166.,183 ,OBČINA ŠEMPETER-VRTOJBA,"388.000,00 ","388.000,00 ","388.000,00 ","0,00 ","0,00 ","425,00 ","425,00 ","0,00 ","0,00 ","425,00 ","-162.990,47 ","387.575,00 ","568.138,11 ","881.962,00 ",
167.,117 ,OBČINA ŠENČUR,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","16.922,96 ","16.922,96 ","16.922,96 ","0,00 ","0,00 ","-6.372,31 ","-16.922,96 ","8.280,05 ","11.673,00 ",
168.,118 ,OBČINA ŠENTILJ,"2.125.246,48 ","2.125.246,48 ","2.125.246,48 ","0,00 ","0,00 ","1.159.901,18 ","1.159.901,18 ","1.159.901,18 ","0,00 ","0,00 ","-79.153,78 ","965.345,30 ","1.061.729,09 ","131.398,47 ",
169.,119 ,OBČINA ŠENTJERNEJ,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","115.571,17 ","115.571,17 ","115.571,17 ","0,00 ","0,00 ","-1.065.691,38 ","-115.571,17 ","955.234,18 ","1.158.451,02 ",
170.,120 ,OBČINA ŠENTJUR,"2.000.000,00 ","2.000.000,00 ","2.000.000,00 ","0,00 ","0,00 ","113.242,77 ","113.242,77 ","0,00 ","0,00 ","113.242,77 ","-23.661,80 ","1.886.757,23 ","1.928.050,60 ","44.295,11 ",
171.,211 ,OBČINA ŠENTRUPERT,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-75.959,48 ","0,00 ","75.959,48 ","197.891,28 ",
172.,121 ,OBČINA ŠKOCJAN,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.645,12 ","12.645,12 ","12.645,12 ","0,00 ","0,00 ","45.837,38 ","-12.645,12 ","-55.955,11 ","261.993,77 ",
173.,122 ,OBČINA ŠKOFJA LOKA,"1.653.794,00 ","1.653.794,00 ","0,00 ","0,00 ","1.653.794,00 ","45.984,41 ","45.984,41 ","0,00 ","0,00 ","45.984,41 ","-324.386,27 ","1.607.809,59 ","1.839.889,26 ","141.000,00 ",
174.,123 ,OBČINA ŠKOFLJICA,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","933.819,31 ","0,00 ","-933.819,31 ","2.651.653,34 ",
175.,124 ,OBČINA ŠMARJE PRI JELŠAH,"1.000.000,00 ","1.000.000,00 ","0,00 ","0,00 ","1.000.000,00 ","95.224,11 ","95.224,11 ","26.317,20 ","0,00 ","68.906,91 ","-465.986,02 ","904.775,89 ","1.395.434,53 ","612.862,00 ",
176.,206 ,OBČINA ŠMARJEŠKE TOPLICE,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","279.727,75 ","0,00 ","-279.727,75 ","361.631,00 ",
177.,125 ,OBČINA ŠMARTNO OB PAKI,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","42.477,00 ","42.477,00 ","42.477,00 ","0,00 ","0,00 ","-413.154,41 ","-42.477,00 ","370.677,41 ","577.917,00 ",
178.,194 ,OBČINA ŠMARTNO PRI LITIJI,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-338.959,72 ","0,00 ","339.284,18 ","826.484,83 ",
179.,126 ,OBČINA ŠOŠTANJ,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","83.393,89 ","83.393,89 ","36.860,39 ","0,00 ","46.533,50 ","678.760,83 ","-83.393,89 ","-762.154,72 ","788.706,44 ",
180.,127 ,OBČINA ŠTORE,"593.809,00 ","593.809,00 ","0,00 ","0,00 ","593.809,00 ","677.675,70 ","677.675,70 ","73.206,31 ","0,00 ","604.469,39 ","187.045,91 ","-83.866,70 ","-455.977,31 ","-3.261,00 ",
181.,184 ,OBČINA TABOR,"169.880,00 ","169.880,00 ","169.880,00 ","0,00 ","0,00 ","187.650,91 ","187.650,91 ","181.128,07 ","0,00 ","6.522,84 ","-179.858,28 ","-17.770,91 ","161.337,37 ","7.029,64 ",
182.,10 ,OBČINA TIŠINA,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","60.648,78 ","60.648,78 ","0,00 ","0,00 ","60.648,78 ","177.037,39 ","-60.648,78 ","-232.017,93 ","20.722,00 ",
183.,128 ,OBČINA TOLMIN,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-903.670,66 ","0,00 ","909.451,80 ","856.968,00 ",
184.,129 ,OBČINA TRBOVLJE,"760.000,00 ","760.000,00 ","760.000,00 ","0,00 ","0,00 ","14.378,69 ","14.378,69 ","0,00 ","0,00 ","14.378,69 ","-727.952,88 ","745.621,31 ","1.530.643,36 ","1.911.248,11 ",
185.,130 ,OBČINA TREBNJE,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","42.629,21 ","42.629,21 ","41.314,68 ","0,00 ","1.314,53 ","-2.425.209,17 ","-42.629,21 ","2.382.579,96 ","4.329.346,00 ",
186.,185 ,OBČINA TRNOVSKA VAS,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","33.800,71 ","33.800,71 ","33.800,71 ","0,00 ","0,00 ","-24.432,71 ","-33.800,71 ","-9.368,00 ","223.651,70 ",
187.,186 ,OBČINA TRZIN,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-83.818,05 ","0,00 ","83.818,05 ","2.936.968,40 ",
188.,131 ,OBČINA TRŽIČ,"500.000,00 ","500.000,00 ","500.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","516.113,02 ","500.000,00 ","-96.395,72 ","-68.523,94 ",
189.,132 ,OBČINA TURNIŠČE,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","14.303,78 ","0,00 ","-14.303,78 ","432.168,37 ",
190.,133 ,MESTNA OBČINA VELENJE,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","155.588,28 ","155.588,28 ","15.691,92 ","0,00 ","139.896,36 ","27.987,32 ","-155.588,28 ","-163.583,54 ","2.508,00 ",
191.,187 ,OBČINA VELIKA POLANA,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-25.107,99 ","0,00 ","25.107,99 ","122.703,52 ",
192.,134 ,OBČINA VELIKE LAŠČE,"249.000,00 ","249.000,00 ","249.000,00 ","0,00 ","0,00 ","48.625,88 ","48.625,88 ","0,00 ","0,00 ","48.625,88 ","-604.992,19 ","200.374,12 ","805.366,31 ","305.544,00 ",
