št.",OBČINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.,OBČINA MISLINJA,"5.063.770,00 ","923.206,00 ","131.883,00 ","114.884,00 ","3.876,00 ","6.942,00 ","2.049,00 ","4.132,00 ","0,00 ","0,00 ","21.070,00 ","10.505,00 ","8.416,00 ","71,00 ","119,00 ","1.959,00 ","749.993,00 ","91.282,00 ","63,00 ","74.851,00 ","8.017,00 ","2.179,00 ","387.788,00 ","8.978,00 ","0,00 ","4.856,00 ","171.979,00 ","1.878,00 ","1.174,00 ","0,00 ","704,00 ","0,00 ","0,00 ","0,00 ","18.382,00 ","1.950,00 ","16.432,00 ","0,00 ","0,00 ","0,00 ","1.038.191,00 ","24.682,00 ","0,00 ","0,00 ","24.682,00 ","481.157,00 ","0,00 ","0,00 ","9.579,00 ","0,00 ","0,00 ","0,00 ","471.578,00 ","132.421,00 ","132.421,00 ","399.931,00 ","0,00 ","36.143,00 ","12.134,00 ","351.654,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.000.159,00 ","3.000.159,00 ","79.057,00 ","0,00 ","68.304,00 ","0,00 ","2.603.315,00 ","96.195,00 ","1.960,00 ","83,00 ","151.245,00 ","102.214,00 ","81.415,00 ","34.124,00 ","47.291,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","20.799,00 ","0,00 ","0,00 ","0,00 ","20.799,00 ","-69.467,00 ","-87.839,00 ","1.769.357,00 "
104.,OBČINA MOKRONOG-TREBELNO,"2.316.181,31 ","479.581,75 ","90.016,14 ","90.016,14 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","385.567,61 ","40.727,34 ","0,00 ","40.520,24 ","712,39 ","578,00 ","192.009,63 ","774,50 ","6.584,80 ","3.754,59 ","99.906,12 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.998,00 ","0,00 ","3.998,00 ","0,00 ","0,00 ","0,00 ","857.811,28 ","19.729,00 ","0,00 ","0,00 ","19.729,00 ","456.427,34 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.915,00 ","454.512,34 ","156.489,81 ","156.489,81 ","225.165,13 ","0,00 ","13.680,51 ","0,00 ","211.484,62 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","908.928,26 ","908.928,26 ","47.988,00 ","0,00 ","52.429,57 ","0,00 ","563.423,00 ","193.726,71 ","2.086,46 ","0,00 ","49.274,52 ","69.860,02 ","46.691,88 ","0,00 ","46.691,88 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","23.168,14 ","0,00 ","0,00 ","0,00 ","23.168,14 ","182.381,54 ","180.511,83 ","734.727,79 "
105.,OBČINA MORAVČE,"3.669.548,00 ","751.517,00 ","183.470,00 ","154.600,00 ","8.589,00 ","17.293,00 ","2.462,00 ","0,00 ","0,00 ","526,00 ","29.969,00 ","13.900,00 ","11.135,00 ","94,00 ","157,00 ","4.683,00 ","527.646,00 ","103.081,00 ","24.441,00 ","73.192,00 ","9.628,00 ","1.150,00 ","179.248,00 ","5.059,00 ","0,00 ","4.572,00 ","127.275,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.432,00 ","0,00 ","10.432,00 ","0,00 ","0,00 ","0,00 ","1.004.040,00 ","31.426,00 ","30.917,00 ","0,00 ","509,00 ","472.613,00 ","0,00 ","0,00 ","3.086,00 ","0,00 ","0,00 ","0,00 ","469.527,00 ","95.531,00 ","95.531,00 ","404.470,00 ","20.659,00 ","23.040,00 ","114,00 ","360.657,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.365.958,00 ","1.365.958,00 ","139.140,00 ","0,00 ","19.772,00 ","0,00 ","966.746,00 ","32.516,00 ","12.063,00 ","0,00 ","195.721,00 ","548.033,00 ","484.428,00 ","41.729,00 ","442.699,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","63.605,00 ","0,00 ","0,00 ","0,00 ","63.605,00 ","900.427,00 ","856.648,00 ","1.787.461,00 "
106.,OBČINA MORAVSKE TOPLICE,"5.802.433,44 ","1.278.994,74 ","261.353,38 ","219.187,73 ","9.367,00 ","19.701,02 ","2.483,32 ","0,00 ","0,00 ","10.614,31 ","41.214,44 ","20.149,97 ","16.142,80 ","135,38 ","228,93 ","4.557,36 ","921.132,46 ","174.037,31 ","10.417,87 ","121.062,52 ","8.793,11 ","5.233,99 ","498.599,12 ","5.577,99 ","600,00 ","7.767,39 ","89.043,16 ","40.524,34 ","40.524,34 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","14.770,12 ","4.770,12 ","10.000,00 ","0,00 ","0,00 ","0,00 ","1.620.014,83 ","19.427,62 ","8.294,81 ","0,00 ","11.132,81 ","747.675,31 ","0,00 ","5.299,66 ","0,00 ","0,00 ","0,00 ","0,00 ","742.375,65 ","184.104,71 ","184.104,71 ","668.807,19 ","15.442,20 ","89.879,91 ","3.076,16 ","560.408,92 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.438.071,34 ","2.438.071,34 ","0,00 ","0,00 ","84.447,32 ","4.246,50 ","1.904.315,01 ","1.193,14 ","304.605,63 ","0,00 ","139.263,74 ","465.352,53 ","342.406,18 ","342.406,18 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","122.946,35 ","104.763,43 ","0,00 ","0,00 ","18.182,92 ","419.425,23 ","451.546,96 ","2.429.708,66 "
107.,OBČINA MOZIRJE,"4.699.351,00 ","862.766,00 ","182.696,00 ","155.954,00 ","4.845,00 ","8.741,00 ","1.981,00 ","561,00 ","9.668,00 ","946,00 ","30.045,00 ","14.121,00 ","11.313,00 ","96,00 ","160,00 ","4.355,00 ","553.677,00 ","85.197,00 ","9.878,00 ","51.775,00 ","2.475,00 ","3.974,00 ","201.039,00 ","60.910,00 ","0,00 ","6.250,00 ","132.179,00 ","35.071,00 ","26.180,00 ","119,00 ","8.772,00 ","0,00 ","0,00 ","0,00 ","61.277,00 ","30.633,00 ","30.053,00 ","0,00 ","591,00 ","0,00 ","1.231.831,00 ","71.200,00 ","16.081,00 ","0,00 ","55.119,00 ","246.149,00 ","0,00 ","5.859,00 ","4.810,00 ","0,00 ","0,00 ","0,00 ","235.480,00 ","144.058,00 ","144.058,00 ","770.424,00 ","0,00 ","27.201,00 ","1.548,00 ","741.675,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.366.822,00 ","2.366.822,00 ","0,00 ","0,00 ","6.962,00 ","0,00 ","1.565.581,00 ","92.516,00 ","100.146,00 ","0,00 ","601.617,00 ","237.932,00 ","179.171,00 ","113.075,00 ","56.954,00 ","0,00 ","8.592,00 ","550,00 ","0,00 ","0,00 ","58.761,00 ","0,00 ","0,00 ","0,00 ","58.761,00 ","-1.111.689,00 ","-1.079.846,00 ","140.222,00 "
108.,MESTNA OBČINA MURSKA SOBOTA,"14.470.925,70 ","3.374.680,04 ","960.731,62 ","838.770,65 ","34.663,00 ","56.432,43 ","17.828,56 ","5.925,07 ","0,00 ","7.111,91 ","159.688,85 ","76.953,49 ","61.649,78 ","521,76 ","869,52 ","19.694,30 ","2.087.224,99 ","251.868,96 ","4.154,01 ","360.281,09 ","26.935,71 ","7.897,06 ","926.719,69 ","19.935,99 ","30.034,49 ","31.133,76 ","428.264,23 ","122.426,25 ","84.059,66 ","0,00 ","38.366,59 ","0,00 ","0,00 ","0,00 ","44.608,33 ","44.608,33 ","0,00 ","0,00 ","0,00 ","0,00 ","6.485.582,83 ","9.171,51 ","0,00 ","0,00 ","9.171,51 ","2.177.371,16 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","187.782,00 ","1.989.589,16 ","1.061.568,09 ","1.061.568,09 ","3.237.472,07 ","0,00 ","304.632,56 ","98.793,89 ","2.240.755,74 ","593.289,88 ","0,00 ","0,00 ","0,00 ","0,00 ","3.368.409,24 ","3.368.409,24 ","0,00 ","85.827,38 ","72.342,11 ","0,00 ","2.343.517,85 ","456.550,90 ","132.933,90 ","19.489,33 ","257.747,77 ","1.242.253,59 ","384.374,47 ","149.591,14 ","234.783,33 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","857.879,12 ","570.106,16 ","0,00 ","0,00 ","287.772,96 ","2.500.514,35 ","2.516.417,25 ","3.718.786,67 "
109.,OBČINA MUTA,"2.544.950,00 ","441.031,00 ","121.269,00 ","109.928,00 ","3.876,00 ","5.920,00 ","960,00 ","585,00 ","0,00 ","0,00 ","19.834,00 ","9.712,00 ","7.780,00 ","66,00 ","109,00 ","2.167,00 ","252.381,00 ","59.113,00 ","32.776,00 ","29.423,00 ","3.085,00 ","689,00 ","42.632,00 ","0,00 ","0,00 ","4.112,00 ","80.551,00 ","7.217,00 ","1.473,00 ","0,00 ","5.744,00 ","0,00 ","0,00 ","0,00 ","40.330,00 ","6.586,00 ","8.346,00 ","0,00 ","25.398,00 ","0,00 ","1.122.609,00 ","2.657,00 ","0,00 ","0,00 ","2.657,00 ","275.108,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","275.108,00 ","107.713,00 ","107.713,00 ","737.131,00 ","14.233,00 ","28.727,00 ","3.128,00 ","390.845,00 ","287.793,00 ","12.405,00 ","0,00 ","0,00 ","0,00 ","939.787,00 ","939.787,00 ","0,00 ","2.168,00 ","4.761,00 ","884,00 ","652.603,00 ","0,00 ","23.909,00 ","0,00 ","255.462,00 ","41.523,00 ","14.883,00 ","14.883,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","26.640,00 ","0,00 ","130,00 ","0,00 ","26.510,00 ","343.430,00 ","347.138,00 ","899.813,00 "
110.,OBČINA NAKLO,"4.429.184,37 ","945.429,03 ","157.978,92 ","138.382,44 ","5.329,50 ","10.940,31 ","3.175,85 ","150,82 ","0,00 ","0,00 ","25.277,78 ","12.275,24 ","9.833,46 ","83,33 ","138,64 ","2.947,11 ","756.075,88 ","98.109,73 ","72.210,84 ","66.713,59 ","2.767,83 ","4.775,41 ","352.624,83 ","35.379,44 ","30.279,95 ","5.345,54 ","87.868,72 ","6.096,45 ","6.096,45 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","941.389,94 ","900,00 ","0,00 ","0,00 ","900,00 ","567.432,62 ","0,00 ","14.500,00 ","0,00 ","0,00 ","0,00 ","3.200,00 ","549.732,62 ","187.082,80 ","187.082,80 ","185.974,52 ","0,00 ","24.652,74 ","0,00 ","161.321,78 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.136.447,79 ","2.136.447,79 ","0,00 ","0,00 ","13.683,62 ","0,00 ","1.617.591,86 ","234.600,27 ","162.458,39 ","0,00 ","108.113,65 ","405.917,61 ","388.880,28 ","9.394,12 ","379.486,16 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","17.037,33 ","0,00 ","0,00 ","0,00 ","17.037,33 ","-630.207,53 ","-633.816,11 ","1.615.159,65 "
111.,OBČINA NAZARJE,"2.557.168,47 ","899.118,89 ","88.326,84 ","76.563,84 ","2.261,00 ","4.839,96 ","0,00 ","0,00 ","0,00 ","4.662,04 ","13.925,29 ","6.775,88 ","5.428,43 ","45,95 ","76,49 ","1.598,54 ","761.953,18 ","86.736,43 ","0,00 ","35.889,18 ","1.879,62 ","660,46 ","442.567,88 ","28.652,60 ","0,00 ","2.554,04 ","163.012,97 ","2.644,13 ","2.644,13 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","32.269,45 ","4.968,17 ","22.565,00 ","0,00 ","4.736,28 ","0,00 ","605.231,29 ","14.650,16 ","0,00 ","0,00 ","14.650,16 ","370.204,96 ","0,00 ","2.125,00 ","0,00 ","0,00 ","0,00 ","0,00 ","368.079,96 ","41.588,62 ","41.588,62 ","178.787,55 ","9.786,07 ","11.242,41 ","576,68 ","152.701,17 ","0,00 ","4.481,22 ","0,00 ","0,00 ","0,00 ","717.576,02 ","717.576,02 ","0,00 ","15.630,00 ","49.545,95 ","2.574,00 ","277.532,41 ","12.651,66 ","358.064,64 ","0,00 ","1.577,36 ","335.242,27 ","325.227,27 ","27.874,79 ","293.830,92 ","0,00 ","0,00 ","0,00 ","3.521,56 ","0,00 ","10.015,00 ","0,00 ","0,00 ","0,00 ","10.015,00 ","-1.433,60 ","-2.057,81 ","414.163,47 "
112.,MESTNA OBČINA NOVA GORICA,"30.869.069,31 ","7.272.140,28 ","1.880.417,62 ","1.660.520,55 ","56.848,00 ","83.569,95 ","45.399,40 ","4.513,70 ","0,00 ","29.566,02 ","309.951,02 ","152.174,65 ","121.911,87 ","1.031,63 ","1.719,47 ","33.113,40 ","4.975.719,64 ","754.787,53 ","162.221,47 ","1.611.190,48 ","77.296,75 ","28.607,38 ","801.541,86 ","55.731,22 ","536.943,12 ","72.287,12 ","875.112,71 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","106.052,00 ","0,00 ","106.052,00 ","0,00 ","0,00 ","0,00 ","11.241.783,10 ","418.712,70 ","330.858,70 ","0,00 ","87.854,00 ","4.048.522,33 ","0,00 ","118.193,07 ","884,24 ","0,00 ","11.491,19 ","55.830,44 ","3.862.123,39 ","1.855.975,60 ","1.855.975,60 ","4.918.572,47 ","507.052,07 ","186.904,86 ","269.198,89 ","3.952.003,67 ","3.412,98 ","0,00 ","0,00 ","0,00 ","0,00 ","8.274.112,76 ","8.274.112,76 ","895.127,35 ","3.518,35 ","288.241,30 ","8.150,45 ","4.881.558,77 ","350.129,08 ","1.153.095,96 ","14.115,93 ","680.175,57 ","4.081.033,17 ","2.118.117,11 ","203.192,33 ","1.651.145,16 ","0,00 ","135.759,00 ","109.175,90 ","18.844,72 ","0,00 ","1.962.916,06 ","208,65 ","0,00 ","0,00 ","1.962.707,41 ","-621.586,20 ","-757.939,64 ","10.274.987,50 "
113.,MESTNA OBČINA NOVO MESTO,"28.113.704,00 ","6.734.644,00 ","1.812.400,00 ","1.623.759,00 ","61.747,00 ","98.504,00 ","25.538,00 ","0,00 ","0,00 ","2.852,00 ","295.284,00 ","137.276,00 ","122.610,00 ","1.026,00 ","1.614,00 ","32.758,00 ","4.504.755,00 ","593.746,00 ","41.330,00 ","858.655,00 ","30.107,00 ","22.420,00 ","2.028.383,00 ","21.861,00 ","9.581,00 ","66.324,00 ","832.348,00 ","120.923,00 ","120.923,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.282,00 ","0,00 ","1.282,00 ","0,00 ","0,00 ","0,00 ","11.484.687,00 ","819.385,00 ","536.973,00 ","0,00 ","282.412,00 ","1.215.461,00 ","0,00 ","0,00 ","2.153,00 ","0,00 ","0,00 ","2.682,00 ","1.210.626,00 ","838.351,00 ","838.351,00 ","8.611.490,00 ","69.144,00 ","315.487,00 ","135.279,00 ","7.899.471,00 ","192.109,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.209.690,00 ","9.209.690,00 ","5.929,00 ","37.556,00 ","293.445,00 ","2.496,00 ","6.318.615,00 ","1.337.266,00 ","646.504,00 ","1.314,00 ","566.565,00 ","684.683,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","684.683,00 ","274.681,00 ","94.484,00 ","0,00 ","315.518,00 ","-348.437,00 ","-254.920,00 ","5.142.510,00 "
114.,OBČINA ODRANCI,"1.373.367,31 ","388.038,52 ","93.321,52 ","85.740,31 ","3.714,50 ","3.866,71 ","0,00 ","0,00 ","0,00 ","0,00 ","16.018,70 ","8.126,78 ","6.078,82 ","51,53 ","87,99 ","1.673,58 ","277.625,30 ","38.319,22 ","21.826,66 ","56.692,24 ","3.518,14 ","6.697,54 ","30.093,56 ","147,28 ","0,00 ","3.068,49 ","117.262,17 ","1.073,00 ","1.073,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","345.776,02 ","11.116,36 ","0,00 ","0,00 ","11.116,36 ","161.740,97 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","161.740,97 ","39.887,37 ","39.887,37 ","133.031,32 ","3.217,14 ","20.736,06 ","1.184,90 ","107.893,22 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","608.545,83 ","608.545,83 ","0,00 ","0,00 ","2.302,81 ","0,00 ","462.100,05 ","0,00 ","91.493,62 ","0,00 ","52.649,35 ","31.006,94 ","29.579,80 ","25.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.579,80 ","0,00 ","1.427,14 ","0,00 ","0,00 ","0,00 ","1.427,14 ","-288.482,98 ","-290.015,98 ","137.843,26 "
115.,OBČINA OPLOTNICA,"2.782.972,00 ","799.281,00 ","208.638,00 ","180.548,00 ","7.235,00 ","17.012,00 ","1.077,00 ","2.355,00 ","0,00 ","411,00 ","28.892,00 ","15.281,00 ","10.823,00 ","95,00 ","158,00 ","2.535,00 ","544.563,00 ","123.535,00 ","3.733,00 ","56.538,00 ","0,00 ","3.204,00 ","291.931,00 ","12.223,00 ","0,00 ","4.040,00 ","49.359,00 ","5.422,00 ","5.422,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","11.766,00 ","3.100,00 ","8.666,00 ","0,00 ","0,00 ","0,00 ","835.069,00 ","0,00 ","0,00 ","0,00 ","0,00 ","393.761,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.221,00 ","383.540,00 ","145.552,00 ","145.552,00 ","295.756,00 ","15.359,00 ","28.692,00 ","25.226,00 ","226.479,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.079.500,00 ","1.079.500,00 ","0,00 ","0,00 ","9.610,00 ","0,00 ","909.258,00 ","26.976,00 ","47.998,00 ","0,00 ","85.658,00 ","69.122,00 ","61.774,00 ","61.774,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.348,00 ","0,00 ","0,00 ","0,00 ","7.348,00 ","-231.138,00 ","-227.367,00 ","662.180,00 "
116.,OBČINA ORMOŽ,"9.456.060,40 ","2.121.256,25 ","487.252,33 ","412.954,62 ","18.340,26 ","36.051,73 ","6.025,75 ","10.963,26 ","0,00 ","2.916,71 ","80.122,25 ","38.088,02 ","30.512,81 ","258,20 ","430,33 ","10.832,89 ","1.035.981,70 ","110.505,16 ","67.664,28 ","210.085,10 ","20.151,73 ","9.804,06 ","258.140,01 ","30.200,72 ","5.364,35 ","12.528,65 ","311.537,64 ","83.778,85 ","72.056,89 ","0,00 ","11.721,96 ","0,00 ","0,00 ","0,00 ","434.121,12 ","0,00 ","154.290,00 ","0,00 ","279.831,12 ","0,00 ","4.644.115,78 ","54.363,68 ","0,00 ","0,00 ","54.363,68 ","1.936.802,88 ","0,00 ","0,00 ","2.645,12 ","0,00 ","200,52 ","27.619,83 ","1.906.337,41 ","348.335,55 ","348.335,55 ","2.304.613,67 ","9.022,95 ","124.093,53 ","8.024,00 ","830.992,86 ","1.220.241,01 ","112.239,32 ","0,00 ","0,00 ","0,00 ","2.438.373,24 ","2.438.373,24 ","228.513,20 ","0,00 ","48.188,84 ","36.000,00 ","1.620.848,00 ","187.157,43 ","79.471,12 ","22.452,45 ","215.742,20 ","252.315,13 ","71.404,19 ","69.404,19 ","0,00 ","0,00 ","0,00 ","2.000,00 ","0,00 ","0,00 ","180.910,94 ","57.648,00 ","0,00 ","0,00 ","123.262,94 ","1.731.904,72 ","1.721.115,15 ","3.563.636,25 "
117.,OBČINA OSILNICA,"554.348,00 ","240.425,00 ","66.981,00 ","61.354,00 ","2.261,00 ","3.366,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.239,00 ","5.041,00 ","4.021,00 ","34,00 ","56,00 ","1.087,00 ","162.499,00 ","14.430,00 ","4.918,00 ","23.204,00 ","20.516,00 ","4.557,00 ","34.536,00 ","880,00 ","6.956,00 ","1.908,00 ","50.594,00 ","289,00 ","289,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","417,00 ","0,00 ","417,00 ","0,00 ","0,00 ","0,00 ","38.681,00 ","0,00 ","0,00 ","0,00 ","0,00 ","28.831,00 ","0,00 ","900,00 ","250,00 ","0,00 ","0,00 ","0,00 ","27.681,00 ","6.787,00 ","6.787,00 ","3.063,00 ","0,00 ","1.970,00 ","0,00 ","1.093,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","259.242,00 ","259.242,00 ","0,00 ","8.867,00 ","3.694,00 ","0,00 ","237.970,00 ","2.867,00 ","5.844,00 ","0,00 ","0,00 ","16.000,00 ","16.000,00 ","16.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","23.162,00 ","22.840,00 ","98.584,00 "
118.,OBČINA PESNICA,"5.861.934,28 ","1.489.814,13 ","288.749,89 ","239.300,19 ","11.166,37 ","28.019,57 ","4.316,10 ","886,14 ","0,00 ","5.061,52 ","39.421,04 ","18.998,34 ","15.220,19 ","128,81 ","214,65 ","4.859,05 ","1.149.028,59 ","65.599,70 ","1.633,31 ","123.828,21 ","184.991,53 ","5.849,73 ","589.891,60 ","227,06 ","0,00 ","7.671,82 ","169.335,63 ","95,61 ","95,61 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.519,00 ","0,00 ","12.519,00 ","0,00 ","0,00 ","0,00 ","1.559.376,41 ","20.079,62 ","0,00 ","0,00 ","20.079,62 ","942.113,51 ","0,00 ","0,00 ","13.124,18 ","0,00 ","0,00 ","0,00 ","928.989,33 ","73.975,45 ","73.975,45 ","523.207,83 ","0,00 ","95.925,40 ","0,00 ","418.041,80 ","9.240,63 ","0,00 ","0,00 ","0,00 ","0,00 ","2.723.153,39 ","2.723.153,39 ","0,00 ","0,00 ","40.689,09 ","0,00 ","1.892.687,22 ","186.687,44 ","309.935,05 ","0,00 ","293.154,59 ","89.590,35 ","89.590,35 ","41.729,20 ","47.861,15 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","287.229,73 ","242.681,97 ","1.946.156,49 "
119.,OBČINA PIRAN,"22.218.640,51 ","5.085.836,22 ","1.590.634,32 ","1.408.289,92 ","53.834,00 ","96.701,63 ","24.433,29 ","4.535,47 ","0,00 ","2.840,01 ","261.286,54 ","127.489,79 ","102.159,90 ","864,82 ","1.440,95 ","29.331,08 ","2.500.537,89 ","406.436,46 ","96.084,38 ","338.161,20 ","41.123,55 ","16.443,75 ","416.884,93 ","167.928,89 ","333.981,21 ","53.963,59 ","629.529,93 ","22.337,36 ","22.337,36 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","711.040,11 ","0,00 ","41.729,00 ","0,00 ","669.311,11 ","0,00 ","8.512.223,44 ","425.361,30 ","103.931,93 ","0,00 ","321.429,37 ","2.552.900,87 ","0,00 ","34.250,00 ","90.595,10 ","0,00 ","0,00 ","2.852,76 ","2.425.203,01 ","1.361.068,09 ","1.361.068,09 ","4.167.893,18 ","4.173,00 ","199.012,23 ","4.173,00 ","2.780.619,98 ","1.158.104,04 ","21.810,93 ","5.000,00 ","0,00 ","5.000,00 ","6.940.481,66 ","6.940.481,66 ","250.643,90 ","25.450,47 ","211.012,32 ","0,00 ","3.599.269,26 ","938.692,86 ","1.519.367,33 ","17.547,62 ","378.497,90 ","1.680.099,19 ","627.860,42 ","72.709,73 ","548.801,19 ","0,00 ","6.349,50 ","0,00 ","0,00 ","0,00 ","1.052.238,77 ","0,00 ","0,00 ","0,00 ","1.052.238,77 ","654.748,61 ","131.763,56 ","4.734.556,37 "
120.,OBČINA PIVKA,"5.478.812,38 ","1.714.087,79 ","332.957,61 ","281.214,08 ","10.174,50 ","24.362,22 ","6.605,91 ","9.220,90 ","0,00 ","1.380,00 ","53.312,34 ","26.931,29 ","21.038,75 ","177,82 ","296,73 ","4.867,75 ","1.319.561,22 ","367.721,22 ","25.801,44 ","167.026,86 ","15.947,85 ","5.454,31 ","552.503,72 ","650,69 ","11.677,17 ","11.316,87 ","161.461,09 ","8.256,62 ","8.256,62 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.560.478,35 ","54.682,71 ","0,00 ","0,00 ","54.682,71 ","629.499,00 ","3.868,92 ","13.538,65 ","0,00 ","0,00 ","0,00 ","0,00 ","612.091,43 ","246.850,94 ","246.850,94 ","629.445,70 ","11.497,44 ","39.957,95 ","93.864,89 ","484.125,42 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.015.198,59 ","2.015.198,59 ","26.659,32 ","15.500,00 ","54.746,07 ","3.883,71 ","1.148.340,01 ","312.937,86 ","140.855,10 ","0,00 ","312.276,52 ","189.047,65 ","131.970,06 ","131.970,06 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","57.077,59 ","0,00 ","19.104,37 ","0,00 ","37.973,22 ","-470.803,80 ","-464.128,55 ","1.018.639,50 "
121.,OBČINA PODČETRTEK,"3.435.834,00 ","839.937,00 ","106.728,00 ","96.716,00 ","3.499,00 ","5.227,00 ","1.012,00 ","0,00 ","0,00 ","274,00 ","17.570,00 ","8.644,00 ","6.856,00 ","57,00 ","98,00 ","1.915,00 ","680.907,00 ","50.124,00 ","0,00 ","34.915,00 ","2.689,00 ","7.163,00 ","407.792,00 ","2.790,00 ","0,00 ","3.213,00 ","172.221,00 ","1.342,00 ","0,00 ","0,00 ","1.342,00 ","0,00 ","0,00 ","0,00 ","33.390,00 ","0,00 ","31.890,00 ","1.500,00 ","0,00 ","0,00 ","1.044.343,00 ","1.296,00 ","0,00 ","0,00 ","1.296,00 ","547.664,00 ","0,00 ","7.226,00 ","361,00 ","0,00 ","0,00 ","0,00 ","540.077,00 ","121.611,00 ","121.611,00 ","373.772,00 ","0,00 ","38.320,00 ","0,00 ","262.406,00 ","62.594,00 ","10.452,00 ","0,00 ","0,00 ","0,00 ","1.381.747,00 ","1.381.747,00 ","0,00 ","0,00 ","9.060,00 ","0,00 ","1.229.683,00 ","0,00 ","29.683,00 ","0,00 ","113.321,00 ","169.807,00 ","136.315,00 ","0,00 ","136.315,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","33.492,00 ","0,00 ","0,00 ","0,00 ","33.492,00 ","-14.005,00 ","-15.696,00 ","858.177,00 "
