št.",OBČINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.,OBČINA IG,"5.228.005,00 ","1.438.011,00 ","247.045,00 ","211.707,00 ","7.106,00 ","18.067,00 ","10.165,00 ","0,00 ","0,00 ","0,00 ","39.670,00 ","19.547,00 ","15.660,00 ","133,00 ","221,00 ","4.109,00 ","1.109.286,00 ","430.182,00 ","5.639,00 ","86.430,00 ","70.231,00 ","3.698,00 ","368.182,00 ","7.561,00 ","2.045,00 ","9.769,00 ","125.549,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","42.010,00 ","0,00 ","39.279,00 ","2.731,00 ","0,00 ","0,00 ","1.597.899,00 ","46.700,00 ","0,00 ","0,00 ","46.700,00 ","791.276,00 ","0,00 ","1.420,00 ","0,00 ","0,00 ","96,00 ","0,00 ","789.760,00 ","196.796,00 ","196.796,00 ","563.127,00 ","28.867,00 ","50.490,00 ","0,00 ","479.488,00 ","4.282,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.873.259,00 ","1.873.259,00 ","100.568,00 ","0,00 ","45.165,00 ","0,00 ","1.172.395,00 ","4.871,00 ","177.982,00 ","0,00 ","372.278,00 ","318.836,00 ","274.449,00 ","0,00 ","165.037,00 ","0,00 ","0,00 ","0,00 ","109.412,00 ","0,00 ","44.387,00 ","0,00 ","0,00 ","0,00 ","44.387,00 ","2.627.809,00 ","2.569.646,00 ","1.343.910,00 "
54.,OBČINA ILIRSKA BISTRICA,"9.111.377,00 ","2.300.590,00 ","507.725,00 ","438.208,00 ","18.806,00 ","36.865,00 ","4.492,00 ","8.418,00 ","0,00 ","936,00 ","83.092,00 ","39.284,00 ","32.321,00 ","277,00 ","457,00 ","10.753,00 ","1.670.849,00 ","236.207,00 ","1.484,00 ","319.311,00 ","8.529,00 ","5.797,00 ","874.728,00 ","11.717,00 ","9.281,00 ","14.762,00 ","189.033,00 ","22.232,00 ","18.020,00 ","0,00 ","4.212,00 ","0,00 ","0,00 ","0,00 ","16.692,00 ","0,00 ","16.692,00 ","0,00 ","0,00 ","0,00 ","3.313.754,00 ","38.216,00 ","0,00 ","0,00 ","38.216,00 ","1.790.293,00 ","0,00 ","30.234,00 ","0,00 ","0,00 ","0,00 ","107.934,00 ","1.652.125,00 ","528.861,00 ","528.861,00 ","956.384,00 ","0,00 ","110.243,00 ","8.564,00 ","702.815,00 ","134.762,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.908.587,00 ","2.908.587,00 ","1.849,00 ","53.944,00 ","81.735,00 ","48.999,00 ","2.130.914,00 ","108.607,00 ","195.270,00 ","4.666,00 ","282.603,00 ","588.446,00 ","469.038,00 ","46.355,00 ","422.683,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","119.408,00 ","20.865,00 ","0,00 ","0,00 ","98.543,00 ","722.997,00 ","641.268,00 ","3.083.793,00 "
55.,OBČINA IVANČNA GORICA,"9.736.196,00 ","1.930.439,00 ","399.808,00 ","349.798,00 ","13.566,00 ","28.499,00 ","7.945,00 ","0,00 ","0,00 ","0,00 ","64.825,00 ","31.880,00 ","25.540,00 ","217,00 ","360,00 ","6.828,00 ","1.453.615,00 ","224.168,00 ","30.652,00 ","156.352,00 ","10.603,00 ","6.442,00 ","606.002,00 ","29.127,00 ","14.271,00 ","13.750,00 ","362.248,00 ","191,00 ","170,00 ","0,00 ","21,00 ","0,00 ","0,00 ","0,00 ","12.000,00 ","0,00 ","12.000,00 ","0,00 ","0,00 ","0,00 ","3.205.015,00 ","20.255,00 ","20.255,00 ","0,00 ","0,00 ","2.001.042,00 ","0,00 ","41.108,00 ","12.652,00 ","0,00 ","0,00 ","0,00 ","1.947.282,00 ","548.263,00 ","548.263,00 ","635.455,00 ","0,00 ","89.333,00 ","0,00 ","546.122,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.917.341,00 ","3.917.341,00 ","0,00 ","0,00 ","388.843,00 ","12.980,00 ","2.924.753,00 ","222.916,00 ","220.502,00 ","1.908,00 ","145.439,00 ","683.401,00 ","552.678,00 ","123.314,00 ","429.364,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","130.723,00 ","4.188,00 ","0,00 ","0,00 ","126.535,00 ","500.773,00 ","304.760,00 ","4.307.719,00 "
56.,OBČINA IZOLA,"15.942.245,55 ","4.786.907,46 ","1.196.349,46 ","1.037.010,27 ","41.291,17 ","77.810,79 ","20.781,52 ","9.433,57 ","0,00 ","10.022,14 ","195.466,71 ","94.842,52 ","75.933,80 ","730,05 ","984,33 ","22.976,01 ","3.253.856,06 ","520.613,21 ","8.800,64 ","1.589.583,44 ","30.329,38 ","6.348,25 ","261.999,14 ","119.749,47 ","78.846,52 ","35.259,05 ","602.326,96 ","99.506,23 ","41.481,74 ","0,00 ","58.024,49 ","0,00 ","0,00 ","0,00 ","41.729,00 ","0,00 ","41.729,00 ","0,00 ","0,00 ","0,00 ","4.798.875,54 ","149.970,39 ","0,00 ","0,00 ","149.970,39 ","1.652.218,26 ","0,00 ","56.500,00 ","60.081,84 ","0,00 ","0,00 ","35.540,07 ","1.500.096,35 ","641.375,15 ","641.375,15 ","2.355.311,74 ","0,00 ","189.156,12 ","17.705,31 ","2.148.450,31 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.708.985,69 ","3.708.985,69 ","75.185,22 ","0,00 ","141.945,73 ","39.158,40 ","2.039.708,36 ","825.907,37 ","309.465,78 ","12.170,52 ","265.444,31 ","2.647.476,86 ","988.046,85 ","98.459,49 ","859.645,75 ","0,00 ","29.941,61 ","0,00 ","0,00 ","0,00 ","1.659.430,01 ","1.003.118,93 ","0,00 ","0,00 ","656.311,08 ","-21.357,15 ","18.094,88 ","3.444.639,63 "
57.,OBČINA JESENICE,"15.400.653,59 ","4.230.858,82 ","1.064.124,61 ","900.511,53 ","36.687,40 ","72.548,64 ","17.959,13 ","16.739,14 ","0,00 ","19.678,77 ","171.172,29 ","83.146,97 ","66.591,77 ","563,54 ","939,32 ","19.930,69 ","2.963.431,53 ","420.756,57 ","14.112,95 ","251.919,92 ","14.830,65 ","13.990,42 ","1.354.989,93 ","105.706,68 ","34.696,26 ","37.190,25 ","715.237,90 ","32.130,39 ","18.802,92 ","0,00 ","13.327,47 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.863.086,25 ","107.732,78 ","0,00 ","0,00 ","107.732,78 ","2.397.482,47 ","0,00 ","2.895,98 ","211.063,81 ","0,00 ","0,00 ","9.030,74 ","2.174.491,94 ","541.043,96 ","541.043,96 ","2.816.827,04 ","20.000,00 ","111.003,94 ","14.638,34 ","2.612.314,15 ","58.870,61 ","0,00 ","0,00 ","0,00 ","0,00 ","3.320.767,77 ","3.320.767,77 ","617.229,14 ","11.475,00 ","84.904,35 ","501,60 ","336.346,04 ","1.566.906,77 ","166.455,06 ","9.157,15 ","527.792,66 ","1.985.940,75 ","952.996,94 ","119.136,53 ","740.356,92 ","0,00 ","0,00 ","58.727,83 ","34.775,66 ","0,00 ","1.032.943,81 ","7.053,64 ","0,00 ","0,00 ","1.025.890,17 ","675.006,28 ","570.250,85 ","4.504.097,11 "
58.,OBČINA JEZERSKO,"614.779,95 ","231.246,06 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","229.425,98 ","40.117,50 ","4.365,94 ","17.393,78 ","47.132,62 ","0,00 ","49.183,63 ","0,00 ","0,00 ","0,00 ","71.232,51 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.820,08 ","1.820,08 ","0,00 ","0,00 ","0,00 ","0,00 ","119.898,62 ","400,00 ","0,00 ","0,00 ","400,00 ","66.453,12 ","0,00 ","876,33 ","0,00 ","0,00 ","0,00 ","0,00 ","65.576,79 ","17.390,74 ","17.390,74 ","35.654,76 ","0,00 ","1.891,74 ","0,00 ","33.763,02 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","230.632,28 ","230.632,28 ","0,00 ","0,00 ","18.820,82 ","0,00 ","128.977,31 ","35.402,56 ","0,00 ","36.151,88 ","11.279,71 ","33.002,99 ","32.012,99 ","30.000,00 ","2.012,99 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","990,00 ","0,00 ","0,00 ","0,00 ","990,00 ","119.664,14 ","111.566,79 ","222.750,43 "
59.,OBČINA JURŠINCI,"1.560.242,02 ","352.661,15 ","111.792,79 ","97.013,45 ","3.230,00 ","6.172,66 ","5.193,14 ","183,54 ","0,00 ","0,00 ","19.378,96 ","9.061,26 ","7.259,30 ","61,41 ","102,28 ","2.894,71 ","214.374,41 ","27.080,51 ","1.279,01 ","28.176,69 ","0,00 ","4.026,74 ","81.674,00 ","195,04 ","0,00 ","4.793,57 ","67.148,85 ","6.114,99 ","6.114,99 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.000,00 ","0,00 ","1.000,00 ","0,00 ","0,00 ","0,00 ","454.483,14 ","10.281,26 ","0,00 ","0,00 ","10.281,26 ","274.855,05 ","0,00 ","3.354,85 ","0,00 ","0,00 ","0,00 ","0,00 ","271.500,20 ","36.396,11 ","36.396,11 ","132.950,72 ","12.701,88 ","28.897,08 ","0,00 ","91.351,76 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","668.662,06 ","668.662,06 ","0,00 ","0,00 ","59.802,59 ","0,00 ","586.113,93 ","0,00 ","6.932,70 ","0,00 ","15.812,84 ","84.435,67 ","66.809,20 ","29.211,00 ","37.598,20 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","17.626,47 ","6.251,29 ","0,00 ","0,00 ","11.375,18 ","86.904,07 ","89.810,68 ","588.652,67 "
60.,OBČINA KAMNIK,"18.547.522,72 ","2.905.064,68 ","1.088.352,07 ","954.427,05 ","31.330,99 ","66.649,64 ","21.624,00 ","1.418,92 ","0,00 ","12.901,47 ","174.674,08 ","85.220,14 ","69.941,64 ","590,92 ","986,63 ","17.934,75 ","1.573.092,77 ","422.704,17 ","329.613,14 ","161.854,46 ","13.952,21 ","10.751,21 ","223.497,21 ","22.645,46 ","0,00 ","42.639,43 ","345.435,48 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","68.945,76 ","0,00 ","45.900,00 ","23.045,76 ","0,00 ","0,00 ","8.103.126,54 ","378.572,81 ","0,00 ","0,00 ","378.572,81 ","3.459.239,14 ","0,00 ","0,00 ","0,00 ","0,00 ","3.587,52 ","0,00 ","3.455.651,62 ","817.297,33 ","817.297,33 ","3.448.017,26 ","17.549,00 ","223.923,47 ","37.869,24 ","1.659.040,49 ","1.509.635,06 ","0,00 ","0,00 ","0,00 ","0,00 ","6.705.059,22 ","6.705.059,22 ","59.106,50 ","7.385,89 ","416.387,30 ","14.695,37 ","4.957.882,71 ","532.884,79 ","107.920,60 ","10.280,00 ","598.516,06 ","834.272,28 ","544.836,78 ","165.463,59 ","128.997,63 ","0,00 ","0,00 ","0,00 ","250.375,56 ","0,00 ","289.435,50 ","6.405,35 ","0,00 ","0,00 ","283.030,15 ","441.928,57 ","211.011,46 ","5.348.624,70 "
61.,OBČINA KANAL,"7.180.352,00 ","1.691.051,00 ","341.822,00 ","301.816,00 ","13.781,00 ","23.688,00 ","2.537,00 ","0,00 ","0,00 ","0,00 ","55.713,00 ","27.208,00 ","21.694,00 ","184,00 ","307,00 ","6.320,00 ","1.289.504,00 ","148.092,00 ","14.604,00 ","225.315,00 ","17.370,00 ","5.817,00 ","668.814,00 ","16.700,00 ","1.715,00 ","9.216,00 ","181.861,00 ","4.012,00 ","0,00 ","0,00 ","4.012,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.877.514,00 ","19.465,00 ","0,00 ","0,00 ","19.465,00 ","437.368,00 ","0,00 ","15.022,00 ","5.373,00 ","0,00 ","674,00 ","11.829,00 ","404.470,00 ","460.898,00 ","460.898,00 ","959.783,00 ","0,00 ","47.870,00 ","93.155,00 ","818.758,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.340.558,00 ","3.340.558,00 ","256.503,00 ","0,00 ","179.086,00 ","0,00 ","1.921.756,00 ","673.977,00 ","63.391,00 ","0,00 ","245.845,00 ","271.229,00 ","184.760,00 ","182.435,00 ","0,00 ","0,00 ","0,00 ","2.325,00 ","0,00 ","0,00 ","86.469,00 ","52.165,00 ","0,00 ","0,00 ","34.304,00 ","-113.504,00 ","-131.469,00 ","2.301.272,00 "
62.,OBČINA KIDRIČEVO,"4.861.366,00 ","1.204.248,00 ","258.333,00 ","210.748,00 ","11.305,00 ","21.298,00 ","11.277,00 ","3.705,00 ","0,00 ","0,00 ","41.266,00 ","20.330,00 ","16.004,00 ","135,00 ","228,00 ","4.569,00 ","884.366,00 ","81.297,00 ","1.257,00 ","234.839,00 ","0,00 ","11.472,00 ","249.778,00 ","13.249,00 ","0,00 ","7.159,00 ","285.315,00 ","18.197,00 ","18.197,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.086,00 ","0,00 ","2.086,00 ","0,00 ","0,00 ","0,00 ","1.402.542,00 ","92.851,00 ","0,00 ","0,00 ","92.851,00 ","779.531,00 ","0,00 ","4.600,00 ","0,00 ","0,00 ","0,00 ","0,00 ","774.931,00 ","219.261,00 ","219.261,00 ","310.899,00 ","0,00 ","66.194,00 ","1.999,00 ","242.706,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.064.307,00 ","2.064.307,00 ","0,00 ","0,00 ","37.323,00 ","0,00 ","1.766.849,00 ","128.169,00 ","106.589,00 ","0,00 ","25.377,00 ","190.269,00 ","126.905,00 ","108.180,00 ","18.725,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","63.364,00 ","31.268,00 ","0,00 ","0,00 ","32.096,00 ","882.644,00 ","870.395,00 ","2.153.924,00 "
63.,OBČINA KOBARID,"3.916.154,00 ","929.299,00 ","258.028,00 ","229.017,00 ","9.959,00 ","12.949,00 ","2.348,00 ","0,00 ","0,00 ","3.755,00 ","49.665,00 ","23.970,00 ","19.202,00 ","162,00 ","271,00 ","6.060,00 ","606.289,00 ","217.122,00 ","0,00 ","155.946,00 ","0,00 ","4.623,00 ","98.199,00 ","56.110,00 ","0,00 ","8.300,00 ","65.989,00 ","12.770,00 ","12.770,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.547,00 ","1.461,00 ","1.086,00 ","0,00 ","0,00 ","0,00 ","1.404.925,00 ","31.005,00 ","0,00 ","0,00 ","31.005,00 ","740.637,00 ","0,00 ","2.720,00 ","0,00 ","0,00 ","0,00 ","0,00 ","737.917,00 ","101.419,00 ","101.419,00 ","531.864,00 ","27.827,00 ","25.169,00 ","1.753,00 ","477.115,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","829.809,00 ","829.809,00 ","0,00 ","0,00 ","24.448,00 ","37.568,00 ","111.448,00 ","652.829,00 ","0,00 ","0,00 ","3.516,00 ","752.121,00 ","452.201,00 ","39.079,00 ","413.122,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","299.920,00 ","181.694,00 ","0,00 ","0,00 ","118.226,00 ","332.953,00 ","335.944,00 ","970.183,00 "
64.,OBČINA KOBILJE,"691.424,00 ","240.302,00 ","66.950,00 ","60.411,00 ","3.284,00 ","3.255,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.930,00 ","12.930,00 ","0,00 ","0,00 ","0,00 ","0,00 ","156.774,00 ","9.685,00 ","3.165,00 ","34.592,00 ","105,00 ","4.130,00 ","56.136,00 ","5.842,00 ","0,00 ","0,00 ","43.119,00 ","3.648,00 ","3.648,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","197.898,00 ","0,00 ","0,00 ","0,00 ","0,00 ","77.249,00 ","0,00 ","418,00 ","0,00 ","0,00 ","0,00 ","4.780,00 ","72.051,00 ","23.788,00 ","23.788,00 ","96.861,00 ","3.634,00 ","5.031,00 ","1.820,00 ","86.376,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","247.451,00 ","247.451,00 ","0,00 ","0,00 ","4.020,00 ","0,00 ","159.180,00 ","48.652,00 ","7.876,00 ","0,00 ","27.723,00 ","5.773,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.773,00 ","0,00 ","0,00 ","0,00 ","5.773,00 ","18.689,00 ","20.906,00 ","-4.590,00 "
65.,OBČINA KOČEVJE,"16.747.582,16 ","2.658.520,57 ","639.530,12 ","562.492,42 ","24.548,00 ","34.824,16 ","11.289,58 ","4.360,31 ","0,00 ","2.015,65 ","103.760,15 ","50.639,86 ","39.692,34 ","335,89 ","564,37 ","12.527,69 ","1.848.978,39 ","295.551,81 ","100.311,99 ","267.498,59 ","16.636,14 ","6.223,61 ","855.697,78 ","3.497,24 ","11.384,23 ","21.474,10 ","270.702,90 ","57.905,91 ","57.905,91 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.346,00 ","0,00 ","8.346,00 ","0,00 ","0,00 ","0,00 ","4.332.268,75 ","1.940,00 ","0,00 ","0,00 ","1.940,00 ","2.382.505,83 ","0,00 ","20.593,05 ","0,00 ","0,00 ","296,37 ","0,00 ","2.361.616,41 ","287.176,36 ","287.176,36 ","1.660.021,56 ","0,00 ","247.402,68 ","11.402,49 ","1.397.315,40 ","3.900,99 ","0,00 ","625,00 ","625,00 ","0,00 ","8.495.834,45 ","8.495.834,45 ","964.514,32 ","0,00 ","108.683,56 ","0,00 ","6.482.666,63 ","423.951,60 ","244.019,59 ","0,00 ","271.998,75 ","1.260.958,39 ","1.089.972,91 ","323.064,90 ","766.908,01 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","170.985,48 ","0,00 ","0,00 ","0,00 ","170.985,48 ","-1.912.967,66 ","-1.880.017,55 ","3.780.185,84 "
66.,OBČINA KOMEN,"3.081.819,00 ","831.660,00 ","188.389,00 ","164.986,00 ","5.814,00 ","14.351,00 ","1.952,00 ","465,00 ","0,00 ","821,00 ","29.594,00 ","14.894,00 ","11.932,00 ","101,00 ","168,00 ","2.499,00 ","596.497,00 ","81.411,00 ","0,00 ","96.252,00 ","0,00 ","8.824,00 ","87.780,00 ","5.613,00 ","0,00 ","4.486,00 ","312.131,00 ","3.856,00 ","3.856,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","13.324,00 ","0,00 ","3.515,00 ","9.809,00 ","0,00 ","0,00 ","995.359,00 ","40.210,00 ","2.557,00 ","0,00 ","37.653,00 ","535.894,00 ","10.238,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","525.656,00 ","157.224,00 ","157.224,00 ","262.031,00 ","12.564,00 ","18.459,00 ","2.239,00 ","225.695,00 ","3.074,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.013.385,00 ","1.013.385,00 ","195.418,00 ","0,00 ","89.377,00 ","0,00 ","365.660,00 ","206.898,00 ","51.724,00 ","0,00 ","104.308,00 ","241.415,00 ","221.738,00 ","127.985,00 ","93.753,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","19.677,00 ","0,00 ","0,00 ","0,00 ","19.677,00 ","-3.735,00 ","-2.636,00 ","806.770,00 "
67.,OBČINA KOMENDA,"6.290.881,00 ","965.811,00 ","294.952,00 ","255.795,00 ","9.044,00 ","15.765,00 ","8.174,00 ","3.110,00 ","0,00 ","3.064,00 ","48.592,00 ","24.172,00 ","19.366,00 ","164,00 ","272,00 ","4.618,00 ","590.731,00 ","130.904,00 ","15.764,00 ","104.705,00 ","11.660,00 ","2.681,00 ","23.715,00 ","8.525,00 ","2.442,00 ","10.596,00 ","279.739,00 ","31.536,00 ","31.536,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.439.583,00 ","41.086,00 ","0,00 ","0,00 ","41.086,00 ","663.240,00 ","0,00 ","16.692,00 ","2.666,00 ","0,00 ","1.086,00 ","0,00 ","642.796,00 ","156.908,00 ","156.908,00 ","578.349,00 ","20.845,00 ","41.722,00 ","0,00 ","275.787,00 ","239.995,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.628.015,00 ","3.628.015,00 ","98.000,00 ","0,00 ","28.527,00 ","0,00 ","2.210.015,00 ","444.617,00 ","735.362,00 ","0,00 ","111.494,00 ","257.472,00 ","44.221,00 ","44.221,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","213.251,00 ","0,00 ","0,00 ","0,00 ","213.251,00 ","-1.745.110,00 ","-1.715.464,00 ","1.219.998,00 "
68.,MESTNA OBČINA KOPER,"67.268.602,00 ","7.632.627,00 ","2.764.111,00 ","2.385.034,00 ","91.755,00 ","192.287,00 ","62.480,00 ","17.571,00 ","0,00 ","14.984,00 ","442.978,00 ","217.536,00 ","172.718,00 ","1.463,00 ","2.436,00 ","48.825,00 ","4.219.521,00 ","1.086.258,00 ","10.386,00 ","394.139,00 ","103.155,00 ","55.627,00 ","580.389,00 ","89.335,00 ","0,00 ","93.646,00 ","1.806.586,00 ","4.263,00 ","0,00 ","0,00 ","4.263,00 ","0,00 ","0,00 ","0,00 ","201.754,00 ","160.025,00 ","41.729,00 ","0,00 ","0,00 ","0,00 ","21.032.247,00 ","1.096.253,00 ","0,00 ","0,00 ","1.096.253,00 ","8.467.539,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","15.551,00 ","8.451.988,00 ","2.247.065,00 ","2.247.065,00 ","9.215.390,00 ","4.647,00 ","459.835,00 ","0,00 ","4.914.652,00 ","3.757.933,00 ","78.323,00 ","6.000,00 ","6.000,00 ","0,00 ","30.591.276,00 ","30.591.276,00 ","1.132.029,00 ","70.438,00 ","1.682.078,00 ","4.610,00 ","16.729.822,00 ","2.942.784,00 ","5.604.806,00 ","191.710,00 ","2.232.999,00 ","8.012.452,00 ","6.332.480,00 ","382.672,00 ","5.763.818,00 ","0,00 ","51.018,00 ","134.972,00 ","0,00 ","0,00 ","1.679.972,00 ","137.379,00 ","333.834,00 ","0,00 ","1.208.759,00 ","-16.576.004,00 ","-17.963.542,00 ","12.060.908,00 "
69.,OBČINA KOSTANJEVICA NA KRKI,"1.839.165,40 ","499.947,40 ","12.552,66 ","10.807,75 ","646,00 ","825,16 ","0,00 ","0,00 ","0,00 ","273,75 ","1.973,97 ","957,74 ","767,31 ","6,62 ","10,99 ","231,31 ","457.088,68 ","200.151,45 ","3.914,39 ","40.220,36 ","2.958,95 ","4.391,28 ","114.372,25 ","440,31 ","0,00 ","284,07 ","90.355,62 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","28.332,09 ","0,00 ","28.332,09 ","0,00 ","0,00 ","0,00 ","687.133,89 ","1.559,82 ","0,00 ","0,00 ","1.559,82 ","366.111,63 ","0,00 ","2.400,00 ","3.708,47 ","0,00 ","0,00 ","0,00 ","360.003,16 ","60.158,77 ","60.158,77 ","259.303,67 ","0,00 ","16.679,61 ","1.813,76 ","240.810,30 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","577.690,23 ","577.690,23 ","0,00 ","37.444,07 ","23.026,71 ","0,00 ","470.263,24 ","23.940,50 ","0,00 ","0,00 ","23.015,71 ","74.393,88 ","14.615,63 ","9.116,00 ","0,00 ","0,00 ","0,00 ","5.499,63 ","0,00 ","0,00 ","59.778,25 ","0,00 ","0,00 ","0,00 ","59.778,25 ","49.640,31 ","39.704,22 ","405.797,83 "
70.,OBČINA KOSTEL,"1.074.344,00 ","436.937,00 ","162.910,00 ","132.287,00 ","6.460,00 ","8.460,00 ","0,00 ","0,00 ","0,00 ","15.703,00 ","19.571,00 ","9.674,00 ","7.750,00 ","66,00 ","109,00 ","1.972,00 ","239.203,00 ","89.591,00 ","120,00 ","43.814,00 ","0,00 ","3.954,00 ","72.084,00 ","9.159,00 ","0,00 ","3.407,00 ","17.074,00 ","15.253,00 ","13.285,00 ","1.968,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","224.133,00 ","0,00 ","0,00 ","0,00 ","0,00 ","128.305,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","128.305,00 ","23.030,00 ","23.030,00 ","72.798,00 ","209,00 ","0,00 ","3.708,00 ","68.881,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","404.929,00 ","404.929,00 ","23.300,00 ","6.335,00 ","572,00 ","13.063,00 ","350.251,00 ","0,00 ","0,00 ","0,00 ","11.408,00 ","8.345,00 ","8.345,00 ","0,00 ","8.345,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-51.577,00 ","-36.451,00 ","-58.756,00 "
71.,OBČINA KOZJE,"3.019.811,00 ","761.975,00 ","210.851,00 ","182.159,00 ","10.336,00 ","18.082,00 ","0,00 ","0,00 ","0,00 ","274,00 ","32.950,00 ","16.566,00 ","13.843,00 ","108,00 ","183,00 ","2.250,00 ","501.614,00 ","58.332,00 ","990,00 ","46.892,00 ","5.978,00 ","7.449,00 ","261.991,00 ","0,00 ","0,00 ","5.164,00 ","114.818,00 ","3.745,00 ","2.200,00 ","0,00 ","1.545,00 ","0,00 ","0,00 ","0,00 ","12.815,00 ","0,00 ","12.815,00 ","0,00 ","0,00 ","0,00 ","993.570,00 ","45.094,00 ","0,00 ","0,00 ","45.094,00 ","569.215,00 ","0,00 ","4.896,00 ","4.898,00 ","0,00 ","0,00 ","0,00 ","559.421,00 ","82.961,00 ","82.961,00 ","296.300,00 ","0,00 ","46.366,00 ","0,00 ","240.995,00 ","0,00 ","8.939,00 ","0,00 ","0,00 ","0,00 ","1.019.710,00 ","1.019.710,00 ","0,00 ","0,00 ","17.992,00 ","42.848,00 ","597.874,00 ","167.726,00 ","45.000,00 ","4.382,00 ","143.888,00 ","244.556,00 ","73.906,00 ","30.642,00 ","43.264,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","170.650,00 ","57.167,00 ","0,00 ","0,00 ","113.483,00 ","147.620,00 ","146.314,00 ","723.303,00 "
