,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,- V EUR,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,- V EUR
38.,27 ,OBČINA GORENJA VAS-POLJANE,"18.252,96 ","14.362,53 ","14.362,53 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.890,43 ","3.890,43 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","49.190,96 ","490,00 ","490,00 ","48.700,96 ","48.700,96 ","46.991,67 ","12.160,00 ","12.160,00 ","0,00 ","9.484,18 ","5.312,35 ","4.171,83 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","25.347,49 ","25.347,49 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","124,53 ","124,53 ","124,53 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","38.351,20 ","0,00 ","0,00 ","38.101,20 ","38.101,20 ","0,00 ","0,00 ","0,00 ","250,00 ","250,00 ","184.649,37 ","42.678,00 ","42.678,00 ","100.270,09 ","100.270,09 ","0,00 ","0,00 ","41.701,28 ","41.701,28 ","1.230.383,47 ","946.935,88 ","783.147,79 ","163.788,09 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","283.447,59 ","283.447,59 ","126.504,03 ","18.947,07 ","18.947,07 ","25.245,44 ","25.245,44 ","82.311,52 ","82.311,52 ","0,00 ","0,00 ","1.694.448,19 "
39.,28 ,OBČINA GORIŠNICA,"43.023,40 ","3.900,55 ","3.900,55 ","0,00 ","0,00 ","0,00 ","0,00 ","1.922,06 ","0,00 ","1.922,06 ","2.732,28 ","2.732,28 ","0,00 ","0,00 ","0,00 ","0,00 ","34.468,51 ","34.468,51 ","0,00 ","0,00 ","0,00 ","60.093,37 ","297,79 ","297,79 ","59.795,58 ","59.795,58 ","45.733,13 ","0,00 ","0,00 ","0,00 ","22.960,93 ","22.960,93 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","22.097,00 ","22.097,00 ","675,20 ","675,20 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","43.697,23 ","0,00 ","0,00 ","43.697,23 ","43.697,23 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","85.461,28 ","47.189,48 ","47.189,48 ","34.474,53 ","34.474,53 ","0,00 ","0,00 ","3.797,27 ","3.797,27 ","532.434,68 ","432.621,50 ","318.622,50 ","113.999,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","99.813,18 ","99.813,18 ","95.233,30 ","24.556,42 ","24.556,42 ","0,00 ","0,00 ","66.027,46 ","66.027,46 ","4.649,42 ","4.649,42 ","905.676,39 "
40.,207 ,OBČINA GORJE,"82.227,91 ","80.141,99 ","80.141,99 ","0,00 ","0,00 ","0,00 ","0,00 ","2.085,92 ","0,00 ","2.085,92 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.130,91 ","1.130,91 ","1.130,91 ","12.033,48 ","33,48 ","33,48 ","12.000,00 ","12.000,00 ","35.022,40 ","9.273,67 ","4.497,98 ","4.775,69 ","25.000,00 ","25.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","508,34 ","508,34 ","0,00 ","0,00 ","0,00 ","240,39 ","240,39 ","0,00 ","0,00 ","0,00 ","0,00 ","43.115,44 ","0,00 ","0,00 ","43.115,44 ","43.115,44 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","11.295,53 ","9.048,53 ","9.048,53 ","0,00 ","0,00 ","2.247,00 ","2.247,00 ","0,00 ","0,00 ","16.097,25 ","0,00 ","0,00 ","13.497,96 ","13.497,96 ","0,00 ","0,00 ","0,00 ","2.599,29 ","2.599,29 ","118.967,61 ","37.187,85 ","37.187,85 ","64.453,11 ","64.453,11 ","0,00 ","0,00 ","17.326,65 ","17.326,65 ","526.626,37 ","456.048,00 ","376.585,99 ","79.462,01 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.000,00 ","2.000,00 ","68.578,37 ","68.578,37 ","82.358,06 ","0,00 ","0,00 ","16.715,26 ","16.715,26 ","65.642,80 ","65.642,80 ","0,00 ","0,00 ","928.874,96 "
41.,29 ,OBČINA GORNJA RADGONA,"27.004,63 ","27.004,63 ","27.004,63 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","45.793,93 ","0,00 ","0,00 ","45.793,93 ","45.793,93 ","289.121,91 ","118.571,94 ","19.999,91 ","98.572,03 ","25.480,67 ","25.480,67 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","140.013,59 ","140.013,59 ","5.055,71 ","5.055,71 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.664,65 ","5.664,65 ","5.664,65 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","76.507,70 ","0,00 ","0,00 ","76.507,70 ","76.507,70 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","403.504,81 ","110.478,64 ","110.478,64 ","266.543,72 ","266.543,72 ","0,00 ","0,00 ","26.482,45 ","26.482,45 ","1.223.407,45 ","1.112.808,32 ","917.751,14 ","195.057,18 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","110.599,13 ","110.599,13 ","284.620,97 ","28.829,76 ","28.829,76 ","2.543,00 ","2.543,00 ","253.248,21 ","253.248,21 ","0,00 ","0,00 ","2.355.626,05 "
42.,30 ,OBČINA GORNJI GRAD,"20.705,42 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","20.705,42 ","20.705,42 ","225,00 ","225,00 ","225,00 ","15.796,32 ","0,00 ","0,00 ","15.796,32 ","15.796,32 ","94.492,63 ","6.913,15 ","850,00 ","6.063,15 ","66.529,48 ","66.529,48 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","21.050,00 ","21.050,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.181,88 ","1.181,88 ","1.181,88 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","15.314,40 ","0,00 ","0,00 ","15.314,40 ","15.314,40 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","74.987,05 ","16.355,00 ","16.355,00 ","47.346,16 ","47.346,16 ","0,00 ","0,00 ","11.285,89 ","11.285,89 ","397.259,58 ","290.928,06 ","225.735,14 ","65.192,92 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","106.331,52 ","106.331,52 ","79.988,58 ","19.654,50 ","19.654,50 ","4.366,71 ","4.366,71 ","49.377,02 ","49.377,02 ","6.590,35 ","6.590,35 ","699.950,86 "
43.,31 ,OBČINA GORNJI PETROVCI,"31.644,53 ","31.644,53 ","31.644,53 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","11.420,14 ","0,00 ","0,00 ","11.420,14 ","11.420,14 ","59.643,17 ","52.482,89 ","916,67 ","51.566,22 ","3.826,95 ","3.826,95 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.333,33 ","3.333,33 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","44.433,00 ","29.594,00 ","29.594,00 ","14.839,00 ","14.839,00 ","0,00 ","0,00 ","0,00 ","0,00 ","316.773,71 ","270.788,42 ","244.729,84 ","26.058,58 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","45.985,29 ","45.985,29 ","130.921,17 ","8.170,33 ","8.170,33 ","0,00 ","0,00 ","94.141,82 ","94.141,82 ","28.609,02 ","28.609,02 ","594.835,72 "
44.,158 ,OBČINA GRAD,"15.006,17 ","707,00 ","707,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.135,50 ","0,00 ","2.135,50 ","0,00 ","0,00 ","12.163,67 ","12.163,67 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","22.152,00 ","200,00 ","200,00 ","21.952,00 ","21.952,00 ","15.783,14 ","7.948,20 ","3.934,98 ","4.013,22 ","3.775,23 ","3.775,23 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","485,23 ","485,23 ","3.574,48 ","3.574,48 ","0,00 ","0,00 ","25,57 ","0,00 ","0,00 ","25,57 ","25,57 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.083,48 ","438,48 ","438,48 ","0,00 ","0,00 ","645,00 ","645,00 ","0,00 ","0,00 ","22.089,41 ","0,00 ","0,00 ","21.589,41 ","21.589,41 ","0,00 ","0,00 ","0,00 ","500,00 ","500,00 ","32.955,80 ","11.000,00 ","11.000,00 ","18.242,00 ","18.242,00 ","0,00 ","0,00 ","3.713,80 ","3.713,80 ","227.488,28 ","127.273,49 ","66.176,67 ","61.096,82 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","100.214,79 ","100.214,79 ","48.589,45 ","0,00 ","0,00 ","1.600,00 ","1.600,00 ","46.476,61 ","46.476,61 ","512,84 ","512,84 ","385.173,30 "
45.,32 ,OBČINA GROSUPLJE,"150.172,56 ","51.590,71 ","51.590,71 ","0,00 ","0,00 ","0,00 ","0,00 ","94.799,85 ","2.502,50 ","92.297,35 ","0,00 ","0,00 ","3.482,00 ","3.482,00 ","0,00 ","0,00 ","300,00 ","300,00 ","1.100,00 ","1.100,00 ","1.100,00 ","59.523,95 ","0,00 ","0,00 ","59.523,95 ","59.523,95 ","105.111,73 ","44.041,71 ","40.158,69 ","3.883,02 ","15.762,15 ","15.762,15 ","0,00 ","0,00 ","24.107,87 ","0,00 ","0,00 ","24.107,87 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","21.200,00 ","21.200,00 ","0,00 ","0,00 ","35.088,00 ","35.088,00 ","35.088,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.071,13 ","4.071,13 ","4.071,13 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","134.875,58 ","0,00 ","0,00 ","130.075,58 ","130.075,58 ","0,00 ","0,00 ","0,00 ","4.800,00 ","4.800,00 ","1.079.291,90 ","413.242,58 ","413.242,58 ","607.403,76 ","607.403,76 ","0,00 ","0,00 ","58.645,56 ","58.645,56 ","3.196.621,50 ","2.842.997,12 ","2.275.959,42 ","567.037,70 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.800,00 ","3.800,00 ","349.824,38 ","349.824,38 ","368.782,60 ","54.858,26 ","54.858,26 ","35.036,00 ","35.036,00 ","265.858,05 ","265.858,05 ","13.030,29 ","13.030,29 ","5.134.638,95 "
46.,159 ,OBČINA HAJDINA,"91.106,32 ","62.686,09 ","62.686,09 ","0,00 ","0,00 ","0,00 ","0,00 ","20.404,03 ","0,00 ","20.404,03 ","3.465,78 ","3.465,78 ","0,00 ","0,00 ","0,00 ","0,00 ","4.550,42 ","4.550,42 ","0,00 ","0,00 ","0,00 ","39.175,00 ","350,00 ","350,00 ","38.825,00 ","38.825,00 ","54.169,22 ","26.106,66 ","17.566,49 ","8.540,17 ","28.062,56 ","28.062,56 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.050,92 ","0,00 ","0,00 ","2.050,92 ","2.050,92 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","113.303,80 ","46.092,30 ","46.092,30 ","60.398,50 ","60.398,50 ","0,00 ","0,00 ","6.813,00 ","6.813,00 ","491.539,20 ","422.570,70 ","339.978,62 ","82.592,08 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","68.968,50 ","68.968,50 ","73.542,69 ","1.098,46 ","1.098,46 ","6.757,23 ","6.757,23 ","65.511,00 ","65.511,00 ","176,00 ","176,00 ","864.887,15 "
47.,160 ,OBČINA HOČE-SLIVNICA,"28.331,00 ","6.310,00 ","6.310,00 ","0,00 ","0,00 ","0,00 ","0,00 ","22.021,00 ","0,00 ","22.021,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","14.918,00 ","14.918,00 ","14.918,00 ","68.163,00 ","0,00 ","0,00 ","68.163,00 ","68.163,00 ","88.905,00 ","49.752,00 ","25.349,00 ","24.403,00 ","31.520,00 ","31.520,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.633,00 ","7.633,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.898,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.898,00 ","3.898,00 ","93.700,00 ","15.274,00 ","15.274,00 ","74.042,00 ","74.042,00 ","0,00 ","0,00 ","0,00 ","4.384,00 ","4.384,00 ","248.262,00 ","76.932,00 ","76.932,00 ","125.184,00 ","125.184,00 ","0,00 ","0,00 ","46.146,00 ","46.146,00 ","1.926.767,00 ","1.666.317,00 ","1.366.246,00 ","300.071,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","260.450,00 ","260.450,00 ","182.648,00 ","22.008,00 ","22.008,00 ","30.793,00 ","30.793,00 ","113.147,00 ","113.147,00 ","16.700,00 ","16.700,00 ","2.655.592,00 "
48.,161 ,OBČINA HODOŠ,"2.809,17 ","1.077,28 ","1.077,28 ","0,00 ","0,00 ","0,00 ","0,00 ","853,50 ","0,00 ","853,50 ","0,00 ","0,00 ","878,39 ","878,39 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.290,89 ","0,00 ","0,00 ","3.290,89 ","3.290,89 ","41.148,31 ","40.215,52 ","0,00 ","40.215,52 ","932,79 ","932,79 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","125,04 ","125,04 ","125,04 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.137,97 ","0,00 ","0,00 ","3.137,97 ","3.137,97 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.552,00 ","7.500,00 ","7.500,00 ","2.052,00 ","2.052,00 ","0,00 ","0,00 ","0,00 ","0,00 ","14.597,38 ","14.597,38 ","14.113,13 ","484,25 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.716,68 ","1.717,79 ","1.717,79 ","450,00 ","450,00 ","3.410,01 ","3.410,01 ","138,88 ","138,88 ","80.377,44 "
49.,162 ,OBČINA HORJUL,"9.699,56 ","7.599,56 ","7.599,56 ","0,00 ","0,00 ","0,00 ","0,00 ","2.100,00 ","0,00 ","2.100,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","850,00 ","850,00 ","850,00 ","14.902,79 ","0,00 ","0,00 ","14.902,79 ","14.902,79 ","1.300,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.300,00 ","1.300,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.233,97 ","0,00 ","0,00 ","9.233,97 ","9.233,97 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","39.955,00 ","14.400,00 ","14.400,00 ","24.150,00 ","24.150,00 ","0,00 ","0,00 ","1.405,00 ","1.405,00 ","489.021,07 ","423.650,64 ","352.789,32 ","70.861,32 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","65.370,43 ","65.370,43 ","35.968,99 ","7.525,64 ","7.525,64 ","10.840,00 ","10.840,00 ","17.603,35 ","17.603,35 ","0,00 ","0,00 ","600.931,38 "
50.,34 ,OBČINA HRASTNIK,"58.342,41 ","16.317,00 ","16.317,00 ","0,00 ","0,00 ","0,00 ","0,00 ","42.025,41 ","5.772,50 ","36.252,91 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.132,00 ","5.132,00 ","5.132,00 ","54.800,00 ","0,00 ","0,00 ","54.800,00 ","54.800,00 ","68.027,55 ","33.013,12 ","33.013,12 ","0,00 ","22.768,78 ","22.768,78 ","0,00 ","0,00 ","517,65 ","517,65 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","11.728,00 ","11.728,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.816,96 ","2.816,96 ","2.816,96 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","131.175,16 ","0,00 ","0,00 ","131.175,16 ","131.175,16 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","637.956,72 ","212.117,98 ","212.117,98 ","368.712,73 ","368.712,73 ","6.756,00 ","6.756,00 ","50.370,01 ","50.370,01 ","1.389.158,47 ","1.196.233,17 ","674.365,22 ","521.867,95 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.762,00 ","2.762,00 ","190.163,30 ","190.163,30 ","460.004,80 ","20.494,55 ","20.494,55 ","8.200,00 ","8.200,00 ","411.929,85 ","411.929,85 ","19.380,40 ","19.380,40 ","2.807.414,07 "
51.,35 ,OBČINA HRPELJE-KOZINA,"48.080,17 ","9.674,00 ","9.674,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10,11 ","0,00 ","10,11 ","0,00 ","0,00 ","31.460,62 ","31.460,62 ","6.935,44 ","6.935,44 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","130.279,40 ","800,69 ","800,69 ","129.478,71 ","129.478,71 ","360.981,42 ","14.264,99 ","10.969,37 ","3.295,62 ","18.043,26 ","18.043,26 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","265.154,35 ","265.154,35 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","25.177,00 ","25.177,00 ","38.341,82 ","38.341,82 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","13.392,03 ","8.683,34 ","8.683,34 ","0,00 ","0,00 ","4.708,69 ","4.708,69 ","0,00 ","0,00 ","80.109,19 ","0,00 ","0,00 ","69.458,38 ","69.458,38 ","0,00 ","0,00 ","0,00 ","10.650,81 ","10.650,81 ","223.334,45 ","72.822,82 ","72.822,82 ","140.224,63 ","140.224,63 ","0,00 ","0,00 ","10.287,00 ","10.287,00 ","728.574,22 ","710.236,22 ","393.106,00 ","317.130,22 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.000,00 ","6.000,00 ","12.338,00 ","12.338,00 ","0,00 ","0,00 ","123.141,92 ","0,00 ","0,00 ","0,00 ","0,00 ","114.145,60 ","114.145,60 ","8.996,32 ","8.996,32 ","1.707.892,80 "
52.,36 ,OBČINA IDRIJA,"53.538,27 ","33.851,80 ","33.851,80 ","0,00 ","0,00 ","0,00 ","0,00 ","17.090,00 ","840,00 ","16.250,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.596,47 ","2.596,47 ","1.018,20 ","1.018,20 ","1.018,20 ","86.348,78 ","0,00 ","0,00 ","86.348,78 ","86.348,78 ","136.193,19 ","23.340,18 ","9.320,00 ","14.020,18 ","32.802,64 ","32.802,64 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","72.340,37 ","72.340,37 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.710,00 ","7.710,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.576,69 ","5.576,69 ","5.576,69 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","128.252,38 ","0,00 ","0,00 ","127.702,38 ","127.702,38 ","0,00 ","0,00 ","0,00 ","550,00 ","550,00 ","762.674,50 ","226.506,99 ","226.506,99 ","467.640,51 ","467.640,51 ","0,00 ","0,00 ","68.527,00 ","68.527,00 ","1.789.080,76 ","1.525.251,25 ","1.115.602,46 ","409.648,79 ","2.940,00 ","2.940,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.100,00 ","1.100,00 ","259.789,51 ","259.789,51 ","309.528,34 ","49.429,24 ","49.429,24 ","0,00 ","0,00 ","257.224,64 ","257.224,64 ","2.874,46 ","2.874,46 ","3.272.211,11 "
53.,37 ,OBČINA IG,"96.801,01 ","23.211,11 ","21.691,31 ","0,00 ","1.519,80 ","0,00 ","0,00 ","36.725,70 ","0,00 ","36.725,70 ","0,00 ","0,00 ","7.710,83 ","7.710,83 ","0,00 ","0,00 ","29.153,37 ","29.153,37 ","1.219,96 ","1.219,96 ","1.219,96 ","75.429,00 ","0,00 ","0,00 ","75.429,00 ","75.429,00 ","87.274,83 ","3.410,00 ","3.410,00 ","0,00 ","53.986,37 ","52.745,53 ","0,00 ","1.240,84 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","29.878,46 ","29.878,46 ","0,00 ","0,00 ","15.821,08 ","15.821,08 ","15.821,08 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","56.264,74 ","0,00 ","0,00 ","56.264,74 ","56.264,74 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","260.598,43 ","111.618,62 ","111.618,62 ","146.381,51 ","146.381,51 ","321,30 ","321,30 ","2.277,00 ","2.277,00 ","1.018.668,96 ","996.926,75 ","803.325,85 ","193.600,90 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","21.742,21 ","21.742,21 ","182.985,06 ","72.518,68 ","72.518,68 ","2.069,51 ","2.069,51 ","45.079,86 ","45.079,86 ","63.317,01 ","63.317,01 ","1.795.063,07 "
54.,38 ,OBČINA ILIRSKA BISTRICA,"56.435,78 ","34.768,91 ","34.768,91 ","0,00 ","0,00 ","0,00 ","0,00 ","8.891,87 ","7.029,84 ","1.862,03 ","0,00 ","0,00 ","12.775,00 ","12.775,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.000,00 ","6.000,00 ","6.000,00 ","144.021,79 ","656,00 ","656,00 ","143.365,79 ","143.365,79 ","260.364,79 ","170.030,42 ","150.986,58 ","19.043,84 ","71.028,72 ","71.028,72 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","19.305,65 ","19.305,65 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","136.188,48 ","8.233,26 ","8.233,26 ","0,00 ","0,00 ","127.955,22 ","127.955,22 ","0,00 ","0,00 ","125.207,84 ","0,00 ","0,00 ","125.207,84 ","125.207,84 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","621.580,30 ","128.151,60 ","128.151,60 ","456.697,88 ","456.697,88 ","0,00 ","0,00 ","36.730,82 ","36.730,82 ","1.922.709,57 ","1.340.311,00 ","1.026.386,56 ","313.924,44 ","56.152,14 ","54.152,14 ","0,00 ","0,00 ","2.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","21.933,58 ","21.933,58 ","504.312,85 ","504.312,85 ","428.836,79 ","7.322,65 ","7.322,65 ","35.870,00 ","35.870,00 ","358.541,57 ","358.541,57 ","27.102,57 ","27.102,57 ","3.701.345,34 "
