št.",ID,OBČINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.,37 ,OBČINA IG,"8.830.175,78 ","2.050.097,02 ","392.284,79 ","363.965,99 ","5.050,00 ","18.818,54 ","3.364,68 ","0,00 ","0,00 ","1.085,58 ","62.602,46 ","32.200,07 ","26.215,23 ","222,04 ","370,01 ","3.595,11 ","1.551.785,33 ","110.633,71 ","38.016,98 ","319.228,95 ","75.009,70 ","427,57 ","874.732,34 ","21.644,49 ","15.231,06 ","96.860,53 ","13.202,16 ","13.202,16 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","30.222,28 ","3.419,38 ","24.877,32 ","1.925,58 ","0,00 ","0,00 ","2.083.795,64 ","101.578,28 ","101.578,28 ","0,00 ","0,00 ","1.322.071,91 ","0,00 ","1.792,89 ","0,00 ","0,00 ","0,00 ","1.320.279,02 ","199.303,54 ","199.303,54 ","460.841,91 ","61.286,07 ","16.681,31 ","0,00 ","374.844,62 ","8.029,91 ","0,00 ","0,00 ","0,00 ","0,00 ","4.598.446,14 ","4.598.446,14 ","0,00 ","0,00 ","27.829,98 ","0,00 ","4.030.758,03 ","91.840,30 ","66.399,80 ","0,00 ","381.618,03 ","97.836,98 ","54.134,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","54.134,00 ","0,00 ","43.702,98 ","6.126,03 ","0,00 ","0,00 ","37.576,95 ","-3.170.840,29 ","-3.221.901,62 ","1.167.941,42 "
54.,38 ,OBČINA ILIRSKA BISTRICA,"12.970.423,14 ","3.474.972,02 ","638.300,57 ","562.941,76 ","27.847,79 ","38.736,23 ","7.841,82 ","644,21 ","0,00 ","288,76 ","107.947,69 ","59.396,14 ","40.514,32 ","335,28 ","571,54 ","7.130,41 ","2.645.190,78 ","388.430,95 ","107,90 ","405.829,34 ","9.887,10 ","15.799,10 ","1.582.192,53 ","20.148,50 ","47.315,29 ","175.480,07 ","52.379,98 ","49.211,92 ","0,00 ","3.168,06 ","0,00 ","0,00 ","0,00 ","31.153,00 ","0,00 ","23.653,00 ","0,00 ","7.500,00 ","0,00 ","4.623.027,13 ","561.678,24 ","493.917,52 ","0,00 ","67.760,72 ","2.354.585,80 ","0,00 ","36.960,00 ","0,00 ","0,00 ","62.560,38 ","2.255.065,42 ","525.901,28 ","525.901,28 ","1.180.861,81 ","0,00 ","76.864,61 ","3.107,00 ","1.018.406,43 ","82.483,77 ","0,00 ","0,00 ","0,00 ","0,00 ","4.525.241,23 ","4.525.241,23 ","4.904,87 ","0,00 ","18.969,59 ","25.747,50 ","3.776.735,76 ","64.547,64 ","49.996,95 ","0,00 ","584.338,92 ","347.182,76 ","325.865,72 ","156.518,05 ","169.347,67 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","21.317,04 ","0,00 ","0,00 ","0,00 ","21.317,04 ","516.995,40 ","565.704,95 ","2.433.420,42 "
55.,39 ,OBČINA IVANČNA GORICA,"14.527.996,47 ","3.798.104,14 ","596.687,19 ","530.472,08 ","18.943,80 ","34.036,23 ","7.689,88 ","2.554,64 ","0,00 ","2.990,56 ","92.665,35 ","48.285,47 ","38.454,78 ","326,01 ","543,48 ","5.055,61 ","3.108.751,60 ","290.736,16 ","295.725,48 ","252.738,60 ","14.793,20 ","14.484,20 ","1.846.161,94 ","93.492,25 ","43.973,50 ","256.646,27 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.446.565,88 ","0,00 ","0,00 ","0,00 ","0,00 ","2.909.097,69 ","0,00 ","60.900,00 ","23.609,77 ","0,00 ","0,00 ","2.824.587,92 ","649.030,97 ","649.030,97 ","888.437,22 ","34.599,11 ","47.040,37 ","0,00 ","800.362,70 ","6.435,04 ","0,00 ","0,00 ","0,00 ","0,00 ","6.081.523,40 ","6.081.523,40 ","0,00 ","9.450,00 ","55.058,90 ","24.465,74 ","4.564.561,64 ","713.853,50 ","273.025,47 ","6.393,65 ","434.714,50 ","201.803,05 ","176.873,05 ","148.073,05 ","0,00 ","0,00 ","0,00 ","28.800,00 ","0,00 ","0,00 ","24.930,00 ","0,00 ","0,00 ","0,00 ","24.930,00 ","-1.905.244,70 ","-1.958.154,10 ","3.159.874,46 "
56.,40 ,OBČINA IZOLA,"16.845.765,93 ","5.808.659,85 ","1.579.948,66 ","1.454.913,65 ","22.230,83 ","84.557,62 ","5.381,70 ","0,00 ","0,00 ","12.864,86 ","252.101,99 ","131.427,95 ","103.229,47 ","916,59 ","1.456,09 ","15.071,89 ","3.641.981,93 ","509.447,48 ","197.842,96 ","1.884.642,32 ","18.465,31 ","1.422,34 ","258.092,10 ","145.528,22 ","65.137,78 ","561.403,42 ","284.627,27 ","247.462,77 ","0,00 ","37.164,50 ","0,00 ","0,00 ","0,00 ","50.000,00 ","0,00 ","50.000,00 ","0,00 ","0,00 ","0,00 ","6.000.366,12 ","22.620,30 ","0,00 ","0,00 ","22.620,30 ","2.868.277,13 ","0,00 ","32.500,00 ","244.616,69 ","0,00 ","18.879,63 ","2.572.280,81 ","555.978,24 ","555.978,24 ","2.553.490,45 ","0,00 ","46.379,97 ","1.756,01 ","2.498.364,29 ","6.990,18 ","0,00 ","0,00 ","0,00 ","0,00 ","4.751.731,28 ","4.751.731,28 ","0,00 ","0,00 ","93.032,43 ","83.846,25 ","3.575.694,01 ","553.163,89 ","195.098,04 ","18.241,87 ","232.654,79 ","285.008,68 ","126.007,79 ","126.007,79 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","159.000,89 ","0,00 ","0,00 ","0,00 ","159.000,89 ","-447.997,57 ","-185.419,53 ","1.953.611,50 "
57.,41 ,OBČINA JESENICE,"23.618.422,47 ","5.646.996,06 ","1.295.110,53 ","1.147.740,53 ","24.025,51 ","79.550,12 ","25.756,32 ","11.574,38 ","0,00 ","6.463,67 ","203.623,69 ","102.972,22 ","84.650,97 ","733,08 ","1.194,05 ","14.073,37 ","3.988.278,15 ","422.866,88 ","136.339,88 ","302.629,74 ","26.184,06 ","14.184,26 ","2.125.312,02 ","365.143,61 ","63.554,33 ","532.063,37 ","99.983,69 ","89.481,93 ","0,00 ","10.501,76 ","0,00 ","0,00 ","0,00 ","60.000,00 ","0,00 ","60.000,00 ","0,00 ","0,00 ","0,00 ","8.009.016,59 ","297.259,57 ","68.297,91 ","0,00 ","228.961,66 ","3.473.415,06 ","0,00 ","35.000,00 ","305.792,63 ","0,00 ","3.000,00 ","3.129.622,43 ","732.614,64 ","732.614,64 ","3.505.727,32 ","0,00 ","139.591,36 ","3.568,96 ","3.323.016,02 ","39.550,98 ","0,00 ","0,00 ","0,00 ","0,00 ","2.983.564,63 ","2.983.564,63 ","0,00 ","15.000,00 ","33.720,28 ","155.998,98 ","1.107.327,14 ","1.309.012,21 ","196.080,92 ","2.733,50 ","163.691,60 ","6.978.845,19 ","162.538,81 ","0,00 ","0,00 ","0,00 ","0,00 ","162.538,81 ","0,00 ","0,00 ","6.816.306,38 ","0,00 ","0,00 ","0,00 ","6.816.306,38 ","-2.251.050,21 ","-2.270.496,41 ","2.297.860,28 "
58.,163 ,OBČINA JEZERSKO,"1.494.051,86 ","454.358,49 ","37.416,31 ","31.049,30 ","1.221,77 ","3.259,82 ","0,00 ","1.885,42 ","0,00 ","0,00 ","5.660,12 ","2.914,68 ","2.335,09 ","19,76 ","32,96 ","357,63 ","324.599,41 ","42.068,88 ","9.525,46 ","31.034,58 ","5.806,80 ","3.465,89 ","130.862,17 ","1.336,39 ","0,00 ","100.499,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","86.682,65 ","3.584,98 ","0,00 ","83.097,67 ","0,00 ","0,00 ","254.863,07 ","13.816,99 ","0,00 ","0,00 ","13.816,99 ","148.333,40 ","0,00 ","6.900,00 ","0,00 ","0,00 ","0,00 ","141.433,40 ","53.088,96 ","53.088,96 ","39.623,72 ","12.571,68 ","1.697,37 ","0,00 ","25.354,67 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","770.201,91 ","770.201,91 ","0,00 ","14.645,00 ","13.919,33 ","34.145,55 ","595.856,33 ","14.020,86 ","13.769,00 ","2.265,60 ","81.580,24 ","14.628,39 ","3.200,00 ","3.200,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","11.428,39 ","118,43 ","0,00 ","0,00 ","11.309,96 ","327.725,51 ","308.220,64 ","276.171,10 "
59.,42 ,OBČINA JURŠINCI,"2.065.184,54 ","536.864,41 ","119.916,32 ","110.921,54 ","2.145,20 ","6.182,50 ","667,08 ","0,00 ","0,00 ","0,00 ","22.716,86 ","9.543,04 ","7.844,26 ","67,01 ","111,57 ","5.150,98 ","379.166,89 ","29.372,93 ","4.706,44 ","38.334,22 ","0,00 ","2.171,50 ","195.778,95 ","850,67 ","0,00 ","107.952,18 ","15.064,34 ","15.064,34 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","646.016,51 ","24.782,88 ","0,00 ","0,00 ","24.782,88 ","406.770,31 ","0,00 ","3.304,57 ","0,00 ","0,00 ","0,00 ","403.465,74 ","49.000,67 ","49.000,67 ","165.462,65 ","36.523,14 ","31.450,84 ","195,50 ","95.513,10 ","1.780,07 ","0,00 ","0,00 ","0,00 ","0,00 ","867.631,11 ","867.631,11 ","0,00 ","0,00 ","2.804,18 ","0,00 ","663.144,94 ","174.325,89 ","5.000,00 ","0,00 ","22.356,10 ","14.672,51 ","9.190,00 ","9.190,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.482,51 ","607,24 ","0,00 ","0,00 ","4.875,27 ","123.151,91 ","137.107,79 ","537.130,21 "
60.,43 ,OBČINA KAMNIK,"23.472.002,46 ","9.457.895,14 ","1.274.680,63 ","1.148.907,46 ","23.272,12 ","73.076,96 ","5.537,60 ","18.343,36 ","0,00 ","5.543,13 ","202.149,78 ","105.395,18 ","82.886,94 ","749,76 ","1.176,70 ","11.941,20 ","3.857.064,73 ","354.571,76 ","365.651,89 ","327.100,46 ","12.221,85 ","2.678,68 ","2.305.159,79 ","273.424,84 ","0,00 ","216.255,46 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.124.000,00 ","0,00 ","250.000,00 ","54.000,00 ","3.820.000,00 ","0,00 ","10.138.763,07 ","221.098,41 ","0,00 ","0,00 ","221.098,41 ","6.167.305,62 ","0,00 ","57.240,00 ","49.168,34 ","5.965,54 ","0,00 ","6.054.931,74 ","1.001.972,07 ","1.001.972,07 ","2.748.386,97 ","0,00 ","116.368,16 ","17.713,50 ","2.495.625,23 ","118.680,08 ","0,00 ","0,00 ","0,00 ","0,00 ","2.964.294,30 ","2.964.294,30 ","0,00 ","0,00 ","157.482,10 ","0,00 ","957.361,95 ","817.589,01 ","462.198,09 ","20.518,00 ","549.145,15 ","911.049,95 ","378.803,33 ","214.303,33 ","0,00 ","0,00 ","0,00 ","7.500,00 ","157.000,00 ","0,00 ","532.246,62 ","0,00 ","0,00 ","0,00 ","532.246,62 ","-2.119.009,92 ","-2.147.546,80 ","545.447,40 "
61.,44 ,OBČINA KANAL,"6.664.979,69 ","2.069.130,64 ","414.338,65 ","373.032,58 ","11.446,13 ","29.482,22 ","377,72 ","0,00 ","0,00 ","0,00 ","65.476,12 ","33.189,96 ","26.794,47 ","227,37 ","378,89 ","4.885,43 ","1.588.729,29 ","141.185,70 ","5.833,90 ","238.371,61 ","25.927,50 ","4.516,68 ","770.041,95 ","7.347,04 ","0,00 ","395.504,91 ","586,58 ","0,00 ","0,00 ","586,58 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.736.194,70 ","25.480,73 ","0,00 ","0,00 ","25.480,73 ","638.471,58 ","0,00 ","19.200,00 ","21.992,54 ","3.204,81 ","22.680,04 ","571.394,19 ","606.106,55 ","606.106,55 ","1.466.135,84 ","66.930,49 ","50.353,15 ","79.858,44 ","1.268.993,76 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.679.272,51 ","1.679.272,51 ","0,00 ","250.566,69 ","15.285,35 ","0,00 ","1.036.131,76 ","134.238,71 ","26.465,13 ","0,00 ","216.584,87 ","180.381,84 ","45.129,50 ","45.129,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","135.252,34 ","12.427,54 ","0,00 ","0,00 ","122.824,80 ","-66.643,23 ","-78.236,85 ","1.176.039,34 "
62.,45 ,OBČINA KIDRIČEVO,"6.794.296,49 ","2.019.513,72 ","328.698,22 ","281.476,75 ","13.748,20 ","20.818,49 ","5.290,50 ","1.833,64 ","0,00 ","5.530,64 ","50.374,45 ","26.755,77 ","20.461,84 ","176,22 ","293,58 ","2.687,04 ","1.607.688,02 ","77.735,62 ","10.316,45 ","368.418,57 ","23.396,80 ","7.637,98 ","518.359,80 ","2.600,00 ","0,00 ","599.222,80 ","32.753,03 ","32.753,03 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.952.564,86 ","236.493,49 ","179.656,48 ","0,00 ","56.837,01 ","1.155.830,15 ","0,00 ","11.450,00 ","0,00 ","0,00 ","0,00 ","1.144.380,15 ","229.238,64 ","229.238,64 ","331.002,58 ","0,00 ","37.505,74 ","0,00 ","293.496,84 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.741.879,17 ","2.741.879,17 ","0,00 ","0,00 ","65.036,76 ","13.648,22 ","2.279.589,78 ","223.838,30 ","33.343,63 ","0,00 ","126.422,48 ","80.338,74 ","25.368,84 ","25.368,84 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","54.969,90 ","0,00 ","0,00 ","0,00 ","54.969,90 ","-554.080,09 ","-522.279,41 ","1.495.382,11 "
63.,46 ,OBČINA KOBARID,"4.944.917,76 ","1.149.859,33 ","309.658,61 ","285.033,11 ","7.138,94 ","17.486,56 ","0,00 ","0,00 ","0,00 ","0,00 ","50.040,63 ","25.225,44 ","20.209,00 ","218,39 ","285,10 ","4.102,70 ","738.296,87 ","173.223,04 ","0,00 ","243.228,14 ","0,00 ","5.367,13 ","216.599,26 ","16.402,18 ","0,00 ","83.477,12 ","3.184,33 ","3.184,33 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","48.678,89 ","41.611,72 ","7.067,17 ","0,00 ","0,00 ","0,00 ","1.741.662,36 ","55.118,29 ","30.676,07 ","0,00 ","24.442,22 ","887.763,64 ","0,00 ","11.000,00 ","0,00 ","0,00 ","0,00 ","876.763,64 ","133.717,30 ","133.717,30 ","665.063,13 ","36.840,97 ","15.276,99 ","1.752,00 ","611.193,17 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.961.625,42 ","1.961.625,42 ","7.500,00 ","3.581,80 ","18.885,80 ","4.922,80 ","1.329.268,22 ","514.370,20 ","29.892,90 ","0,00 ","53.203,70 ","91.770,65 ","68.762,72 ","68.762,72 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","23.007,93 ","0,00 ","0,00 ","0,00 ","23.007,93 ","-124.553,50 ","-129.811,67 ","863.227,91 "
64.,47 ,OBČINA KOBILJE,"666.376,64 ","263.046,92 ","73.507,00 ","62.444,70 ","3.478,04 ","6.132,12 ","0,00 ","0,00 ","0,00 ","1.452,14 ","11.715,28 ","6.554,30 ","4.528,91 ","40,86 ","69,07 ","522,14 ","174.721,50 ","17.648,11 ","3.602,74 ","65.512,12 ","0,00 ","4.418,50 ","47.794,18 ","10.181,32 ","0,00 ","25.564,53 ","1.943,91 ","1.943,91 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.159,23 ","1.159,23 ","0,00 ","0,00 ","0,00 ","0,00 ","199.482,30 ","0,00 ","0,00 ","0,00 ","0,00 ","85.755,50 ","0,00 ","3.000,00 ","0,00 ","0,00 ","3.500,00 ","79.255,50 ","25.432,54 ","25.432,54 ","88.294,26 ","8.943,87 ","4.046,80 ","2.967,74 ","70.387,09 ","1.948,76 ","0,00 ","0,00 ","0,00 ","0,00 ","187.326,46 ","187.326,46 ","0,00 ","0,00 ","2.295,14 ","0,00 ","140.028,74 ","29.774,98 ","0,00 ","0,00 ","15.227,60 ","16.520,96 ","300,00 ","0,00 ","300,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","16.220,96 ","0,00 ","0,00 ","10.740,43 ","5.480,53 ","28.754,55 ","30.693,19 ","-898,18 "
65.,48 ,OBČINA KOČEVJE,"18.020.329,80 ","4.515.468,90 ","939.090,99 ","840.446,48 ","24.143,90 ","59.123,86 ","14.028,91 ","378,29 ","0,00 ","969,55 ","148.047,24 ","76.845,95 ","60.609,38 ","515,77 ","859,42 ","9.216,72 ","3.362.899,55 ","551.527,72 ","142.369,99 ","338.596,38 ","17.290,14 ","5.168,33 ","1.910.181,24 ","19.083,24 ","180.500,00 ","198.182,51 ","55.431,12 ","55.431,12 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.000,00 ","0,00 ","10.000,00 ","0,00 ","0,00 ","0,00 ","5.872.342,49 ","688.815,10 ","637.731,44 ","0,00 ","51.083,66 ","2.918.536,07 ","0,00 ","29.985,96 ","0,00 ","0,00 ","0,00 ","2.888.550,11 ","518.574,71 ","518.574,71 ","1.746.416,61 ","0,00 ","168.920,34 ","5.219,70 ","1.429.147,12 ","143.129,45 ","0,00 ","0,00 ","0,00 ","0,00 ","7.531.977,00 ","7.531.977,00 ","182.580,97 ","28.882,51 ","94.184,75 ","0,00 ","5.985.765,72 ","491.901,73 ","222.275,05 ","16.270,86 ","510.115,41 ","100.541,41 ","67.895,19 ","12.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","55.895,19 ","0,00 ","32.646,22 ","0,00 ","0,00 ","0,00 ","32.646,22 ","259.783,30 ","308.649,13 ","3.638.666,74 "
66.,49 ,OBČINA KOMEN,"4.153.513,57 ","1.271.254,16 ","293.318,94 ","268.914,57 ","6.966,18 ","16.706,77 ","0,00 ","731,42 ","0,00 ","0,00 ","46.417,61 ","23.690,15 ","18.961,66 ","160,37 ","267,41 ","3.338,02 ","869.911,00 ","88.746,65 ","2.509,46 ","156.506,68 ","4.845,81 ","4.549,39 ","189.946,40 ","3.630,02 ","0,00 ","419.176,59 ","46.491,02 ","46.491,02 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","15.115,59 ","14.115,59 ","1.000,00 ","0,00 ","0,00 ","0,00 ","1.395.358,74 ","21.244,14 ","0,00 ","0,00 ","21.244,14 ","781.590,17 ","0,00 ","39.000,00 ","0,00 ","0,00 ","1.668,55 ","740.921,62 ","166.260,42 ","166.260,42 ","426.264,01 ","27.654,87 ","14.522,57 ","2.500,00 ","375.538,86 ","6.047,71 ","0,00 ","0,00 ","0,00 ","0,00 ","1.414.361,49 ","1.414.361,49 ","0,00 ","0,00 ","47.753,56 ","0,00 ","1.070.571,23 ","95.585,01 ","79.820,45 ","0,00 ","120.631,24 ","72.539,18 ","68.896,92 ","65.408,25 ","3.488,67 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.642,26 ","122,26 ","0,00 ","0,00 ","3.520,00 ","157.582,83 ","200.819,64 ","658.967,94 "
67.,164 ,OBČINA KOMENDA,"4.661.713,78 ","1.412.188,86 ","278.177,98 ","247.699,88 ","3.148,60 ","15.110,57 ","3.411,14 ","5.782,88 ","0,00 ","3.024,91 ","44.937,10 ","22.743,39 ","19.202,90 ","158,05 ","279,33 ","2.553,43 ","1.015.330,03 ","172.469,98 ","1.839,83 ","177.347,65 ","13.972,03 ","2.099,87 ","254.645,68 ","7.375,97 ","14.500,00 ","371.079,02 ","73.743,75 ","73.743,75 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.342.982,32 ","41.354,31 ","0,00 ","0,00 ","41.354,31 ","1.167.332,21 ","0,00 ","15.231,45 ","17.000,00 ","367,80 ","0,00 ","1.134.732,96 ","241.290,40 ","241.290,40 ","893.005,40 ","31.029,99 ","3.273,46 ","0,00 ","527.290,37 ","331.411,58 ","0,00 ","0,00 ","0,00 ","0,00 ","723.367,86 ","723.367,86 ","0,00 ","0,00 ","10.436,37 ","0,00 ","354.395,48 ","64.081,64 ","59.497,52 ","0,00 ","234.956,85 ","183.174,74 ","8.601,00 ","8.601,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","174.573,74 ","0,00 ","0,00 ","0,00 ","174.573,74 ","143.056,17 ","213.735,45 ","798.966,17 "
68.,50 ,MESTNA OBČINA KOPER,"53.118.849,93 ","8.610.600,62 ","3.390.935,62 ","3.013.363,93 ","109.176,84 ","229.524,01 ","0,00 ","20.860,94 ","0,00 ","18.009,90 ","522.194,34 ","266.432,92 ","216.134,53 ","1.891,49 ","3.050,07 ","34.685,33 ","3.849.490,91 ","1.146.357,84 ","235.783,72 ","428.720,88 ","182.372,22 ","33.498,18 ","615.732,14 ","209.752,54 ","1.768,32 ","995.505,07 ","795.790,16 ","795.790,16 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","52.189,59 ","7.189,59 ","45.000,00 ","0,00 ","0,00 ","0,00 ","26.549.512,00 ","2.216.560,47 ","936.305,20 ","0,00 ","1.280.255,27 ","10.418.590,32 ","0,00 ","89.973,17 ","0,00 ","2.018,32 ","51.772,01 ","10.274.826,82 ","2.686.258,70 ","2.686.258,70 ","11.228.102,51 ","0,00 ","330.862,68 ","0,00 ","6.233.107,75 ","4.613.777,31 ","50.354,77 ","0,00 ","0,00 ","0,00 ","15.462.482,27 ","15.462.482,27 ","432.226,31 ","37.474,00 ","1.728.043,88 ","20.044,98 ","8.612.845,60 ","1.942.221,35 ","451.928,18 ","64.881,66 ","2.172.816,31 ","2.496.255,04 ","689.212,61 ","183.307,69 ","263.766,86 ","0,00 ","164.640,20 ","47.583,81 ","29.914,05 ","0,00 ","1.807.042,43 ","0,00 ","0,00 ","0,00 ","1.807.042,43 ","3.890.422,91 ","4.440.062,11 ","13.167.980,51 "
69.,197 ,OBČINA KOSTANJEVICA NA KRKI,"2.430.734,78 ","678.006,52 ","114.699,44 ","105.309,45 ","3.912,68 ","4.274,03 ","0,00 ","770,15 ","0,00 ","433,13 ","18.156,52 ","9.388,06 ","7.521,07 ","63,67 ","106,07 ","1.077,65 ","535.150,56 ","51.473,86 ","15.035,26 ","31.894,34 ","3.932,54 ","2.173,81 ","318.668,15 ","3.578,10 ","554,37 ","107.840,13 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.000,00 ","0,00 ","10.000,00 ","0,00 ","0,00 ","0,00 ","910.013,28 ","38.314,97 ","29.314,97 ","0,00 ","9.000,00 ","523.247,00 ","0,00 ","4.000,00 ","3.665,56 ","0,00 ","2.849,66 ","512.731,78 ","59.077,90 ","59.077,90 ","289.373,41 ","6.508,42 ","18.155,63 ","950,24 ","260.371,08 ","3.388,04 ","0,00 ","0,00 ","0,00 ","0,00 ","804.171,77 ","804.171,77 ","0,00 ","0,00 ","818,35 ","0,00 ","533.368,64 ","157.793,63 ","2.695,00 ","6.311,86 ","103.184,29 ","38.543,21 ","38.543,21 ","35.696,00 ","0,00 ","0,00 ","2.847,21 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-74.643,72 ","-78.308,62 ","561.285,21 "
70.,165 ,OBČINA KOSTEL,"2.712.509,89 ","831.668,33 ","363.163,55 ","293.675,32 ","16.139,73 ","37.538,12 ","463,78 ","0,00 ","0,00 ","15.346,60 ","54.029,04 ","29.180,25 ","21.346,21 ","186,90 ","311,41 ","3.004,27 ","393.614,41 ","55.294,48 ","4.673,87 ","51.401,26 ","25.985,21 ","2.795,60 ","152.963,42 ","42.650,41 ","0,00 ","57.850,16 ","19.861,33 ","19.861,33 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.000,00 ","0,00 ","1.000,00 ","0,00 ","0,00 ","0,00 ","291.542,77 ","17.434,62 ","17.434,62 ","0,00 ","0,00 ","127.294,40 ","0,00 ","1.334,58 ","0,00 ","0,00 ","0,00 ","125.959,82 ","27.358,62 ","27.358,62 ","119.455,13 ","0,00 ","4.182,73 ","8.427,08 ","106.845,32 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.589.298,79 ","1.589.298,79 ","0,00 ","0,00 ","0,00 ","3.629,24 ","1.545.041,51 ","26.737,90 ","0,00 ","0,00 ","13.890,14 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-20.084,44 ","-228,91 ","-307.763,78 "
71.,51 ,OBČINA KOZJE,"6.449.261,64 ","1.207.239,72 ","242.432,68 ","216.419,78 ","10.072,63 ","15.940,27 ","0,00 ","0,00 ","0,00 ","0,00 ","38.751,85 ","19.285,47 ","17.415,56 ","133,64 ","223,01 ","1.694,17 ","850.662,20 ","50.409,76 ","0,00 ","71.346,59 ","23.532,74 ","6.760,97 ","592.861,40 ","1.056,00 ","0,00 ","104.694,74 ","35.186,75 ","34.273,57 ","0,00 ","913,18 ","0,00 ","0,00 ","0,00 ","40.206,24 ","6.176,14 ","34.030,10 ","0,00 ","0,00 ","0,00 ","1.282.470,35 ","113.311,54 ","63.336,98 ","0,00 ","49.974,56 ","778.996,58 ","0,00 ","5.182,00 ","1.250,00 ","0,00 ","2.435,82 ","770.128,76 ","86.085,04 ","86.085,04 ","304.077,19 ","0,00 ","31.718,64 ","0,00 ","256.967,74 ","6.547,64 ","8.843,17 ","0,00 ","0,00 ","0,00 ","3.953.449,24 ","3.953.449,24 ","0,00 ","0,00 ","44.830,90 ","1.324,60 ","3.012.082,54 ","634.107,76 ","154.284,00 ","0,00 ","106.819,44 ","6.102,33 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.102,33 ","0,00 ","0,00 ","0,00 ","6.102,33 ","-709.404,35 ","-678.010,25 ","829.584,85 "
